ENSAHAP00000004711	ENSAHAG00000003650	Apteryx_haastii
MGP_SPRETEiJ_P0037868	MGP_SPRETEiJ_G0019976	Mus_spretus_strain_SPRET/EiJ
ENSTBEP00000014533	ENSTBEG00000016714	Tupaia_belangeri
ENSUPAP00010004314	ENSUPAG00010003520	Urocitellus_parryii
ENSSLDP00000027267	ENSSLDG00000021168	Seriola_lalandi_dorsalis
ENSMUGP00000027118	ENSMUGG00000022589	Meriones_unguiculatus
ENSPTRP00000004290	ENSPTRG00000050458	Pan_troglodytes
ENSCGRP00001008516	ENSCGRG00001010785	Cricetulus_griseus_CHOK1GS_HDv1
ENSSPUP00000004508	ENSSPUG00000003487	Sphenodon_punctatus	ENSSPUT00000004787
ENSFCAP00000022944	ENSFCAG00000029934	Felis_catus
ENSPPRP00000022341	ENSPPRG00000012886	Panthera_pardus
ENSDCDP00000051886	ENSDCDG00000031442	Denticeps_clupeoides
ENSP00000363226	ENSG00000178645	Homo_sapiens
ENSANAP00000022190	ENSANAG00000028863	Aotus_nancymaae
ENSSTOP00000026486	ENSSTOG00000033497	Ictidomys_tridecemlineatus
ENSBIXP00005046464	ENSBIXG00005031270	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSGGOP00000016989	ENSGGOG00000023021	Gorilla_gorilla
ENSLBEP00000000314	ENSLBEG00000000256	Labrus_bergylta
ENSELUP00000017094	ENSELUG00000016846	Esox_lucius
ENSECAP00000018746	ENSECAG00000021332	Equus_caballus
ENSBSLP00000052279	ENSBSLG00000024680	Betta_splendens
ENSNSUP00000017312	ENSNSUG00000012707	Notechis_scutatus	ENSNSUT00000018425
MGP_PahariEiJ_P0084269	MGP_PahariEiJ_G0030108	Mus_pahari_strain_PAHARI_EIJ
ENSEASP00005028504	ENSEASG00005019384	Equus_asinus_asinus
ENSCLAP00000000110	ENSCLAG00000000124	Chinchilla_lanigera
ENSPNAP00000001497	ENSPNAG00000000771	Pygocentrus_nattereri
ENSCPBP00000009983	ENSCPBG00000007681	Chrysemys_picta_bellii
ENSSSCP00000011082	ENSSSCG00000010393	Sus_scrofa_strain_reference
ENSMAMP00000031750	ENSMAMG00000021376	Mastacembelus_armatus
ENSCGRP00000020133	ENSCGRG00000014652	Cricetulus_griseus_CriGri_1.0
ENSCGOP00000042204	ENSCGOG00000019098	Cottoperca_gobio
ENSDORP00000024444	ENSDORG00000025082	Dipodomys_ordii
ENSXETP00000001713	ENSXETG00000006472	Xenopus_tropicalis
ENSAPLP00000029073	ENSAPLG00000022667	Anas_platyrhynchos_platyrhynchos
ENSMMMP00000021593	ENSMMMG00000019013	Marmota_marmota_marmota
ENSCPRP00005014711	ENSCPRG00005010350	Crocodylus_porosus
ENSLAFP00000021882	ENSLAFG00000028337	Loxodonta_africana
ENSMNEP00000002433	ENSMNEG00000011294	Macaca_nemestrina
ENSRNOP00000057695	ENSRNOG00000039749	Rattus_norvegicus
ENSPTIP00000019476	ENSPTIG00000017260	Panthera_tigris_altaica
ENSNPEP00000020405	ENSNPEG00000015172	Nothoprocta_perdicaria
ENSAOCP00000002050	ENSAOCG00000005149	Amphiprion_ocellaris
ENSBTAP00000054548	ENSBTAG00000045949	Bos_taurus
ENSNVIP00000006476	ENSNVIG00000005135	Neovison_vison
ENSGAGP00000011902	ENSGAGG00000009179	Gopherus_agassizii	ENSGAGT00000013633
ENSMUSP00000098289	ENSMUSG00000072473	Mus_musculus_strain_reference_(CL57BL6)
ENSLCRP00005043395	ENSLCRG00005016640	Larimichthys_crocea
ENSMLEP00000040887	ENSMLEG00000044460	Mandrillus_leucophaeus
ENSCHIP00000002934	ENSCHIG00000006737	Capra_hircus
ENSAMEP00000007763	ENSAMEG00000007385	Ailuropoda_melanoleuca
ENSMSIP00000014011	ENSMSIG00000012074	Mus_spicilegus
ENSPEMP00000020981	ENSPEMG00000018763	Peromyscus_maniculatus_bairdii
ENSMOCP00000017228	ENSMOCG00000015892	Microtus_ochrogaster
ENSEEEP00000048289	ENSEEEG00000022741	Electrophorus_electricus
ENSDNVP00000004071	ENSDNVG00000002905	Dromaius_novaehollandiae
ENSSFOP00015010085	ENSSFOG00015006554	Scleropages_formosus
ENSPPAP00000022789	ENSPPAG00000034575	Pan_paniscus
ENSSDAP00000021608	ENSSDAG00000019649	Spermophilus_dauricus
ENSCHAP00000006889	ENSCHAG00000004292	Clupea_harengus
ENSDNOP00000028932	ENSDNOG00000047755	Dasypus_novemcinctus
ENSACLP00000018164	ENSACLG00000012406	Astatotilapia_calliptera
ENSHGLP00000003153	ENSHGLG00000002348	Heterocephalus_glaber_HetGla_female_1.0
ENSPSIP00000004271	ENSPSIG00000004025	Pelodiscus_sinensis
ENSMLUP00000020051	ENSMLUG00000023333	Myotis_lucifugus
ENSMALP00000007412	ENSMALG00000005263	Monopterus_albus
ENSTGEP00000015333	ENSTGEG00000012425	Theropithecus_gelada
ENSBIXP00000019433	ENSBIXG00000023046	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSPAP00000006831	ENSSPAG00000005255	Stegastes_partitus
ENSPRNP00000039580	ENSPRNG00000019491	Parambassis_ranga
ENSOANP00000020896	ENSOANG00000013227	Ornithorhynchus_anatinus
ENSMFAP00000025943	ENSMFAG00000044447	Macaca_fascicularis
ENSRBIP00000031667	ENSRBIG00000039652	Rhinopithecus_bieti
ENSPANP00000028530	ENSPANG00000030332	Papio_anubis
ENSMAUP00000014250	ENSMAUG00000014074	Mesocricetus_auratus
ENSVURP00010021127	ENSVURG00010016149	Vombatus_ursinus
ENSMMUP00000060735	ENSMMUG00000043737	Macaca_mulatta
ENSRROP00000024734	ENSRROG00000036163	Rhinopithecus_roxellana
ENSPTEP00000019523	ENSPTEG00000020835	Piliocolobus_tephrosceles
ENSNLEP00000019289	ENSNLEG00000015910	Nomascus_leucogenys
ENSMICP00000047649	ENSMICG00000046317	Microcebus_murinus
ENSPMGP00000001885	ENSPMGG00000001704	Periophthalmus_magnuspinnatus
ENSOARP00000002249	ENSOARG00000002136	Ovis_aries
ENSOCUP00000029446	ENSOCUG00000028010	Oryctolagus_cuniculus
ENSAPOP00000030920	ENSAPOG00000017840	Acanthochromis_polyacanthus
ENSAMXP00005048816	ENSAMXG00005022296	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSBMUP00000026347	ENSBMUG00000019791	Bos_mutus
