ENSPCIP00000037418	ENSPCIG00000027563	Phascolarctos_cinereus
ENSFHEP00000021272	ENSFHEG00000023269	Fundulus_heteroclitus
ENSCVAP00000017564	ENSCVAG00000020676	Cyprinodon_variegatus
ENSKMAP00000010641	ENSKMAG00000007986	Kryptolebias_marmoratus
ENSORLP00000018409	ENSORLG00000014689	Oryzias_latipes_ASM223467v1
ENSORLP00020020633	ENSORLG00020021620	Oryzias_latipes_ASM223471v1
ENSORLP00015017167	ENSORLG00015018192	Oryzias_latipes_ASM223469v1
ENSOMEP00000022355	ENSOMEG00000001866	Oryzias_melastigma
ENSGWIP00000003111	ENSGWIG00000001729	Gouania_willdenowi
ENSMZEP00005025952	ENSMZEG00005019355	Maylandia_zebra
ENSACLP00000017149	ENSACLG00000011691	Astatotilapia_calliptera
ENSHBUP00000016538	ENSHBUG00000018492	Haplochromis_burtoni
ENSPNYP00000009519	ENSPNYG00000007210	Pundamilia_nyererei
ENSNBRP00000030992	ENSNBRG00000023552	Neolamprologus_brichardi
ENSONIP00000003392	ENSONIG00000002704	Oreochromis_niloticus
ENSACIP00000010342	ENSACIG00000008080	Amphilophus_citrinellus
ENSMALP00000015305	ENSMALG00000010750	Monopterus_albus
ENSLCRP00005018934	ENSLCRG00005007784	Larimichthys_crocea
ENSCGOP00000006155	ENSCGOG00000003225	Cottoperca_gobio
ENSHCOP00000014795	ENSHCOG00000018306	Hippocampus_comes
ENSPMGP00000023933	ENSPMGG00000019359	Periophthalmus_magnuspinnatus
ENSGMOP00000017047	ENSGMOG00000015905	Gadus_morhua
ENSHHUP00000054013	ENSHHUG00000032423	Hucho_hucho
ENSELUP00000033835	ENSELUG00000012175	Esox_lucius
ENSSFOP00015003877	ENSSFOG00015002552	Scleropages_formosus
ENSPKIP00000028193	ENSPKIG00000009932	Paramormyrops_kingsleyae
ENSLOCP00000012977	ENSLOCG00000010596	Lepisosteus_oculatus
ENSEBUP00000003057	ENSEBUG00000002258	Eptatretus_burgeri
ENSCSAVP00000007488	ENSCSAVG00000004474	Ciona_savignyi
ENSCINP00000030661	ENSCING00000022447	Ciona_intestinalis
ZK546.17.1	WBGene00022766	Caenorhabditis_elegans_strain_N2
