ENSNLEP00000028526	ENSNLEG00000015078	Nomascus_leucogenys
ENSBIXP00005042966	ENSBIXG00005004534	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCAFP00000017107	ENSCAFG00000011646	Canis_lupus_familiaris
ENSOCUP00000016824	ENSOCUG00000022715	Oryctolagus_cuniculus
ENSSDAP00000007241	ENSSDAG00000006591	Spermophilus_dauricus
ENSAOCP00000011496	ENSAOCG00000015789	Amphiprion_ocellaris
ENSBIXP00000019826	ENSBIXG00000002720	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTTRP00000010102	ENSTTRG00000010657	Tursiops_truncatus
ENSCSAVP00000016911	ENSCSAVG00000009944	Ciona_savignyi	ENSCSAVT00000017093
ENSTTRP00000010105	ENSTTRG00000010658	Tursiops_truncatus
ENSVURP00010029581	ENSVURG00010022625	Vombatus_ursinus
ENSODEP00000003729	ENSODEG00000002856	Octodon_degus	ENSODET00000003804
ENSMNEP00000031813	ENSMNEG00000039293	Macaca_nemestrina
ENSCGOP00000014339	ENSCGOG00000006979	Cottoperca_gobio
ENSHHUP00000048130	ENSHHUG00000029212	Hucho_hucho
ENSPFOP00000010300	ENSPFOG00000010344	Poecilia_formosa
ENSSPUP00000023706	ENSSPUG00000018173	Sphenodon_punctatus
ENSMLUP00000015715	ENSMLUG00000017236	Myotis_lucifugus
ENSPFOP00000026619	ENSPFOG00000022566	Poecilia_formosa
ENSHGLP00100006501	ENSHGLG00100004873	Heterocephalus_glaber_HetGla_1.0
ENSORLP00015000869	ENSORLG00015001461	Oryzias_latipes_ASM223469v1
ENSCLAP00000024693	ENSCLAG00000016954	Chinchilla_lanigera	ENSCLAT00000024931
MGP_CAROLIEiJ_P0036757	MGP_CAROLIEiJ_G0019287	Mus_caroli_strain_CAROLI_EIJ
ENSPTRP00000052765	ENSPTRG00000030788	Pan_troglodytes
ENSANAP00000034164	ENSANAG00000034727	Aotus_nancymaae
ENSPEMP00000017767	ENSPEMG00000016569	Peromyscus_maniculatus_bairdii
ENSUPAP00010013059	ENSUPAG00010010574	Urocitellus_parryii
ENSHGLP00000014858	ENSHGLG00000010610	Heterocephalus_glaber_HetGla_female_1.0
ENSCABP00000002099	ENSCABG00000001658	Chelonoidis_abingdonii
ENSTGEP00000025635	ENSTGEG00000020640	Theropithecus_gelada
ENSBIXP00000039382	ENSBIXG00000002719	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMPUP00000006361	ENSMPUG00000006417	Mustela_putorius_furo
ENSNGAP00000003618	ENSNGAG00000004250	Nannospalax_galili
FBpp0088139	FBgn0004607	Drosophila_melanogaster
ENSFCAP00000019921	ENSFCAG00000026123	Felis_catus
ENSCGRP00000024187	ENSCGRG00000017531	Cricetulus_griseus_CriGri_1.0
ENSSMAP00000032886	ENSSMAG00000020153	Scophthalmus_maximus
ENSCCAP00000007398	ENSCCAG00000021456	Cebus_capucinus_imitator
ENSPCAP00000006860	ENSPCAG00000007341	Procavia_capensis
ENSTSYP00000029289	ENSTSYG00000026013	Carlito_syrichta
ENSBBBP00000026637	ENSBBBG00000022587	Bison_bison_bison
ENSPCIP00000053162	ENSPCIG00000033281	Phascolarctos_cinereus
ENSCGRP00001025875	ENSCGRG00001023346	Cricetulus_griseus_CHOK1GS_HDv1
ENSOARP00000020726	ENSOARG00000019296	Ovis_aries
ENSPVIP00000020805	ENSPVIG00000015848	Pogona_vitticeps
ENSMOCP00000019981	ENSMOCG00000017802	Microtus_ochrogaster
ENSRNOP00000029097	ENSRNOG00000025634	Rattus_norvegicus
ENSUMAP00000020225	ENSUMAG00000014795	Ursus_maritimus
ENSCPBP00000037348	ENSCPBG00000025896	Chrysemys_picta_bellii
ENSCGRP00015025230	ENSCGRG00015019143	Cricetulus_griseus_CriGri-PICR
ENSECAP00000011622	ENSECAG00000013939	Equus_caballus
ENSSLDP00000008957	ENSSLDG00000007103	Seriola_lalandi_dorsalis
ENSAPOP00000013638	ENSAPOG00000016446	Acanthochromis_polyacanthus
ENSCATP00000020984	ENSCATG00000034235	Cercocebus_atys
ENSSTOP00000002377	ENSSTOG00000002657	Ictidomys_tridecemlineatus
ENSSMRP00000004995	ENSSMRG00000004111	Salvator_merianae
ENSECRP00000016801	ENSECRG00000011158	Erpetoichthys_calabaricus
ENSPVAP00000004907	ENSPVAG00000005185	Pteropus_vampyrus
ENSSHAP00000018245	ENSSHAG00000015490	Sarcophilus_harrisii
ENSGGOP00000004908	ENSGGOG00000005008	Gorilla_gorilla
ENSMUSP00000045156	ENSMUSG00000040721	Mus_musculus_strain_reference_(CL57BL6)
ENSOPRP00000016160	ENSOPRG00000018539	Ochotona_princeps
ENSCPOP00000015329	ENSCPOG00000020268	Cavia_porcellus	ENSCPOT00000026689
ENSEEEP00000007615	ENSEEEG00000003981	Electrophorus_electricus
ENSLAFP00000016174	ENSLAFG00000020918	Loxodonta_africana	ENSLAFT00000020865
ENSSBOP00000040500	ENSSBOG00000036225	Saimiri_boliviensis_boliviensis
ENSETEP00000006129	ENSETEG00000007535	Echinops_telfairi
ENSMUGP00000029011	ENSMUGG00000024022	Meriones_unguiculatus
ENSMMUP00000019392	ENSMMUG00000014771	Macaca_mulatta
ENSVPAP00000000525	ENSVPAG00000000568	Vicugna_pacos
ENSNVIP00000027992	ENSNVIG00000021624	Neovison_vison
ENSAMXP00005039970	ENSAMXG00005018810	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSNSUP00000023366	ENSNSUG00000016915	Notechis_scutatus
ENSOPRP00000015162	ENSOPRG00000016602	Ochotona_princeps
ENSP00000413418	ENSG00000136367	Homo_sapiens
ENSVVUP00000040859	ENSVVUG00000029093	Vulpes_vulpes
ENSCJAP00000013983	ENSCJAG00000007523	Callithrix_jacchus
ENSDORP00000010096	ENSDORG00000010743	Dipodomys_ordii
ENSHHUP00000036582	ENSHHUG00000022957	Hucho_hucho	ENSHHUT00000038042
ENSLCAP00010006038	ENSLCAG00010003002	Lates_calcarifer
ENSDARP00000103045	ENSDARG00000073944	Danio_rerio
ENSPVAP00000004910	ENSPVAG00000005188	Pteropus_vampyrus
ENSKMAP00000025343	ENSKMAG00000018780	Kryptolebias_marmoratus
ENSOMEP00000031602	ENSOMEG00000016546	Oryzias_melastigma
MGP_PahariEiJ_P0084872	MGP_PahariEiJ_G0030304	Mus_pahari_strain_PAHARI_EIJ
ENSMEUP00000002249	ENSMEUG00000002461	Notamacropus_eugenii
ENSCSAP00000012021	ENSCSAG00000015948	Chlorocebus_sabaeus
ENSHCOP00000003447	ENSHCOG00000004785	Hippocampus_comes
ENSPRNP00000054369	ENSPRNG00000025555	Parambassis_ranga
ENSMALP00000004294	ENSMALG00000003130	Monopterus_albus
ENSORLP00000029206	ENSORLG00000023291	Oryzias_latipes_ASM223467v1
ENSMICP00000028385	ENSMICG00000026323	Microcebus_murinus
ENSCAPP00000007167	ENSCAPG00000009165	Cavia_aperea	ENSCAPT00000010858
ENSUAMP00000008951	ENSUAMG00000007479	Ursus_americanus
ENSPTEP00000015275	ENSPTEG00000016963	Piliocolobus_tephrosceles
ENSFHEP00000006193	ENSFHEG00000007223	Fundulus_heteroclitus
ENSEEUP00000005264	ENSEEUG00000005754	Erinaceus_europaeus
ENSPRNP00000054370	ENSPRNG00000025556	Parambassis_ranga
ENSCANP00000016238	ENSCANG00000031554	Colobus_angolensis_palliatus
ENSXMAP00000035812	ENSXMAG00000006194	Xiphophorus_maculatus
ENSPPRP00000028639	ENSPPRG00000020843	Panthera_pardus
ENSDCDP00000004184	ENSDCDG00000002142	Denticeps_clupeoides
ENSMEUP00000002255	ENSMEUG00000002465	Notamacropus_eugenii
ENSCCNP00000029649	ENSCCNG00000028399	Castor_canadensis
ENSDNOP00000029291	ENSDNOG00000044138	Dasypus_novemcinctus	ENSDNOT00000039801
ENSCPBP00000037351	ENSCPBG00000025900	Chrysemys_picta_bellii
ENSHBUP00000017492	ENSHBUG00000019533	Haplochromis_burtoni
ENSAPEP00000013524	ENSAPEG00000009633	Amphiprion_percula
ZC123.3a.1	WBGene00022518	Caenorhabditis_elegans_strain_N2
