ENSSARP00000003620	ENSSARG00000004001	Sorex_araneus
ENSCHOP00000001049	ENSCHOG00000001183	Choloepus_hoffmanni
ENSZALP00000014442	ENSZALG00000011987	Zonotrichia_albicollis
ENSCABP00000003090	ENSCABG00000002374	Chelonoidis_abingdonii
ENSONIP00000013834	ENSONIG00000010993	Oreochromis_niloticus
ENSCHIP00000023813	ENSCHIG00000021251	Capra_hircus
ENSMALP00000006341	ENSMALG00000004480	Monopterus_albus
ENSARWP00000024913	ENSARWG00000016971	Apteryx_rowi
ENSPVIP00000019246	ENSPVIG00000014692	Pogona_vitticeps	ENSPVIT00000023916
ENSACIP00000000191	ENSACIG00000000149	Amphilophus_citrinellus
ENSCAPP00000002937	ENSCAPG00000005823	Cavia_aperea
ENSUPAP00010010620	ENSUPAG00010008579	Urocitellus_parryii
ENSORLP00015002235	ENSORLG00015002883	Oryzias_latipes_ASM223469v1
ENSPPYP00000004405	ENSPPYG00000003847	Pongo_abelii
ENSNVIP00000031832	ENSNVIG00000024497	Neovison_vison
ENSCPUP00000021717	ENSCPUG00000014779	Calidris_pugnax
ENSCVAP00000032817	ENSCVAG00000023137	Cyprinodon_variegatus
ENSFALP00000000461	ENSFALG00000000451	Ficedula_albicollis
ENSP00000315386	ENSG00000178202	Homo_sapiens
ENSVVUP00000021048	ENSVVUG00000015460	Vulpes_vulpes
ENSPEMP00000012461	ENSPEMG00000012786	Peromyscus_maniculatus_bairdii
ENSTTRP00000005738	ENSTTRG00000006066	Tursiops_truncatus
ENSPSIP00000015297	ENSPSIG00000013636	Pelodiscus_sinensis
ENSAHAP00000017576	ENSAHAG00000012496	Apteryx_haastii
ENSMGAP00000016063	ENSMGAG00000015147	Meleagris_gallopavo
ENSLCOP00000016705	ENSLCOG00000011892	Lepidothrix_coronata
ENSGACP00000003202	ENSGACG00000002456	Gasterosteus_aculeatus
ENSSDUP00000005046	ENSSDUG00000003747	Seriola_dumerili
ENSHCOP00000013317	ENSHCOG00000016440	Hippocampus_comes
ENSSLDP00000004904	ENSSLDG00000003899	Seriola_lalandi_dorsalis
ENSATEP00000012300	ENSATEG00000008571	Anabas_testudineus
ENSFHEP00000034279	ENSFHEG00000021918	Fundulus_heteroclitus
ENSSSCP00000015933	ENSSSCG00000015009	Sus_scrofa_strain_reference
ENSNLEP00000008830	ENSNLEG00000007238	Nomascus_leucogenys
ENSLCAP00010036618	ENSLCAG00010017153	Lates_calcarifer
ENSFDAP00000009045	ENSFDAG00000017153	Fukomys_damarensis
ENSCCEP00000027328	ENSCCEG00000023879	Cyanistes_caeruleus
ENSCGRP00000000311	ENSCGRG00000000295	Cricetulus_griseus_CriGri_1.0
ENSPANP00000002823	ENSPANG00000022853	Papio_anubis
ENSCJPP00005001865	ENSCJPG00005001927	Coturnix_japonica	ENSCJPT00005003225
ENSAPOP00000007882	ENSAPOG00000009912	Acanthochromis_polyacanthus
ENSLCRP00005049591	ENSLCRG00005018714	Larimichthys_crocea
ENSMEUP00000010477	ENSMEUG00000011480	Notamacropus_eugenii
ENSMUGP00000007883	ENSMUGG00000007148	Meriones_unguiculatus
ENSPTIP00000009492	ENSPTIG00000010545	Panthera_tigris_altaica
ENSLOCP00000002368	ENSLOCG00000002033	Lepisosteus_oculatus
ENSGGOP00000010361	ENSGGOG00000010626	Gorilla_gorilla
ENSXETP00000018308	ENSXETG00000001786	Xenopus_tropicalis
ENSAOCP00000031463	ENSAOCG00000023158	Amphiprion_ocellaris
ENSTRUP00000049791	ENSTRUG00000023130	Takifugu_rubripes
ENSSMRP00000014012	ENSSMRG00000010901	Salvator_merianae	ENSSMRT00000016311
ENSXMAP00000015611	ENSXMAG00000015578	Xiphophorus_maculatus
ENSMUNP00000004377	ENSMUNG00000003645	Melopsittacus_undulatus
ENSFCAP00000052032	ENSFCAG00000007244	Felis_catus
ENSCSEP00000033926	ENSCSEG00000021755	Cynoglossus_semilaevis
ENSCGOP00000005238	ENSCGOG00000002774	Cottoperca_gobio
ENSANAP00000008862	ENSANAG00000022448	Aotus_nancymaae
ENSCGRP00001024857	ENSCGRG00001022653	Cricetulus_griseus_CHOK1GS_HDv1
ENSOMEP00000014950	ENSOMEG00000016504	Oryzias_melastigma
ENSAMEP00000009789	ENSAMEG00000009298	Ailuropoda_melanoleuca
ENSPNAP00000024048	ENSPNAG00000008547	Pygocentrus_nattereri
ENSMUSP00000039313	ENSMUSG00000034487	Mus_musculus_strain_reference_(CL57BL6)
ENSJJAP00000002934	ENSJJAG00000005365	Jaculus_jaculus
ENSETEP00000010001	ENSETEG00000012328	Echinops_telfairi
ENSBMUP00000009106	ENSBMUG00000007094	Bos_mutus
ENSTGUP00000012989	ENSTGUG00000012620	Taeniopygia_guttata
ENSCPGP00000003104	ENSCPGG00000002286	Calidris_pygmaea
ENSCGRP00015035383	ENSCGRG00015026570	Cricetulus_griseus_CriGri-PICR
ENSPREP00000002736	ENSPREG00000001985	Poecilia_reticulata
ENSDARP00000003564	ENSDARG00000021408	Danio_rerio
ENSLSDP00000024907	ENSLSDG00000017464	Lonchura_striata_domestica
ENSPLAP00000022882	ENSPLAG00000007791	Poecilia_latipinna
ENSGAGP00000018739	ENSGAGG00000013864	Gopherus_agassizii
ENSMNEP00000012544	ENSMNEG00000030579	Macaca_nemestrina
ENSUAMP00000017838	ENSUAMG00000014151	Ursus_americanus
ENSORLP00000024062	ENSORLG00000019323	Oryzias_latipes_ASM223467v1
ENSSTOP00000016648	ENSSTOG00000022975	Ictidomys_tridecemlineatus
ENSSLDP00000003459	ENSSLDG00000002732	Seriola_lalandi_dorsalis
ENSPMJP00000023985	ENSPMJG00000017663	Parus_major
ENSTSYP00000001280	ENSTSYG00000001384	Carlito_syrichta
ENSODEP00000013876	ENSODEG00000010261	Octodon_degus
ENSPKIP00000000656	ENSPKIG00000019239	Paramormyrops_kingsleyae
ENSBBBP00000016425	ENSBBBG00000024456	Bison_bison_bison
ENSGALP00000027658	ENSGALG00000017158	Gallus_gallus	ENSGALT00000027711
ENSMMOP00000025605	ENSMMOG00000019400	Mola_mola
ENSELUP00000021768	ENSELUG00000020802	Esox_lucius
ENSPPRP00000007877	ENSPPRG00000002881	Panthera_pardus
ENSPTRP00000007319	ENSPTRG00000004253	Pan_troglodytes
ENSPVAP00000006952	ENSPVAG00000007368	Pteropus_vampyrus
ENSTGUP00000015147	ENSTGUG00000014790	Taeniopygia_guttata
ENSABRP00000019262	ENSABRG00000016517	Anser_brachyrhynchus
ENSMLEP00000012254	ENSMLEG00000030293	Mandrillus_leucophaeus
ENSGAFP00000032550	ENSGAFG00000021919	Gambusia_affinis
ENSCAFP00000064867	ENSCAFG00000014348	Canis_lupus_familiaris
ENSSMAP00000027218	ENSSMAG00000016645	Scophthalmus_maximus
ENSHBUP00000022081	ENSHBUG00000000028	Haplochromis_burtoni
ENSHGLP00000023205	ENSHGLG00000016541	Heterocephalus_glaber_HetGla_female_1.0
ENSMMMP00000000421	ENSMMMG00000000397	Marmota_marmota_marmota
ENSECRP00000008295	ENSECRG00000005548	Erpetoichthys_calabaricus
ENSPCOP00000016991	ENSPCOG00000020286	Propithecus_coquereli
ENSACLP00000010940	ENSACLG00000007494	Astatotilapia_calliptera
ENSPRNP00000049965	ENSPRNG00000023789	Parambassis_ranga
ENSRBIP00000009693	ENSRBIG00000028735	Rhinopithecus_bieti
ENSOCUP00000012500	ENSOCUG00000014539	Oryctolagus_cuniculus
ENSHHUP00000090851	ENSHHUG00000052439	Hucho_hucho
ENSPFOP00000008574	ENSPFOG00000008539	Poecilia_formosa
ENSCCAP00000000515	ENSCCAG00000002921	Cebus_capucinus_imitator
ENSPSMP00000016131	ENSPSMG00000011480	Prolemur_simus
ENSMVIP00005018507	ENSMVIG00005013153	Manacus_vitellinus
ENSTGEP00000020368	ENSTGEG00000016363	Theropithecus_gelada
ENSCPOP00000005362	ENSCPOG00000005942	Cavia_porcellus
ENSAPEP00000011856	ENSAPEG00000008407	Amphiprion_percula
MGP_CAROLIEiJ_P0087865	MGP_CAROLIEiJ_G0032214	Mus_caroli_strain_CAROLI_EIJ
ENSBSLP00000005509	ENSBSLG00000002991	Betta_splendens
ENSKMAP00000009155	ENSKMAG00000006831	Kryptolebias_marmoratus
ENSCPBP00000030839	ENSCPBG00000021689	Chrysemys_picta_bellii
ENSMICP00000003151	ENSMICG00000003463	Microcebus_murinus
ENSEASP00005014519	ENSEASG00005010114	Equus_asinus_asinus
ENSJHYP00000006203	ENSJHYG00000005014	Junco_hyemalis
ENSLAFP00000007461	ENSLAFG00000008888	Loxodonta_africana
ENSAMXP00005008756	ENSAMXG00005005021	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSBIXP00000029524	ENSBIXG00000011192	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMPUP00000005891	ENSMPUG00000005942	Mustela_putorius_furo
ENSCAFP00020008763	ENSCAFG00020007097	Canis_lupus_dingo
ENSPMGP00000026000	ENSPMGG00000020964	Periophthalmus_magnuspinnatus
ENSAMXP00000020084	ENSAMXG00000019510	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDORP00000004800	ENSDORG00000005132	Dipodomys_ordii
MGP_PahariEiJ_P0023515	MGP_PahariEiJ_G0015082	Mus_pahari_strain_PAHARI_EIJ
ENSCJAP00000018900	ENSCJAG00000042526	Callithrix_jacchus
ENSCLAP00000019636	ENSCLAG00000013476	Chinchilla_lanigera
ENSGMOP00000009565	ENSGMOG00000008950	Gadus_morhua
ENSMAUP00000005513	ENSMAUG00000007585	Mesocricetus_auratus
ENSAPLP00000012303	ENSAPLG00000012507	Anas_platyrhynchos_platyrhynchos
ENSPCAP00000013859	ENSPCAG00000014851	Procavia_capensis
ENSPMEP00000014512	ENSPMEG00000016891	Poecilia_mexicana
ENSEEEP00000009306	ENSEEEG00000004766	Electrophorus_electricus
ENSSLDP00000003501	ENSSLDG00000002766	Seriola_lalandi_dorsalis
ENSBIXP00005037239	ENSBIXG00005002657	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSRNOP00000009497	ENSRNOG00000007177	Rattus_norvegicus
ENSPPAP00000013224	ENSPPAG00000029797	Pan_paniscus
ENSMZEP00005017342	ENSMZEG00005013036	Maylandia_zebra
ENSSFOP00015020132	ENSSFOG00015012938	Scleropages_formosus
ENSDNOP00000014076	ENSDNOG00000018144	Dasypus_novemcinctus
ENSSPAP00000026252	ENSSPAG00000019809	Stegastes_partitus
ENSHGLP00100013310	ENSHGLG00100009856	Heterocephalus_glaber_HetGla_1.0
ENSVPAP00000001680	ENSVPAG00000001822	Vicugna_pacos
ENSTNIP00000009105	ENSTNIG00000006344	Tetraodon_nigroviridis
ENSCATP00000026247	ENSCATG00000036542	Cercocebus_atys
ENSCSAP00000015084	ENSCSAG00000002956	Chlorocebus_sabaeus
ENSRROP00000001048	ENSRROG00000003863	Rhinopithecus_roxellana
ENSMLUP00000007772	ENSMLUG00000008527	Myotis_lucifugus
ENSSPUP00000022931	ENSSPUG00000017594	Sphenodon_punctatus
MGP_SPRETEiJ_P0091466	MGP_SPRETEiJ_G0033354	Mus_spretus_strain_SPRET/EiJ
ENSLACP00000010533	ENSLACG00000009280	Latimeria_chalumnae
ENSXCOP00000027730	ENSXCOG00000020677	Xiphophorus_couchianus
ENSOPRP00000003883	ENSOPRG00000004227	Ochotona_princeps
ENSPTEP00000029756	ENSPTEG00000029108	Piliocolobus_tephrosceles
ENSMFAP00000041148	ENSMFAG00000041321	Macaca_fascicularis
ENSSDAP00000012625	ENSSDAG00000011320	Spermophilus_dauricus
ENSMOCP00000005536	ENSMOCG00000005032	Microtus_ochrogaster
