ENSLOCP00000005201	ENSLOCG00000004353	Lepisosteus_oculatus
ENSCHIP00000033703	ENSCHIG00000027152	Capra_hircus
ENSBIXP00000024153	ENSBIXG00000005516	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005027112	ENSBIXG00005001783	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000056900	ENSBTAG00000015056	Bos_taurus
ENSBMUP00000029174	ENSBMUG00000021839	Bos_mutus
ENSBBBP00000008276	ENSBBBG00000016260	Bison_bison_bison
ENSSSCP00000071182	ENSSSCG00000011663	Sus_scrofa_strain_reference
ENSCHOP00000004840	ENSCHOG00000005466	Choloepus_hoffmanni
MGP_SPRETEiJ_P0092895	MGP_SPRETEiJ_G0033693	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000017723	ENSMSIG00000015122	Mus_spicilegus
ENSMUSP00000140676	ENSMUSG00000032454	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0089185	MGP_CAROLIEiJ_G0032548	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0024859	MGP_PahariEiJ_G0015418	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000018755	ENSRNOG00000013932	Rattus_norvegicus
ENSMUGP00000005316	ENSMUGG00000004887	Meriones_unguiculatus
ENSCGRP00000017604	ENSCGRG00000012806	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001011587	ENSCGRG00001013198	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015005094	ENSCGRG00015004001	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000001584	ENSMAUG00000001165	Mesocricetus_auratus
ENSPEMP00000017267	ENSPEMG00000016242	Peromyscus_maniculatus_bairdii
ENSMOCP00000012772	ENSMOCG00000012766	Microtus_ochrogaster
ENSJJAP00000022525	ENSJJAG00000022560	Jaculus_jaculus
ENSCCNP00000002601	ENSCCNG00000002833	Castor_canadensis
ENSDORP00000015527	ENSDORG00000016505	Dipodomys_ordii
ENSSDAP00000000346	ENSSDAG00000000405	Spermophilus_dauricus
ENSMMMP00000020070	ENSMMMG00000017732	Marmota_marmota_marmota
ENSSTOP00000016221	ENSSTOG00000027268	Ictidomys_tridecemlineatus
ENSUPAP00010009713	ENSUPAG00010007849	Urocitellus_parryii
ENSTBEP00000010454	ENSTBEG00000012088	Tupaia_belangeri
ENSOCUP00000038129	ENSOCUG00000008146	Oryctolagus_cuniculus
ENSOPRP00000000170	ENSOPRG00000000189	Ochotona_princeps
ENSSARP00000005760	ENSSARG00000006363	Sorex_araneus
ENSDNOP00000010542	ENSDNOG00000013605	Dasypus_novemcinctus
ENSETEP00000008425	ENSETEG00000010373	Echinops_telfairi
ENSOANP00000004275	ENSOANG00000002685	Ornithorhynchus_anatinus
ENSCJPP00005006041	ENSCJPG00005005688	Coturnix_japonica
ENSNMEP00000016697	ENSNMEG00000014675	Numida_meleagris
ENSCPGP00000009738	ENSCPGG00000006933	Calidris_pygmaea
ENSCPUP00000020834	ENSCPUG00000014258	Calidris_pugnax
ENSZALP00000000174	ENSZALG00000000175	Zonotrichia_albicollis
ENSJHYP00000023423	ENSJHYG00000017633	Junco_hyemalis
ENSTGUP00000005320	ENSTGUG00000005160	Taeniopygia_guttata
ENSSCAP00000012066	ENSSCAG00000009028	Serinus_canaria
ENSFALP00000004265	ENSFALG00000004097	Ficedula_albicollis
ENSPMJP00000022287	ENSPMJG00000016514	Parus_major
ENSCCEP00000022845	ENSCCEG00000020577	Cyanistes_caeruleus
ENSMVIP00005013465	ENSMVIG00005009751	Manacus_vitellinus
ENSLCOP00000016420	ENSLCOG00000011709	Lepidothrix_coronata
ENSMUNP00000018378	ENSMUNG00000014064	Melopsittacus_undulatus
ENSABRP00000008465	ENSABRG00000007617	Anser_brachyrhynchus
ENSAPLP00000025021	ENSAPLG00000002772	Anas_platyrhynchos_platyrhynchos
ENSGALP00000008533	ENSGALG00000005327	Gallus_gallus
ENSMGAP00000004224	ENSMGAG00000004434	Meleagris_gallopavo
ENSAOWP00000026056	ENSAOWG00000017580	Apteryx_owenii
ENSARWP00000007663	ENSARWG00000005343	Apteryx_rowi
ENSAHAP00000014463	ENSAHAG00000010415	Apteryx_haastii
ENSDNVP00000001815	ENSDNVG00000001324	Dromaius_novaehollandiae
ENSNPEP00000017055	ENSNPEG00000012708	Nothoprocta_perdicaria
ENSCPRP00005006611	ENSCPRG00005004717	Crocodylus_porosus
ENSGAGP00000033941	ENSGAGG00000024133	Gopherus_agassizii
ENSCABP00000012139	ENSCABG00000009091	Chelonoidis_abingdonii
ENSCPBP00000013670	ENSCPBG00000010197	Chrysemys_picta_bellii
ENSPSIP00000008658	ENSPSIG00000007918	Pelodiscus_sinensis
ENSPVIP00000035012	ENSPVIG00000025580	Pogona_vitticeps
ENSACAP00000003392	ENSACAG00000003490	Anolis_carolinensis
ENSNSUP00000019426	ENSNSUG00000014208	Notechis_scutatus
ENSSMRP00000002022	ENSSMRG00000001753	Salvator_merianae
ENSSPUP00000003804	ENSSPUG00000002919	Sphenodon_punctatus
ENSXETP00000025776	ENSXETG00000003524	Xenopus_tropicalis
ENSNMEP00000016694	ENSNMEG00000014674	Numida_meleagris
ENSPKIP00000027978	ENSPKIG00000009801	Paramormyrops_kingsleyae
ENSSFOP00015023195	ENSSFOG00015014921	Scleropages_formosus
ENSORLP00015028952	ENSORLG00015011836	Oryzias_latipes_ASM223469v1
ENSORLP00000031030	ENSORLG00000022031	Oryzias_latipes_ASM223467v1
ENSORLP00020024915	ENSORLG00020006590	Oryzias_latipes_ASM223471v1
ENSOMEP00000025527	ENSOMEG00000006813	Oryzias_melastigma
ENSKMAP00000002850	ENSKMAG00000002179	Kryptolebias_marmoratus
ENSGWIP00000023946	ENSGWIG00000012743	Gouania_willdenowi
ENSGACP00000007417	ENSGACG00000005598	Gasterosteus_aculeatus
ENSAPEP00000000891	ENSAPEG00000000675	Amphiprion_percula
ENSAOCP00000018671	ENSAOCG00000023852	Amphiprion_ocellaris
ENSAPOP00000025061	ENSAPOG00000007930	Acanthochromis_polyacanthus
ENSPRNP00000038729	ENSPRNG00000019165	Parambassis_ranga
ENSMZEP00005006358	ENSMZEG00005004916	Maylandia_zebra
ENSACLP00000018836	ENSACLG00000012843	Astatotilapia_calliptera
ENSHBUP00000020436	ENSHBUG00000022702	Haplochromis_burtoni
ENSPNYP00000015735	ENSPNYG00000011924	Pundamilia_nyererei
ENSNBRP00000003578	ENSNBRG00000002854	Neolamprologus_brichardi
ENSONIP00000018383	ENSONIG00000014606	Oreochromis_niloticus
ENSACIP00000004338	ENSACIG00000003438	Amphilophus_citrinellus
ENSLCAP00010008753	ENSLCAG00010004218	Lates_calcarifer
ENSSMAP00000033842	ENSSMAG00000020703	Scophthalmus_maximus
ENSTRUP00000049977	ENSTRUG00000008045	Takifugu_rubripes
ENSBSLP00000032381	ENSBSLG00000015872	Betta_splendens
ENSLCRP00005037577	ENSLCRG00005014633	Larimichthys_crocea
ENSMMOP00000008140	ENSMMOG00000006313	Mola_mola
ENSHCOP00000013525	ENSHCOG00000016710	Hippocampus_comes
ENSCSEP00000020689	ENSCSEG00000013206	Cynoglossus_semilaevis
ENSLBEP00000024310	ENSLBEG00000018618	Labrus_bergylta
ENSLBEP00000000357	ENSLBEG00000000301	Labrus_bergylta
ENSSPAP00000004254	ENSSPAG00000003286	Stegastes_partitus
ENSSDUP00000013785	ENSSDUG00000010022	Seriola_dumerili
ENSSLDP00000032586	ENSSLDG00000025008	Seriola_lalandi_dorsalis
ENSMAMP00000018143	ENSMAMG00000012240	Mastacembelus_armatus
ENSMALP00000030277	ENSMALG00000020940	Monopterus_albus
ENSATEP00000031356	ENSATEG00000021618	Anabas_testudineus
ENSXMAP00000006561	ENSXMAG00000006544	Xiphophorus_maculatus
ENSXCOP00000006178	ENSXCOG00000004773	Xiphophorus_couchianus
ENSPLAP00000024384	ENSPLAG00000010528	Poecilia_latipinna
ENSPFOP00000007552	ENSPFOG00000007568	Poecilia_formosa
ENSPMEP00000001402	ENSPMEG00000002314	Poecilia_mexicana
ENSPREP00000016228	ENSPREG00000010960	Poecilia_reticulata
ENSGAFP00000030980	ENSGAFG00000020890	Gambusia_affinis
ENSCVAP00000004922	ENSCVAG00000006238	Cyprinodon_variegatus
ENSFHEP00000033462	ENSFHEG00000020640	Fundulus_heteroclitus
ENSPMGP00000016208	ENSPMGG00000013308	Periophthalmus_magnuspinnatus
ENSGMOP00000014852	ENSGMOG00000013916	Gadus_morhua
ENSTNIP00000017336	ENSTNIG00000014320	Tetraodon_nigroviridis
ENSHHUP00000058301	ENSHHUG00000034702	Hucho_hucho
ENSHHUP00000003892	ENSHHUG00000002446	Hucho_hucho
ENSELUP00000014418	ENSELUG00000000526	Esox_lucius
ENSDCDP00000029775	ENSDCDG00000021048	Denticeps_clupeoides
ENSCHAP00000058513	ENSCHAG00000026337	Clupea_harengus
ENSAMXP00000027831	ENSAMXG00000036297	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005028394	ENSAMXG00005014159	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000017312	ENSPNAG00000023543	Pygocentrus_nattereri
ENSIPUP00000012785	ENSIPUG00000008698	Ictalurus_punctatus
ENSEEEP00000015969	ENSEEEG00000007895	Electrophorus_electricus
ENSDARP00000093236	ENSDARG00000070038	Danio_rerio
ENSHHUP00000060651	ENSHHUG00000035941	Hucho_hucho
ENSELUP00000040804	ENSELUG00000021410	Esox_lucius
ENSCHAP00000008882	ENSCHAG00000005327	Clupea_harengus
ENSAMXP00005009795	ENSAMXG00005005541	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000048104	ENSAMXG00000038423	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000018734	ENSPNAG00000003882	Pygocentrus_nattereri
ENSIPUP00000010720	ENSIPUG00000007321	Ictalurus_punctatus
ENSDARP00000048837	ENSDARG00000093774	Danio_rerio
ENSPRNP00000045616	ENSPRNG00000022078	Parambassis_ranga
ENSGWIP00000005599	ENSGWIG00000003100	Gouania_willdenowi
ENSORLP00020033283	ENSORLG00020019162	Oryzias_latipes_ASM223471v1
ENSORLP00015034104	ENSORLG00015019885	Oryzias_latipes_ASM223469v1
ENSORLP00000029363	ENSORLG00000028914	Oryzias_latipes_ASM223467v1
ENSOMEP00000016466	ENSOMEG00000018095	Oryzias_melastigma
ENSKMAP00000011647	ENSKMAG00000008760	Kryptolebias_marmoratus
ENSAPEP00000023585	ENSAPEG00000016791	Amphiprion_percula
ENSAOCP00000015262	ENSAOCG00000002783	Amphiprion_ocellaris
ENSAPOP00000010402	ENSAPOG00000012843	Acanthochromis_polyacanthus
ENSSPAP00000009932	ENSSPAG00000007569	Stegastes_partitus
ENSCGOP00000030490	ENSCGOG00000014126	Cottoperca_gobio
ENSLCRP00005064224	ENSLCRG00005023513	Larimichthys_crocea
ENSLBEP00000020148	ENSLBEG00000015473	Labrus_bergylta
ENSPNYP00000005600	ENSPNYG00000004334	Pundamilia_nyererei
ENSMZEP00005003922	ENSMZEG00005002902	Maylandia_zebra
ENSACLP00000009413	ENSACLG00000006428	Astatotilapia_calliptera
ENSHBUP00000013203	ENSHBUG00000014989	Haplochromis_burtoni
ENSNBRP00000029960	ENSNBRG00000022801	Neolamprologus_brichardi
ENSACIP00000025044	ENSACIG00000019401	Amphilophus_citrinellus
ENSSLDP00000026384	ENSSLDG00000020513	Seriola_lalandi_dorsalis
ENSSDUP00000018832	ENSSDUG00000013743	Seriola_dumerili
ENSLCAP00010045825	ENSLCAG00010021293	Lates_calcarifer
ENSMAMP00000009654	ENSMAMG00000006509	Mastacembelus_armatus
ENSATEP00000025236	ENSATEG00000017508	Anabas_testudineus
ENSBSLP00000054970	ENSBSLG00000025784	Betta_splendens
ENSSMAP00000007603	ENSSMAG00000004698	Scophthalmus_maximus
ENSPMGP00000003896	ENSPMGG00000003315	Periophthalmus_magnuspinnatus
ENSPKIP00000021924	ENSPKIG00000006121	Paramormyrops_kingsleyae
ENSSFOP00015012242	ENSSFOG00015007919	Scleropages_formosus
ENSCMIP00000040286	ENSCMIG00000016818	Callorhinchus_milii
