ENSPTRP00000039372	ENSPTRG00000023739	Pan_troglodytes
ENSMUGP00000025461	ENSMUGG00000021228	Meriones_unguiculatus
ENSCGRP00001020121	ENSCGRG00001019365	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015022411	ENSCGRG00015017060	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000008819	ENSMAUG00000010142	Mesocricetus_auratus
ENSPEMP00000007929	ENSPEMG00000009735	Peromyscus_maniculatus_bairdii
ENSNGAP00000001599	ENSNGAG00000001187	Nannospalax_galili
ENSJJAP00000019721	ENSJJAG00000020606	Jaculus_jaculus
ENSHGLP00000004664	ENSHGLG00000003412	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005098	ENSHGLG00100003860	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000017459	ENSFDAG00000006019	Fukomys_damarensis
ENSCPOP00000032869	ENSCPOG00000032076	Cavia_porcellus
ENSCLAP00000002442	ENSCLAG00000001769	Chinchilla_lanigera
ENSOGAP00000017165	ENSOGAG00000028636	Otolemur_garnettii
ENSTBEP00000003475	ENSTBEG00000004014	Tupaia_belangeri
ENSECAP00000020053	ENSECAG00000022481	Equus_caballus
ENSDNOP00000001130	ENSDNOG00000001467	Dasypus_novemcinctus
ENSORLP00015031371	ENSORLG00015015595	Oryzias_latipes_ASM223469v1
ENSORLP00020020485	ENSORLG00020021494	Oryzias_latipes_ASM223471v1
ENSAPOP00000028873	ENSAPOG00000014365	Acanthochromis_polyacanthus
ENSLBEP00000024379	ENSLBEG00000018686	Labrus_bergylta
