ENSCHAP00000055161	ENSCHAG00000024926	Clupea_harengus	ENSCHAT00000059483
ENSDCDP00000050062	ENSDCDG00000030607	Denticeps_clupeoides	ENSDCDT00000061705
ENSAMXP00000034202	ENSAMXG00000030061	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000057965
ENSPNAP00000007897	ENSPNAG00000002839	Pygocentrus_nattereri	ENSPNAT00000001069
ENSIPUP00000009009	ENSIPUG00000006071	Ictalurus_punctatus	ENSIPUT00000009403
ENSEEEP00000026116	ENSEEEG00000012648	Electrophorus_electricus	ENSEEET00000026413
ENSDARP00000101105	ENSDARG00000075759	Danio_rerio
ENSSCAP00000002741	ENSSCAG00000002382	Serinus_canaria
ENSPMJP00000015569	ENSPMJG00000011816	Parus_major
ENSCCEP00000002788	ENSCCEG00000002963	Cyanistes_caeruleus
ENSFALP00000003963	ENSFALG00000003787	Ficedula_albicollis
ENSZALP00000004394	ENSZALG00000004111	Zonotrichia_albicollis
ENSMUNP00000005236	ENSMUNG00000004309	Melopsittacus_undulatus
ENSCPUP00000000035	ENSCPUG00000000044	Calidris_pugnax
ENSTGUP00000014557	ENSTGUG00000014163	Taeniopygia_guttata
ENSMVIP00005009463	ENSMVIG00005006979	Manacus_vitellinus
ENSCPGP00000027989	ENSCPGG00000019298	Calidris_pygmaea
ENSABRP00000014544	ENSABRG00000012842	Anser_brachyrhynchus
ENSMGAP00000014465	ENSMGAG00000013686	Meleagris_gallopavo
ENSDNVP00000012233	ENSDNVG00000008613	Dromaius_novaehollandiae
ENSARWP00000011496	ENSARWG00000007974	Apteryx_rowi
ENSAHAP00000004813	ENSAHAG00000003746	Apteryx_haastii
ENSAOWP00000008943	ENSAOWG00000006138	Apteryx_owenii
ENSCPRP00005027014	ENSCPRG00005018693	Crocodylus_porosus
ENSCABP00000025033	ENSCABG00000018382	Chelonoidis_abingdonii
ENSGAGP00000014039	ENSGAGG00000010681	Gopherus_agassizii
ENSCPBP00000028400	ENSCPBG00000020066	Chrysemys_picta_bellii
ENSPSIP00000007977	ENSPSIG00000007243	Pelodiscus_sinensis
ENSPVIP00000013962	ENSPVIG00000010788	Pogona_vitticeps
ENSACAP00000016130	ENSACAG00000016355	Anolis_carolinensis
ENSNSUP00000026931	ENSNSUG00000019301	Notechis_scutatus
ENSSMRP00000012212	ENSSMRG00000009548	Salvator_merianae
ENSSPUP00000006505	ENSSPUG00000004825	Sphenodon_punctatus
ENSVURP00010011866	ENSVURG00010009181	Vombatus_ursinus
ENSPCIP00000050693	ENSPCIG00000029792	Phascolarctos_cinereus
ENSMEUP00000012241	ENSMEUG00000013419	Notamacropus_eugenii
ENSMODP00000051243	ENSMODG00000011669	Monodelphis_domestica
ENSSHAP00000013619	ENSSHAG00000011639	Sarcophilus_harrisii
ENSBIXP00000014431	ENSBIXG00000019138	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005031894	ENSBIXG00005001301	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000001925	ENSBTAG00000001468	Bos_taurus
ENSBMUP00000013244	ENSBMUG00000010100	Bos_mutus
ENSVPAP00000003528	ENSVPAG00000003799	Vicugna_pacos
ENSTTRP00000007841	ENSTTRG00000008280	Tursiops_truncatus
ENSSSCP00000070075	ENSSSCG00000023408	Sus_scrofa_strain_reference
ENSNVIP00000003738	ENSNVIG00000002939	Neovison_vison
ENSMPUP00000005472	ENSMPUG00000005514	Mustela_putorius_furo
ENSAMEP00000016179	ENSAMEG00000015339	Ailuropoda_melanoleuca
ENSCAFP00000035590	ENSCAFG00000014940	Canis_lupus_familiaris
ENSCAFP00020023133	ENSCAFG00020018263	Canis_lupus_dingo
ENSVVUP00000041675	ENSVVUG00000029659	Vulpes_vulpes
ENSPPRP00000012066	ENSPPRG00000005768	Panthera_pardus
ENSPVAP00000015159	ENSPVAG00000016060	Pteropus_vampyrus
ENSETEP00000015137	ENSETEG00000018627	Echinops_telfairi
ENSTSYP00000009320	ENSTSYG00000010165	Carlito_syrichta
ENSOGAP00000008658	ENSOGAG00000009678	Otolemur_garnettii
ENSEASP00005004178	ENSEASG00005003163	Equus_asinus_asinus
ENSECAP00000037614	ENSECAG00000010681	Equus_caballus
ENSCCNP00000023702	ENSCCNG00000023223	Castor_canadensis
ENSDORP00000008800	ENSDORG00000009363	Dipodomys_ordii
ENSSTOP00000028692	ENSSTOG00000015276	Ictidomys_tridecemlineatus
ENSSDAP00000020535	ENSSDAG00000018579	Spermophilus_dauricus
ENSUPAP00010004278	ENSUPAG00010003229	Urocitellus_parryii
ENSMMMP00000002886	ENSMMMG00000002450	Marmota_marmota_marmota
ENSMUSP00000022386	ENSMUSG00000021838	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000013948	ENSMSIG00000011993	Mus_spicilegus
MGP_SPRETEiJ_P0038058	MGP_SPRETEiJ_G0020049	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0036344	MGP_CAROLIEiJ_G0019161	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0084452	MGP_PahariEiJ_G0030178	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000069137	ENSRNOG00000010489	Rattus_norvegicus
ENSMUGP00000028746	ENSMUGG00000023823	Meriones_unguiculatus
ENSCGRP00000024671	ENSCGRG00000017880	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001011151	ENSCGRG00001012862	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015000013	ENSCGRG00015000011	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000015546	ENSMAUG00000014955	Mesocricetus_auratus
ENSMOCP00000015839	ENSMOCG00000014893	Microtus_ochrogaster
ENSPEMP00000022847	ENSPEMG00000020084	Peromyscus_maniculatus_bairdii
ENSNGAP00000013416	ENSNGAG00000014981	Nannospalax_galili
ENSODEP00000015452	ENSODEG00000011403	Octodon_degus
ENSCPOP00000013189	ENSCPOG00000014637	Cavia_porcellus
ENSHGLP00000023800	ENSHGLG00000016968	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004842	ENSHGLG00100003671	Heterocephalus_glaber_HetGla_1.0
ENSPCOP00000022500	ENSPCOG00000023339	Propithecus_coquereli
ENSMICP00000043371	ENSMICG00000016212	Microcebus_murinus
ENSPSMP00000011715	ENSPSMG00000008405	Prolemur_simus
ENSCLAP00000016765	ENSCLAG00000011505	Chinchilla_lanigera
ENSCAPP00000004849	ENSCAPG00000007272	Cavia_aperea
ENSOPRP00000010477	ENSOPRG00000011493	Ochotona_princeps
ENSCHIP00000015475	ENSCHIG00000016091	Capra_hircus
ENSPTRP00000080559	ENSPTRG00000006364	Pan_troglodytes
ENSP00000375919	ENSG00000020577	Homo_sapiens
ENSGGOP00000000663	ENSGGOG00000000673	Gorilla_gorilla
ENSPPYP00000006626	ENSPPYG00000005832	Pongo_abelii
ENSPTEP00000042061	ENSPTEG00000038424	Piliocolobus_tephrosceles
ENSCANP00000022670	ENSCANG00000034718	Colobus_angolensis_palliatus
ENSRROP00000030181	ENSRROG00000038834	Rhinopithecus_roxellana
ENSRBIP00000040157	ENSRBIG00000043506	Rhinopithecus_bieti
ENSTGEP00000013256	ENSTGEG00000010765	Theropithecus_gelada
ENSMLEP00000026278	ENSMLEG00000037282	Mandrillus_leucophaeus
ENSPANP00000016934	ENSPANG00000004323	Papio_anubis
ENSCATP00000041616	ENSCATG00000043489	Cercocebus_atys
ENSMFAP00000028684	ENSMFAG00000041636	Macaca_fascicularis
ENSMMUP00000013517	ENSMMUG00000010315	Macaca_mulatta
ENSMNEP00000016038	ENSMNEG00000031957	Macaca_nemestrina
ENSCSAP00000010923	ENSCSAG00000014813	Chlorocebus_sabaeus
ENSCJAP00000033654	ENSCJAG00000018182	Callithrix_jacchus
ENSSBOP00000010342	ENSSBOG00000022006	Saimiri_boliviensis_boliviensis
ENSCCAP00000015051	ENSCCAG00000025222	Cebus_capucinus_imitator
ENSANAP00000038462	ENSANAG00000036651	Aotus_nancymaae
ENSTBEP00000009257	ENSTBEG00000010696	Tupaia_belangeri
ENSUAMP00000033259	ENSUAMG00000025352	Ursus_americanus
ENSUMAP00000021759	ENSUMAG00000015883	Ursus_maritimus
ENSPTIP00000020788	ENSPTIG00000018102	Panthera_tigris_altaica
ENSFCAP00000062214	ENSFCAG00000037990	Felis_catus
ENSBBBP00000010819	ENSBBBG00000004789	Bison_bison_bison
ENSOARP00000022650	ENSOARG00000021076	Ovis_aries
ENSMLUP00000003817	ENSMLUG00000004192	Myotis_lucifugus
ENSJJAP00000022736	ENSJJAG00000022702	Jaculus_jaculus
ENSFDAP00000010066	ENSFDAG00000017942	Fukomys_damarensis
ENSLAFP00000011081	ENSLAFG00000013245	Loxodonta_africana
ENSPCAP00000010140	ENSPCAG00000010880	Procavia_capensis
ENSDNOP00000019886	ENSDNOG00000048409	Dasypus_novemcinctus
ENSSARP00000012719	ENSSARG00000014067	Sorex_araneus
ENSEEUP00000005234	ENSEEUG00000005738	Erinaceus_europaeus
ENSPPAP00000034665	ENSPPAG00000040127	Pan_paniscus
ENSNLEP00000015463	ENSNLEG00000012735	Nomascus_leucogenys
ENSOCUP00000002966	ENSOCUG00000003420	Oryctolagus_cuniculus
ENSCHOP00000008986	ENSCHOG00000010140	Choloepus_hoffmanni
ENSOPRP00000010304	ENSOPRG00000011290	Ochotona_princeps
ENSOANP00000028054	ENSOANG00000022002	Ornithorhynchus_anatinus
ENSXETP00000000542	ENSXETG00000003143	Xenopus_tropicalis
ENSLACP00000021696	ENSLACG00000019062	Latimeria_chalumnae
ENSCMIP00000024375	ENSCMIG00000010787	Callorhinchus_milii
ENSEBUP00000021376	ENSEBUG00000013205	Eptatretus_burgeri
