ENSBIXP00005000442	ENSBIXG00005030223	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCGRP00000024651	ENSCGRG00000017869	Cricetulus_griseus_CriGri_1.0
ENSJJAP00000015991	ENSJJAG00000017986	Jaculus_jaculus
ENSPSMP00000001704	ENSPSMG00000001287	Prolemur_simus
ENSMLEP00000005618	ENSMLEG00000024568	Mandrillus_leucophaeus
ENSACIP00000012999	ENSACIG00000010128	Amphilophus_citrinellus
ENSPCIP00000035737	ENSPCIG00000026413	Phascolarctos_cinereus
ENSMAUP00000025809	ENSMAUG00000022215	Mesocricetus_auratus
ENSAPLP00000004603	ENSAPLG00000005063	Anas_platyrhynchos_platyrhynchos
ENSPFOP00000013745	ENSPFOG00000013681	Poecilia_formosa
ENSGAGP00000023934	ENSGAGG00000017507	Gopherus_agassizii
MGP_PahariEiJ_P0042499	MGP_PahariEiJ_G0020065	Mus_pahari_strain_PAHARI_EIJ
ENSECAP00000029022	ENSECAG00000019715	Equus_caballus
ENSCJAP00000009261	ENSCJAG00000005072	Callithrix_jacchus
ENSFDAP00000019874	ENSFDAG00000008844	Fukomys_damarensis
ENSKMAP00000019899	ENSKMAG00000014797	Kryptolebias_marmoratus
ENSCGRP00015007456	ENSCGRG00015005805	Cricetulus_griseus_CriGri-PICR
ENSCJPP00005010450	ENSCJPG00005009103	Coturnix_japonica
ENSCSEP00000010469	ENSCSEG00000006721	Cynoglossus_semilaevis
ENSPPRP00000011527	ENSPPRG00000005361	Panthera_pardus
ENSXMAP00000006941	ENSXMAG00000006921	Xiphophorus_maculatus
ENSMLUP00000002258	ENSMLUG00000002487	Myotis_lucifugus	ENSMLUT00000002485
ENSLCAP00010025391	ENSLCAG00010011871	Lates_calcarifer
ENSTBEP00000009870	ENSTBEG00000011425	Tupaia_belangeri
ENSBTAP00000006987	ENSBTAG00000005311	Bos_taurus
ENSCPRP00005027528	ENSCPRG00005019068	Crocodylus_porosus
ENSCABP00000031322	ENSCABG00000022894	Chelonoidis_abingdonii
ENSTGUP00000010216	ENSTGUG00000009901	Taeniopygia_guttata
ENSSBOP00000007408	ENSSBOG00000020652	Saimiri_boliviensis_boliviensis
ENSABRP00000005066	ENSABRG00000004688	Anser_brachyrhynchus
ENSPMAP00000008634	ENSPMAG00000007847	Petromyzon_marinus
ENSNSUP00000004190	ENSNSUG00000003329	Notechis_scutatus
ENSCLAP00000024681	ENSCLAG00000016948	Chinchilla_lanigera
ENSBSLP00000034134	ENSBSLG00000016505	Betta_splendens
ENSGWIP00000019524	ENSGWIG00000010667	Gouania_willdenowi
ENSMPUP00000016291	ENSMPUG00000016395	Mustela_putorius_furo
ENSCHIP00000012045	ENSCHIG00000013984	Capra_hircus
ENSCPOP00000011380	ENSCPOG00000012650	Cavia_porcellus
ENSEBUP00000008508	ENSEBUG00000005511	Eptatretus_burgeri	ENSEBUT00000009014
ENSONIP00000010616	ENSONIG00000008444	Oreochromis_niloticus
ENSMUGP00000020847	ENSMUGG00000017557	Meriones_unguiculatus
ENSCCEP00000000820	ENSCCEG00000001076	Cyanistes_caeruleus
ENSFCAP00000006213	ENSFCAG00000006684	Felis_catus
ENSSDAP00000026509	ENSSDAG00000024030	Spermophilus_dauricus
ENSMGAP00000012735	ENSMGAG00000012126	Meleagris_gallopavo
ENSSFOP00015017902	ENSSFOG00015011506	Scleropages_formosus
ENSSPAP00000023826	ENSSPAG00000017974	Stegastes_partitus
ENSXETP00000023002	ENSXETG00000005379	Xenopus_tropicalis
ENSSCAP00000007253	ENSSCAG00000005603	Serinus_canaria
ENSNGAP00000013432	ENSNGAG00000015009	Nannospalax_galili
ENSCGOP00000021019	ENSCGOG00000010152	Cottoperca_gobio
ENSMEUP00000001870	ENSMEUG00000002041	Notamacropus_eugenii
ENSMZEP00005004854	ENSMZEG00005003756	Maylandia_zebra
ENSLSDP00000003187	ENSLSDG00000002457	Lonchura_striata_domestica
ENSECRP00000023676	ENSECRG00000016042	Erpetoichthys_calabaricus
ENSSMRP00000017973	ENSSMRG00000014008	Salvator_merianae
ENSVVUP00000004575	ENSVVUG00000003543	Vulpes_vulpes
ENSBMUP00000021844	ENSBMUG00000016468	Bos_mutus
ENSPVAP00000001097	ENSPVAG00000001164	Pteropus_vampyrus	ENSPVAT00000001164
ENSDCDP00000028045	ENSDCDG00000020332	Denticeps_clupeoides
ENSAMEP00000016493	ENSAMEG00000015630	Ailuropoda_melanoleuca
ENSTGEP00000009377	ENSTGEG00000007723	Theropithecus_gelada
ENSEEUP00000009531	ENSEEUG00000010464	Erinaceus_europaeus
ENSCMIP00000009809	ENSCMIG00000005180	Callorhinchus_milii
ENSCAFP00000056592	ENSCAFG00000001053	Canis_lupus_familiaris
ENSLCRP00005035941	ENSLCRG00005014018	Larimichthys_crocea
ENSUMAP00000028957	ENSUMAG00000021018	Ursus_maritimus
ENSHGLP00000020688	ENSHGLG00000014795	Heterocephalus_glaber_HetGla_female_1.0
ENSMVIP00005026092	ENSMVIG00005018217	Manacus_vitellinus
ENSPNYP00000031864	ENSPNYG00000024040	Pundamilia_nyererei
ENSCCNP00000030161	ENSCCNG00000028889	Castor_canadensis
ENSPPYP00000013249	ENSPPYG00000011872	Pongo_abelii
ENSPRNP00000018640	ENSPRNG00000009791	Parambassis_ranga
ENSSMAP00000009401	ENSSMAG00000005784	Scophthalmus_maximus
ENSFHEP00000018646	ENSFHEG00000020517	Fundulus_heteroclitus
ENSMODP00000020678	ENSMODG00000016563	Monodelphis_domestica
ENSPPAP00000015760	ENSPPAG00000031000	Pan_paniscus
ENSMSIP00000029215	ENSMSIG00000024528	Mus_spicilegus
ENSOARP00000019661	ENSOARG00000018319	Ovis_aries
ENSACLP00000021587	ENSACLG00000014650	Astatotilapia_calliptera
ENSCGRP00001026147	ENSCGRG00001023556	Cricetulus_griseus_CHOK1GS_HDv1
ENSSDUP00000020548	ENSSDUG00000014946	Seriola_dumerili
ENSRROP00000019436	ENSRROG00000033728	Rhinopithecus_roxellana
ENSDNVP00000005472	ENSDNVG00000003941	Dromaius_novaehollandiae
ENSNVIP00000000450	ENSNVIG00000000359	Neovison_vison
ENSNMEP00000012201	ENSNMEG00000011338	Numida_meleagris
ENSZALP00000007603	ENSZALG00000006741	Zonotrichia_albicollis
ENSSTOP00000014517	ENSSTOG00000016215	Ictidomys_tridecemlineatus
ENSLCOP00000009000	ENSLCOG00000006593	Lepidothrix_coronata
ENSPSIP00000009137	ENSPSIG00000008284	Pelodiscus_sinensis
ENSPEMP00000030966	ENSPEMG00000030197	Peromyscus_maniculatus_bairdii
FBpp0303920	FBgn0036188	Drosophila_melanogaster	FBtr0331530
ENSCSAP00000002107	ENSCSAG00000005798	Chlorocebus_sabaeus
ENSCVAP00000009082	ENSCVAG00000010996	Cyprinodon_variegatus
ENSJHYP00000001355	ENSJHYG00000001178	Junco_hyemalis
ENSCANP00000023286	ENSCANG00000035073	Colobus_angolensis_palliatus
ENSPTEP00000018375	ENSPTEG00000019810	Piliocolobus_tephrosceles
ENSELUP00000030587	ENSELUG00000007834	Esox_lucius
ENSOMEP00000024866	ENSOMEG00000005764	Oryzias_melastigma
ENSXCOP00000021408	ENSXCOG00000016022	Xiphophorus_couchianus
ENSHGLP00100020010	ENSHGLG00100014750	Heterocephalus_glaber_HetGla_1.0
ENSGGOP00000050547	ENSGGOG00000038191	Gorilla_gorilla
ENSPCAP00000009182	ENSPCAG00000009882	Procavia_capensis
YKL144C_mRNA	YKL144C	Saccharomyces_cerevisiae_strain_S288C
ENSTNIP00000007621	ENSTNIG00000004956	Tetraodon_nigroviridis
ENSEEEP00000052294	ENSEEEG00000024516	Electrophorus_electricus
ENSHBUP00000031514	ENSHBUG00000017295	Haplochromis_burtoni
ENSSPUP00000015046	ENSSPUG00000011619	Sphenodon_punctatus
ENSGAFP00000016171	ENSGAFG00000010908	Gambusia_affinis
ENSATEP00000011582	ENSATEG00000008085	Anabas_testudineus
ENSHHUP00000091454	ENSHHUG00000052768	Hucho_hucho
ENSDNOP00000015693	ENSDNOG00000025527	Dasypus_novemcinctus
ENSCHAP00000035642	ENSCHAG00000016873	Clupea_harengus
ENSMUNP00000019020	ENSMUNG00000014573	Melopsittacus_undulatus
ENSOCUP00000006287	ENSOCUG00000007275	Oryctolagus_cuniculus
ENSACAP00000011010	ENSACAG00000011213	Anolis_carolinensis
ENSPPYP00000011950	ENSPPYG00000010689	Pongo_abelii
ENSMOCP00000021359	ENSMOCG00000018747	Microtus_ochrogaster
ENSOGAP00000022424	ENSOGAG00000030416	Otolemur_garnettii
ZK856.10.1	WBGene00014111	Caenorhabditis_elegans_strain_N2	ZK856.10.1
ENSDORP00000002075	ENSDORG00000002215	Dipodomys_ordii
ENSDARP00000138726	ENSDARG00000102590	Danio_rerio
ENSLBEP00000014112	ENSLBEG00000010889	Labrus_bergylta
ENSORLP00020025662	ENSORLG00020007765	Oryzias_latipes_ASM223471v1
ENSBIXP00000030212	ENSBIXG00000012092	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPEMP00000001015	ENSPEMG00000000726	Peromyscus_maniculatus_bairdii
ENSAHAP00000010794	ENSAHAG00000007804	Apteryx_haastii
ENSDCDP00000018179	ENSDCDG00000014710	Denticeps_clupeoides
ENSCAPP00000001791	ENSCAPG00000003786	Cavia_aperea
ENSMMOP00000003372	ENSMMOG00000002705	Mola_mola
ENSCATP00000005689	ENSCATG00000018316	Cercocebus_atys
ENSOANP00000006930	ENSOANG00000004374	Ornithorhynchus_anatinus
ENSPVIP00000029546	ENSPVIG00000021793	Pogona_vitticeps
ENSCPGP00000007557	ENSCPGG00000005400	Calidris_pygmaea
ENSOANP00000031375	ENSOANG00000031578	Ornithorhynchus_anatinus
ENSODEP00000018504	ENSODEG00000013641	Octodon_degus
ENSCINP00000023695	ENSCING00000012767	Ciona_intestinalis
ENSSSCP00000000069	ENSSSCG00000000063	Sus_scrofa_strain_reference
ENSHCOP00000005185	ENSHCOG00000006814	Hippocampus_comes
ENSSLDP00000023331	ENSSLDG00000018207	Seriola_lalandi_dorsalis
ENSMMUP00000036969	ENSMMUG00000001459	Macaca_mulatta
ENSPTIP00000018027	ENSPTIG00000016286	Panthera_tigris_altaica
ENSAPOP00000009143	ENSAPOG00000011407	Acanthochromis_polyacanthus
ENSP00000347345	ENSG00000100413	Homo_sapiens
ENSPMEP00000031292	ENSPMEG00000018334	Poecilia_mexicana
ENSPMJP00000005022	ENSPMJG00000004341	Parus_major
ENSHHUP00000063695	ENSHHUG00000037611	Hucho_hucho
ENSTRUP00000009505	ENSTRUG00000004012	Takifugu_rubripes
ENSANAP00000014446	ENSANAG00000025122	Aotus_nancymaae
ENSCPUP00000022956	ENSCPUG00000015594	Calidris_pugnax
ENSCAFP00020002299	ENSCAFG00020001964	Canis_lupus_dingo
ENSAOCP00000014330	ENSAOCG00000019002	Amphiprion_ocellaris
ENSTTRP00000003161	ENSTTRG00000003373	Tursiops_truncatus
ENSORLP00000017761	ENSORLG00000014160	Oryzias_latipes_ASM223467v1
ENSPLAP00000013912	ENSPLAG00000017503	Poecilia_latipinna
ENSLAFP00000005062	ENSLAFG00000006033	Loxodonta_africana
ENSPKIP00000025783	ENSPKIG00000008527	Paramormyrops_kingsleyae
ENSPTRP00000066368	ENSPTRG00000051865	Pan_troglodytes
ENSAMXP00000015997	ENSAMXG00000015544	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPANP00000013415	ENSPANG00000015758	Papio_anubis
MGP_CAROLIEiJ_P0039149	MGP_CAROLIEiJ_G0020063	Mus_caroli_strain_CAROLI_EIJ
ENSTNIP00000022863	ENSTNIG00000019623	Tetraodon_nigroviridis
ENSCSAVP00000017751	ENSCSAVG00000010448	Ciona_savignyi
ENSPREP00000010333	ENSPREG00000007035	Poecilia_reticulata
ENSMNEP00000004901	ENSMNEG00000022264	Macaca_nemestrina
ENSTSYP00000016950	ENSTSYG00000003484	Carlito_syrichta
ENSMMMP00000004117	ENSMMMG00000003743	Marmota_marmota_marmota
ENSPNAP00000008203	ENSPNAG00000004860	Pygocentrus_nattereri
ENSORLP00015017972	ENSORLG00015019039	Oryzias_latipes_ASM223469v1
ENSFALP00000012482	ENSFALG00000011952	Ficedula_albicollis
ENSLOCP00000014280	ENSLOCG00000011621	Lepisosteus_oculatus
ENSCCAP00000016035	ENSCCAG00000025802	Cebus_capucinus_imitator
