C44B9.4.1	WBGene00008081	Caenorhabditis_elegans_strain_N2	C44B9.4.1
FBpp0071501	FBgn0026582	Drosophila_melanogaster	FBtr0071573
ENSCINP00000000932	ENSCING00000000505	Ciona_intestinalis
ENSGGOP00000012068	ENSGGOG00000012359	Gorilla_gorilla
ENSPPAP00000032546	ENSPPAG00000039088	Pan_paniscus
ENSPTRP00000006311	ENSPTRG00000003653	Pan_troglodytes
ENSPPYP00000024077	ENSPPYG00000003278	Pongo_abelii
ENSNLEP00000015295	ENSNLEG00000012584	Nomascus_leucogenys
ENSPTEP00000028845	ENSPTEG00000028372	Piliocolobus_tephrosceles
ENSCANP00000015062	ENSCANG00000030830	Colobus_angolensis_palliatus
ENSRBIP00000019976	ENSRBIG00000033951	Rhinopithecus_bieti
ENSRROP00000021915	ENSRROG00000034838	Rhinopithecus_roxellana
ENSTGEP00000028494	ENSTGEG00000022941	Theropithecus_gelada
ENSPANP00000023422	ENSPANG00000001635	Papio_anubis
ENSCATP00000037318	ENSCATG00000041377	Cercocebus_atys
ENSMLEP00000035336	ENSMLEG00000041800	Mandrillus_leucophaeus
ENSMFAP00000043446	ENSMFAG00000040630	Macaca_fascicularis
ENSMNEP00000009941	ENSMNEG00000029385	Macaca_nemestrina
ENSMMUP00000072963	ENSMMUG00000017810	Macaca_mulatta
ENSCSAP00000002249	ENSCSAG00000005943	Chlorocebus_sabaeus
ENSCCAP00000023807	ENSCCAG00000029669	Cebus_capucinus_imitator
ENSSBOP00000033988	ENSSBOG00000033077	Saimiri_boliviensis_boliviensis
ENSCJAP00000059490	ENSCJAG00000009013	Callithrix_jacchus
ENSANAP00000040830	ENSANAG00000037729	Aotus_nancymaae
ENSTSYP00000014597	ENSTSYG00000029227	Carlito_syrichta
ENSPCOP00000022184	ENSPCOG00000023166	Propithecus_coquereli
ENSPSMP00000009064	ENSPSMG00000006582	Prolemur_simus
ENSMICP00000048195	ENSMICG00000004836	Microcebus_murinus
ENSOGAP00000013207	ENSOGAG00000014738	Otolemur_garnettii
ENSCCNP00000011899	ENSCCNG00000012325	Castor_canadensis
ENSDORP00000008458	ENSDORG00000009006	Dipodomys_ordii
ENSPEMP00000013897	ENSPEMG00000013852	Peromyscus_maniculatus_bairdii
ENSMOCP00000026854	ENSMOCG00000022526	Microtus_ochrogaster
ENSCGRP00001016381	ENSCGRG00001016729	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015000513	ENSCGRG00015000487	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000008147	ENSCGRG00000005940	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000013824	ENSMAUG00000013751	Mesocricetus_auratus
MGP_SPRETEiJ_P0054763	MGP_SPRETEiJ_G0024659	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000001945	ENSMSIG00000001851	Mus_spicilegus
ENSMUSP00000076971	ENSMUSG00000027067	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0052669	MGP_CAROLIEiJ_G0023739	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0063668	MGP_PahariEiJ_G0025190	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000012022	ENSRNOG00000008825	Rattus_norvegicus
ENSMUGP00000022914	ENSMUGG00000019191	Meriones_unguiculatus
ENSNGAP00000004608	ENSNGAG00000006228	Nannospalax_galili
ENSJJAP00000008749	ENSJJAG00000012801	Jaculus_jaculus
ENSUPAP00010000218	ENSUPAG00010000217	Urocitellus_parryii
ENSSTOP00000027540	ENSSTOG00000008508	Ictidomys_tridecemlineatus
ENSSDAP00000010896	ENSSDAG00000009807	Spermophilus_dauricus
ENSMMMP00000019743	ENSMMMG00000017423	Marmota_marmota_marmota
ENSTBEP00000011763	ENSTBEG00000013560	Tupaia_belangeri
ENSUAMP00000014442	ENSUAMG00000011594	Ursus_americanus
ENSUMAP00000025048	ENSUMAG00000018258	Ursus_maritimus
ENSAMEP00000015153	ENSAMEG00000014342	Ailuropoda_melanoleuca
ENSMPUP00000000236	ENSMPUG00000000239	Mustela_putorius_furo
ENSNVIP00000019136	ENSNVIG00000014957	Neovison_vison
ENSCAFP00020000514	ENSCAFG00020000476	Canis_lupus_dingo
ENSCAFP00000011769	ENSCAFG00000007947	Canis_lupus_familiaris
ENSVVUP00000023586	ENSVVUG00000017277	Vulpes_vulpes
ENSPPRP00000024708	ENSPPRG00000014894	Panthera_pardus
ENSPTIP00000009629	ENSPTIG00000010648	Panthera_tigris_altaica
ENSEASP00005005186	ENSEASG00005003883	Equus_asinus_asinus
ENSECAP00000054742	ENSECAG00000015938	Equus_caballus
ENSPVAP00000002272	ENSPVAG00000002404	Pteropus_vampyrus
ENSMLUP00000006551	ENSMLUG00000007168	Myotis_lucifugus
ENSCHOP00000005720	ENSCHOG00000006460	Choloepus_hoffmanni
ENSDNOP00000002775	ENSDNOG00000003595	Dasypus_novemcinctus
ENSLAFP00000025883	ENSLAFG00000004058	Loxodonta_africana
ENSPCAP00000002147	ENSPCAG00000002259	Procavia_capensis
ENSETEP00000015995	ENSETEG00000019693	Echinops_telfairi
ENSOCUP00000026210	ENSOCUG00000029504	Oryctolagus_cuniculus
ENSOPRP00000003494	ENSOPRG00000003782	Ochotona_princeps
ENSVURP00010007446	ENSVURG00010005734	Vombatus_ursinus
ENSPCIP00000048750	ENSPCIG00000027198	Phascolarctos_cinereus
ENSMEUP00000007086	ENSMEUG00000007760	Notamacropus_eugenii
ENSMODP00000025104	ENSMODG00000020088	Monodelphis_domestica
ENSSHAP00000016996	ENSSHAG00000014448	Sarcophilus_harrisii
ENSOANP00000018855	ENSOANG00000011895	Ornithorhynchus_anatinus
ENSBBBP00000007896	ENSBBBG00000003955	Bison_bison_bison
ENSLCOP00000003853	ENSLCOG00000002908	Lepidothrix_coronata
ENSMVIP00005013633	ENSMVIG00005009864	Manacus_vitellinus
ENSLSDP00000005477	ENSLSDG00000004269	Lonchura_striata_domestica
ENSTGUP00000007190	ENSTGUG00000006961	Taeniopygia_guttata
ENSSCAP00000011359	ENSSCAG00000008533	Serinus_canaria
ENSZALP00000004908	ENSZALG00000004597	Zonotrichia_albicollis
ENSPMJP00000007965	ENSPMJG00000006518	Parus_major
ENSCCEP00000018587	ENSCCEG00000017019	Cyanistes_caeruleus
ENSFALP00000011761	ENSFALG00000011261	Ficedula_albicollis
ENSAPLP00000015530	ENSAPLG00000015619	Anas_platyrhynchos_platyrhynchos
ENSGALP00000072835	ENSGALG00000007520	Gallus_gallus
ENSMGAP00000010142	ENSMGAG00000009772	Meleagris_gallopavo
ENSCJPP00005021995	ENSCJPG00005017509	Coturnix_japonica
ENSNMEP00000002837	ENSNMEG00000003450	Numida_meleagris
ENSABRP00000001668	ENSABRG00000001696	Anser_brachyrhynchus
ENSCPUP00000022439	ENSCPUG00000015234	Calidris_pugnax
ENSCPGP00000004446	ENSCPGG00000003262	Calidris_pygmaea
ENSAHAP00000014086	ENSAHAG00000010128	Apteryx_haastii
ENSAOWP00000013290	ENSAOWG00000009056	Apteryx_owenii
ENSARWP00000019174	ENSARWG00000013152	Apteryx_rowi
ENSDNVP00000022205	ENSDNVG00000015465	Dromaius_novaehollandiae
ENSNPEP00000002569	ENSNPEG00000001972	Nothoprocta_perdicaria
ENSCPRP00005012598	ENSCPRG00005008940	Crocodylus_porosus
ENSCABP00000014471	ENSCABG00000010808	Chelonoidis_abingdonii
ENSGAGP00000026585	ENSGAGG00000019367	Gopherus_agassizii
ENSCPBP00000023547	ENSCPBG00000016812	Chrysemys_picta_bellii
ENSPSIP00000010992	ENSPSIG00000009805	Pelodiscus_sinensis
ENSPVIP00000031191	ENSPVIG00000022935	Pogona_vitticeps
ENSACAP00000007409	ENSACAG00000007488	Anolis_carolinensis
ENSNSUP00000023513	ENSNSUG00000017023	Notechis_scutatus
ENSSMRP00000017505	ENSSMRG00000013632	Salvator_merianae
ENSSPUP00000017207	ENSSPUG00000013326	Sphenodon_punctatus
ENSXETP00000026156	ENSXETG00000009413	Xenopus_tropicalis
ENSLACP00000003964	ENSLACG00000003529	Latimeria_chalumnae
ENSAPEP00000016643	ENSAPEG00000011866	Amphiprion_percula
ENSAOCP00000007170	ENSAOCG00000010924	Amphiprion_ocellaris
ENSAPOP00000005726	ENSAPOG00000007456	Acanthochromis_polyacanthus
ENSSPAP00000021070	ENSSPAG00000015865	Stegastes_partitus
ENSPRNP00000041148	ENSPRNG00000020164	Parambassis_ranga
ENSMZEP00005004055	ENSMZEG00005003098	Maylandia_zebra
ENSPNYP00000022621	ENSPNYG00000017034	Pundamilia_nyererei
ENSACLP00000020446	ENSACLG00000013862	Astatotilapia_calliptera
ENSHBUP00000009247	ENSHBUG00000010826	Haplochromis_burtoni
ENSONIP00000006433	ENSONIG00000005118	Oreochromis_niloticus
ENSNBRP00000006312	ENSNBRG00000004925	Neolamprologus_brichardi
ENSACIP00000008327	ENSACIG00000006530	Amphilophus_citrinellus
ENSPFOP00000008975	ENSPFOG00000009045	Poecilia_formosa
ENSPLAP00000000862	ENSPLAG00000001792	Poecilia_latipinna
ENSPMEP00000015499	ENSPMEG00000018123	Poecilia_mexicana
ENSPREP00000025982	ENSPREG00000017541	Poecilia_reticulata
ENSXMAP00000032736	ENSXMAG00000009850	Xiphophorus_maculatus
ENSXCOP00000002822	ENSXCOG00000002224	Xiphophorus_couchianus
ENSGAFP00000004194	ENSGAFG00000002810	Gambusia_affinis
ENSPMEP00000001601	ENSPMEG00000002542	Poecilia_mexicana
ENSPLAP00000012395	ENSPLAG00000015684	Poecilia_latipinna
ENSXCOP00000002826	ENSXCOG00000002245	Xiphophorus_couchianus
ENSCVAP00000031201	ENSCVAG00000020346	Cyprinodon_variegatus
ENSLCRP00005017555	ENSLCRG00005007242	Larimichthys_crocea
ENSCGOP00000015310	ENSCGOG00000006888	Cottoperca_gobio
ENSLBEP00000012863	ENSLBEG00000009669	Labrus_bergylta
ENSSLDP00000001381	ENSSLDG00000001122	Seriola_lalandi_dorsalis
ENSSDUP00000020226	ENSSDUG00000014680	Seriola_dumerili
ENSSMAP00000031892	ENSSMAG00000019524	Scophthalmus_maximus
ENSLCAP00010023916	ENSLCAG00010011217	Lates_calcarifer
ENSMAMP00000002808	ENSMAMG00000001959	Mastacembelus_armatus
ENSMALP00000020169	ENSMALG00000014070	Monopterus_albus
ENSATEP00000018082	ENSATEG00000012543	Anabas_testudineus
ENSBSLP00000017692	ENSBSLG00000009228	Betta_splendens
ENSORLP00000034330	ENSORLG00000003532	Oryzias_latipes_ASM223467v1
ENSORLP00015018221	ENSORLG00015019267	Oryzias_latipes_ASM223469v1
ENSORLP00020031737	ENSORLG00020016941	Oryzias_latipes_ASM223471v1
ENSOMEP00000034415	ENSOMEG00000021085	Oryzias_melastigma
ENSKMAP00000015779	ENSKMAG00000011732	Kryptolebias_marmoratus
ENSGACP00000023531	ENSGACG00000017801	Gasterosteus_aculeatus
ENSTRUP00000033562	ENSTRUG00000013193	Takifugu_rubripes
ENSTNIP00000016114	ENSTNIG00000013132	Tetraodon_nigroviridis
ENSMMOP00000003997	ENSMMOG00000003196	Mola_mola
ENSHCOP00000022307	ENSHCOG00000000822	Hippocampus_comes
ENSPMGP00000014891	ENSPMGG00000012193	Periophthalmus_magnuspinnatus
ENSCSEP00000013111	ENSCSEG00000008461	Cynoglossus_semilaevis
ENSGWIP00000046625	ENSGWIG00000022537	Gouania_willdenowi
ENSGMOP00000018999	ENSGMOG00000017646	Gadus_morhua
ENSHHUP00000017794	ENSHHUG00000010754	Hucho_hucho
ENSHHUP00000036523	ENSHHUG00000022929	Hucho_hucho
ENSELUP00000042977	ENSELUG00000024456	Esox_lucius
ENSAMXP00000047148	ENSAMXG00000014826	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005028521	ENSAMXG00005014198	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000019587	ENSPNAG00000026211	Pygocentrus_nattereri
ENSEEEP00000031999	ENSEEEG00000015271	Electrophorus_electricus
ENSIPUP00000023682	ENSIPUG00000015965	Ictalurus_punctatus
ENSDARP00000114529	ENSDARG00000037397	Danio_rerio
ENSCHAP00000005122	ENSCHAG00000002004	Clupea_harengus
ENSCHAP00000001573	ENSCHAG00000001111	Clupea_harengus
ENSSFOP00015001113	ENSSFOG00015000824	Scleropages_formosus
ENSPKIP00000024254	ENSPKIG00000007580	Paramormyrops_kingsleyae
ENSDCDP00000039175	ENSDCDG00000026101	Denticeps_clupeoides
ENSCHAP00000057485	ENSCHAG00000025965	Clupea_harengus
ENSAMXP00000051181	ENSAMXG00000009750	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005055616	ENSAMXG00005024767	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000009003	ENSPNAG00000014761	Pygocentrus_nattereri
ENSEEEP00000006792	ENSEEEG00000003586	Electrophorus_electricus
ENSIPUP00000020681	ENSIPUG00000013988	Ictalurus_punctatus
ENSDARP00000118787	ENSDARG00000016994	Danio_rerio
ENSHHUP00000052593	ENSHHUG00000031466	Hucho_hucho
ENSELUP00000040178	ENSELUG00000020574	Esox_lucius
ENSLOCP00000010135	ENSLOCG00000008342	Lepisosteus_oculatus
ENSECRP00000014903	ENSECRG00000009932	Erpetoichthys_calabaricus
ENSEBUP00000012221	ENSEBUG00000007799	Eptatretus_burgeri
