C02H7.1.1	WBGene00001127	Caenorhabditis_elegans_strain_N2	C02H7.1.1
FBpp0082383	FBgn0038221	Drosophila_melanogaster	FBtr0082924
ENSMEUP00000009832	ENSMEUG00000010766	Notamacropus_eugenii	ENSMEUT00000010808
ENSPCIP00000035694	ENSPCIG00000026388	Phascolarctos_cinereus	ENSPCIT00000043956
ENSMODP00000047030	ENSMODG00000002477	Monodelphis_domestica	ENSMODT00000069927
ENSSHAP00000010847	ENSSHAG00000009352	Sarcophilus_harrisii	ENSSHAT00000010941
ENSPTRP00000048573	ENSPTRG00000028947	Pan_troglodytes	ENSPTRT00000055962
ENSPPAP00000023463	ENSPPAG00000034877	Pan_paniscus	ENSPPAT00000046288
ENSGGOP00000017880	ENSGGOG00000010361	Gorilla_gorilla	ENSGGOT00000034406
ENSP00000362424	ENSG00000204104	Homo_sapiens	ENST00000373327
ENSPPYP00000014902	ENSPPYG00000013325	Pongo_abelii
ENSCLAP00000006042	ENSCLAG00000004277	Chinchilla_lanigera
ENSCPOP00000004680	ENSCPOG00000005207	Cavia_porcellus
ENSCAPP00000003144	ENSCAPG00000005976	Cavia_aperea
ENSSTOP00000017314	ENSSTOG00000022669	Ictidomys_tridecemlineatus
ENSUPAP00010000111	ENSUPAG00010000012	Urocitellus_parryii
ENSSDAP00000012637	ENSSDAG00000011307	Spermophilus_dauricus
ENSMMMP00000005645	ENSMMMG00000005092	Marmota_marmota_marmota
ENSCCNP00000016104	ENSCCNG00000016402	Castor_canadensis
ENSDORP00000009464	ENSDORG00000010068	Dipodomys_ordii
ENSCGRP00000018053	ENSCGRG00000013129	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001004907	ENSCGRG00001006330	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015019338	ENSCGRG00015014716	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000019261	ENSMAUG00000017577	Mesocricetus_auratus
ENSMOCP00000021934	ENSMOCG00000019123	Microtus_ochrogaster
ENSPEMP00000027750	ENSPEMG00000023468	Peromyscus_maniculatus_bairdii
ENSMUSP00000042391	ENSMUSG00000034292	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000029785	ENSMSIG00000024924	Mus_spicilegus
MGP_SPRETEiJ_P0020111	MGP_SPRETEiJ_G0015229	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0019093	MGP_CAROLIEiJ_G0014425	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0074397	MGP_PahariEiJ_G0027661	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000069939	ENSRNOG00000024468	Rattus_norvegicus
ENSMUGP00000015315	ENSMUGG00000013147	Meriones_unguiculatus
ENSJJAP00000016909	ENSJJAG00000018604	Jaculus_jaculus
ENSTBEP00000002805	ENSTBEG00000003214	Tupaia_belangeri
ENSUAMP00000015872	ENSUAMG00000012677	Ursus_americanus
ENSUMAP00000015712	ENSUMAG00000011513	Ursus_maritimus
ENSAMEP00000015609	ENSAMEG00000014818	Ailuropoda_melanoleuca
ENSNVIP00000028707	ENSNVIG00000022118	Neovison_vison
ENSMPUP00000000121	ENSMPUG00000000125	Mustela_putorius_furo
ENSCAFP00020031607	ENSCAFG00020024655	Canis_lupus_dingo
ENSCAFP00000063986	ENSCAFG00000012447	Canis_lupus_familiaris
ENSVVUP00000031731	ENSVVUG00000023085	Vulpes_vulpes
ENSPPRP00000003354	ENSPPRG00000022829	Panthera_pardus
ENSPTIP00000024400	ENSPTIG00000020492	Panthera_tigris_altaica
ENSFCAP00000051816	ENSFCAG00000001850	Felis_catus
ENSCHIP00000010994	ENSCHIG00000013317	Capra_hircus
ENSOARP00000020172	ENSOARG00000018779	Ovis_aries
ENSBIXP00000040864	ENSBIXG00000025028	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005038721	ENSBIXG00005020940	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000045498	ENSBTAG00000015973	Bos_taurus
ENSBMUP00000031609	ENSBMUG00000023578	Bos_mutus
ENSBBBP00000016588	ENSBBBG00000024694	Bison_bison_bison
ENSSSCP00000068140	ENSSSCG00000025228	Sus_scrofa_strain_reference
ENSTTRP00000009469	ENSTTRG00000009977	Tursiops_truncatus
ENSPVAP00000008459	ENSPVAG00000008965	Pteropus_vampyrus
ENSEASP00005010456	ENSEASG00005007418	Equus_asinus_asinus
ENSECAP00000037139	ENSECAG00000009886	Equus_caballus
ENSPCAP00000002519	ENSPCAG00000002644	Procavia_capensis
ENSLAFP00000027442	ENSLAFG00000003375	Loxodonta_africana
ENSVPAP00000004186	ENSVPAG00000004509	Vicugna_pacos
ENSDNOP00000021252	ENSDNOG00000046413	Dasypus_novemcinctus
ENSOPRP00000002883	ENSOPRG00000003117	Ochotona_princeps
ENSSARP00000004046	ENSSARG00000004445	Sorex_araneus
ENSNGAP00000009784	ENSNGAG00000012359	Nannospalax_galili
ENSCHOP00000009756	ENSCHOG00000011016	Choloepus_hoffmanni
ENSOANP00000020185	ENSOANG00000012754	Ornithorhynchus_anatinus
ENSACAP00000009543	ENSACAG00000009729	Anolis_carolinensis
ENSSMRP00000027008	ENSSMRG00000020846	Salvator_merianae
ENSSPUP00000024178	ENSSPUG00000018522	Sphenodon_punctatus
ENSAOWP00000000915	ENSAOWG00000000676	Apteryx_owenii
ENSARWP00000014187	ENSARWG00000009811	Apteryx_rowi
ENSDNVP00000000559	ENSDNVG00000000438	Dromaius_novaehollandiae
ENSPMJP00000007558	ENSPMJG00000006215	Parus_major
ENSCCEP00000022866	ENSCCEG00000020589	Cyanistes_caeruleus
ENSFALP00000003993	ENSFALG00000003831	Ficedula_albicollis
ENSLSDP00000009211	ENSLSDG00000006846	Lonchura_striata_domestica
ENSTGUP00000003277	ENSTGUG00000003177	Taeniopygia_guttata
ENSSCAP00000012589	ENSSCAG00000009407	Serinus_canaria
ENSJHYP00000021675	ENSJHYG00000016394	Junco_hyemalis
ENSMVIP00005026624	ENSMVIG00005018562	Manacus_vitellinus
ENSMUNP00000021622	ENSMUNG00000016302	Melopsittacus_undulatus
ENSCPUP00000025250	ENSCPUG00000017073	Calidris_pugnax
ENSAPLP00000013725	ENSAPLG00000013889	Anas_platyrhynchos_platyrhynchos
ENSABRP00000018497	ENSABRG00000015911	Anser_brachyrhynchus
ENSMGAP00000001808	ENSMGAG00000002236	Meleagris_gallopavo
ENSGALP00000006730	ENSGALG00000004236	Gallus_gallus
ENSNMEP00000021264	ENSNMEG00000018213	Numida_meleagris
ENSCPRP00005007803	ENSCPRG00005005553	Crocodylus_porosus
ENSCPBP00000036520	ENSCPBG00000025359	Chrysemys_picta_bellii
ENSGAGP00000033850	ENSGAGG00000024079	Gopherus_agassizii
ENSPSIP00000013005	ENSPSIG00000011708	Pelodiscus_sinensis
ENSXETP00000052218	ENSXETG00000018637	Xenopus_tropicalis
ENSLACP00000014948	ENSLACG00000013157	Latimeria_chalumnae
ENSAMXP00005042950	ENSAMXG00005020012	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000051496	ENSAMXG00000018335	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000028148	ENSPNAG00000013791	Pygocentrus_nattereri
ENSEEEP00000025445	ENSEEEG00000012347	Electrophorus_electricus
ENSIPUP00000012113	ENSIPUG00000008244	Ictalurus_punctatus
ENSDARP00000002437	ENSDARG00000010300	Danio_rerio
ENSCHAP00000033353	ENSCHAG00000015904	Clupea_harengus
ENSDCDP00000017918	ENSDCDG00000014540	Denticeps_clupeoides
ENSGACP00000002881	ENSGACG00000002220	Gasterosteus_aculeatus
ENSGWIP00000043808	ENSGWIG00000021854	Gouania_willdenowi
ENSLCAP00010060334	ENSLCAG00010028062	Lates_calcarifer
ENSLCAP00010025447	ENSLCAG00010011902	Lates_calcarifer
ENSSDUP00000013764	ENSSDUG00000009956	Seriola_dumerili
ENSSLDP00000027427	ENSSLDG00000021248	Seriola_lalandi_dorsalis
ENSSMAP00000006696	ENSSMAG00000004115	Scophthalmus_maximus
ENSMAMP00000019536	ENSMAMG00000013091	Mastacembelus_armatus
ENSMALP00000032899	ENSMALG00000022627	Monopterus_albus
ENSATEP00000016828	ENSATEG00000011698	Anabas_testudineus
ENSBSLP00000050462	ENSBSLG00000024013	Betta_splendens
ENSACLP00000009928	ENSACLG00000006767	Astatotilapia_calliptera
ENSMZEP00005022689	ENSMZEG00005016985	Maylandia_zebra
ENSPNYP00000000773	ENSPNYG00000000600	Pundamilia_nyererei
ENSNBRP00000019657	ENSNBRG00000015110	Neolamprologus_brichardi
ENSHBUP00000023780	ENSHBUG00000004807	Haplochromis_burtoni
ENSONIP00000005627	ENSONIG00000004470	Oreochromis_niloticus
ENSACIP00000006231	ENSACIG00000004881	Amphilophus_citrinellus
ENSPRNP00000030002	ENSPRNG00000014968	Parambassis_ranga
ENSAPEP00000011007	ENSAPEG00000007865	Amphiprion_percula
ENSAOCP00000020157	ENSAOCG00000004030	Amphiprion_ocellaris
ENSAPOP00000018217	ENSAPOG00000021575	Acanthochromis_polyacanthus
ENSSPAP00000007406	ENSSPAG00000005646	Stegastes_partitus
ENSHCOP00000007481	ENSHCOG00000000295	Hippocampus_comes
ENSHCOP00000022131	ENSHCOG00000009566	Hippocampus_comes
ENSCSEP00000029895	ENSCSEG00000019157	Cynoglossus_semilaevis
ENSTRUP00000015336	ENSTRUG00000006281	Takifugu_rubripes
ENSTNIP00000011745	ENSTNIG00000008892	Tetraodon_nigroviridis
ENSMMOP00000006968	ENSMMOG00000005414	Mola_mola
ENSLCRP00005035234	ENSLCRG00005013756	Larimichthys_crocea
ENSLBEP00000035001	ENSLBEG00000026307	Labrus_bergylta
ENSCGOP00000028730	ENSCGOG00000013445	Cottoperca_gobio
ENSCGOP00000028685	ENSCGOG00000013419	Cottoperca_gobio
ENSPFOP00000002180	ENSPFOG00000002218	Poecilia_formosa
ENSPLAP00000002361	ENSPLAG00000003607	Poecilia_latipinna
ENSPMEP00000012260	ENSPMEG00000014410	Poecilia_mexicana
ENSPREP00000024702	ENSPREG00000016667	Poecilia_reticulata
ENSXMAP00000036745	ENSXMAG00000025470	Xiphophorus_maculatus
ENSGAFP00000027488	ENSGAFG00000018573	Gambusia_affinis
ENSCVAP00000023092	ENSCVAG00000006250	Cyprinodon_variegatus
ENSFHEP00000004943	ENSFHEG00000005911	Fundulus_heteroclitus
ENSKMAP00000025220	ENSKMAG00000018652	Kryptolebias_marmoratus
ENSGMOP00000006324	ENSGMOG00000005943	Gadus_morhua
ENSHHUP00000074655	ENSHHUG00000043797	Hucho_hucho
ENSHHUP00000083660	ENSHHUG00000048531	Hucho_hucho
ENSELUP00000012519	ENSELUG00000012760	Esox_lucius
ENSSFOP00015013793	ENSSFOG00015008906	Scleropages_formosus
ENSSFOP00015025820	ENSSFOG00015016550	Scleropages_formosus
ENSLOCP00000011056	ENSLOCG00000009074	Lepisosteus_oculatus
ENSECRP00000031416	ENSECRG00000021292	Erpetoichthys_calabaricus
ENSCMIP00000014779	ENSCMIG00000007264	Callorhinchus_milii
ENSEBUP00000000997	ENSEBUG00000000971	Eptatretus_burgeri
ENSPMAP00000004978	ENSPMAG00000004538	Petromyzon_marinus
ENSORLP00020011868	ENSORLG00020012809	Oryzias_latipes_ASM223471v1
ENSORLP00000022673	ENSORLG00000018104	Oryzias_latipes_ASM223467v1
ENSOMEP00000009205	ENSOMEG00000010411	Oryzias_melastigma
ENSVURP00010013696	ENSVURG00010010534	Vombatus_ursinus
ENSCINP00000008934	ENSCING00000004318	Ciona_intestinalis
ENSCSAVP00000009493	ENSCSAVG00000005582	Ciona_savignyi
