ENSGMOP00000007383	ENSGMOG00000006950	Gadus_morhua
ENSGACP00000012819	ENSGACG00000009719	Gasterosteus_aculeatus
ENSPSIP00000013008	ENSPSIG00000011713	Pelodiscus_sinensis
ENSCPGP00000023511	ENSCPGG00000016265	Calidris_pygmaea
ENSCHOP00000005204	ENSCHOG00000005880	Choloepus_hoffmanni
ENSMPUP00000013598	ENSMPUG00000013701	Mustela_putorius_furo
ENSCAFP00020033525	ENSCAFG00020026024	Canis_lupus_dingo
ENSTSYP00000000797	ENSTSYG00000000871	Carlito_syrichta
ENSBSLP00000037440	ENSBSLG00000018271	Betta_splendens
ENSP00000333018	ENSG00000183891	Homo_sapiens
ENSDNOP00000022294	ENSDNOG00000038576	Dasypus_novemcinctus
ENSBBBP00000024476	ENSBBBG00000006785	Bison_bison_bison
ENSMAMP00000008883	ENSMAMG00000006019	Mastacembelus_armatus
ENSPNYP00000030487	ENSPNYG00000022984	Pundamilia_nyererei
ENSAPLP00000007338	ENSAPLG00000007719	Anas_platyrhynchos_platyrhynchos
ENSPLAP00000000853	ENSPLAG00000001767	Poecilia_latipinna
ENSABRP00000018875	ENSABRG00000016193	Anser_brachyrhynchus
ENSSDAP00000005434	ENSSDAG00000005096	Spermophilus_dauricus
ENSFALP00000001853	ENSFALG00000001778	Ficedula_albicollis
ENSMLEP00000020478	ENSMLEG00000034466	Mandrillus_leucophaeus
ENSCHOP00000010628	ENSCHOG00000012024	Choloepus_hoffmanni
ENSGAGP00000024738	ENSGAGG00000018059	Gopherus_agassizii
ENSACAP00000021113	ENSACAG00000014548	Anolis_carolinensis
ENSCPOP00000021411	ENSCPOG00000033658	Cavia_porcellus
ENSTBEP00000006984	ENSTBEG00000008079	Tupaia_belangeri
ENSMEUP00000000556	ENSMEUG00000000609	Notamacropus_eugenii
ENSCATP00000042553	ENSCATG00000043877	Cercocebus_atys
ENSNPEP00000012167	ENSNPEG00000009114	Nothoprocta_perdicaria
ENSARWP00000018997	ENSARWG00000013049	Apteryx_rowi
ENSCMIP00000009182	ENSCMIG00000004884	Callorhinchus_milii
ENSACLP00000033716	ENSACLG00000022848	Astatotilapia_calliptera
ENSUAMP00000008747	ENSUAMG00000007348	Ursus_americanus
ENSDNOP00000026664	ENSDNOG00000036441	Dasypus_novemcinctus
ENSDORP00000027166	ENSDORG00000029568	Dipodomys_ordii
ENSTGUP00000013527	ENSTGUG00000013135	Taeniopygia_guttata
ENSNGAP00000009095	ENSNGAG00000011876	Nannospalax_galili
ENSMICP00000046136	ENSMICG00000041804	Microcebus_murinus
ENSCCNP00000023667	ENSCCNG00000023237	Castor_canadensis
ENSPMGP00000002527	ENSPMGG00000002209	Periophthalmus_magnuspinnatus
ENSMSIP00000004011	ENSMSIG00000003695	Mus_spicilegus
ENSCSEP00000032561	ENSCSEG00000020895	Cynoglossus_semilaevis
ENSOMEP00000004682	ENSOMEG00000005656	Oryzias_melastigma
ENSGWIP00000017350	ENSGWIG00000009659	Gouania_willdenowi
ENSCVAP00000001377	ENSCVAG00000002354	Cyprinodon_variegatus
ENSMVIP00005003510	ENSMVIG00005002734	Manacus_vitellinus
ENSCPBP00000028198	ENSCPBG00000019945	Chrysemys_picta_bellii
ENSPKIP00000007548	ENSPKIG00000023398	Paramormyrops_kingsleyae
ENSOCUP00000037183	ENSOCUG00000003731	Oryctolagus_cuniculus
ENSACIP00000014614	ENSACIG00000011356	Amphilophus_citrinellus
ENSFCAP00000038861	ENSFCAG00000037766	Felis_catus
ENSHCOP00000005473	ENSHCOG00000007143	Hippocampus_comes
ENSCGOP00000055356	ENSCGOG00000024148	Cottoperca_gobio
ENSJHYP00000001561	ENSJHYG00000001361	Junco_hyemalis
ENSCGRP00000006802	ENSCGRG00000004961	Cricetulus_griseus_CriGri_1.0
ENSPMEP00000013232	ENSPMEG00000015501	Poecilia_mexicana
ENSMNEP00000017316	ENSMNEG00000032654	Macaca_nemestrina
ENSMODP00000012646	ENSMODG00000010097	Monodelphis_domestica
ENSLSDP00000000083	ENSLSDG00000000096	Lonchura_striata_domestica
ENSCHAP00000035082	ENSCHAG00000016681	Clupea_harengus
ENSNMEP00000005370	ENSNMEG00000005577	Numida_meleagris
ENSPTIP00000012387	ENSPTIG00000012474	Panthera_tigris_altaica
ENSMMOP00000003699	ENSMMOG00000002958	Mola_mola
ENSLAFP00000012419	ENSLAFG00000014830	Loxodonta_africana
ENSGAFP00000020193	ENSGAFG00000013647	Gambusia_affinis
ENSDNVP00000009593	ENSDNVG00000006787	Dromaius_novaehollandiae
ENSRNOP00000067646	ENSRNOG00000049088	Rattus_norvegicus
ENSSCAP00000018436	ENSSCAG00000013359	Serinus_canaria
ENSMZEP00005033380	ENSMZEG00005024918	Maylandia_zebra
ENSANAP00000010972	ENSANAG00000023460	Aotus_nancymaae
ENSPCIP00000043600	ENSPCIG00000035406	Phascolarctos_cinereus
ENSSDUP00000002431	ENSSDUG00000001884	Seriola_dumerili
ENSDARP00000091378	ENSDARG00000069241	Danio_rerio
ENSSHAP00000008894	ENSSHAG00000007701	Sarcophilus_harrisii
ENSHGLP00000008240	ENSHGLG00000005960	Heterocephalus_glaber_HetGla_female_1.0
ENSCCEP00000010912	ENSCCEG00000010756	Cyanistes_caeruleus
ENSDCDP00000057643	ENSDCDG00000033629	Denticeps_clupeoides
ENSUMAP00000032444	ENSUMAG00000023371	Ursus_maritimus
ENSELUP00000014795	ENSELUG00000014807	Esox_lucius
MGP_SPRETEiJ_P0033373	MGP_SPRETEiJ_G0018452	Mus_spretus_strain_SPRET/EiJ
ENSPRNP00000047467	ENSPRNG00000022817	Parambassis_ranga
ENSECRP00000002738	ENSECRG00000001872	Erpetoichthys_calabaricus
MGP_PahariEiJ_P0082021	MGP_PahariEiJ_G0029366	Mus_pahari_strain_PAHARI_EIJ
ENSAPEP00000027876	ENSAPEG00000019796	Amphiprion_percula
ENSXETP00000007773	ENSXETG00000007677	Xenopus_tropicalis
ENSLCRP00005007790	ENSLCRG00005003785	Larimichthys_crocea
ENSORLP00020030267	ENSORLG00020014654	Oryzias_latipes_ASM223471v1
ENSCAPP00000014290	ENSCAPG00000014695	Cavia_aperea
ENSAMXP00000006623	ENSAMXG00000006453	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMICP00000017750	ENSMICG00000028899	Microcebus_murinus
ENSTRUP00000051900	ENSTRUG00000020709	Takifugu_rubripes
ENSECAP00000010742	ENSECAG00000013048	Equus_caballus
ENSMUSP00000082891	ENSMUSG00000066637	Mus_musculus_strain_reference_(CL57BL6)
ENSFDAP00000007856	ENSFDAG00000006490	Fukomys_damarensis
ENSMOCP00000025958	ENSMOCG00000021911	Microtus_ochrogaster
ENSPEMP00000032938	ENSPEMG00000027871	Peromyscus_maniculatus_bairdii
ENSLOCP00000021246	ENSLOCG00000017191	Lepisosteus_oculatus
ENSNVIP00000017108	ENSNVIG00000013413	Neovison_vison
ENSETEP00000014611	ENSETEG00000017984	Echinops_telfairi
ENSCLAP00000014267	ENSCLAG00000009839	Chinchilla_lanigera
ENSBIXP00005041919	ENSBIXG00005025110	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPVAP00000002735	ENSPVAG00000002897	Pteropus_vampyrus
ENSSPUP00000022072	ENSSPUG00000016940	Sphenodon_punctatus
ENSSTOP00000006379	ENSSTOG00000007140	Ictidomys_tridecemlineatus
ENSDNOP00000017420	ENSDNOG00000003567	Dasypus_novemcinctus
ENSPVIP00000006490	ENSPVIG00000005372	Pogona_vitticeps
ENSPANP00000015190	ENSPANG00000015095	Papio_anubis
ENSMUGP00000013988	ENSMUGG00000012111	Meriones_unguiculatus
ENSNLEP00000038849	ENSNLEG00000030350	Nomascus_leucogenys
ENSGALP00000055517	ENSGALG00000016476	Gallus_gallus
ENSPPYP00000014095	ENSPPYG00000012623	Pongo_abelii
ENSHHUP00000040622	ENSHHUG00000025105	Hucho_hucho
ENSDNOP00000015927	ENSDNOG00000043032	Dasypus_novemcinctus
ENSCSAP00000004285	ENSCSAG00000008028	Chlorocebus_sabaeus
ENSTTRP00000016211	ENSTTRG00000017101	Tursiops_truncatus
MGP_CAROLIEiJ_P0031905	MGP_CAROLIEiJ_G0017608	Mus_caroli_strain_CAROLI_EIJ
ENSSFOP00015006740	ENSSFOG00015004445	Scleropages_formosus
ENSPCOP00000030844	ENSPCOG00000028173	Propithecus_coquereli
ENSSPAP00000030649	ENSSPAG00000022998	Stegastes_partitus
ENSSBOP00000015640	ENSSBOG00000024543	Saimiri_boliviensis_boliviensis
ENSCPRP00005007325	ENSCPRG00005005187	Crocodylus_porosus
ENSEEEP00000030004	ENSEEEG00000014386	Electrophorus_electricus	ENSEEET00000030354
ENSANAP00000002339	ENSANAG00000018090	Aotus_nancymaae
ENSPNAP00000007672	ENSPNAG00000007172	Pygocentrus_nattereri
ENSXMAP00000036969	ENSXMAG00000026566	Xiphophorus_maculatus
ENSVVUP00000020043	ENSVVUG00000014817	Vulpes_vulpes
ENSOARP00000018207	ENSOARG00000016954	Ovis_aries
ENSMMUP00000002101	ENSMMUG00000001570	Macaca_mulatta
ENSBTAP00000020704	ENSBTAG00000015587	Bos_taurus
ENSMAUP00000020411	ENSMAUG00000018447	Mesocricetus_auratus
ENSIPUP00000029807	ENSIPUG00000020147	Ictalurus_punctatus	ENSIPUT00000031009
ENSMALP00000032380	ENSMALG00000022302	Monopterus_albus
ENSLBEP00000027217	ENSLBEG00000020671	Labrus_bergylta
ENSAOWP00000010135	ENSAOWG00000006969	Apteryx_owenii
ENSLCOP00000001333	ENSLCOG00000001099	Lepidothrix_coronata
ENSCCAP00000014961	ENSCCAG00000025284	Cebus_capucinus_imitator
ENSORLP00000034317	ENSORLG00000012535	Oryzias_latipes_ASM223467v1
ENSCGRP00001005858	ENSCGRG00001007763	Cricetulus_griseus_CHOK1GS_HDv1
ENSCPUP00000006201	ENSCPUG00000004533	Calidris_pugnax
ENSPSMP00000010203	ENSPSMG00000007425	Prolemur_simus
ENSPFOP00000019330	ENSPFOG00000019216	Poecilia_formosa
ENSORLP00015027438	ENSORLG00015009518	Oryzias_latipes_ASM223469v1
ENSPMJP00000016526	ENSPMJG00000012491	Parus_major
ENSKMAP00000023402	ENSKMAG00000017366	Kryptolebias_marmoratus
ENSCHIP00000030272	ENSCHIG00000025091	Capra_hircus
ENSCGRP00015001469	ENSCGRG00015001244	Cricetulus_griseus_CriGri-PICR
ENSRROP00000003466	ENSRROG00000013709	Rhinopithecus_roxellana
ENSNBRP00000027277	ENSNBRG00000020824	Neolamprologus_brichardi
ENSSMAP00000029952	ENSSMAG00000018362	Scophthalmus_maximus
ENSCAFP00000065734	ENSCAFG00000023413	Canis_lupus_familiaris
ENSVURP00010031119	ENSVURG00010023802	Vombatus_ursinus
ENSGGOP00000009549	ENSGGOG00000009777	Gorilla_gorilla
ENSEBUP00000004955	ENSEBUG00000003404	Eptatretus_burgeri
ENSPTEP00000012873	ENSPTEG00000014466	Piliocolobus_tephrosceles
