ENSPCIP00000029904	ENSPCIG00000022252	Phascolarctos_cinereus	ENSPCIT00000036806
ENSVURP00010025791	ENSVURG00010019751	Vombatus_ursinus	ENSVURT00010029367
ENSMEUP00000011258	ENSMEUG00000012331	Notamacropus_eugenii	ENSMEUT00000012384
ENSSHAP00000020410	ENSSHAG00000017311	Sarcophilus_harrisii	ENSSHAT00000020571
ENSMODP00000011123	ENSMODG00000009009	Monodelphis_domestica	ENSMODT00000011340
ENSPTRP00000087927	ENSPTRG00000012641	Pan_troglodytes
ENSNVIP00000009479	ENSNVIG00000007078	Neovison_vison	ENSNVIT00000011082
ENSMPUP00000000836	ENSMPUG00000000840	Mustela_putorius_furo
ENSCAFP00000054417	ENSCAFG00000013006	Canis_lupus_familiaris
ENSCAFP00020005160	ENSCAFG00020003489	Canis_lupus_dingo
ENSVVUP00000021035	ENSVVUG00000013880	Vulpes_vulpes
ENSPTIP00000023737	ENSPTIG00000019962	Panthera_tigris_altaica
ENSPPRP00000016041	ENSPPRG00000008496	Panthera_pardus
ENSFCAP00000036393	ENSFCAG00000000430	Felis_catus
ENSPVAP00000010685	ENSPVAG00000011333	Pteropus_vampyrus
ENSMLUP00000005073	ENSMLUG00000005550	Myotis_lucifugus
ENSEEUP00000000117	ENSEEUG00000000136	Erinaceus_europaeus
ENSECAP00000052108	ENSECAG00000001652	Equus_caballus
ENSEASP00005033089	ENSEASG00005022636	Equus_asinus_asinus
ENSLAFP00000003953	ENSLAFG00000004724	Loxodonta_africana
ENSPCAP00000000466	ENSPCAG00000000467	Procavia_capensis
ENSETEP00000013008	ENSETEG00000016034	Echinops_telfairi
ENSCHOP00000002363	ENSCHOG00000002661	Choloepus_hoffmanni
ENSDNOP00000006541	ENSDNOG00000008435	Dasypus_novemcinctus
ENSOANP00000013685	ENSOANG00000008589	Ornithorhynchus_anatinus
ENSGAGP00000036303	ENSGAGG00000025726	Gopherus_agassizii
ENSCABP00000017709	ENSCABG00000012569	Chelonoidis_abingdonii
ENSCPBP00000005260	ENSCPBG00000004218	Chrysemys_picta_bellii
ENSPSIP00000019051	ENSPSIG00000016795	Pelodiscus_sinensis
ENSCPRP00005020120	ENSCPRG00005013998	Crocodylus_porosus
ENSAHAP00000008957	ENSAHAG00000006560	Apteryx_haastii
ENSAOWP00000000222	ENSAOWG00000000193	Apteryx_owenii
ENSARWP00000010286	ENSARWG00000007163	Apteryx_rowi
ENSDNVP00000025598	ENSDNVG00000017792	Dromaius_novaehollandiae
ENSNPEP00000000382	ENSNPEG00000000334	Nothoprocta_perdicaria
ENSTGUP00000008759	ENSTGUG00000008382	Taeniopygia_guttata
ENSTGUP00000016888	ENSTGUG00000016581	Taeniopygia_guttata
ENSLSDP00000015065	ENSLSDG00000010846	Lonchura_striata_domestica
ENSSCAP00000022160	ENSSCAG00000015932	Serinus_canaria
ENSJHYP00000018532	ENSJHYG00000014081	Junco_hyemalis
ENSZALP00000022782	ENSZALG00000017667	Zonotrichia_albicollis
ENSFALP00000002109	ENSFALG00000002030	Ficedula_albicollis
ENSPMJP00000025362	ENSPMJG00000018583	Parus_major
ENSCCEP00000026982	ENSCCEG00000023607	Cyanistes_caeruleus
ENSLCOP00000023298	ENSLCOG00000016344	Lepidothrix_coronata
ENSMVIP00005003044	ENSMVIG00005002373	Manacus_vitellinus
ENSCPUP00000006139	ENSCPUG00000004481	Calidris_pugnax
ENSCPGP00000025831	ENSCPGG00000017392	Calidris_pygmaea
ENSMUNP00000010085	ENSMUNG00000007981	Melopsittacus_undulatus
ENSMGAP00000017377	ENSMGAG00000009918	Meleagris_gallopavo
ENSGALP00000056234	ENSGALG00000034007	Gallus_gallus
ENSCJPP00005022334	ENSCJPG00005017815	Coturnix_japonica
ENSNMEP00000026388	ENSNMEG00000022270	Numida_meleagris
ENSABRP00000027886	ENSABRG00000023197	Anser_brachyrhynchus
ENSAPLP00000015539	ENSAPLG00000015601	Anas_platyrhynchos_platyrhynchos
ENSPVIP00000021142	ENSPVIG00000016069	Pogona_vitticeps
ENSACAP00000015875	ENSACAG00000015943	Anolis_carolinensis
ENSNSUP00000015944	ENSNSUG00000011670	Notechis_scutatus
ENSSMRP00000017665	ENSSMRG00000013773	Salvator_merianae
ENSSPUP00000014821	ENSSPUG00000011417	Sphenodon_punctatus
ENSXETP00000031451	ENSXETG00000011374	Xenopus_tropicalis
ENSLACP00000005786	ENSLACG00000005136	Latimeria_chalumnae
ENSSFOP00015001621	ENSSFOG00015001051	Scleropages_formosus
ENSPKIP00000011716	ENSPKIG00000018616	Paramormyrops_kingsleyae
ENSCHAP00000054160	ENSCHAG00000024402	Clupea_harengus
ENSDCDP00000042857	ENSDCDG00000027444	Denticeps_clupeoides
ENSAMXP00000000558	ENSAMXG00000000536	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005025276	ENSAMXG00005012754	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000003602	ENSPNAG00000010003	Pygocentrus_nattereri
ENSEEEP00000010721	ENSEEEG00000005240	Electrophorus_electricus
ENSIPUP00000033267	ENSIPUG00000022343	Ictalurus_punctatus
ENSDARP00000092986	ENSDARG00000069946	Danio_rerio
ENSHHUP00000068758	ENSHHUG00000040247	Hucho_hucho
ENSHHUP00000086361	ENSHHUG00000049861	Hucho_hucho
ENSELUP00000029690	ENSELUG00000001333	Esox_lucius
ENSELUP00000005871	ENSELUG00000006858	Esox_lucius
ENSHHUP00000028469	ENSHHUG00000018136	Hucho_hucho
ENSMAMP00000010177	ENSMAMG00000006870	Mastacembelus_armatus
ENSMALP00000031960	ENSMALG00000021992	Monopterus_albus
ENSATEP00000024560	ENSATEG00000017036	Anabas_testudineus
ENSBSLP00000052027	ENSBSLG00000024452	Betta_splendens
ENSSDUP00000019371	ENSSDUG00000014125	Seriola_dumerili
ENSSLDP00000025812	ENSSLDG00000020060	Seriola_lalandi_dorsalis
ENSLCAP00010043039	ENSLCAG00010019951	Lates_calcarifer
ENSSMAP00000007046	ENSSMAG00000004319	Scophthalmus_maximus
ENSCSEP00000020859	ENSCSEG00000013305	Cynoglossus_semilaevis
ENSTRUP00000003039	ENSTRUG00000001321	Takifugu_rubripes
ENSTNIP00000003247	ENSTNIG00000011095	Tetraodon_nigroviridis
ENSMMOP00000010481	ENSMMOG00000008081	Mola_mola
ENSLBEP00000016471	ENSLBEG00000012721	Labrus_bergylta
ENSAOCP00000029338	ENSAOCG00000019592	Amphiprion_ocellaris
ENSAPEP00000024251	ENSAPEG00000017165	Amphiprion_percula
ENSAPOP00000012298	ENSAPOG00000015241	Acanthochromis_polyacanthus
ENSSPAP00000003940	ENSSPAG00000003037	Stegastes_partitus
ENSPRNP00000052165	ENSPRNG00000024633	Parambassis_ranga
ENSGACP00000020338	ENSGACG00000015418	Gasterosteus_aculeatus
ENSHCOP00000017799	ENSHCOG00000001881	Hippocampus_comes
ENSGWIP00000026969	ENSGWIG00000013669	Gouania_willdenowi
ENSGWIP00000026985	ENSGWIG00000014152	Gouania_willdenowi
ENSORLP00015018236	ENSORLG00015019304	Oryzias_latipes_ASM223469v1
ENSORLP00020032952	ENSORLG00020018776	Oryzias_latipes_ASM223471v1
ENSORLP00000029738	ENSORLG00000014364	Oryzias_latipes_ASM223467v1
ENSOMEP00000017155	ENSOMEG00000018880	Oryzias_melastigma
ENSXMAP00000019166	ENSXMAG00000019094	Xiphophorus_maculatus
ENSXCOP00000010667	ENSXCOG00000008063	Xiphophorus_couchianus
ENSGAFP00000011778	ENSGAFG00000007981	Gambusia_affinis
ENSPMEP00000015107	ENSPMEG00000017591	Poecilia_mexicana
ENSPFOP00000010699	ENSPFOG00000010117	Poecilia_formosa
ENSPLAP00000011710	ENSPLAG00000015251	Poecilia_latipinna
ENSCVAP00000031256	ENSCVAG00000020403	Cyprinodon_variegatus
ENSXMAP00000039635	ENSXMAG00000024556	Xiphophorus_maculatus
ENSXCOP00000010681	ENSXCOG00000008064	Xiphophorus_couchianus
ENSGAFP00000011786	ENSGAFG00000007994	Gambusia_affinis
ENSPLAP00000026711	ENSPLAG00000014740	Poecilia_latipinna
ENSPMEP00000016225	ENSPMEG00000019031	Poecilia_mexicana
ENSPMEP00000030855	ENSPMEG00000017579	Poecilia_mexicana
ENSPMEP00000030845	ENSPMEG00000017570	Poecilia_mexicana
ENSPLAP00000029860	ENSPLAG00000020422	Poecilia_latipinna
ENSPREP00000020347	ENSPREG00000013714	Poecilia_reticulata
ENSCVAP00000017308	ENSCVAG00000020373	Cyprinodon_variegatus
ENSKMAP00000010910	ENSKMAG00000008162	Kryptolebias_marmoratus
ENSMZEP00005003295	ENSMZEG00005002565	Maylandia_zebra
ENSHBUP00000013771	ENSHBUG00000000452	Haplochromis_burtoni
ENSPNYP00000006071	ENSPNYG00000004683	Pundamilia_nyererei
ENSACLP00000008918	ENSACLG00000005796	Astatotilapia_calliptera
ENSNBRP00000029659	ENSNBRG00000022386	Neolamprologus_brichardi
ENSONIP00000013038	ENSONIG00000010374	Oreochromis_niloticus
ENSACIP00000024777	ENSACIG00000019171	Amphilophus_citrinellus
ENSFHEP00000017348	ENSFHEG00000019221	Fundulus_heteroclitus
ENSPMGP00000003849	ENSPMGG00000003295	Periophthalmus_magnuspinnatus
ENSCGOP00000049603	ENSCGOG00000021796	Cottoperca_gobio
ENSLCRP00005059450	ENSLCRG00005021995	Larimichthys_crocea
ENSGMOP00000020269	ENSGMOG00000018855	Gadus_morhua
ENSPMGP00000003846	ENSPMGG00000003294	Periophthalmus_magnuspinnatus
ENSDCDP00000058196	ENSDCDG00000033824	Denticeps_clupeoides
ENSCHAP00000059719	ENSCHAG00000026661	Clupea_harengus
ENSAMXP00005057042	ENSAMXG00005025238	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000043947	ENSAMXG00000011392	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000032245	ENSPNAG00000003629	Pygocentrus_nattereri
ENSIPUP00000030674	ENSIPUG00000020699	Ictalurus_punctatus
ENSEEEP00000039535	ENSEEEG00000018755	Electrophorus_electricus
ENSDARP00000098022	ENSDARG00000042282	Danio_rerio
ENSDARP00000131417	ENSDARG00000099348	Danio_rerio
ENSTRUP00000045427	ENSTRUG00000017719	Takifugu_rubripes
ENSTNIP00000020060	ENSTNIG00000016940	Tetraodon_nigroviridis
ENSCSEP00000008497	ENSCSEG00000005423	Cynoglossus_semilaevis
ENSMMOP00000002071	ENSMMOG00000001707	Mola_mola
ENSLCRP00005046226	ENSLCRG00005017549	Larimichthys_crocea
ENSLBEP00000024340	ENSLBEG00000018552	Labrus_bergylta
ENSCGOP00000033479	ENSCGOG00000015454	Cottoperca_gobio
ENSGACP00000006477	ENSGACG00000004887	Gasterosteus_aculeatus
ENSSDUP00000029201	ENSSDUG00000020979	Seriola_dumerili
ENSSLDP00000016415	ENSSLDG00000012896	Seriola_lalandi_dorsalis
ENSLCAP00010055336	ENSLCAG00010025707	Lates_calcarifer
ENSSMAP00000023728	ENSSMAG00000014425	Scophthalmus_maximus
ENSMALP00000012492	ENSMALG00000008845	Monopterus_albus
ENSMAMP00000008333	ENSMAMG00000005598	Mastacembelus_armatus
ENSATEP00000023186	ENSATEG00000016058	Anabas_testudineus
ENSXMAP00000005161	ENSXMAG00000005122	Xiphophorus_maculatus
ENSXCOP00000025643	ENSXCOG00000019156	Xiphophorus_couchianus
ENSGAFP00000005156	ENSGAFG00000003496	Gambusia_affinis
ENSPMEP00000034267	ENSPMEG00000023342	Poecilia_mexicana
ENSPFOP00000012649	ENSPFOG00000012352	Poecilia_formosa
ENSPLAP00000027978	ENSPLAG00000017541	Poecilia_latipinna
ENSPREP00000007002	ENSPREG00000004485	Poecilia_reticulata
ENSCVAP00000028723	ENSCVAG00000015962	Cyprinodon_variegatus
ENSFHEP00000023074	ENSFHEG00000003867	Fundulus_heteroclitus
ENSKMAP00000021482	ENSKMAG00000015960	Kryptolebias_marmoratus
ENSORLP00015014745	ENSORLG00015015667	Oryzias_latipes_ASM223469v1
ENSORLP00000021755	ENSORLG00000017395	Oryzias_latipes_ASM223467v1
ENSORLP00020020537	ENSORLG00020021550	Oryzias_latipes_ASM223471v1
ENSOMEP00000003199	ENSOMEG00000004142	Oryzias_melastigma
ENSMZEP00005006908	ENSMZEG00005005298	Maylandia_zebra
ENSACLP00000014311	ENSACLG00000009750	Astatotilapia_calliptera
ENSHBUP00000032556	ENSHBUG00000018922	Haplochromis_burtoni
ENSPNYP00000009867	ENSPNYG00000007378	Pundamilia_nyererei
ENSNBRP00000015508	ENSNBRG00000011975	Neolamprologus_brichardi
ENSONIP00000010948	ENSONIG00000008711	Oreochromis_niloticus
ENSACIP00000001300	ENSACIG00000001038	Amphilophus_citrinellus
ENSPRNP00000009708	ENSPRNG00000005358	Parambassis_ranga
ENSGWIP00000033765	ENSGWIG00000017198	Gouania_willdenowi
ENSPMGP00000013926	ENSPMGG00000011447	Periophthalmus_magnuspinnatus
ENSAOCP00000028663	ENSAOCG00000018455	Amphiprion_ocellaris
ENSAPEP00000030643	ENSAPEG00000021670	Amphiprion_percula
ENSAPOP00000011793	ENSAPOG00000014395	Acanthochromis_polyacanthus
ENSSPAP00000008656	ENSSPAG00000006569	Stegastes_partitus
ENSBSLP00000016047	ENSBSLG00000008101	Betta_splendens
ENSHCOP00000022645	ENSHCOG00000010525	Hippocampus_comes
ENSGMOP00000002352	ENSGMOG00000002164	Gadus_morhua
ENSHHUP00000002869	ENSHHUG00000001765	Hucho_hucho
ENSHHUP00000012042	ENSHHUG00000007096	Hucho_hucho
ENSELUP00000022941	ENSELUG00000021960	Esox_lucius
ENSSFOP00015030341	ENSSFOG00015019397	Scleropages_formosus
ENSPKIP00000021100	ENSPKIG00000005544	Paramormyrops_kingsleyae
ENSLOCP00000009194	ENSLOCG00000007555	Lepisosteus_oculatus
ENSCHAP00000007729	ENSCHAG00000004479	Clupea_harengus
ENSDCDP00000048357	ENSDCDG00000029947	Denticeps_clupeoides
ENSAMXP00005022216	ENSAMXG00005011455	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000003140	ENSAMXG00000003086	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000000999	ENSPNAG00000007870	Pygocentrus_nattereri
ENSIPUP00000027348	ENSIPUG00000018529	Ictalurus_punctatus
ENSEEEP00000004437	ENSEEEG00000002320	Electrophorus_electricus
ENSDARP00000124589	ENSDARG00000056018	Danio_rerio
ENSLCRP00005000837	ENSLCRG00005000464	Larimichthys_crocea
ENSCGOP00000021768	ENSCGOG00000010473	Cottoperca_gobio
ENSSMAP00000017837	ENSSMAG00000010934	Scophthalmus_maximus
ENSLCAP00010048319	ENSLCAG00010022410	Lates_calcarifer
ENSSLDP00000031723	ENSSLDG00000024358	Seriola_lalandi_dorsalis
ENSSDUP00000004293	ENSSDUG00000003208	Seriola_dumerili
ENSCSEP00000005024	ENSCSEG00000003251	Cynoglossus_semilaevis
ENSHCOP00000016241	ENSHCOG00000020012	Hippocampus_comes
ENSACLP00000006095	ENSACLG00000004103	Astatotilapia_calliptera
ENSMZEP00005012654	ENSMZEG00005009507	Maylandia_zebra
ENSPNYP00000009806	ENSPNYG00000007436	Pundamilia_nyererei
ENSHBUP00000005746	ENSHBUG00000007143	Haplochromis_burtoni
ENSNBRP00000032106	ENSNBRG00000024378	Neolamprologus_brichardi
ENSNBRP00000032107	ENSNBRG00000024379	Neolamprologus_brichardi
ENSONIP00000002931	ENSONIG00000002344	Oreochromis_niloticus
ENSACIP00000004341	ENSACIG00000003330	Amphilophus_citrinellus
ENSAPOP00000007739	ENSAPOG00000009750	Acanthochromis_polyacanthus
ENSAPOP00000007715	ENSAPOG00000009719	Acanthochromis_polyacanthus
ENSAOCP00000014742	ENSAOCG00000019448	Amphiprion_ocellaris
ENSAOCP00000014719	ENSAOCG00000019416	Amphiprion_ocellaris
ENSAPEP00000004761	ENSAPEG00000003294	Amphiprion_percula
ENSSPAP00000004528	ENSSPAG00000003507	Stegastes_partitus
ENSORLP00015014240	ENSORLG00015015169	Oryzias_latipes_ASM223469v1
ENSORLP00000000541	ENSORLG00000000441	Oryzias_latipes_ASM223467v1
ENSCVAP00000020387	ENSCVAG00000000069	Cyprinodon_variegatus
ENSOMEP00000011079	ENSOMEG00000000696	Oryzias_melastigma
ENSHBUP00000025234	ENSHBUG00000007127	Haplochromis_burtoni
ENSPNYP00000009821	ENSPNYG00000007449	Pundamilia_nyererei
ENSMMOP00000005074	ENSMMOG00000004045	Mola_mola
ENSTNIP00000018799	ENSTNIG00000015724	Tetraodon_nigroviridis
ENSPMGP00000024826	ENSPMGG00000020091	Periophthalmus_magnuspinnatus
ENSHHUP00000048892	ENSHHUG00000029618	Hucho_hucho
ENSECRP00000013840	ENSECRG00000009221	Erpetoichthys_calabaricus	ENSECRT00000014078
ENSCMIP00000028640	ENSCMIG00000012402	Callorhinchus_milii
ENSCMIP00000027730	ENSCMIG00000012007	Callorhinchus_milii
ENSCMIP00000028484	ENSCMIG00000012152	Callorhinchus_milii
ENSCMIP00000011380	ENSCMIG00000005921	Callorhinchus_milii	ENSCMIT00000011661
ENSPMAP00000001615	ENSPMAG00000001442	Petromyzon_marinus
ENSEBUP00000002081	ENSEBUG00000001657	Eptatretus_burgeri
ENSPMAP00000007668	ENSPMAG00000006932	Petromyzon_marinus
ENSEBUP00000000654	ENSEBUG00000000747	Eptatretus_burgeri
ENSMMOP00000005071	ENSMMOG00000004040	Mola_mola
ENSEBUP00000010053	ENSEBUG00000006457	Eptatretus_burgeri
ENSEBUP00000006317	ENSEBUG00000004194	Eptatretus_burgeri
