ENSECAP00000020674	ENSECAG00000023234	Equus_caballus
ENSGGOP00000041323	ENSGGOG00000005379	Gorilla_gorilla
ENSNPEP00000006997	ENSNPEG00000005255	Nothoprocta_perdicaria
ENSLSDP00000007337	ENSLSDG00000005507	Lonchura_striata_domestica
ENSPMJP00000018859	ENSPMJG00000014146	Parus_major
ENSCAFP00020014290	ENSCAFG00020011561	Canis_lupus_dingo
ENSPVAP00000000963	ENSPVAG00000001018	Pteropus_vampyrus
ENSPEMP00000034865	ENSPEMG00000030698	Peromyscus_maniculatus_bairdii
ENSGAGP00000030170	ENSGAGG00000021769	Gopherus_agassizii
ENSTTRP00000016146	ENSTTRG00000017032	Tursiops_truncatus
ENSMMUP00000018235	ENSMMUG00000013875	Macaca_mulatta
ENSFALP00000009632	ENSFALG00000009237	Ficedula_albicollis
ENSTGEP00000024328	ENSTGEG00000019670	Theropithecus_gelada
ENSUAMP00000016039	ENSUAMG00000012807	Ursus_americanus
ENSPCAP00000002201	ENSPCAG00000002379	Procavia_capensis
ENSTGEP00000023995	ENSTGEG00000019409	Theropithecus_gelada
ENSMUNP00000020661	ENSMUNG00000015707	Melopsittacus_undulatus
ENSMUGP00000003625	ENSMUGG00000003377	Meriones_unguiculatus
ENSANAP00000024707	ENSANAG00000030073	Aotus_nancymaae
ENSAOWP00000004732	ENSAOWG00000003305	Apteryx_owenii	ENSAOWT00000005395
ENSDNVP00000013823	ENSDNVG00000009749	Dromaius_novaehollandiae	ENSDNVT00000016618
ENSPCOP00000029733	ENSPCOG00000027575	Propithecus_coquereli
ENSPVIP00000031102	ENSPVIG00000022863	Pogona_vitticeps	ENSPVIT00000038131
ENSCGRP00000013204	ENSCGRG00000009608	Cricetulus_griseus_CriGri_1.0
ENSCABP00000000139	ENSCABG00000000123	Chelonoidis_abingdonii
ENSACAP00000013691	ENSACAG00000013970	Anolis_carolinensis	ENSACAT00000013972
ENSCAFP00000037956	ENSCAFG00000030330	Canis_lupus_familiaris
ENSNGAP00000014234	ENSNGAG00000015600	Nannospalax_galili
ENSCGRP00001005234	ENSCGRG00001006839	Cricetulus_griseus_CHOK1GS_HDv1
ENSRBIP00000040173	ENSRBIG00000043522	Rhinopithecus_bieti
ENSMPUP00000014213	ENSMPUG00000014322	Mustela_putorius_furo
ENSCPRP00005000956	ENSCPRG00005000741	Crocodylus_porosus
ENSNMEP00000007152	ENSNMEG00000007227	Numida_meleagris
ENSPTRP00000063772	ENSPTRG00000046367	Pan_troglodytes
ENSOARP00000004791	ENSOARG00000004478	Ovis_aries
ENSJHYP00000005797	ENSJHYG00000004708	Junco_hyemalis
ENSP00000343890	ENSG00000224051	Homo_sapiens
ENSAHAP00000007966	ENSAHAG00000005907	Apteryx_haastii	ENSAHAT00000008866
ENSBIXP00005008478	ENSBIXG00005006608	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCMIP00000007033	ENSCMIG00000003928	Callorhinchus_milii
ENSPSIP00000003053	ENSPSIG00000002947	Pelodiscus_sinensis
ENSUMAP00000002300	ENSUMAG00000002064	Ursus_maritimus
ENSEBUP00000021878	ENSEBUG00000013503	Eptatretus_burgeri
ENSCHIP00000010611	ENSCHIG00000013079	Capra_hircus
ENSARWP00000006132	ENSARWG00000004359	Apteryx_rowi	ENSARWT00000007036
ENSMNEP00000029035	ENSMNEG00000037972	Macaca_nemestrina
ENSRROP00000038035	ENSRROG00000042420	Rhinopithecus_roxellana
ENSMSIP00000017846	ENSMSIG00000015228	Mus_spicilegus
ENSBTAP00000010025	ENSBTAG00000007623	Bos_taurus
ENSBMUP00000032511	ENSBMUG00000024256	Bos_mutus
ENSMICP00000046693	ENSMICG00000041661	Microcebus_murinus
ENSHGLP00000021475	ENSHGLG00000015345	Heterocephalus_glaber_HetGla_female_1.0
ENSRNOP00000034006	ENSRNOG00000022455	Rattus_norvegicus
ENSCPGP00000017429	ENSCPGG00000012238	Calidris_pygmaea
ENSCANP00000026854	ENSCANG00000036846	Colobus_angolensis_palliatus
ENSNVIP00000008261	ENSNVIG00000006559	Neovison_vison
ENSSPUP00000021919	ENSSPUG00000016820	Sphenodon_punctatus	ENSSPUT00000023356
ENSCJAP00000020534	ENSCJAG00000011139	Callithrix_jacchus
ENSSTOP00000023660	ENSSTOG00000024154	Ictidomys_tridecemlineatus
ENSOPRP00000015991	ENSOPRG00000018907	Ochotona_princeps
MGP_SPRETEiJ_P0068976	MGP_SPRETEiJ_G0027904	Mus_spretus_strain_SPRET/EiJ
ENSPANP00000012098	ENSPANG00000000592	Papio_anubis
ENSCSAP00000017324	ENSCSAG00000000682	Chlorocebus_sabaeus
ENSVVUP00000005547	ENSVVUG00000004358	Vulpes_vulpes
ENSBIXP00000035448	ENSBIXG00000003262	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPPRP00000023564	ENSPPRG00000013811	Panthera_pardus
ENSMLEP00000030149	ENSMLEG00000039271	Mandrillus_leucophaeus
MGP_PahariEiJ_P0081486	MGP_PahariEiJ_G0029258	Mus_pahari_strain_PAHARI_EIJ
ENSCATP00000030904	ENSCATG00000038599	Cercocebus_atys
ENSDORP00000022838	ENSDORG00000026629	Dipodomys_ordii
ENSSDAP00000003809	ENSSDAG00000003600	Spermophilus_dauricus
ENSMUSP00000030950	ENSMUSG00000029073	Mus_musculus_strain_reference_(CL57BL6)
ENSMOCP00000012451	ENSMOCG00000012547	Microtus_ochrogaster
ENSODEP00000010797	ENSODEG00000008044	Octodon_degus
ENSMODP00000007811	ENSMODG00000006296	Monodelphis_domestica
ENSUPAP00010020562	ENSUPAG00010016277	Urocitellus_parryii
ENSCPUP00000014851	ENSCPUG00000010386	Calidris_pugnax
ENSAMEP00000014526	ENSAMEG00000013792	Ailuropoda_melanoleuca
ENSFCAP00000045603	ENSFCAG00000045076	Felis_catus
ENSSBOP00000023791	ENSSBOG00000028410	Saimiri_boliviensis_boliviensis
ENSEASP00005021962	ENSEASG00005014987	Equus_asinus_asinus
ENSVURP00010030868	ENSVURG00010023613	Vombatus_ursinus
ENSPPAP00000016418	ENSPPAG00000031341	Pan_paniscus
ENSDNOP00000018878	ENSDNOG00000042160	Dasypus_novemcinctus
ENSOANP00000020591	ENSOANG00000013024	Ornithorhynchus_anatinus
ENSCCAP00000002957	ENSCCAG00000017027	Cebus_capucinus_imitator
ENSMAUP00000018807	ENSMAUG00000017271	Mesocricetus_auratus
ENSCPBP00000032632	ENSCPBG00000022882	Chrysemys_picta_bellii
ENSPSMP00000018472	ENSPSMG00000013100	Prolemur_simus
ENSCPOP00000027145	ENSCPOG00000037003	Cavia_porcellus
ENSPTIP00000019898	ENSPTIG00000017556	Panthera_tigris_altaica
