ENSCHIP00000002153	ENSCHIG00000004885	Capra_hircus
ENSCGRP00015022727	ENSCGRG00015017289	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000012617	ENSCGRG00000009158	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000016776	ENSMAUG00000015809	Mesocricetus_auratus
ENSNGAP00000010602	ENSNGAG00000012979	Nannospalax_galili
ENSJJAP00000013752	ENSJJAG00000016384	Jaculus_jaculus
ENSODEP00000024025	ENSODEG00000017575	Octodon_degus
ENSCLAP00000024345	ENSCLAG00000016720	Chinchilla_lanigera
ENSCPOP00000027257	ENSCPOG00000032470	Cavia_porcellus
ENSCAPP00000004607	ENSCAPG00000007104	Cavia_aperea
ENSHGLP00100016915	ENSHGLG00100012478	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000014190	ENSHGLG00000010139	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000010701	ENSFDAG00000018398	Fukomys_damarensis
ENSUPAP00010010625	ENSUPAG00010008596	Urocitellus_parryii
ENSMMMP00000024855	ENSMMMG00000021758	Marmota_marmota_marmota
ENSSTOP00000008763	ENSSTOG00000009775	Ictidomys_tridecemlineatus
ENSSDAP00000012766	ENSSDAG00000011487	Spermophilus_dauricus
ENSTBEP00000008833	ENSTBEG00000010197	Tupaia_belangeri
ENSPCOP00000030115	ENSPCOG00000027767	Propithecus_coquereli
ENSMICP00000003458	ENSMICG00000003796	Microcebus_murinus
ENSPSMP00000037687	ENSPSMG00000025884	Prolemur_simus
ENSOGAP00000002439	ENSOGAG00000002726	Otolemur_garnettii
ENSPTRP00000006773	ENSPTRG00000003929	Pan_troglodytes
ENSPPAP00000040319	ENSPPAG00000042820	Pan_paniscus
ENSP00000310832	ENSG00000174080	Homo_sapiens
ENSPPYP00000003495	ENSPPYG00000003018	Pongo_abelii
ENSNLEP00000007496	ENSNLEG00000006182	Nomascus_leucogenys
ENSTGEP00000007009	ENSTGEG00000005734	Theropithecus_gelada
ENSMLEP00000000150	ENSMLEG00000000290	Mandrillus_leucophaeus
ENSMFAP00000000596	ENSMFAG00000033862	Macaca_fascicularis
ENSMNEP00000018886	ENSMNEG00000033337	Macaca_nemestrina
ENSMMUP00000064533	ENSMMUG00000002496	Macaca_mulatta
ENSCSAP00000004598	ENSCSAG00000008339	Chlorocebus_sabaeus
ENSPTEP00000031961	ENSPTEG00000030789	Piliocolobus_tephrosceles
ENSCANP00000013619	ENSCANG00000030234	Colobus_angolensis_palliatus
ENSRBIP00000025293	ENSRBIG00000036533	Rhinopithecus_bieti
ENSPANP00000043493	ENSPANG00000009835	Papio_anubis
ENSRROP00000041614	ENSRROG00000043989	Rhinopithecus_roxellana
ENSGGOP00000040812	ENSGGOG00000016007	Gorilla_gorilla
ENSCCAP00000032694	ENSCCAG00000034376	Cebus_capucinus_imitator
ENSSBOP00000012430	ENSSBOG00000023016	Saimiri_boliviensis_boliviensis
ENSCJAP00000002331	ENSCJAG00000001318	Callithrix_jacchus
ENSANAP00000034181	ENSANAG00000034738	Aotus_nancymaae
ENSOPRP00000008326	ENSOPRG00000009084	Ochotona_princeps
ENSOCUP00000038705	ENSOCUG00000013700	Oryctolagus_cuniculus
ENSTSYP00000023171	ENSTSYG00000037233	Carlito_syrichta
ENSLAFP00000013329	ENSLAFG00000015888	Loxodonta_africana
ENSPCAP00000013727	ENSPCAG00000014676	Procavia_capensis
ENSCHOP00000009768	ENSCHOG00000011032	Choloepus_hoffmanni
ENSVPAP00000005952	ENSVPAG00000006415	Vicugna_pacos
ENSSARP00000005898	ENSSARG00000006497	Sorex_araneus
ENSDNOP00000007233	ENSDNOG00000009351	Dasypus_novemcinctus
ENSPCIP00000010478	ENSPCIG00000008533	Phascolarctos_cinereus
ENSVURP00010000703	ENSVURG00010000629	Vombatus_ursinus
ENSSHAP00000010165	ENSSHAG00000008784	Sarcophilus_harrisii
