ENSAOWP00000020849	ENSAOWG00000014104	Apteryx_owenii
ENSGMOP00000003175	ENSGMOG00000003023	Gadus_morhua
ENSHHUP00000066607	ENSHHUG00000039277	Hucho_hucho
ENSELUP00000031136	ENSELUG00000008599	Esox_lucius
ENSCHAP00000045919	ENSCHAG00000021277	Clupea_harengus
ENSDCDP00000014067	ENSDCDG00000010282	Denticeps_clupeoides
ENSAMXP00005043446	ENSAMXG00005020218	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000010826	ENSAMXG00000040331	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000023762	ENSPNAG00000000847	Pygocentrus_nattereri
ENSEEEP00000012623	ENSEEEG00000006332	Electrophorus_electricus
ENSIPUP00000027094	ENSIPUG00000018330	Ictalurus_punctatus
ENSDARP00000066302	ENSDARG00000045091	Danio_rerio
ENSPKIP00000013241	ENSPKIG00000000749	Paramormyrops_kingsleyae
ENSSFOP00015002074	ENSSFOG00015001414	Scleropages_formosus
ENSLOCP00000016499	ENSLOCG00000013385	Lepisosteus_oculatus
ENSPMAP00000009671	ENSPMAG00000008771	Petromyzon_marinus
ENSEBUP00000020607	ENSEBUG00000012756	Eptatretus_burgeri
ENSCINP00000018288	ENSCING00000009010	Ciona_intestinalis
YDL202W_mRNA	YDL202W	Saccharomyces_cerevisiae_strain_S288C
