ENSCMIP00000013548	ENSCMIG00000006782	Callorhinchus_milii
ENSFHEP00000000867	ENSFHEG00000001640	Fundulus_heteroclitus
ENSFHEP00000000813	ENSFHEG00000001583	Fundulus_heteroclitus
ENSCVAP00000023399	ENSCVAG00000006998	Cyprinodon_variegatus
ENSXCOP00000004203	ENSXCOG00000003304	Xiphophorus_couchianus
ENSXCOP00000004175	ENSXCOG00000003271	Xiphophorus_couchianus
ENSXCOP00000004210	ENSXCOG00000003308	Xiphophorus_couchianus
ENSXMAP00000027250	ENSXMAG00000021462	Xiphophorus_maculatus
ENSGAFP00000027115	ENSGAFG00000018313	Gambusia_affinis
ENSPMEP00000023322	ENSPMEG00000004890	Poecilia_mexicana
ENSPMEP00000023362	ENSPMEG00000004927	Poecilia_mexicana
ENSPFOP00000018508	ENSPFOG00000018166	Poecilia_formosa
ENSPFOP00000031048	ENSPFOG00000022722	Poecilia_formosa
ENSPMEP00000015533	ENSPMEG00000018092	Poecilia_mexicana
ENSPLAP00000029452	ENSPLAG00000019911	Poecilia_latipinna
ENSPREP00000023185	ENSPREG00000015478	Poecilia_reticulata
ENSHCOP00000024698	ENSHCOG00000014287	Hippocampus_comes
ENSKMAP00000019887	ENSKMAG00000014539	Kryptolebias_marmoratus
ENSOMEP00000004431	ENSOMEG00000005398	Oryzias_melastigma
ENSOMEP00000024610	ENSOMEG00000005365	Oryzias_melastigma
ENSORLP00015023007	ENSORLG00015002789	Oryzias_latipes_ASM223469v1
ENSORLP00015002175	ENSORLG00015002833	Oryzias_latipes_ASM223469v1
ENSORLP00020004702	ENSORLG00020005543	Oryzias_latipes_ASM223471v1
ENSORLP00020024259	ENSORLG00020005570	Oryzias_latipes_ASM223471v1
ENSORLP00000000374	ENSORLG00000000306	Oryzias_latipes_ASM223467v1
ENSMMOP00000014584	ENSMMOG00000011146	Mola_mola
ENSMMOP00000014600	ENSMMOG00000011155	Mola_mola
ENSTNIP00000022502	ENSTNIG00000019300	Tetraodon_nigroviridis
ENSTNIP00000022501	ENSTNIG00000019299	Tetraodon_nigroviridis
ENSTRUP00000051188	ENSTRUG00000021580	Takifugu_rubripes
ENSTRUP00000016432	ENSTRUG00000023635	Takifugu_rubripes
ENSTRUP00000055148	ENSTRUG00000025257	Takifugu_rubripes
ENSPMGP00000002256	ENSPMGG00000001848	Periophthalmus_magnuspinnatus
ENSHCOP00000009211	ENSHCOG00000011630	Hippocampus_comes
ENSAPEP00000021916	ENSAPEG00000015411	Amphiprion_percula
ENSMAMP00000000366	ENSMAMG00000000250	Mastacembelus_armatus
ENSMAMP00000000362	ENSMAMG00000000247	Mastacembelus_armatus
ENSMALP00000028944	ENSMALG00000019941	Monopterus_albus
ENSLCAP00010042159	ENSLCAG00010019681	Lates_calcarifer
ENSPRNP00000052835	ENSPRNG00000024937	Parambassis_ranga
ENSLBEP00000007598	ENSLBEG00000005445	Labrus_bergylta
ENSGACP00000015279	ENSGACG00000011511	Gasterosteus_aculeatus
ENSAOCP00000013681	ENSAOCG00000018425	Amphiprion_ocellaris
ENSAOCP00000028498	ENSAOCG00000018219	Amphiprion_ocellaris
ENSAOCP00000013521	ENSAOCG00000018142	Amphiprion_ocellaris
ENSAPOP00000008507	ENSAPOG00000011151	Acanthochromis_polyacanthus
ENSHCOP00000023323	ENSHCOG00000011747	Hippocampus_comes
ENSHCOP00000009348	ENSHCOG00000011776	Hippocampus_comes
ENSXMAP00000035064	ENSXMAG00000022706	Xiphophorus_maculatus
ENSXMAP00000037398	ENSXMAG00000026171	Xiphophorus_maculatus
ENSPREP00000023334	ENSPREG00000015739	Poecilia_reticulata
ENSPREP00000023360	ENSPREG00000015758	Poecilia_reticulata
ENSORLP00015001983	ENSORLG00015000055	Oryzias_latipes_ASM223469v1
ENSORLP00015002015	ENSORLG00015000063	Oryzias_latipes_ASM223469v1
ENSOMEP00000004332	ENSOMEG00000005278	Oryzias_melastigma
ENSSPAP00000020612	ENSSPAG00000015332	Stegastes_partitus
ENSSPAP00000020784	ENSSPAG00000015631	Stegastes_partitus
ENSAPEP00000021409	ENSAPEG00000015188	Amphiprion_percula
ENSACIP00000002481	ENSACIG00000001765	Amphilophus_citrinellus
ENSACIP00000002726	ENSACIG00000002064	Amphilophus_citrinellus
ENSNBRP00000010313	ENSNBRG00000007903	Neolamprologus_brichardi
ENSNBRP00000010647	ENSNBRG00000008146	Neolamprologus_brichardi
ENSACLP00000006930	ENSACLG00000004503	Astatotilapia_calliptera
ENSACLP00000006569	ENSACLG00000004151	Astatotilapia_calliptera
ENSMZEP00005017716	ENSMZEG00005013279	Maylandia_zebra
ENSMZEP00005017820	ENSMZEG00005013348	Maylandia_zebra
ENSPNYP00000010239	ENSPNYG00000007504	Pundamilia_nyererei
ENSHBUP00000029169	ENSHBUG00000013735	Haplochromis_burtoni
ENSONIP00000000873	ENSONIG00000000692	Oreochromis_niloticus
ENSSDUP00000011590	ENSSDUG00000008403	Seriola_dumerili
ENSSDUP00000011705	ENSSDUG00000008466	Seriola_dumerili
ENSSDUP00000011893	ENSSDUG00000008552	Seriola_dumerili
ENSSLDP00000001074	ENSSLDG00000000644	Seriola_lalandi_dorsalis
ENSSLDP00000001426	ENSSLDG00000001050	Seriola_lalandi_dorsalis
ENSSMAP00000022776	ENSSMAG00000013704	Scophthalmus_maximus
ENSATEP00000003990	ENSATEG00000002257	Anabas_testudineus
ENSGMOP00000020964	ENSGMOG00000019433	Gadus_morhua
ENSHHUP00000035559	ENSHHUG00000022378	Hucho_hucho
ENSPKIP00000008119	ENSPKIG00000023758	Paramormyrops_kingsleyae	ENSPKIT00000032192
ENSHHUP00000059763	ENSHHUG00000035255	Hucho_hucho
ENSHHUP00000087204	ENSHHUG00000050307	Hucho_hucho
ENSELUP00000039371	ENSELUG00000020147	Esox_lucius
ENSSFOP00015017934	ENSSFOG00015011197	Scleropages_formosus
ENSPKIP00000011601	ENSPKIG00000018556	Paramormyrops_kingsleyae
ENSPKIP00000000387	ENSPKIG00000018887	Paramormyrops_kingsleyae
ENSLOCP00000020085	ENSLOCG00000016272	Lepisosteus_oculatus
ENSECRP00000004163	ENSECRG00000002759	Erpetoichthys_calabaricus
ENSEBUP00000020980	ENSEBUG00000012970	Eptatretus_burgeri
ENSEBUP00000008148	ENSEBUG00000005297	Eptatretus_burgeri
ENSCINP00000021422	ENSCING00000010861	Ciona_intestinalis
ENSSPUP00000001170	ENSSPUG00000000903	Sphenodon_punctatus
ENSSPUP00000001116	ENSSPUG00000000768	Sphenodon_punctatus
ENSCPRP00005026168	ENSCPRG00005018146	Crocodylus_porosus
ENSCPRP00005026136	ENSCPRG00005018130	Crocodylus_porosus
ENSAPLP00000031673	ENSAPLG00000017771	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000021697	ENSAPLG00000019803	Anas_platyrhynchos_platyrhynchos
ENSABRP00000009500	ENSABRG00000005369	Anser_brachyrhynchus
ENSAPLP00000006111	ENSAPLG00000006495	Anas_platyrhynchos_platyrhynchos
ENSNMEP00000004265	ENSNMEG00000004575	Numida_meleagris
ENSNMEP00000004119	ENSNMEG00000004428	Numida_meleagris
ENSMGAP00000013421	ENSMGAG00000012698	Meleagris_gallopavo
ENSMGAP00000018186	ENSMGAG00000017413	Meleagris_gallopavo
ENSCJPP00005008525	ENSCJPG00005007549	Coturnix_japonica
ENSCJPP00005008645	ENSCJPG00005007605	Coturnix_japonica
ENSGALP00000021957	ENSGALG00000013505	Gallus_gallus
ENSGALP00000072494	ENSGALG00000049497	Gallus_gallus
ENSCPUP00000021121	ENSCPUG00000014371	Calidris_pugnax
ENSMUNP00000006883	ENSMUNG00000005388	Melopsittacus_undulatus
ENSLCOP00000018636	ENSLCOG00000013177	Lepidothrix_coronata
ENSLCOP00000018620	ENSLCOG00000013174	Lepidothrix_coronata
ENSMVIP00005023513	ENSMVIG00005016498	Manacus_vitellinus
ENSMVIP00005023527	ENSMVIG00005016512	Manacus_vitellinus
ENSFALP00000012925	ENSFALG00000012360	Ficedula_albicollis
ENSFALP00000012929	ENSFALG00000012387	Ficedula_albicollis
ENSLSDP00000020417	ENSLSDG00000014433	Lonchura_striata_domestica
ENSLSDP00000020363	ENSLSDG00000014387	Lonchura_striata_domestica
ENSTGUP00000011593	ENSTGUG00000011195	Taeniopygia_guttata
ENSSCAP00000018843	ENSSCAG00000012054	Serinus_canaria
ENSZALP00000013019	ENSZALG00000010740	Zonotrichia_albicollis
ENSZALP00000012877	ENSZALG00000010721	Zonotrichia_albicollis
ENSJHYP00000011514	ENSJHYG00000004678	Junco_hyemalis
ENSPMJP00000011649	ENSPMJG00000008965	Parus_major
ENSPMJP00000011671	ENSPMJG00000009003	Parus_major
ENSCCEP00000013868	ENSCCEG00000013242	Cyanistes_caeruleus
ENSCCEP00000013721	ENSCCEG00000013087	Cyanistes_caeruleus
ENSCCEP00000013836	ENSCCEG00000013149	Cyanistes_caeruleus
ENSCPGP00000027650	ENSCPGG00000019065	Calidris_pygmaea
ENSCPGP00000027698	ENSCPGG00000019104	Calidris_pygmaea
ENSCPGP00000027666	ENSCPGG00000019076	Calidris_pygmaea
ENSCPUP00000021134	ENSCPUG00000014436	Calidris_pugnax
ENSMUNP00000006705	ENSMUNG00000005381	Melopsittacus_undulatus
ENSDNVP00000008594	ENSDNVG00000005927	Dromaius_novaehollandiae
ENSDNVP00000008730	ENSDNVG00000006206	Dromaius_novaehollandiae
ENSNPEP00000020992	ENSNPEG00000015588	Nothoprocta_perdicaria
ENSNPEP00000020993	ENSNPEG00000015589	Nothoprocta_perdicaria
ENSAHAP00000016832	ENSAHAG00000011862	Apteryx_haastii
ENSAHAP00000016866	ENSAHAG00000012018	Apteryx_haastii
ENSAOWP00000006850	ENSAOWG00000004601	Apteryx_owenii
ENSAOWP00000006604	ENSAOWG00000004531	Apteryx_owenii
ENSARWP00000003269	ENSARWG00000002366	Apteryx_rowi
ENSARWP00000003297	ENSARWG00000002460	Apteryx_rowi
ENSARWP00000012450	ENSARWG00000008615	Apteryx_rowi
ENSAOWP00000015358	ENSAOWG00000010458	Apteryx_owenii
ENSPSIP00000005201	ENSPSIG00000004853	Pelodiscus_sinensis
ENSPSIP00000004866	ENSPSIG00000004530	Pelodiscus_sinensis	ENSPSIT00000004893
ENSPSIP00000005153	ENSPSIG00000004808	Pelodiscus_sinensis
ENSCABP00000009645	ENSCABG00000007223	Chelonoidis_abingdonii
ENSCABP00000009584	ENSCABG00000007218	Chelonoidis_abingdonii
ENSCPBP00000023082	ENSCPBG00000016476	Chrysemys_picta_bellii
ENSCPBP00000023041	ENSCPBG00000016384	Chrysemys_picta_bellii
ENSCABP00000009574	ENSCABG00000007204	Chelonoidis_abingdonii
ENSGAGP00000035339	ENSGAGG00000025112	Gopherus_agassizii
ENSSPUP00000001368	ENSSPUG00000001024	Sphenodon_punctatus
ENSSPUP00000001452	ENSSPUG00000001093	Sphenodon_punctatus
ENSNSUP00000015657	ENSNSUG00000011587	Notechis_scutatus
ENSNSUP00000015661	ENSNSUG00000011591	Notechis_scutatus
ENSPVIP00000016581	ENSPVIG00000012427	Pogona_vitticeps
ENSSMRP00000029421	ENSSMRG00000022490	Salvator_merianae
ENSSMRP00000029423	ENSSMRG00000022621	Salvator_merianae
ENSPVIP00000016064	ENSPVIG00000012396	Pogona_vitticeps
ENSACAP00000006053	ENSACAG00000005645	Anolis_carolinensis
ENSNPEP00000020987	ENSNPEG00000015583	Nothoprocta_perdicaria
ENSNPEP00000020985	ENSNPEG00000015582	Nothoprocta_perdicaria
ENSNSUP00000015682	ENSNSUG00000011594	Notechis_scutatus
ENSOANP00000024509	ENSOANG00000015557	Ornithorhynchus_anatinus
ENSDNOP00000035205	ENSDNOG00000048000	Dasypus_novemcinctus
ENSMLUP00000012942	ENSMLUG00000014185	Myotis_lucifugus
ENSOCUP00000027005	ENSOCUG00000023878	Oryctolagus_cuniculus
ENSOPRP00000011701	ENSOPRG00000012680	Ochotona_princeps
ENSSTOP00000025121	ENSSTOG00000034176	Ictidomys_tridecemlineatus
ENSPTRP00000031935	ENSPTRG00000018717	Pan_troglodytes
ENSPPAP00000009281	ENSPPAG00000027499	Pan_paniscus
ENSP00000356224	ENSG00000131018	Homo_sapiens
ENSGGOP00000014589	ENSGGOG00000014892	Gorilla_gorilla
ENSPPYP00000019163	ENSPPYG00000017113	Pongo_abelii
ENSNLEP00000039697	ENSNLEG00000015419	Nomascus_leucogenys
ENSTGEP00000033314	ENSTGEG00000026471	Theropithecus_gelada
ENSPANP00000033670	ENSPANG00000024958	Papio_anubis
ENSMFAP00000001698	ENSMFAG00000037479	Macaca_fascicularis
ENSMMUP00000025065	ENSMMUG00000019048	Macaca_mulatta
ENSMNEP00000015633	ENSMNEG00000030564	Macaca_nemestrina
ENSMLEP00000038648	ENSMLEG00000042879	Mandrillus_leucophaeus
ENSCATP00000037113	ENSCATG00000040903	Cercocebus_atys
ENSCSAP00000009707	ENSCSAG00000014028	Chlorocebus_sabaeus
ENSPTEP00000039155	ENSPTEG00000036169	Piliocolobus_tephrosceles
ENSCANP00000008259	ENSCANG00000020122	Colobus_angolensis_palliatus
ENSRBIP00000032902	ENSRBIG00000040191	Rhinopithecus_bieti
ENSRBIP00000001382	ENSRBIG00000006739	Rhinopithecus_bieti
ENSRROP00000030635	ENSRROG00000038744	Rhinopithecus_roxellana
ENSCCAP00000034639	ENSCCAG00000034147	Cebus_capucinus_imitator
ENSSBOP00000016980	ENSSBOG00000023809	Saimiri_boliviensis_boliviensis
ENSCJAP00000055595	ENSCJAG00000012842	Callithrix_jacchus
ENSANAP00000024754	ENSANAG00000028713	Aotus_nancymaae
ENSTSYP00000009609	ENSTSYG00000010468	Carlito_syrichta
ENSPCOP00000020428	ENSPCOG00000022140	Propithecus_coquereli
ENSPSMP00000030475	ENSPSMG00000021005	Prolemur_simus
ENSMICP00000007003	ENSMICG00000007620	Microcebus_murinus
ENSOGAP00000011297	ENSOGAG00000012587	Otolemur_garnettii
ENSTBEP00000005685	ENSTBEG00000006296	Tupaia_belangeri
ENSPVAP00000001818	ENSPVAG00000001924	Pteropus_vampyrus
ENSMLUP00000021967	ENSMLUG00000023701	Myotis_lucifugus
ENSSARP00000003483	ENSSARG00000003280	Sorex_araneus
ENSEEUP00000007576	ENSEEUG00000007762	Erinaceus_europaeus
ENSAMEP00000011623	ENSAMEG00000010887	Ailuropoda_melanoleuca
ENSUMAP00000033573	ENSUMAG00000024192	Ursus_maritimus
ENSUMAP00000000825	ENSUMAG00000000085	Ursus_maritimus
ENSUMAP00000002401	ENSUMAG00000001138	Ursus_maritimus
ENSUAMP00000012393	ENSUAMG00000009949	Ursus_americanus
ENSNVIP00000010085	ENSNVIG00000007105	Neovison_vison
ENSMPUP00000010408	ENSMPUG00000010485	Mustela_putorius_furo
ENSVVUP00000009277	ENSVVUG00000006396	Vulpes_vulpes
ENSVVUP00000009941	ENSVVUG00000006984	Vulpes_vulpes
ENSCAFP00020018749	ENSCAFG00020014881	Canis_lupus_dingo
ENSCAFP00020018676	ENSCAFG00020014804	Canis_lupus_dingo
ENSCAFP00000000701	ENSCAFG00000000445	Canis_lupus_familiaris
ENSPTIP00000019758	ENSPTIG00000017428	Panthera_tigris_altaica
ENSPTIP00000001660	ENSPTIG00000003459	Panthera_tigris_altaica
ENSPPRP00000018159	ENSPPRG00000009951	Panthera_pardus
ENSPPRP00000019312	ENSPPRG00000010874	Panthera_pardus
ENSFCAP00000053529	ENSFCAG00000000049	Felis_catus
ENSSSCP00000035989	ENSSSCG00000031744	Sus_scrofa_strain_reference
ENSSSCP00000062696	ENSSSCG00000004081	Sus_scrofa_strain_reference
ENSSSCP00000070694	ENSSSCG00000004082	Sus_scrofa_strain_reference
ENSVPAP00000001095	ENSVPAG00000001186	Vicugna_pacos
ENSOARP00000003808	ENSOARG00000003537	Ovis_aries
ENSCHIP00000016158	ENSCHIG00000016453	Capra_hircus
ENSBTAP00000051281	ENSBTAG00000009362	Bos_taurus
ENSBTAP00000069254	ENSBTAG00000052949	Bos_taurus
ENSBIXP00000017368	ENSBIXG00000021381	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000031658	ENSBMUG00000023407	Bos_mutus
ENSBBBP00000018960	ENSBBBG00000012707	Bison_bison_bison
ENSBIXP00005015632	ENSBIXG00005007834	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSTTRP00000002826	ENSTTRG00000002999	Tursiops_truncatus
ENSEASP00005027709	ENSEASG00005018851	Equus_asinus_asinus
ENSEASP00005027664	ENSEASG00005018807	Equus_asinus_asinus
ENSEASP00005027697	ENSEASG00005018835	Equus_asinus_asinus
ENSECAP00000022805	ENSECAG00000017353	Equus_caballus
ENSBTAP00000071363	ENSBTAG00000054597	Bos_taurus
ENSBTAP00000054605	ENSBTAG00000052173	Bos_taurus
ENSFDAP00000007690	ENSFDAG00000016136	Fukomys_damarensis
ENSLAFP00000007205	ENSLAFG00000008554	Loxodonta_africana
ENSPCAP00000015217	ENSPCAG00000015425	Procavia_capensis
ENSETEP00000007761	ENSETEG00000009540	Echinops_telfairi
ENSCHOP00000001265	ENSCHOG00000001380	Choloepus_hoffmanni
ENSDNOP00000031431	ENSDNOG00000033660	Dasypus_novemcinctus
ENSCCNP00000004871	ENSCCNG00000005152	Castor_canadensis
ENSCCNP00000005345	ENSCCNG00000005269	Castor_canadensis
ENSDORP00000012443	ENSDORG00000013226	Dipodomys_ordii
ENSHGLP00100020970	ENSHGLG00100015454	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000005720	ENSHGLG00000004180	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000007351	ENSFDAG00000015902	Fukomys_damarensis
ENSCLAP00000003471	ENSCLAG00000002479	Chinchilla_lanigera
ENSNGAP00000000853	ENSNGAG00000000637	Nannospalax_galili
ENSCGRP00000023250	ENSCGRG00000016833	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001027523	ENSCGRG00001024508	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000015498	ENSMAUG00000014937	Mesocricetus_auratus
ENSCPOP00000032201	ENSCPOG00000032322	Cavia_porcellus
ENSCAPP00000003219	ENSCAPG00000006004	Cavia_aperea
ENSMUGP00000000610	ENSMUGG00000000584	Meriones_unguiculatus
ENSMMMP00000003911	ENSMMMG00000003544	Marmota_marmota_marmota
ENSMMMP00000003851	ENSMMMG00000003497	Marmota_marmota_marmota
ENSMMMP00000004045	ENSMMMG00000003653	Marmota_marmota_marmota
ENSUPAP00010016537	ENSUPAG00010012988	Urocitellus_parryii
ENSSTOP00000029003	ENSSTOG00000030302	Ictidomys_tridecemlineatus
ENSSDAP00000005859	ENSSDAG00000005418	Spermophilus_dauricus
ENSSDAP00000005743	ENSSDAG00000005348	Spermophilus_dauricus
ENSCLAP00000003899	ENSCLAG00000002772	Chinchilla_lanigera
ENSODEP00000001724	ENSODEG00000001363	Octodon_degus
ENSCPOP00000027480	ENSCPOG00000039266	Cavia_porcellus
ENSCAPP00000014372	ENSCAPG00000014763	Cavia_aperea
ENSHGLP00000007831	ENSHGLG00000005683	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013716	ENSHGLG00100010143	Heterocephalus_glaber_HetGla_1.0
ENSNGAP00000014489	ENSNGAG00000015778	Nannospalax_galili
ENSMSIP00000035025	ENSMSIG00000029148	Mus_spicilegus
MGP_CAROLIEiJ_P0022151	MGP_CAROLIEiJ_G0015087	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0056223	MGP_PahariEiJ_G0023706	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000011865	ENSMUGG00000010343	Meriones_unguiculatus
ENSMUGP00000012392	ENSMUGG00000010404	Meriones_unguiculatus
ENSPEMP00000000992	ENSPEMG00000000704	Peromyscus_maniculatus_bairdii
ENSPEMP00000034487	ENSPEMG00000029017	Peromyscus_maniculatus_bairdii
ENSPEMP00000004658	ENSPEMG00000007014	Peromyscus_maniculatus_bairdii
ENSCGRP00015012997	ENSCGRG00015009678	Cricetulus_griseus_CriGri-PICR
ENSMOCP00000003826	ENSMOCG00000003007	Microtus_ochrogaster
ENSCGRP00000022803	ENSCGRG00000016523	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001017348	ENSCGRG00001017406	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000022405	ENSMAUG00000019847	Mesocricetus_auratus
ENSMUSP00000039440	ENSMUSG00000096054	Mus_musculus_strain_reference_(CL57BL6)
ENSGAGP00000035381	ENSGAGG00000025147	Gopherus_agassizii
ENSGAGP00000035370	ENSGAGG00000025139	Gopherus_agassizii
ENSOANP00000001968	ENSOANG00000001235	Ornithorhynchus_anatinus
ENSIPUP00000029077	ENSIPUG00000019651	Ictalurus_punctatus
ENSIPUP00000029045	ENSIPUG00000019623	Ictalurus_punctatus
ENSCHAP00000009367	ENSCHAG00000005383	Clupea_harengus
ENSGMOP00000016299	ENSGMOG00000014932	Gadus_morhua
ENSMMOP00000025459	ENSMMOG00000019326	Mola_mola	ENSMMOT00000025887
ENSTRUP00000046504	ENSTRUG00000019597	Takifugu_rubripes
ENSEEEP00000001722	ENSEEEG00000001065	Electrophorus_electricus
ENSPMGP00000023717	ENSPMGG00000019183	Periophthalmus_magnuspinnatus
ENSPMGP00000023714	ENSPMGG00000019179	Periophthalmus_magnuspinnatus
ENSSPAP00000005413	ENSSPAG00000004052	Stegastes_partitus
ENSSPAP00000005139	ENSSPAG00000003860	Stegastes_partitus
ENSAPOP00000006759	ENSAPOG00000008794	Acanthochromis_polyacanthus
ENSAPOP00000007033	ENSAPOG00000009043	Acanthochromis_polyacanthus
ENSAPEP00000023010	ENSAPEG00000016174	Amphiprion_percula
ENSAOCP00000029837	ENSAOCG00000020778	Amphiprion_ocellaris
ENSAOCP00000005631	ENSAOCG00000009197	Amphiprion_ocellaris
ENSAPEP00000022654	ENSAPEG00000016104	Amphiprion_percula
ENSPRNP00000038997	ENSPRNG00000019243	Parambassis_ranga
ENSNBRP00000024575	ENSNBRG00000018769	Neolamprologus_brichardi
ENSNBRP00000024464	ENSNBRG00000018583	Neolamprologus_brichardi
ENSACLP00000028927	ENSACLG00000019517	Astatotilapia_calliptera
ENSMZEP00005023935	ENSMZEG00005017903	Maylandia_zebra
ENSHBUP00000006564	ENSHBUG00000008066	Haplochromis_burtoni
ENSPNYP00000015898	ENSPNYG00000011870	Pundamilia_nyererei
ENSACIP00000010318	ENSACIG00000008028	Amphilophus_citrinellus
ENSMZEP00005023885	ENSMZEG00005017866	Maylandia_zebra
ENSACLP00000028630	ENSACLG00000019314	Astatotilapia_calliptera
ENSPNYP00000015517	ENSPNYG00000011678	Pundamilia_nyererei
ENSHBUP00000025891	ENSHBUG00000008315	Haplochromis_burtoni
ENSNBRP00000024173	ENSNBRG00000018439	Neolamprologus_brichardi
ENSACIP00000010137	ENSACIG00000007857	Amphilophus_citrinellus
ENSFHEP00000000170	ENSFHEG00000023287	Fundulus_heteroclitus
ENSFHEP00000021284	ENSFHEG00000023274	Fundulus_heteroclitus
ENSCVAP00000020300	ENSCVAG00000001570	Cyprinodon_variegatus
ENSPMEP00000013966	ENSPMEG00000016459	Poecilia_mexicana
ENSPMEP00000030000	ENSPMEG00000016280	Poecilia_mexicana
ENSPLAP00000030848	ENSPLAG00000000479	Poecilia_latipinna
ENSPFOP00000021971	ENSPFOG00000019557	Poecilia_formosa
ENSPREP00000006328	ENSPREG00000004325	Poecilia_reticulata
ENSGAFP00000018238	ENSGAFG00000012320	Gambusia_affinis
ENSGAFP00000018257	ENSGAFG00000012352	Gambusia_affinis
ENSXMAP00000024368	ENSXMAG00000024999	Xiphophorus_maculatus
ENSXCOP00000005646	ENSXCOG00000004393	Xiphophorus_couchianus
ENSXMAP00000003192	ENSXMAG00000003104	Xiphophorus_maculatus
ENSKMAP00000012372	ENSKMAG00000009198	Kryptolebias_marmoratus
ENSKMAP00000012052	ENSKMAG00000009021	Kryptolebias_marmoratus
ENSORLP00000026144	ENSORLG00000028886	Oryzias_latipes_ASM223467v1
ENSORLP00015024345	ENSORLG00015004950	Oryzias_latipes_ASM223469v1
ENSORLP00020027176	ENSORLG00020010073	Oryzias_latipes_ASM223471v1
ENSOMEP00000027592	ENSOMEG00000010151	Oryzias_melastigma
ENSMALP00000003040	ENSMALG00000002184	Monopterus_albus
ENSHCOP00000011510	ENSHCOG00000014343	Hippocampus_comes
ENSHCOP00000011524	ENSHCOG00000014373	Hippocampus_comes
ENSCSEP00000027730	ENSCSEG00000017715	Cynoglossus_semilaevis
ENSCSEP00000027756	ENSCSEG00000017723	Cynoglossus_semilaevis
ENSSMAP00000026604	ENSSMAG00000016266	Scophthalmus_maximus
ENSSMAP00000026716	ENSSMAG00000016288	Scophthalmus_maximus
ENSSLDP00000026333	ENSSLDG00000020333	Seriola_lalandi_dorsalis
ENSSDUP00000026558	ENSSDUG00000019160	Seriola_dumerili
ENSPREP00000006087	ENSPREG00000004212	Poecilia_reticulata
ENSPREP00000006125	ENSPREG00000004260	Poecilia_reticulata
ENSXCOP00000005659	ENSXCOG00000004403	Xiphophorus_couchianus
ENSXCOP00000005656	ENSXCOG00000004400	Xiphophorus_couchianus
ENSOMEP00000008856	ENSOMEG00000010036	Oryzias_melastigma
ENSOMEP00000008868	ENSOMEG00000010057	Oryzias_melastigma
ENSOMEP00000008833	ENSOMEG00000000242	Oryzias_melastigma
