ENSTTRP00000002477	ENSTTRG00000002637	Tursiops_truncatus
ENSMLEP00000005568	ENSMLEG00000024265	Mandrillus_leucophaeus
ENSNPEP00000017878	ENSNPEG00000013308	Nothoprocta_perdicaria
ENSMGAP00000015929	ENSMGAG00000015023	Meleagris_gallopavo
ENSSHAP00000011616	ENSSHAG00000009981	Sarcophilus_harrisii
ENSCSEP00000001201	ENSCSEG00000000832	Cynoglossus_semilaevis
ENSMLUP00000011404	ENSMLUG00000012524	Myotis_lucifugus
ENSPKIP00000002079	ENSPKIG00000020093	Paramormyrops_kingsleyae
ENSPTIP00000017157	ENSPTIG00000015667	Panthera_tigris_altaica
ENSMALP00000018512	ENSMALG00000012900	Monopterus_albus
ENSHHUP00000002553	ENSHHUG00000001644	Hucho_hucho
ENSCINP00000002827	ENSCING00000001443	Ciona_intestinalis
ENSATEP00000021559	ENSATEG00000014972	Anabas_testudineus
ENSTBEP00000003926	ENSTBEG00000004533	Tupaia_belangeri
ENSHGLP00100013211	ENSHGLG00100009783	Heterocephalus_glaber_HetGla_1.0
MGP_PahariEiJ_P0085486	MGP_PahariEiJ_G0030525	Mus_pahari_strain_PAHARI_EIJ
ENSZALP00000003667	ENSZALG00000003578	Zonotrichia_albicollis
ENSARWP00000004732	ENSARWG00000003430	Apteryx_rowi
ENSCGRP00000019946	ENSCGRG00000014522	Cricetulus_griseus_CriGri_1.0
ENSMFAP00000019642	ENSMFAG00000032767	Macaca_fascicularis
ENSMPUP00000001486	ENSMPUG00000001500	Mustela_putorius_furo
ENSRNOP00000047801	ENSRNOG00000009412	Rattus_norvegicus
ENSSPUP00000018176	ENSSPUG00000014032	Sphenodon_punctatus
ENSBBBP00000027061	ENSBBBG00000023203	Bison_bison_bison
ENSPVAP00000009340	ENSPVAG00000009908	Pteropus_vampyrus
ENSRROP00000004090	ENSRROG00000016368	Rhinopithecus_roxellana
ENSOARP00000008610	ENSOARG00000008014	Ovis_aries
ENSPPRP00000025317	ENSPPRG00000015849	Panthera_pardus
ENSCSAP00000013776	ENSCSAG00000017752	Chlorocebus_sabaeus
ENSACLP00000021634	ENSACLG00000014641	Astatotilapia_calliptera
ENSCPUP00000018808	ENSCPUG00000012924	Calidris_pugnax
ENSAPLP00000030727	ENSAPLG00000014780	Anas_platyrhynchos_platyrhynchos
ENSIPUP00000003331	ENSIPUG00000002334	Ictalurus_punctatus
ENSXCOP00000010894	ENSXCOG00000008232	Xiphophorus_couchianus
ENSOPRP00000010440	ENSOPRG00000011432	Ochotona_princeps
ENSAMEP00000014076	ENSAMEG00000013313	Ailuropoda_melanoleuca
ENSPEMP00000022217	ENSPEMG00000019644	Peromyscus_maniculatus_bairdii
ENSJHYP00000021628	ENSJHYG00000016362	Junco_hyemalis
ENSCAFP00000006677	ENSCAFG00000004478	Canis_lupus_familiaris
ENSORLP00000044769	ENSORLG00000013942	Oryzias_latipes_ASM223467v1
ENSNGAP00000018819	ENSNGAG00000018822	Nannospalax_galili
ENSDORP00000013156	ENSDORG00000013992	Dipodomys_ordii
ENSBIXP00000027645	ENSBIXG00000008575	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAMXP00005011041	ENSAMXG00005006095	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSODEP00000006989	ENSODEG00000005209	Octodon_degus
ENSMMUP00000055433	ENSMMUG00000016293	Macaca_mulatta
ENSKMAP00000028199	ENSKMAG00000020903	Kryptolebias_marmoratus
ENSCANP00000038463	ENSCANG00000042902	Colobus_angolensis_palliatus
ENSPSIP00000020604	ENSPSIG00000018227	Pelodiscus_sinensis
ENSECAP00000048686	ENSECAG00000024376	Equus_caballus
ENSCHIP00000009930	ENSCHIG00000012630	Capra_hircus
ENSCPGP00000016258	ENSCPGG00000011447	Calidris_pygmaea
ENSGALP00000072179	ENSGALG00000016990	Gallus_gallus
ENSCPUP00000004602	ENSCPUG00000003409	Calidris_pugnax
ENSTRUP00000007438	ENSTRUG00000003171	Takifugu_rubripes
ENSEEUP00000012944	ENSEEUG00000014175	Erinaceus_europaeus
ENSBIXP00005039437	ENSBIXG00005021912	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSDNOP00000011192	ENSDNOG00000037276	Dasypus_novemcinctus
ENSNLEP00000003465	ENSNLEG00000002812	Nomascus_leucogenys
ENSCCNP00000012938	ENSCCNG00000011287	Castor_canadensis
ENSLBEP00000016512	ENSLBEG00000012740	Labrus_bergylta
ENSSSCP00000010041	ENSSSCG00000009408	Sus_scrofa_strain_reference
ENSHGLP00000005012	ENSHGLG00000003678	Heterocephalus_glaber_HetGla_female_1.0
ENSSTOP00000029070	ENSSTOG00000002840	Ictidomys_tridecemlineatus
MGP_SPRETEiJ_P0039132	MGP_SPRETEiJ_G0020402	Mus_spretus_strain_SPRET/EiJ
ENSVPAP00000008787	ENSVPAG00000009435	Vicugna_pacos
ENSHCOP00000002465	ENSHCOG00000003624	Hippocampus_comes
ENSLAFP00000019920	ENSLAFG00000006893	Loxodonta_africana
ENSBMUP00000017443	ENSBMUG00000013162	Bos_mutus
ENSMODP00000042914	ENSMODG00000011348	Monodelphis_domestica
ENSXETP00000040147	ENSXETG00000002491	Xenopus_tropicalis
ENSAOCP00000008985	ENSAOCG00000013140	Amphiprion_ocellaris
ENSCHOP00000002485	ENSCHOG00000002803	Choloepus_hoffmanni
ENSMMMP00000026625	ENSMMMG00000023214	Marmota_marmota_marmota
ENSSMAP00000023204	ENSSMAG00000014138	Scophthalmus_maximus
ENSPMEP00000004559	ENSPMEG00000005825	Poecilia_mexicana
ENSPCAP00000012067	ENSPCAG00000012865	Procavia_capensis
ENSCGRP00001022541	ENSCGRG00001021051	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015005298	ENSCGRG00015003933	Cricetulus_griseus_CriGri-PICR
ENSUMAP00000023608	ENSUMAG00000017098	Ursus_maritimus
ENSAPOP00000014194	ENSAPOG00000017114	Acanthochromis_polyacanthus
ENSPNAP00000001130	ENSPNAG00000000561	Pygocentrus_nattereri
ENSGAFP00000023941	ENSGAFG00000016147	Gambusia_affinis
ENSCCAP00000036644	ENSCCAG00000036225	Cebus_capucinus_imitator
ENSAOWP00000027075	ENSAOWG00000018245	Apteryx_owenii
ENSTGUP00000012642	ENSTGUG00000012267	Taeniopygia_guttata
ENSCPRP00005002625	ENSCPRG00005001910	Crocodylus_porosus
ENSCMIP00000030025	ENSCMIG00000012930	Callorhinchus_milii
ENSHHUP00000052222	ENSHHUG00000031416	Hucho_hucho
ENSARWP00000019657	ENSARWG00000013471	Apteryx_rowi
ENSFDAP00000003265	ENSFDAG00000012768	Fukomys_damarensis
ENSOCUP00000034795	ENSOCUG00000009947	Oryctolagus_cuniculus
ENSOMEP00000005910	ENSOMEG00000006949	Oryzias_melastigma
ENSXETP00000011254	ENSXETG00000016129	Xenopus_tropicalis
ENSLOCP00000012846	ENSLOCG00000010453	Lepisosteus_oculatus
ENSVURP00010030745	ENSVURG00010023509	Vombatus_ursinus
ENSSBOP00000038507	ENSSBOG00000035307	Saimiri_boliviensis_boliviensis
ENSPREP00000031321	ENSPREG00000021216	Poecilia_reticulata
ENSNVIP00000011602	ENSNVIG00000009101	Neovison_vison
ENSCLAP00000006146	ENSCLAG00000004349	Chinchilla_lanigera
ENSAPEP00000027770	ENSAPEG00000019698	Amphiprion_percula
ENSFCAP00000034191	ENSFCAG00000034620	Felis_catus
ENSMZEP00005027332	ENSMZEG00005020386	Maylandia_zebra
ENSMOCP00000019645	ENSMOCG00000017560	Microtus_ochrogaster
ENSP00000374447	ENSG00000136141	Homo_sapiens
ENSGALP00000070788	ENSGALG00000050805	Gallus_gallus
ENSMVIP00005010283	ENSMVIG00005007555	Manacus_vitellinus
ENSACIP00000008299	ENSACIG00000006493	Amphilophus_citrinellus
ENSEEEP00000022902	ENSEEEG00000011113	Electrophorus_electricus
ENSETEP00000014493	ENSETEG00000017838	Echinops_telfairi
ENSTSYP00000022368	ENSTSYG00000029648	Carlito_syrichta
ENSCJPP00005025151	ENSCJPG00005019762	Coturnix_japonica
ENSGMOP00000005701	ENSGMOG00000005350	Gadus_morhua
ENSCPOP00000009958	ENSCPOG00000011077	Cavia_porcellus
ENSMAUP00000002320	ENSMAUG00000001816	Mesocricetus_auratus
ENSDCDP00000027524	ENSDCDG00000020082	Denticeps_clupeoides
ENSAHAP00000020747	ENSAHAG00000014574	Apteryx_haastii
ENSONIP00000020392	ENSONIG00000016194	Oreochromis_niloticus
ENSPRNP00000036907	ENSPRNG00000018371	Parambassis_ranga
ENSFALP00000008592	ENSFALG00000008234	Ficedula_albicollis
ENSPTRP00000074549	ENSPTRG00000005856	Pan_troglodytes
ENSTGEP00000003495	ENSTGEG00000002953	Theropithecus_gelada
ENSBTAP00000003856	ENSBTAG00000002959	Bos_taurus
ENSCCEP00000010086	ENSCCEG00000010112	Cyanistes_caeruleus
ENSABRP00000006641	ENSABRG00000006051	Anser_brachyrhynchus
ENSSARP00000011849	ENSSARG00000013109	Sorex_araneus
ENSOANP00000024521	ENSOANG00000015567	Ornithorhynchus_anatinus
ENSPCOP00000003019	ENSPCOG00000009161	Propithecus_coquereli
ENSMICP00000000788	ENSMICG00000000870	Microcebus_murinus
ENSPLAP00000007872	ENSPLAG00000000733	Poecilia_latipinna
ENSMSIP00000024835	ENSMSIG00000020905	Mus_spicilegus
ENSPANP00000007294	ENSPANG00000006286	Papio_anubis
ENSLSDP00000008973	ENSLSDG00000006706	Lonchura_striata_domestica
ENSJJAP00000000438	ENSJJAG00000000346	Jaculus_jaculus
ENSCGOP00000024190	ENSCGOG00000011522	Cottoperca_gobio
