ENSLCOP00000000956	ENSLCOG00000000793	Lepidothrix_coronata
ENSPEMP00000017737	ENSPEMG00000016547	Peromyscus_maniculatus_bairdii
ENSCGRP00001023566	ENSCGRG00001021764	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015032486	ENSCGRG00015024500	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000013255	ENSCGRG00000009640	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000004037	ENSMAUG00000004803	Mesocricetus_auratus
ENSMUSP00000038056	ENSMUSG00000038168	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000008972	ENSMSIG00000007958	Mus_spicilegus
MGP_SPRETEiJ_P0042988	MGP_SPRETEiJ_G0021522	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0041121	MGP_CAROLIEiJ_G0020626	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0028505	MGP_PahariEiJ_G0016331	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000074673	ENSRNOG00000055751	Rattus_norvegicus
ENSNGAP00000000842	ENSNGAG00000000626	Nannospalax_galili
ENSJJAP00000010338	ENSJJAG00000013941	Jaculus_jaculus
ENSOCUP00000009476	ENSOCUG00000011014	Oryctolagus_cuniculus
ENSOPRP00000012850	ENSOPRG00000014074	Ochotona_princeps
ENSPPAP00000034333	ENSPPAG00000040013	Pan_paniscus
ENSPTRP00000027071	ENSPTRG00000015736	Pan_troglodytes
ENSGGOP00000009527	ENSGGOG00000009749	Gorilla_gorilla
ENSP00000316881	ENSG00000090530	Homo_sapiens
ENSNLEP00000008200	ENSNLEG00000006734	Nomascus_leucogenys
ENSPTEP00000008522	ENSPTEG00000009671	Piliocolobus_tephrosceles
ENSCANP00000005217	ENSCANG00000017978	Colobus_angolensis_palliatus
ENSRBIP00000003847	ENSRBIG00000018185	Rhinopithecus_bieti
ENSRROP00000013893	ENSRROG00000031164	Rhinopithecus_roxellana
ENSTGEP00000030324	ENSTGEG00000024341	Theropithecus_gelada
ENSPANP00000008513	ENSPANG00000005379	Papio_anubis
ENSMLEP00000030431	ENSMLEG00000039421	Mandrillus_leucophaeus
ENSCATP00000000855	ENSCATG00000004107	Cercocebus_atys
ENSMFAP00000001977	ENSMFAG00000036104	Macaca_fascicularis
ENSMMUP00000068871	ENSMMUG00000000623	Macaca_mulatta
ENSMNEP00000006293	ENSMNEG00000027261	Macaca_nemestrina
ENSCSAP00000005285	ENSCSAG00000009034	Chlorocebus_sabaeus
ENSSBOP00000037959	ENSSBOG00000035056	Saimiri_boliviensis_boliviensis
ENSCCAP00000032024	ENSCCAG00000034046	Cebus_capucinus_imitator
ENSCJAP00000026207	ENSCJAG00000014239	Callithrix_jacchus
ENSANAP00000006743	ENSANAG00000021430	Aotus_nancymaae
ENSTSYP00000007945	ENSTSYG00000008652	Carlito_syrichta
ENSMICP00000051568	ENSMICG00000049208	Microcebus_murinus
ENSPCOP00000001041	ENSPCOG00000003301	Propithecus_coquereli
ENSPSMP00000027676	ENSPSMG00000019303	Prolemur_simus
ENSOGAP00000003419	ENSOGAG00000003842	Otolemur_garnettii
ENSTBEP00000004303	ENSTBEG00000004997	Tupaia_belangeri
ENSNVIP00000027088	ENSNVIG00000020935	Neovison_vison
ENSMPUP00000003415	ENSMPUG00000003446	Mustela_putorius_furo
ENSUMAP00000004765	ENSUMAG00000003698	Ursus_maritimus
ENSUAMP00000007595	ENSUAMG00000006549	Ursus_americanus
ENSAMEP00000000787	ENSAMEG00000000726	Ailuropoda_melanoleuca
ENSCAFP00020025560	ENSCAFG00020020127	Canis_lupus_dingo
ENSCAFP00000054107	ENSCAFG00000013985	Canis_lupus_familiaris
ENSVVUP00000018507	ENSVVUG00000013454	Vulpes_vulpes
ENSPPRP00000024419	ENSPPRG00000014656	Panthera_pardus
ENSPTIP00000018526	ENSPTIG00000016608	Panthera_tigris_altaica
ENSFCAP00000000732	ENSFCAG00000000791	Felis_catus
ENSSSCP00000012584	ENSSSCG00000011813	Sus_scrofa_strain_reference
ENSVPAP00000011481	ENSVPAG00000012351	Vicugna_pacos
ENSBIXP00000020026	ENSBIXG00000023448	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005022780	ENSBIXG00005025614	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000027999	ENSBTAG00000021025	Bos_taurus
ENSBMUP00000018941	ENSBMUG00000014350	Bos_mutus
ENSBBBP00000013658	ENSBBBG00000021369	Bison_bison_bison
ENSOARP00000021993	ENSOARG00000020475	Ovis_aries
ENSCHIP00000007965	ENSCHIG00000011298	Capra_hircus
ENSTTRP00000001775	ENSTTRG00000001893	Tursiops_truncatus
ENSECAP00000007201	ENSECAG00000008971	Equus_caballus
ENSEASP00005000134	ENSEASG00005000187	Equus_asinus_asinus
ENSPVAP00000008544	ENSPVAG00000009057	Pteropus_vampyrus
ENSMLUP00000014234	ENSMLUG00000015613	Myotis_lucifugus
ENSEEUP00000001206	ENSEEUG00000001338	Erinaceus_europaeus
ENSSARP00000011507	ENSSARG00000012727	Sorex_araneus
ENSDNOP00000022280	ENSDNOG00000035205	Dasypus_novemcinctus
ENSCHOP00000011929	ENSCHOG00000013468	Choloepus_hoffmanni
ENSLAFP00000006493	ENSLAFG00000007727	Loxodonta_africana
ENSPCAP00000000910	ENSPCAG00000000928	Procavia_capensis
ENSETEP00000004009	ENSETEG00000004913	Echinops_telfairi
ENSPCIP00000034216	ENSPCIG00000025321	Phascolarctos_cinereus
ENSVURP00010030645	ENSVURG00010023424	Vombatus_ursinus
ENSMEUP00000013731	ENSMEUG00000015040	Notamacropus_eugenii
ENSSHAP00000007730	ENSSHAG00000006714	Sarcophilus_harrisii
ENSMODP00000048836	ENSMODG00000015073	Monodelphis_domestica
ENSOANP00000021756	ENSOANG00000013797	Ornithorhynchus_anatinus
ENSXETP00000042174	ENSXETG00000021136	Xenopus_tropicalis
ENSLACP00000016615	ENSLACG00000014642	Latimeria_chalumnae
ENSSFOP00015010484	ENSSFOG00015006816	Scleropages_formosus	ENSSFOT00015010626
ENSPKIP00000023080	ENSPKIG00000006833	Paramormyrops_kingsleyae	ENSPKIT00000003755
ENSCHAP00000033807	ENSCHAG00000016002	Clupea_harengus	ENSCHAT00000036652
ENSDCDP00000047486	ENSDCDG00000029601	Denticeps_clupeoides	ENSDCDT00000058993
ENSEEEP00000025300	ENSEEEG00000012247	Electrophorus_electricus	ENSEEET00000025593
ENSIPUP00000025120	ENSIPUG00000016970	Ictalurus_punctatus	ENSIPUT00000026160
ENSAMXP00005042597	ENSAMXG00005019887	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000018207	ENSAMXG00000017679	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000037382	ENSPNAG00000029093	Pygocentrus_nattereri
ENSDARP00000135114	ENSDARG00000103026	Danio_rerio
ENSCGOP00000051612	ENSCGOG00000022639	Cottoperca_gobio
ENSGACP00000013298	ENSGACG00000010066	Gasterosteus_aculeatus
ENSLCRP00005001678	ENSLCRG00005000816	Larimichthys_crocea
ENSTNIP00000018612	ENSTNIG00000015540	Tetraodon_nigroviridis
ENSTNIP00000022858	ENSTNIG00000019619	Tetraodon_nigroviridis
ENSTRUP00000045245	ENSTRUG00000017655	Takifugu_rubripes
ENSMMOP00000025821	ENSMMOG00000019576	Mola_mola
ENSLBEP00000005110	ENSLBEG00000003942	Labrus_bergylta
ENSFHEP00000006178	ENSFHEG00000007209	Fundulus_heteroclitus
ENSCVAP00000031309	ENSCVAG00000020470	Cyprinodon_variegatus
ENSPFOP00000014561	ENSPFOG00000014376	Poecilia_formosa
ENSPLAP00000025504	ENSPLAG00000012556	Poecilia_latipinna
ENSPMEP00000026766	ENSPMEG00000010685	Poecilia_mexicana
ENSPREP00000022973	ENSPREG00000015431	Poecilia_reticulata
ENSXMAP00000018419	ENSXMAG00000018362	Xiphophorus_maculatus
ENSXCOP00000003551	ENSXCOG00000002798	Xiphophorus_couchianus
ENSGAFP00000020133	ENSGAFG00000013603	Gambusia_affinis
ENSKMAP00000029880	ENSKMAG00000022098	Kryptolebias_marmoratus
ENSORLP00015033547	ENSORLG00015019012	Oryzias_latipes_ASM223469v1
ENSORLP00020020681	ENSORLG00020021674	Oryzias_latipes_ASM223471v1
ENSORLP00000007094	ENSORLG00000005641	Oryzias_latipes_ASM223467v1
ENSOMEP00000012324	ENSOMEG00000013713	Oryzias_melastigma
ENSGWIP00000055533	ENSGWIG00000026412	Gouania_willdenowi
ENSACLP00000029622	ENSACLG00000020074	Astatotilapia_calliptera
ENSMZEP00005004030	ENSMZEG00005003110	Maylandia_zebra
ENSPNYP00000007685	ENSPNYG00000005890	Pundamilia_nyererei
ENSHBUP00000035022	ENSHBUG00000022967	Haplochromis_burtoni
ENSONIP00000002146	ENSONIG00000001714	Oreochromis_niloticus
ENSNBRP00000021872	ENSNBRG00000016641	Neolamprologus_brichardi
ENSACIP00000016105	ENSACIG00000012482	Amphilophus_citrinellus
ENSAPOP00000033082	ENSAPOG00000021463	Acanthochromis_polyacanthus
ENSAPOP00000028970	ENSAPOG00000014544	Acanthochromis_polyacanthus
ENSAPEP00000008593	ENSAPEG00000006169	Amphiprion_percula
ENSAOCP00000021639	ENSAOCG00000006595	Amphiprion_ocellaris
ENSSPAP00000028743	ENSSPAG00000021635	Stegastes_partitus
ENSPRNP00000051846	ENSPRNG00000024496	Parambassis_ranga
ENSSDUP00000003678	ENSSDUG00000002767	Seriola_dumerili
ENSSLDP00000022273	ENSSLDG00000017365	Seriola_lalandi_dorsalis
ENSLCAP00010049821	ENSLCAG00010023185	Lates_calcarifer
ENSMALP00000025632	ENSMALG00000017825	Monopterus_albus
ENSATEP00000013657	ENSATEG00000009514	Anabas_testudineus
ENSMAMP00000009461	ENSMAMG00000006370	Mastacembelus_armatus
ENSBSLP00000033960	ENSBSLG00000016454	Betta_splendens
ENSSMAP00000005355	ENSSMAG00000003284	Scophthalmus_maximus
ENSCSEP00000021530	ENSCSEG00000013736	Cynoglossus_semilaevis
ENSHCOP00000015555	ENSHCOG00000019274	Hippocampus_comes
ENSPMGP00000015668	ENSPMGG00000012834	Periophthalmus_magnuspinnatus
ENSGMOP00000009774	ENSGMOG00000009134	Gadus_morhua
ENSHHUP00000051666	ENSHHUG00000031083	Hucho_hucho
ENSHHUP00000060191	ENSHHUG00000035709	Hucho_hucho
ENSELUP00000014494	ENSELUG00000014629	Esox_lucius
ENSLOCP00000006181	ENSLOCG00000005129	Lepisosteus_oculatus
ENSECRP00000009057	ENSECRG00000006078	Erpetoichthys_calabaricus
ENSCMIP00000011271	ENSCMIG00000005863	Callorhinchus_milii
ENSCMIP00000011267	ENSCMIG00000005861	Callorhinchus_milii
ENSCMIP00000011275	ENSCMIG00000005866	Callorhinchus_milii
