ENSCAPP00000000712	ENSCAPG00000000849	Cavia_aperea
ENSMZEP00005038224	ENSMZEG00005028607	Maylandia_zebra
ENSNGAP00000008049	ENSNGAG00000011123	Nannospalax_galili
ENSSCAP00000001681	ENSSCAG00000001419	Serinus_canaria
ENSXCOP00000010709	ENSXCOG00000008085	Xiphophorus_couchianus
ENSANAP00000028536	ENSANAG00000032095	Aotus_nancymaae
ENSAPOP00000007022	ENSAPOG00000008931	Acanthochromis_polyacanthus
ENSVPAP00000005597	ENSVPAG00000006035	Vicugna_pacos
ENSVVUP00000001050	ENSVVUG00000000911	Vulpes_vulpes
ENSSBOP00000025221	ENSSBOG00000029045	Saimiri_boliviensis_boliviensis
ENSAPOP00000014417	ENSAPOG00000017305	Acanthochromis_polyacanthus
ENSPFOP00000004974	ENSPFOG00000004953	Poecilia_formosa
ENSACAP00000017345	ENSACAG00000017614	Anolis_carolinensis
ENSUAMP00000014891	ENSUAMG00000011946	Ursus_americanus
ENSBBBP00000023174	ENSBBBG00000004360	Bison_bison_bison
ENSCGRP00015021328	ENSCGRG00015016252	Cricetulus_griseus_CriGri-PICR
ENSPMAP00000003352	ENSPMAG00000003063	Petromyzon_marinus
ENSDNOP00000021455	ENSDNOG00000036290	Dasypus_novemcinctus
MGP_SPRETEiJ_P0065374	MGP_SPRETEiJ_G0027103	Mus_spretus_strain_SPRET/EiJ
ENSLSDP00000005973	ENSLSDG00000004590	Lonchura_striata_domestica
ENSNSUP00000015576	ENSNSUG00000011530	Notechis_scutatus
ENSNSUP00000015577	ENSNSUG00000011532	Notechis_scutatus
ENSLBEP00000019027	ENSLBEG00000014586	Labrus_bergylta
ENSPTIP00000004038	ENSPTIG00000006649	Panthera_tigris_altaica
ENSNBRP00000013924	ENSNBRG00000010748	Neolamprologus_brichardi
ENSCPGP00000001575	ENSCPGG00000001210	Calidris_pygmaea
ENSACIP00000021291	ENSACIG00000016539	Amphilophus_citrinellus
ENSNMEP00000011336	ENSNMEG00000010649	Numida_meleagris
ENSSPUP00000023423	ENSSPUG00000017977	Sphenodon_punctatus
ENSPTEP00000011613	ENSPTEG00000013080	Piliocolobus_tephrosceles
ENSNPEP00000017355	ENSNPEG00000012918	Nothoprocta_perdicaria
ENSPFOP00000030851	ENSPFOG00000022666	Poecilia_formosa
ENSORLP00000038456	ENSORLG00000012166	Oryzias_latipes_ASM223467v1
ENSRROP00000029723	ENSRROG00000038655	Rhinopithecus_roxellana
ENSGALP00000024278	ENSGALG00000015078	Gallus_gallus
ENSSMRP00000008063	ENSSMRG00000006460	Salvator_merianae
ENSSHAP00000018977	ENSSHAG00000016108	Sarcophilus_harrisii
ENSMUGP00000003060	ENSMUGG00000002849	Meriones_unguiculatus
ENSCGRP00000012347	ENSCGRG00000009001	Cricetulus_griseus_CriGri_1.0
ENSEASP00005028234	ENSEASG00005019193	Equus_asinus_asinus
ENSAHAP00000005228	ENSAHAG00000004079	Apteryx_haastii
ENSACIP00000021277	ENSACIG00000016515	Amphilophus_citrinellus
ENSMMUP00000075233	ENSMMUG00000008325	Macaca_mulatta
ENSHGLP00000014781	ENSHGLG00000010560	Heterocephalus_glaber_HetGla_female_1.0
ENSAHAP00000005224	ENSAHAG00000004052	Apteryx_haastii
ENSPREP00000006619	ENSPREG00000004558	Poecilia_reticulata
ENSCCAP00000005904	ENSCCAG00000020702	Cebus_capucinus_imitator
ENSPMGP00000008951	ENSPMGG00000007409	Periophthalmus_magnuspinnatus
ENSGACP00000001131	ENSGACG00000000874	Gasterosteus_aculeatus
ENSACLP00000011749	ENSACLG00000008040	Astatotilapia_calliptera
ENSMAUP00000024471	ENSMAUG00000021318	Mesocricetus_auratus
ENSBSLP00000014923	ENSBSLG00000007827	Betta_splendens
ENSTGUP00000004437	ENSTGUG00000004299	Taeniopygia_guttata
ENSOPRP00000005690	ENSOPRG00000006206	Ochotona_princeps
ENSJJAP00000007893	ENSJJAG00000012196	Jaculus_jaculus
ENSPLAP00000014700	ENSPLAG00000018449	Poecilia_latipinna
ENSGAGP00000029275	ENSGAGG00000021177	Gopherus_agassizii
ENSSTOP00000015993	ENSSTOG00000027195	Ictidomys_tridecemlineatus
MGP_PahariEiJ_P0078026	MGP_PahariEiJ_G0028476	Mus_pahari_strain_PAHARI_EIJ
ENSXCOP00000004652	ENSXCOG00000003672	Xiphophorus_couchianus
ENSPMEP00000013089	ENSPMEG00000015383	Poecilia_mexicana
ENSMGAP00000014664	ENSMGAG00000013863	Meleagris_gallopavo
ENSOCUP00000007034	ENSOCUG00000008137	Oryctolagus_cuniculus
ENSXETP00000012064	ENSXETG00000014917	Xenopus_tropicalis
ENSABRP00000020687	ENSABRG00000017613	Anser_brachyrhynchus
ENSEEUP00000006430	ENSEEUG00000007054	Erinaceus_europaeus
ENSONIP00000023921	ENSONIG00000018999	Oreochromis_niloticus
ENSLCAP00010047207	ENSLCAG00010021914	Lates_calcarifer
ENSSPUP00000023412	ENSSPUG00000017971	Sphenodon_punctatus
ENSEBUP00000020599	ENSEBUG00000012752	Eptatretus_burgeri
ENSIPUP00000027495	ENSIPUG00000018617	Ictalurus_punctatus
ENSMSIP00000026313	ENSMSIG00000022183	Mus_spicilegus
ENSNLEP00000045869	ENSNLEG00000017518	Nomascus_leucogenys
ENSCPBP00000026738	ENSCPBG00000018979	Chrysemys_picta_bellii
ENSCLAP00000006425	ENSCLAG00000004540	Chinchilla_lanigera
ENSMLUP00000003593	ENSMLUG00000003947	Myotis_lucifugus
ENSPPRP00000004301	ENSPPRG00000000472	Panthera_pardus
ENSSDUP00000003345	ENSSDUG00000002558	Seriola_dumerili
ENSDARP00000004230	ENSDARG00000006754	Danio_rerio
ENSCPRP00005000402	ENSCPRG00005000342	Crocodylus_porosus
ENSRNOP00000015094	ENSRNOG00000011280	Rattus_norvegicus
ENSGGOP00000020141	ENSGGOG00000004505	Gorilla_gorilla
ENSMMMP00000006936	ENSMMMG00000006210	Marmota_marmota_marmota
ENSAOCP00000003978	ENSAOCG00000007341	Amphiprion_ocellaris
ENSVURP00010016075	ENSVURG00010012316	Vombatus_ursinus
ENSAPOP00000006989	ENSAPOG00000008871	Acanthochromis_polyacanthus
ENSCATP00000000815	ENSCATG00000003737	Cercocebus_atys
ENSPPYP00000021496	ENSPPYG00000019188	Pongo_abelii
ENSPMJP00000024059	ENSPMJG00000017704	Parus_major
ENSCCNP00000031010	ENSCCNG00000029592	Castor_canadensis
ENSHBUP00000028113	ENSHBUG00000011721	Haplochromis_burtoni
ENSPSIP00000008745	ENSPSIG00000007987	Pelodiscus_sinensis
ENSCPRP00005000366	ENSCPRG00005000317	Crocodylus_porosus
ENSUMAP00000023045	ENSUMAG00000016821	Ursus_maritimus
ENSCGRP00001022980	ENSCGRG00001021349	Cricetulus_griseus_CHOK1GS_HDv1
ENSSDAP00000013732	ENSSDAG00000012408	Spermophilus_dauricus
ENSOARP00000015339	ENSOARG00000014289	Ovis_aries
ENSMALP00000029203	ENSMALG00000020203	Monopterus_albus
ENSCAFP00020016286	ENSCAFG00020013068	Canis_lupus_dingo
ENSFDAP00000011608	ENSFDAG00000019133	Fukomys_damarensis
ENSPVAP00000010368	ENSPVAG00000010997	Pteropus_vampyrus
ENSUAMP00000032393	ENSUAMG00000024751	Ursus_americanus
ENSTNIP00000001736	ENSTNIG00000000281	Tetraodon_nigroviridis
ENSACLP00000011724	ENSACLG00000008023	Astatotilapia_calliptera
ENSCGOP00000055781	ENSCGOG00000024292	Cottoperca_gobio
ENSAOCP00000003963	ENSAOCG00000007324	Amphiprion_ocellaris
ENSCVAP00000008574	ENSCVAG00000010351	Cyprinodon_variegatus
ENSPNYP00000029123	ENSPNYG00000021945	Pundamilia_nyererei
ENSNPEP00000000005	ENSNPEG00000000016	Nothoprocta_perdicaria
ENSMUNP00000017277	ENSMUNG00000013270	Melopsittacus_undulatus
ENSTNIP00000007740	ENSTNIG00000005075	Tetraodon_nigroviridis
ENSTBEP00000010480	ENSTBEG00000012102	Tupaia_belangeri
ENSFCAP00000017686	ENSFCAG00000023293	Felis_catus
ENSBTAP00000018772	ENSBTAG00000014124	Bos_taurus
ENSSMAP00000006525	ENSSMAG00000004036	Scophthalmus_maximus
ENSMNEP00000030671	ENSMNEG00000038758	Macaca_nemestrina
ENSUMAP00000023052	ENSUMAG00000016826	Ursus_maritimus
ENSUMAP00000023055	ENSUMAG00000016829	Ursus_maritimus
ENSMEUP00000007697	ENSMEUG00000008420	Notamacropus_eugenii
ENSTSYP00000001611	ENSTSYG00000001734	Carlito_syrichta
ENSFHEP00000022379	ENSFHEG00000002695	Fundulus_heteroclitus
ENSMZEP00005033369	ENSMZEG00005024908	Maylandia_zebra
ENSSPAP00000015186	ENSSPAG00000011443	Stegastes_partitus
ENSTRUP00000003142	ENSTRUG00000001366	Takifugu_rubripes
ENSPMEP00000013145	ENSPMEG00000015403	Poecilia_mexicana
ENSNVIP00000016290	ENSNVIG00000012773	Neovison_vison
ENSP00000369695	ENSG00000171843	Homo_sapiens
ENSLCRP00005023111	ENSLCRG00005009330	Larimichthys_crocea
ENSECAP00000036359	ENSECAG00000023631	Equus_caballus
ENSDNVP00000005997	ENSDNVG00000004301	Dromaius_novaehollandiae
ENSUPAP00010024034	ENSUPAG00010019064	Urocitellus_parryii
ENSCHAP00000022728	ENSCHAG00000011337	Clupea_harengus	ENSCHAT00000024794
ENSCANP00000030683	ENSCANG00000038991	Colobus_angolensis_palliatus
ENSNBRP00000000911	ENSNBRG00000000784	Neolamprologus_brichardi
ENSPTRP00000062666	ENSPTRG00000020808	Pan_troglodytes
MGP_CAROLIEiJ_P0062892	MGP_CAROLIEiJ_G0026138	Mus_caroli_strain_CAROLI_EIJ
ENSKMAP00000007297	ENSKMAG00000005494	Kryptolebias_marmoratus
ENSPKIP00000012549	ENSPKIG00000000298	Paramormyrops_kingsleyae	ENSPKIT00000036947
ENSLAFP00000001707	ENSLAFG00000002042	Loxodonta_africana
ENSPNAP00000012594	ENSPNAG00000018389	Pygocentrus_nattereri
ENSPLAP00000018186	ENSPLAG00000022789	Poecilia_latipinna
ENSCMIP00000027994	ENSCMIG00000012175	Callorhinchus_milii
ENSBMUP00000008147	ENSBMUG00000006402	Bos_mutus
ENSDCDP00000027953	ENSDCDG00000020307	Denticeps_clupeoides	ENSDCDT00000037020
ENSACLP00000011716	ENSACLG00000008017	Astatotilapia_calliptera
ENSACIP00000021306	ENSACIG00000016544	Amphilophus_citrinellus
ENSMUSP00000077232	ENSMUSG00000028496	Mus_musculus_strain_reference_(CL57BL6)
ENSSLDP00000018276	ENSSLDG00000014370	Seriola_lalandi_dorsalis
ENSSARP00000012523	ENSSARG00000013857	Sorex_araneus
ENSTTRP00000009410	ENSTTRG00000009922	Tursiops_truncatus
ENSPEMP00000006559	ENSPEMG00000008739	Peromyscus_maniculatus_bairdii
ENSNVIP00000016319	ENSNVIG00000012786	Neovison_vison
ENSXMAP00000007677	ENSXMAG00000007644	Xiphophorus_maculatus
ENSUAMP00000029182	ENSUAMG00000022500	Ursus_americanus
ENSGAFP00000028493	ENSGAFG00000019265	Gambusia_affinis
ENSPLAP00000031094	ENSPLAG00000022809	Poecilia_latipinna
ENSOGAP00000020702	ENSOGAG00000024861	Otolemur_garnettii
ENSNPEP00000017351	ENSNPEG00000012916	Nothoprocta_perdicaria
ENSELUP00000016143	ENSELUG00000016011	Esox_lucius
ENSLACP00000008608	ENSLACG00000007609	Latimeria_chalumnae
ENSPANP00000019188	ENSPANG00000025248	Papio_anubis
ENSETEP00000000922	ENSETEG00000001142	Echinops_telfairi
