ENSVURP00010018489	ENSVURG00010014090	Vombatus_ursinus	ENSVURT00010021018
ENSPCIP00000025586	ENSPCIG00000019248	Phascolarctos_cinereus	ENSPCIT00000031504
ENSMEUP00000005336	ENSMEUG00000005844	Notamacropus_eugenii	ENSMEUT00000005861
ENSMODP00000016730	ENSMODG00000013380	Monodelphis_domestica	ENSMODT00000017041
ENSCLAP00000010615	ENSCLAG00000007325	Chinchilla_lanigera
ENSSDAP00000001827	ENSSDAG00000001662	Spermophilus_dauricus
ENSMMMP00000009153	ENSMMMG00000008201	Marmota_marmota_marmota
ENSOPRP00000003211	ENSOPRG00000003493	Ochotona_princeps
ENSPPAP00000034037	ENSPPAG00000039884	Pan_paniscus
ENSPTRP00000055736	ENSPTRG00000034260	Pan_troglodytes
ENSGGOP00000009980	ENSGGOG00000010229	Gorilla_gorilla
ENSP00000472474	ENSG00000104951	Homo_sapiens
ENSPPYP00000011495	ENSPPYG00000010269	Pongo_abelii
ENSNLEP00000006613	ENSNLEG00000005468	Nomascus_leucogenys
ENSCATP00000044101	ENSCATG00000044547	Cercocebus_atys
ENSMLEP00000011769	ENSMLEG00000030060	Mandrillus_leucophaeus
ENSTGEP00000000134	ENSTGEG00000000156	Theropithecus_gelada
ENSPANP00000022157	ENSPANG00000007273	Papio_anubis
ENSMMUP00000015261	ENSMMUG00000011627	Macaca_mulatta
ENSMNEP00000013942	ENSMNEG00000031179	Macaca_nemestrina
ENSMFAP00000003964	ENSMFAG00000001696	Macaca_fascicularis
ENSCSAP00000015627	ENSCSAG00000002414	Chlorocebus_sabaeus
ENSCANP00000017911	ENSCANG00000032398	Colobus_angolensis_palliatus
ENSPTEP00000020370	ENSPTEG00000021615	Piliocolobus_tephrosceles
ENSRBIP00000020134	ENSRBIG00000034055	Rhinopithecus_bieti
ENSRROP00000029659	ENSRROG00000038621	Rhinopithecus_roxellana
ENSSBOP00000010451	ENSSBOG00000022086	Saimiri_boliviensis_boliviensis
ENSCCAP00000019626	ENSCCAG00000027656	Cebus_capucinus_imitator
ENSCJAP00000007608	ENSCJAG00000004185	Callithrix_jacchus
ENSANAP00000040186	ENSANAG00000037455	Aotus_nancymaae
ENSTSYP00000027593	ENSTSYG00000030812	Carlito_syrichta
ENSPCOP00000005821	ENSPCOG00000013930	Propithecus_coquereli
ENSPSMP00000001043	ENSPSMG00000000756	Prolemur_simus
ENSMICP00000023050	ENSMICG00000028489	Microcebus_murinus
ENSOGAP00000004763	ENSOGAG00000005324	Otolemur_garnettii
ENSBIXP00005027088	ENSBIXG00005005205	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000013414	ENSBIXG00000018351	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000007580	ENSBTAG00000005766	Bos_taurus
ENSBBBP00000017496	ENSBBBG00000009938	Bison_bison_bison
ENSCHIP00000012465	ENSCHIG00000014204	Capra_hircus
ENSOARP00000014666	ENSOARG00000013677	Ovis_aries
ENSTTRP00000014177	ENSTTRG00000014953	Tursiops_truncatus
ENSSSCP00000003464	ENSSSCG00000003192	Sus_scrofa_strain_reference
ENSVPAP00000011572	ENSVPAG00000012446	Vicugna_pacos
ENSEASP00005011817	ENSEASG00005008275	Equus_asinus_asinus
ENSECAP00000015625	ENSECAG00000018105	Equus_caballus
ENSUAMP00000002999	ENSUAMG00000002752	Ursus_americanus
ENSAMEP00000014331	ENSAMEG00000013573	Ailuropoda_melanoleuca
ENSNVIP00000019002	ENSNVIG00000014846	Neovison_vison
ENSMPUP00000002275	ENSMPUG00000002299	Mustela_putorius_furo
ENSCAFP00000005131	ENSCAFG00000003439	Canis_lupus_familiaris
ENSCAFP00020028449	ENSCAFG00020022292	Canis_lupus_dingo
ENSVVUP00000027830	ENSVVUG00000020406	Vulpes_vulpes
ENSPPRP00000023430	ENSPPRG00000013697	Panthera_pardus
ENSPTIP00000024108	ENSPTIG00000020305	Panthera_tigris_altaica
ENSFCAP00000011296	ENSFCAG00000012174	Felis_catus
ENSPVAP00000010358	ENSPVAG00000010988	Pteropus_vampyrus
ENSMLUP00000015630	ENSMLUG00000017143	Myotis_lucifugus
ENSEEUP00000013734	ENSEEUG00000015018	Erinaceus_europaeus
ENSSARP00000002896	ENSSARG00000003186	Sorex_araneus
ENSDNOP00000033318	ENSDNOG00000043406	Dasypus_novemcinctus
ENSPCAP00000002994	ENSPCAG00000003172	Procavia_capensis	ENSPCAT00000003188
ENSLAFP00000004807	ENSLAFG00000005731	Loxodonta_africana	ENSLAFT00000005735
ENSETEP00000009089	ENSETEG00000011206	Echinops_telfairi	ENSETET00000011207
ENSOANP00000026751	ENSOANG00000021017	Ornithorhynchus_anatinus
