ENSTGUP00000012925	ENSTGUG00000012557	Taeniopygia_guttata
ENSHGLP00000009423	ENSHGLG00000006758	Heterocephalus_glaber_HetGla_female_1.0
ENSCCNP00000013010	ENSCCNG00000013504	Castor_canadensis
ENSDORP00000007135	ENSDORG00000007609	Dipodomys_ordii
ENSCGRP00015002171	ENSCGRG00015001746	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001002274	ENSCGRG00001002410	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000018405	ENSMAUG00000016993	Mesocricetus_auratus
ENSPEMP00000016068	ENSPEMG00000015405	Peromyscus_maniculatus_bairdii
ENSMOCP00000017229	ENSMOCG00000015889	Microtus_ochrogaster
ENSMSIP00000028128	ENSMSIG00000023661	Mus_spicilegus
MGP_SPRETEiJ_P0040151	MGP_SPRETEiJ_G0020745	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000044493	ENSMUSG00000036944	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0038363	MGP_CAROLIEiJ_G0019847	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0041726	MGP_PahariEiJ_G0019852	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000053636	ENSRNOG00000025460	Rattus_norvegicus
ENSMUGP00000013865	ENSMUGG00000011985	Meriones_unguiculatus
ENSNGAP00000003267	ENSNGAG00000003627	Nannospalax_galili
ENSJJAP00000010184	ENSJJAG00000013839	Jaculus_jaculus
ENSOCUP00000025409	ENSOCUG00000009761	Oryctolagus_cuniculus
ENSOPRP00000008052	ENSOPRG00000008803	Ochotona_princeps
ENSTBEP00000013132	ENSTBEG00000015129	Tupaia_belangeri
ENSPPAP00000036668	ENSPPAG00000041087	Pan_paniscus
ENSP00000349296	ENSG00000165071	Homo_sapiens
ENSPPYP00000021194	ENSPPYG00000018890	Pongo_abelii
ENSMMUP00000073527	ENSMMUG00000010189	Macaca_mulatta
ENSMFAP00000039789	ENSMFAG00000046077	Macaca_fascicularis
ENSMNEP00000019868	ENSMNEG00000033758	Macaca_nemestrina
ENSMLEP00000027507	ENSMLEG00000037950	Mandrillus_leucophaeus
ENSCANP00000010399	ENSCANG00000028608	Colobus_angolensis_palliatus
ENSCSAP00000006141	ENSCSAG00000009905	Chlorocebus_sabaeus
ENSGGOP00000049583	ENSGGOG00000013956	Gorilla_gorilla
ENSPTRP00000081996	ENSPTRG00000020596	Pan_troglodytes
ENSNLEP00000006993	ENSNLEG00000005774	Nomascus_leucogenys
ENSRBIP00000021686	ENSRBIG00000034797	Rhinopithecus_bieti
ENSRROP00000021121	ENSRROG00000034481	Rhinopithecus_roxellana
ENSPTEP00000030431	ENSPTEG00000029622	Piliocolobus_tephrosceles
ENSTGEP00000015114	ENSTGEG00000012277	Theropithecus_gelada
ENSPANP00000021650	ENSPANG00000020846	Papio_anubis
ENSCATP00000039700	ENSCATG00000042448	Cercocebus_atys
ENSSBOP00000016198	ENSSBOG00000024813	Saimiri_boliviensis_boliviensis
ENSCCAP00000021788	ENSCCAG00000028721	Cebus_capucinus_imitator
ENSCJAP00000064054	ENSCJAG00000004582	Callithrix_jacchus
ENSANAP00000041869	ENSANAG00000038216	Aotus_nancymaae
ENSTSYP00000012613	ENSTSYG00000013752	Carlito_syrichta
ENSPCOP00000015840	ENSPCOG00000019671	Propithecus_coquereli
ENSPSMP00000005488	ENSPSMG00000004193	Prolemur_simus
ENSMICP00000048912	ENSMICG00000043185	Microcebus_murinus
ENSOGAP00000010802	ENSOGAG00000012071	Otolemur_garnettii
ENSBIXP00005046435	ENSBIXG00005031248	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000033774	ENSBIXG00000002587	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000066212	ENSBTAG00000017138	Bos_taurus
ENSBMUP00000030438	ENSBMUG00000022765	Bos_mutus
ENSBBBP00000024443	ENSBBBG00000005109	Bison_bison_bison
ENSCHIP00000011968	ENSCHIG00000013935	Capra_hircus
ENSOARP00000006723	ENSOARG00000006277	Ovis_aries
ENSTTRP00000006728	ENSTTRG00000007110	Tursiops_truncatus
ENSSSCP00000006361	ENSSSCG00000005951	Sus_scrofa_strain_reference
ENSVPAP00000009758	ENSVPAG00000010486	Vicugna_pacos
ENSEASP00005032409	ENSEASG00005022099	Equus_asinus_asinus
ENSSARP00000011568	ENSSARG00000012807	Sorex_araneus
ENSEEUP00000001586	ENSEEUG00000001744	Erinaceus_europaeus
ENSUAMP00000018842	ENSUAMG00000014921	Ursus_americanus
ENSUMAP00000001575	ENSUMAG00000001489	Ursus_maritimus
ENSAMEP00000013584	ENSAMEG00000012906	Ailuropoda_melanoleuca
ENSMPUP00000001561	ENSMPUG00000001577	Mustela_putorius_furo
ENSNVIP00000010693	ENSNVIG00000008338	Neovison_vison
ENSCAFP00000042354	ENSCAFG00000001113	Canis_lupus_familiaris
ENSCAFP00020016759	ENSCAFG00020013427	Canis_lupus_dingo
ENSVVUP00000023620	ENSVVUG00000017304	Vulpes_vulpes
ENSPTIP00000020953	ENSPTIG00000018244	Panthera_tigris_altaica
ENSPPRP00000004351	ENSPPRG00000000497	Panthera_pardus
ENSFCAP00000047192	ENSFCAG00000040314	Felis_catus
ENSPVAP00000009376	ENSPVAG00000009948	Pteropus_vampyrus
ENSMLUP00000001385	ENSMLUG00000001510	Myotis_lucifugus
ENSLAFP00000007981	ENSLAFG00000009515	Loxodonta_africana
ENSPCAP00000005978	ENSPCAG00000006400	Procavia_capensis
ENSETEP00000006104	ENSETEG00000007514	Echinops_telfairi
ENSCHOP00000010481	ENSCHOG00000011863	Choloepus_hoffmanni
ENSDNOP00000017969	ENSDNOG00000038843	Dasypus_novemcinctus
ENSOANP00000030124	ENSOANG00000030173	Ornithorhynchus_anatinus
ENSLACP00000009441	ENSLACG00000008326	Latimeria_chalumnae
ENSHHUP00000051431	ENSHHUG00000030959	Hucho_hucho
ENSELUP00000017717	ENSELUG00000017381	Esox_lucius
ENSCVAP00000009004	ENSCVAG00000010897	Cyprinodon_variegatus
ENSFHEP00000025878	ENSFHEG00000008368	Fundulus_heteroclitus
ENSPLAP00000009254	ENSPLAG00000011964	Poecilia_latipinna
ENSPMEP00000005406	ENSPMEG00000006766	Poecilia_mexicana
ENSPFOP00000001048	ENSPFOG00000001105	Poecilia_formosa
ENSPREP00000031146	ENSPREG00000021103	Poecilia_reticulata
ENSXMAP00000000158	ENSXMAG00000000161	Xiphophorus_maculatus
ENSGAFP00000027384	ENSGAFG00000018499	Gambusia_affinis
ENSKMAP00000000499	ENSKMAG00000000439	Kryptolebias_marmoratus
ENSORLP00015033031	ENSORLG00015018249	Oryzias_latipes_ASM223469v1
ENSORLP00000037661	ENSORLG00000026297	Oryzias_latipes_ASM223467v1
ENSORLP00020018370	ENSORLG00020019319	Oryzias_latipes_ASM223471v1
ENSOMEP00000019246	ENSOMEG00000021061	Oryzias_melastigma
ENSGWIP00000040018	ENSGWIG00000020260	Gouania_willdenowi
ENSGACP00000020853	ENSGACG00000015805	Gasterosteus_aculeatus
ENSMMOP00000014586	ENSMMOG00000011151	Mola_mola
ENSCSEP00000011049	ENSCSEG00000007083	Cynoglossus_semilaevis
ENSBSLP00000046672	ENSBSLG00000022224	Betta_splendens
ENSMALP00000015527	ENSMALG00000010910	Monopterus_albus
ENSSLDP00000002923	ENSSLDG00000002344	Seriola_lalandi_dorsalis
ENSLCAP00010013062	ENSLCAG00010006175	Lates_calcarifer
ENSMAMP00000022883	ENSMAMG00000015408	Mastacembelus_armatus
ENSAOCP00000017734	ENSAOCG00000022859	Amphiprion_ocellaris
ENSAPEP00000005265	ENSAPEG00000003784	Amphiprion_percula
ENSAPOP00000033575	ENSAPOG00000022211	Acanthochromis_polyacanthus
ENSSPAP00000011740	ENSSPAG00000008917	Stegastes_partitus
ENSPRNP00000016778	ENSPRNG00000008950	Parambassis_ranga
ENSMZEP00005027253	ENSMZEG00005020325	Maylandia_zebra
ENSPNYP00000021769	ENSPNYG00000016416	Pundamilia_nyererei
ENSACLP00000034927	ENSACLG00000023635	Astatotilapia_calliptera
ENSHBUP00000027812	ENSHBUG00000011254	Haplochromis_burtoni
ENSNBRP00000021702	ENSNBRG00000016657	Neolamprologus_brichardi
ENSONIP00000015585	ENSONIG00000012372	Oreochromis_niloticus
ENSLBEP00000035131	ENSLBEG00000026390	Labrus_bergylta
ENSCGOP00000046608	ENSCGOG00000020944	Cottoperca_gobio
ENSLCRP00005042578	ENSLCRG00005016330	Larimichthys_crocea
ENSSDUP00000006466	ENSSDUG00000004777	Seriola_dumerili
ENSATEP00000021329	ENSATEG00000014810	Anabas_testudineus
ENSHCOP00000008952	ENSHCOG00000011299	Hippocampus_comes
ENSGMOP00000018809	ENSGMOG00000017510	Gadus_morhua
ENSDCDP00000037126	ENSDCDG00000024897	Denticeps_clupeoides
ENSCHAP00000004162	ENSCHAG00000002756	Clupea_harengus
ENSAMXP00000029653	ENSAMXG00000019712	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005021658	ENSAMXG00005011225	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000013976	ENSPNAG00000019877	Pygocentrus_nattereri
ENSEEEP00000025929	ENSEEEG00000012561	Electrophorus_electricus
ENSIPUP00000021165	ENSIPUG00000014361	Ictalurus_punctatus
ENSDARP00000122187	ENSDARG00000079784	Danio_rerio
ENSPKIP00000023440	ENSPKIG00000007061	Paramormyrops_kingsleyae
ENSSFOP00015032648	ENSSFOG00015020872	Scleropages_formosus
ENSLOCP00000015641	ENSLOCG00000012712	Lepisosteus_oculatus
ENSECRP00000023793	ENSECRG00000016126	Erpetoichthys_calabaricus
ENSCMIP00000005970	ENSCMIG00000003440	Callorhinchus_milii
