ENSSARP00000003912	ENSSARG00000004293	Sorex_araneus
ENSCINP00000010283	ENSCING00000004996	Ciona_intestinalis
ENSCPRP00005012735	ENSCPRG00005008952	Crocodylus_porosus
ENSOCUP00000012812	ENSOCUG00000014899	Oryctolagus_cuniculus
ENSSBOP00000003884	ENSSBOG00000016957	Saimiri_boliviensis_boliviensis
ENSSMRP00000012657	ENSSMRG00000009882	Salvator_merianae	ENSSMRT00000014759
MGP_PahariEiJ_P0022418	MGP_PahariEiJ_G0014664	Mus_pahari_strain_PAHARI_EIJ
ENSSMAP00000024468	ENSSMAG00000014892	Scophthalmus_maximus
ENSCPRP00005021919	ENSCPRG00005015256	Crocodylus_porosus
ENSMZEP00005021542	ENSMZEG00005016155	Maylandia_zebra
ENSPNYP00000024222	ENSPNYG00000018311	Pundamilia_nyererei
ENSEBUP00000004774	ENSEBUG00000003253	Eptatretus_burgeri
ENSNMEP00000023086	ENSNMEG00000019694	Numida_meleagris
ENSPCIP00000049427	ENSPCIG00000009614	Phascolarctos_cinereus
ENSCHOP00000010406	ENSCHOG00000011774	Choloepus_hoffmanni
ENSHGLP00100001993	ENSHGLG00100001555	Heterocephalus_glaber_HetGla_1.0
ENSNGAP00000007079	ENSNGAG00000010330	Nannospalax_galili
ENSSPAP00000003869	ENSSPAG00000002998	Stegastes_partitus
ENSMNEP00000010921	ENSMNEG00000029815	Macaca_nemestrina
ENSCJPP00005003865	ENSCJPG00005003960	Coturnix_japonica
ENSOPRP00000003875	ENSOPRG00000004190	Ochotona_princeps
ENSCSAVP00000007431	ENSCSAVG00000004445	Ciona_savignyi
ENSAPEP00000016745	ENSAPEG00000011979	Amphiprion_percula
ENSMFAP00000043992	ENSMFAG00000039328	Macaca_fascicularis
ENSAPOP00000032700	ENSAPOG00000020768	Acanthochromis_polyacanthus
ENSMPUP00000012153	ENSMPUG00000012250	Mustela_putorius_furo
ENSJJAP00000004870	ENSJJAG00000009794	Jaculus_jaculus
ENSGAGP00000000535	ENSGAGG00000000448	Gopherus_agassizii
ENSDNOP00000000657	ENSDNOG00000000862	Dasypus_novemcinctus
ENSSTOP00000024452	ENSSTOG00000006869	Ictidomys_tridecemlineatus
ENSSFOP00015024452	ENSSFOG00015015723	Scleropages_formosus
ENSNBRP00000008697	ENSNBRG00000006718	Neolamprologus_brichardi
ENSHGLP00000022081	ENSHGLG00000015754	Heterocephalus_glaber_HetGla_female_1.0
ENSPVAP00000008868	ENSPVAG00000009409	Pteropus_vampyrus
ENSPEMP00000027446	ENSPEMG00000023250	Peromyscus_maniculatus_bairdii
ENSDCDP00000026990	ENSDCDG00000019825	Denticeps_clupeoides
ENSMMUP00000005505	ENSMMUG00000004112	Macaca_mulatta
ENSMLEP00000006209	ENSMLEG00000026157	Mandrillus_leucophaeus
ENSMLUP00000001830	ENSMLUG00000002006	Myotis_lucifugus
ENSMICP00000029767	ENSMICG00000027455	Microcebus_murinus
ENSSPUP00000005445	ENSSPUG00000004195	Sphenodon_punctatus	ENSSPUT00000005786
ENSUPAP00010002198	ENSUPAG00010001790	Urocitellus_parryii
ENSNPEP00000016587	ENSNPEG00000012343	Nothoprocta_perdicaria
ENSTNIP00000001735	ENSTNIG00000007771	Tetraodon_nigroviridis
MGP_SPRETEiJ_P0090300	MGP_SPRETEiJ_G0032908	Mus_spretus_strain_SPRET/EiJ
ENSMEUP00000013764	ENSMEUG00000015076	Notamacropus_eugenii
ENSLCOP00000019876	ENSLCOG00000014092	Lepidothrix_coronata	ENSLCOT00000021009
ENSPMJP00000024289	ENSPMJG00000017867	Parus_major	ENSPMJT00000031421
ENSRROP00000034122	ENSRROG00000040618	Rhinopithecus_roxellana
ENSLOCP00000009125	ENSLOCG00000007516	Lepisosteus_oculatus
ENSUAMP00000021738	ENSUAMG00000017076	Ursus_americanus
ENSCCNP00000003889	ENSCCNG00000004072	Castor_canadensis
ENSMAMP00000015513	ENSMAMG00000010529	Mastacembelus_armatus
ENSNVIP00000006942	ENSNVIG00000005415	Neovison_vison
ENSAMXP00000035041	ENSAMXG00000032784	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSBMUP00000005750	ENSBMUG00000004495	Bos_mutus
ENSACIP00000001098	ENSACIG00000000853	Amphilophus_citrinellus
ENSELUP00000010046	ENSELUG00000010562	Esox_lucius
ENSCSAP00000014662	ENSCSAG00000003391	Chlorocebus_sabaeus
ENSSDUP00000029727	ENSSDUG00000021454	Seriola_dumerili
ENSBBBP00000004948	ENSBBBG00000013835	Bison_bison_bison
ENSOMEP00000030375	ENSOMEG00000014601	Oryzias_melastigma
ENSCATP00000034029	ENSCATG00000039951	Cercocebus_atys
ENSCAPP00000005433	ENSCAPG00000007777	Cavia_aperea
ENSPPAP00000016638	ENSPPAG00000031413	Pan_paniscus
ENSCANP00000008325	ENSCANG00000027093	Colobus_angolensis_palliatus
ENSTRUP00000034547	ENSTRUG00000013539	Takifugu_rubripes
ENSPVIP00000019049	ENSPVIG00000014451	Pogona_vitticeps
ENSPMGP00000011645	ENSPMGG00000009649	Periophthalmus_magnuspinnatus
ENSMGAP00000019480	ENSMGAG00000015197	Meleagris_gallopavo
ENSSCAP00000004483	ENSSCAG00000003648	Serinus_canaria	ENSSCAT00000005193
ENSIPUP00000001668	ENSIPUG00000001198	Ictalurus_punctatus
ENSAOCP00000032119	ENSAOCG00000024238	Amphiprion_ocellaris
ENSCHAP00000038167	ENSCHAG00000017910	Clupea_harengus
ENSCABP00000001798	ENSCABG00000001442	Chelonoidis_abingdonii
ENSMUSP00000034405	ENSMUSG00000031928	Mus_musculus_strain_reference_(CL57BL6)
ENSCGRP00001005073	ENSCGRG00001006581	Cricetulus_griseus_CHOK1GS_HDv1
ENSCSEP00000026302	ENSCSEG00000016776	Cynoglossus_semilaevis
ENSEEEP00000024860	ENSEEEG00000012047	Electrophorus_electricus
ENSGGOP00000034396	ENSGGOG00000024916	Gorilla_gorilla
ENSMICP00000034873	ENSMICG00000038355	Microcebus_murinus
ENSPSMP00000030746	ENSPSMG00000021306	Prolemur_simus
ENSTBEP00000002868	ENSTBEG00000003300	Tupaia_belangeri
ENSHHUP00000026413	ENSHHUG00000016374	Hucho_hucho
ENSNLEP00000028102	ENSNLEG00000034563	Nomascus_leucogenys
ENSHBUP00000032287	ENSHBUG00000018475	Haplochromis_burtoni
ENSDNVP00000024512	ENSDNVG00000017024	Dromaius_novaehollandiae
ENSNSUP00000024952	ENSNSUG00000017996	Notechis_scutatus	ENSNSUT00000026517
YMR224C_mRNA	YMR224C	Saccharomyces_cerevisiae_strain_S288C
ENSEASP00005017523	ENSEASG00005011342	Equus_asinus_asinus
ENSECAP00000000475	ENSECAG00000000295	Equus_caballus
ENSMFAP00000044831	ENSMFAG00000035446	Macaca_fascicularis
ENSPTIP00000024435	ENSPTIG00000020482	Panthera_tigris_altaica
ENSZALP00000021654	ENSZALG00000016927	Zonotrichia_albicollis	ENSZALT00000028241
ENSCPGP00000010119	ENSCPGG00000007199	Calidris_pygmaea
