ENSLOCP00000009571	ENSLOCG00000007882	Lepisosteus_oculatus
ENSOCUP00000003265	ENSOCUG00000003769	Oryctolagus_cuniculus
ENSDORP00000006376	ENSDORG00000006807	Dipodomys_ordii
ENSEEUP00000011212	ENSEEUG00000012292	Erinaceus_europaeus
ENSLAFP00000005935	ENSLAFG00000007061	Loxodonta_africana
ENSLAFP00000026453	ENSLAFG00000031808	Loxodonta_africana
ENSETEP00000015203	ENSETEG00000018715	Echinops_telfairi
ENSSARP00000012229	ENSSARG00000013546	Sorex_araneus
ENSPCIP00000020737	ENSPCIG00000015761	Phascolarctos_cinereus
ENSVURP00010017036	ENSVURG00010013031	Vombatus_ursinus
ENSSHAP00000000162	ENSSHAG00000000135	Sarcophilus_harrisii
ENSMODP00000050880	ENSMODG00000002349	Monodelphis_domestica
ENSOANP00000022822	ENSOANG00000014479	Ornithorhynchus_anatinus
ENSXETP00000030000	ENSXETG00000007198	Xenopus_tropicalis
ENSSFOP00015021798	ENSSFOG00015014052	Scleropages_formosus	ENSSFOT00015022041
ENSPKIP00000001833	ENSPKIG00000019967	Paramormyrops_kingsleyae	ENSPKIT00000025765
ENSAMXP00005017565	ENSAMXG00005009167	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000045530	ENSAMXG00000040310	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000026758	ENSPNAG00000012092	Pygocentrus_nattereri
ENSIPUP00000003865	ENSIPUG00000002734	Ictalurus_punctatus
ENSEEEP00000016705	ENSEEEG00000008279	Electrophorus_electricus
ENSDARP00000072739	ENSDARG00000055876	Danio_rerio
ENSCHAP00000049222	ENSCHAG00000022621	Clupea_harengus
ENSDCDP00000028100	ENSDCDG00000020357	Denticeps_clupeoides
ENSORLP00020014025	ENSORLG00020014996	Oryzias_latipes_ASM223471v1
ENSORLP00000010006	ENSORLG00000007977	Oryzias_latipes_ASM223467v1
ENSORLP00015030863	ENSORLG00015014794	Oryzias_latipes_ASM223469v1
ENSOMEP00000022845	ENSOMEG00000002617	Oryzias_melastigma
ENSPMGP00000022318	ENSPMGG00000018050	Periophthalmus_magnuspinnatus
ENSLBEP00000000072	ENSLBEG00000000063	Labrus_bergylta
ENSAOCP00000005963	ENSAOCG00000009513	Amphiprion_ocellaris
ENSAPEP00000004268	ENSAPEG00000003085	Amphiprion_percula
ENSAPOP00000012128	ENSAPOG00000014767	Acanthochromis_polyacanthus
ENSSPAP00000005611	ENSSPAG00000004349	Stegastes_partitus
ENSPRNP00000013858	ENSPRNG00000007567	Parambassis_ranga
ENSFHEP00000026969	ENSFHEG00000010123	Fundulus_heteroclitus
ENSCVAP00000007888	ENSCVAG00000009600	Cyprinodon_variegatus
ENSXMAP00000007890	ENSXMAG00000007869	Xiphophorus_maculatus
ENSXCOP00000006837	ENSXCOG00000005279	Xiphophorus_couchianus
ENSGAFP00000020777	ENSGAFG00000014022	Gambusia_affinis
ENSPFOP00000007918	ENSPFOG00000007964	Poecilia_formosa
ENSPLAP00000022878	ENSPLAG00000007790	Poecilia_latipinna
ENSPMEP00000002185	ENSPMEG00000003202	Poecilia_mexicana
ENSPREP00000000110	ENSPREG00000000106	Poecilia_reticulata
ENSKMAP00000007243	ENSKMAG00000005432	Kryptolebias_marmoratus
ENSGWIP00000035652	ENSGWIG00000018421	Gouania_willdenowi
ENSACLP00000039585	ENSACLG00000026690	Astatotilapia_calliptera
ENSPNYP00000019234	ENSPNYG00000014543	Pundamilia_nyererei
ENSHBUP00000009718	ENSHBUG00000011271	Haplochromis_burtoni
ENSMZEP00005010616	ENSMZEG00005007983	Maylandia_zebra
ENSNBRP00000008266	ENSNBRG00000006453	Neolamprologus_brichardi
ENSONIP00000012726	ENSONIG00000010120	Oreochromis_niloticus
ENSACIP00000006583	ENSACIG00000005151	Amphilophus_citrinellus
ENSTRUP00000040277	ENSTRUG00000015761	Takifugu_rubripes
ENSTNIP00000006931	ENSTNIG00000004302	Tetraodon_nigroviridis
ENSHCOP00000020522	ENSHCOG00000006669	Hippocampus_comes
ENSMALP00000025325	ENSMALG00000017622	Monopterus_albus
ENSCSEP00000018592	ENSCSEG00000011912	Cynoglossus_semilaevis
ENSATEP00000015529	ENSATEG00000010790	Anabas_testudineus
ENSBSLP00000028812	ENSBSLG00000014426	Betta_splendens
ENSMAMP00000018914	ENSMAMG00000012760	Mastacembelus_armatus
ENSSLDP00000006481	ENSSLDG00000005170	Seriola_lalandi_dorsalis
ENSSDUP00000026570	ENSSDUG00000019270	Seriola_dumerili
ENSLCAP00010038278	ENSLCAG00010017935	Lates_calcarifer
ENSSMAP00000004678	ENSSMAG00000002893	Scophthalmus_maximus
ENSCGOP00000035181	ENSCGOG00000016313	Cottoperca_gobio
ENSLCRP00005048566	ENSLCRG00005018343	Larimichthys_crocea
ENSMMOP00000006775	ENSMMOG00000005287	Mola_mola
ENSGACP00000022432	ENSGACG00000016984	Gasterosteus_aculeatus
ENSGMOP00000001107	ENSGMOG00000001072	Gadus_morhua
ENSELUP00000004810	ENSELUG00000005920	Esox_lucius
ENSHHUP00000078011	ENSHHUG00000045546	Hucho_hucho
ENSCPRP00005016186	ENSCPRG00005011293	Crocodylus_porosus
ENSCPRP00005016223	ENSCPRG00005011310	Crocodylus_porosus
ENSSPUP00000021588	ENSSPUG00000016563	Sphenodon_punctatus
ENSEBUP00000026672	ENSEBUG00000016424	Eptatretus_burgeri
ENSCMIP00000013252	ENSCMIG00000006666	Callorhinchus_milii
ENSPMAP00000003643	ENSPMAG00000003341	Petromyzon_marinus
ENSOPRP00000001952	ENSOPRG00000002138	Ochotona_princeps
YGR060W_mRNA	YGR060W	Saccharomyces_cerevisiae_strain_S288C
