ENSBIXP00000015531	ENSBIXG00000020009	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSDUP00000003011	ENSSDUG00000002332	Seriola_dumerili
ENSSLDP00000021919	ENSSLDG00000017122	Seriola_lalandi_dorsalis
ENSLCAP00010014409	ENSLCAG00010006854	Lates_calcarifer
ENSMAMP00000022093	ENSMAMG00000014863	Mastacembelus_armatus
ENSCGOP00000015031	ENSCGOG00000007289	Cottoperca_gobio
ENSLCRP00005047523	ENSLCRG00005018003	Larimichthys_crocea
ENSFHEP00000015819	ENSFHEG00000017450	Fundulus_heteroclitus
ENSCVAP00000011077	ENSCVAG00000013292	Cyprinodon_variegatus
ENSXMAP00000012864	ENSXMAG00000012847	Xiphophorus_maculatus
ENSXCOP00000003393	ENSXCOG00000002676	Xiphophorus_couchianus
ENSGAFP00000019721	ENSGAFG00000013325	Gambusia_affinis
ENSPLAP00000015004	ENSPLAG00000018837	Poecilia_latipinna
ENSPLAP00000022006	ENSPLAG00000006207	Poecilia_latipinna
ENSPFOP00000017675	ENSPFOG00000017596	Poecilia_formosa
ENSPMEP00000033295	ENSPMEG00000021725	Poecilia_mexicana
ENSPREP00000013209	ENSPREG00000008977	Poecilia_reticulata
ENSLBEP00000020804	ENSLBEG00000015969	Labrus_bergylta
ENSGACP00000004732	ENSGACG00000003613	Gasterosteus_aculeatus
ENSMMOP00000017281	ENSMMOG00000013158	Mola_mola
ENSATEP00000032195	ENSATEG00000022165	Anabas_testudineus
ENSBSLP00000028178	ENSBSLG00000014048	Betta_splendens
ENSMALP00000022976	ENSMALG00000016009	Monopterus_albus
ENSCSEP00000006630	ENSCSEG00000004296	Cynoglossus_semilaevis
ENSAOCP00000007401	ENSAOCG00000011158	Amphiprion_ocellaris
ENSAPEP00000020276	ENSAPEG00000014485	Amphiprion_percula
ENSAPOP00000000205	ENSAPOG00000001392	Acanthochromis_polyacanthus
ENSSPAP00000028035	ENSSPAG00000021127	Stegastes_partitus
ENSPRNP00000001390	ENSPRNG00000000921	Parambassis_ranga
ENSPNYP00000028421	ENSPNYG00000021401	Pundamilia_nyererei
ENSMZEP00005009022	ENSMZEG00005006835	Maylandia_zebra
ENSACLP00000003153	ENSACLG00000002177	Astatotilapia_calliptera
ENSMZEP00005029441	ENSMZEG00005021965	Maylandia_zebra
ENSHBUP00000013646	ENSHBUG00000015499	Haplochromis_burtoni
ENSNBRP00000006188	ENSNBRG00000004879	Neolamprologus_brichardi
ENSONIP00000022643	ENSONIG00000017970	Oreochromis_niloticus
ENSACIP00000010510	ENSACIG00000008247	Amphilophus_citrinellus
ENSGWIP00000008134	ENSGWIG00000004788	Gouania_willdenowi
ENSHCOP00000011373	ENSHCOG00000000396	Hippocampus_comes
ENSPMGP00000010490	ENSPMGG00000008680	Periophthalmus_magnuspinnatus
ENSHHUP00000008277	ENSHHUG00000005074	Hucho_hucho
ENSHHUP00000016494	ENSHHUG00000010283	Hucho_hucho
ENSELUP00000002106	ENSELUG00000003479	Esox_lucius
ENSLOCP00000002099	ENSLOCG00000001817	Lepisosteus_oculatus
ENSECRP00000017025	ENSECRG00000011324	Erpetoichthys_calabaricus
ENSCMIP00000030565	ENSCMIG00000013144	Callorhinchus_milii
ENSPMAP00000004945	ENSPMAG00000004507	Petromyzon_marinus
ENSEBUP00000011604	ENSEBUG00000007427	Eptatretus_burgeri
ENSCSAVP00000013846	ENSCSAVG00000008119	Ciona_savignyi
