ENSAHAP00000009984	ENSAHAG00000007236	Apteryx_haastii
ENSAPOP00000008029	ENSAPOG00000010115	Acanthochromis_polyacanthus
ENSSPAP00000013464	ENSSPAG00000010203	Stegastes_partitus
ENSPRNP00000029114	ENSPRNG00000014522	Parambassis_ranga
ENSPNYP00000031165	ENSPNYG00000023501	Pundamilia_nyererei
ENSMZEP00005007452	ENSMZEG00005005694	Maylandia_zebra
ENSACLP00000024814	ENSACLG00000016868	Astatotilapia_calliptera
ENSHBUP00000005036	ENSHBUG00000006406	Haplochromis_burtoni
ENSNBRP00000005758	ENSNBRG00000004524	Neolamprologus_brichardi
ENSONIP00000000145	ENSONIG00000000117	Oreochromis_niloticus
ENSACIP00000015117	ENSACIG00000011751	Amphilophus_citrinellus
ENSKMAP00000017334	ENSKMAG00000012908	Kryptolebias_marmoratus
ENSLCRP00005036859	ENSLCRG00005014359	Larimichthys_crocea
ENSPMGP00000000392	ENSPMGG00000000395	Periophthalmus_magnuspinnatus
ENSGMOP00000007512	ENSGMOG00000007030	Gadus_morhua
ENSHHUP00000091583	ENSHHUG00000052824	Hucho_hucho
ENSHHUP00000062381	ENSHHUG00000036889	Hucho_hucho
ENSELUP00000009649	ENSELUG00000010222	Esox_lucius
ENSPKIP00000024607	ENSPKIG00000007769	Paramormyrops_kingsleyae
ENSSFOP00015005307	ENSSFOG00015003465	Scleropages_formosus
ENSLOCP00000016931	ENSLOCG00000013729	Lepisosteus_oculatus
ENSTNIP00000004240	ENSTNIG00000001865	Tetraodon_nigroviridis
ENSECRP00000032686	ENSECRG00000022144	Erpetoichthys_calabaricus
ENSCMIP00000037804	ENSCMIG00000015886	Callorhinchus_milii
