ENSPCIP00000024714	ENSPCIG00000018619	Phascolarctos_cinereus	ENSPCIT00000030446
ENSVURP00010005817	ENSVURG00010004519	Vombatus_ursinus	ENSVURT00010006577
ENSMEUP00000005366	ENSMEUG00000005874	Notamacropus_eugenii	ENSMEUT00000005891
ENSSHAP00000018732	ENSSHAG00000015903	Sarcophilus_harrisii	ENSSHAT00000018887
ENSMODP00000031563	ENSMODG00000003357	Monodelphis_domestica	ENSMODT00000033136
ENSMSIP00000034979	ENSMSIG00000029171	Mus_spicilegus
ENSCCAP00000003582	ENSCCAG00000018591	Cebus_capucinus_imitator
ENSCJAP00000022954	ENSCJAG00000037126	Callithrix_jacchus
ENSSBOP00000028040	ENSSBOG00000030409	Saimiri_boliviensis_boliviensis
ENSANAP00000003987	ENSANAG00000020051	Aotus_nancymaae
ENSJJAP00000017710	ENSJJAG00000019162	Jaculus_jaculus
ENSCGRP00000004506	ENSCGRG00000003313	Cricetulus_griseus_CriGri_1.0
ENSCLAP00000015414	ENSCLAG00000010608	Chinchilla_lanigera
ENSMICP00000007780	ENSMICG00000008538	Microcebus_murinus
ENSPPRP00000023423	ENSPPRG00000013704	Panthera_pardus
ENSFCAP00000058038	ENSFCAG00000022073	Felis_catus
ENSPVAP00000016363	ENSPVAG00000017343	Pteropus_vampyrus
ENSTTRP00000015824	ENSTTRG00000016692	Tursiops_truncatus
ENSSSCP00000052068	ENSSSCG00000009873	Sus_scrofa_strain_reference
ENSBIXP00005042202	ENSBIXG00005025525	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000032154	ENSBIXG00000014624	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000022253	ENSBTAG00000016738	Bos_taurus
ENSCHIP00000019713	ENSCHIG00000018624	Capra_hircus
ENSECAP00000024999	ENSECAG00000028399	Equus_caballus
ENSEASP00005013619	ENSEASG00005009513	Equus_asinus_asinus
ENSCAFP00020022313	ENSCAFG00020017631	Canis_lupus_dingo
ENSNVIP00000019597	ENSNVIG00000015371	Neovison_vison
ENSUPAP00010010582	ENSUPAG00010008557	Urocitellus_parryii
ENSOPRP00000010884	ENSOPRG00000011918	Ochotona_princeps
ENSPSMP00000001858	ENSPSMG00000001408	Prolemur_simus
ENSPCOP00000005558	ENSPCOG00000013719	Propithecus_coquereli
ENSOGAP00000019120	ENSOGAG00000030292	Otolemur_garnettii
ENSHGLP00000027107	ENSHGLG00000019279	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100022244	ENSHGLG00100016375	Heterocephalus_glaber_HetGla_1.0
ENSODEP00000018256	ENSODEG00000013450	Octodon_degus
ENSLAFP00000011785	ENSLAFG00000014074	Loxodonta_africana
ENSUAMP00000037508	ENSUAMG00000028390	Ursus_americanus
ENSVVUP00000014074	ENSVVUG00000010313	Vulpes_vulpes
ENSMLUP00000021299	ENSMLUG00000022541	Myotis_lucifugus
ENSMLEP00000038295	ENSMLEG00000043212	Mandrillus_leucophaeus
ENSCANP00000005417	ENSCANG00000018528	Colobus_angolensis_palliatus
ENSSDAP00000018878	ENSSDAG00000017211	Spermophilus_dauricus
ENSBMUP00000025859	ENSBMUG00000019359	Bos_mutus
ENSMPUP00000002530	ENSMPUG00000002559	Mustela_putorius_furo
ENSAMEP00000009356	ENSAMEG00000008870	Ailuropoda_melanoleuca
ENSPTIP00000017541	ENSPTIG00000015944	Panthera_tigris_altaica
ENSUMAP00000013795	ENSUMAG00000010156	Ursus_maritimus
ENSTSYP00000022831	ENSTSYG00000032599	Carlito_syrichta
ENSBBBP00000005267	ENSBBBG00000014016	Bison_bison_bison
ENSMMMP00000025421	ENSMMMG00000022271	Marmota_marmota_marmota
ENSFDAP00000022176	ENSFDAG00000007169	Fukomys_damarensis
ENSPEMP00000017283	ENSPEMG00000016244	Peromyscus_maniculatus_bairdii
ENSPCAP00000007745	ENSPCAG00000008278	Procavia_capensis
ENSDNOP00000017712	ENSDNOG00000043027	Dasypus_novemcinctus
ENSOANP00000001687	ENSOANG00000001059	Ornithorhynchus_anatinus
ENSGAGP00000031734	ENSGAGG00000022796	Gopherus_agassizii
ENSCABP00000023343	ENSCABG00000017209	Chelonoidis_abingdonii
ENSCPBP00000025273	ENSCPBG00000017991	Chrysemys_picta_bellii
ENSCPRP00005009849	ENSCPRG00005007030	Crocodylus_porosus
ENSPVIP00000002839	ENSPVIG00000002401	Pogona_vitticeps
ENSACAP00000004423	ENSACAG00000004510	Anolis_carolinensis
ENSNSUP00000028192	ENSNSUG00000020095	Notechis_scutatus
ENSSMRP00000018677	ENSSMRG00000014540	Salvator_merianae
ENSSPUP00000010733	ENSSPUG00000008254	Sphenodon_punctatus
ENSPSIP00000004790	ENSPSIG00000004482	Pelodiscus_sinensis
ENSAPLP00000003288	ENSAPLG00000003785	Anas_platyrhynchos_platyrhynchos
ENSABRP00000022497	ENSABRG00000019024	Anser_brachyrhynchus
ENSCJPP00005019281	ENSCJPG00005015655	Coturnix_japonica
ENSMGAP00000005287	ENSMGAG00000005352	Meleagris_gallopavo
ENSGALP00000042395	ENSGALG00000027897	Gallus_gallus
ENSNMEP00000027069	ENSNMEG00000022691	Numida_meleagris
ENSCPGP00000019394	ENSCPGG00000013581	Calidris_pygmaea
ENSCPUP00000002064	ENSCPUG00000001581	Calidris_pugnax
ENSFALP00000007409	ENSFALG00000007097	Ficedula_albicollis
ENSJHYP00000006829	ENSJHYG00000005480	Junco_hyemalis
ENSLCOP00000000606	ENSLCOG00000000538	Lepidothrix_coronata
ENSLSDP00000018368	ENSLSDG00000013096	Lonchura_striata_domestica
ENSPMJP00000025820	ENSPMJG00000018893	Parus_major
ENSAHAP00000014975	ENSAHAG00000010789	Apteryx_haastii
ENSARWP00000013610	ENSARWG00000009411	Apteryx_rowi
ENSAOWP00000007514	ENSAOWG00000005145	Apteryx_owenii
ENSDNVP00000009305	ENSDNVG00000006533	Dromaius_novaehollandiae
ENSNPEP00000019687	ENSNPEG00000014661	Nothoprocta_perdicaria
ENSPSIP00000006401	ENSPSIG00000005919	Pelodiscus_sinensis
ENSLACP00000001339	ENSLACG00000001202	Latimeria_chalumnae
ENSOARP00000008261	ENSOARG00000007699	Ovis_aries
ENSAPEP00000016873	ENSAPEG00000012058	Amphiprion_percula
ENSSLDP00000005911	ENSSLDG00000004732	Seriola_lalandi_dorsalis
ENSDCDP00000010654	ENSDCDG00000005327	Denticeps_clupeoides
ENSMAMP00000009352	ENSMAMG00000006310	Mastacembelus_armatus
ENSSMAP00000006789	ENSSMAG00000004183	Scophthalmus_maximus
ENSCGOP00000013591	ENSCGOG00000006554	Cottoperca_gobio
ENSLBEP00000030663	ENSLBEG00000023144	Labrus_bergylta
ENSGWIP00000012021	ENSGWIG00000007021	Gouania_willdenowi
ENSTRUP00000018519	ENSTRUG00000007477	Takifugu_rubripes
ENSTNIP00000007586	ENSTNIG00000004921	Tetraodon_nigroviridis
ENSGACP00000015799	ENSGACG00000011938	Gasterosteus_aculeatus
ENSCSEP00000028377	ENSCSEG00000018153	Cynoglossus_semilaevis
ENSGAFP00000013252	ENSGAFG00000008929	Gambusia_affinis
ENSXMAP00000015145	ENSXMAG00000015100	Xiphophorus_maculatus
ENSPFOP00000017244	ENSPFOG00000017139	Poecilia_formosa
ENSPMEP00000000653	ENSPMEG00000001469	Poecilia_mexicana
ENSPLAP00000025417	ENSPLAG00000012418	Poecilia_latipinna
ENSPREP00000015883	ENSPREG00000010704	Poecilia_reticulata
ENSCVAP00000027679	ENSCVAG00000014244	Cyprinodon_variegatus
ENSFHEP00000000939	ENSFHEG00000001699	Fundulus_heteroclitus
ENSKMAP00000002955	ENSKMAG00000002279	Kryptolebias_marmoratus
ENSORLP00000041295	ENSORLG00000013147	Oryzias_latipes_ASM223467v1
ENSORLP00015032428	ENSORLG00015017259	Oryzias_latipes_ASM223469v1
ENSORLP00020002346	ENSORLG00020003110	Oryzias_latipes_ASM223471v1
ENSOMEP00000029856	ENSOMEG00000013775	Oryzias_melastigma
ENSPRNP00000003299	ENSPRNG00000001975	Parambassis_ranga
ENSXCOP00000020728	ENSXCOG00000015539	Xiphophorus_couchianus
ENSMZEP00005012665	ENSMZEG00005009510	Maylandia_zebra
ENSACLP00000019299	ENSACLG00000013095	Astatotilapia_calliptera
ENSHBUP00000030538	ENSHBUG00000015639	Haplochromis_burtoni
ENSPNYP00000024965	ENSPNYG00000018828	Pundamilia_nyererei
ENSNBRP00000009286	ENSNBRG00000007238	Neolamprologus_brichardi
ENSONIP00000013666	ENSONIG00000010864	Oreochromis_niloticus
ENSACIP00000026854	ENSACIG00000020792	Amphilophus_citrinellus
ENSMMOP00000020529	ENSMMOG00000015612	Mola_mola
ENSBSLP00000045821	ENSBSLG00000021741	Betta_splendens
ENSSDUP00000030884	ENSSDUG00000022242	Seriola_dumerili
ENSSLDP00000016103	ENSSLDG00000012774	Seriola_lalandi_dorsalis
ENSLCAP00010052912	ENSLCAG00010024615	Lates_calcarifer
ENSATEP00000030541	ENSATEG00000021092	Anabas_testudineus
ENSMALP00000029234	ENSMALG00000020228	Monopterus_albus
ENSLCRP00005011571	ENSLCRG00005005198	Larimichthys_crocea
ENSAPEP00000014805	ENSAPEG00000010530	Amphiprion_percula
ENSAOCP00000015008	ENSAOCG00000019756	Amphiprion_ocellaris
ENSAPOP00000032592	ENSAPOG00000020644	Acanthochromis_polyacanthus
ENSSPAP00000015952	ENSSPAG00000012014	Stegastes_partitus
ENSHCOP00000012232	ENSHCOG00000015233	Hippocampus_comes
ENSPMGP00000028717	ENSPMGG00000023113	Periophthalmus_magnuspinnatus
ENSGMOP00000017294	ENSGMOG00000016117	Gadus_morhua
ENSHHUP00000060613	ENSHHUG00000035897	Hucho_hucho
ENSHHUP00000032323	ENSHHUG00000020513	Hucho_hucho
ENSELUP00000041399	ENSELUG00000022273	Esox_lucius
ENSAMXP00005050979	ENSAMXG00005023073	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000048072	ENSAMXG00000035252	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000000449	ENSPNAG00000000261	Pygocentrus_nattereri
ENSEEEP00000010346	ENSEEEG00000005236	Electrophorus_electricus
ENSDARP00000135888	ENSDARG00000102042	Danio_rerio
ENSDCDP00000010142	ENSDCDG00000005026	Denticeps_clupeoides
ENSCHAP00000006056	ENSCHAG00000003678	Clupea_harengus
ENSSFOP00015006617	ENSSFOG00015004355	Scleropages_formosus
ENSSFOP00015006653	ENSSFOG00015004377	Scleropages_formosus
ENSPKIP00000006422	ENSPKIG00000022703	Paramormyrops_kingsleyae
ENSLOCP00000009922	ENSLOCG00000008172	Lepisosteus_oculatus
ENSECRP00000029995	ENSECRG00000020366	Erpetoichthys_calabaricus
ENSCMIP00000015353	ENSCMIG00000007495	Callorhinchus_milii
ENSXETP00000004967	ENSXETG00000003427	Xenopus_tropicalis
ENSPMAP00000003542	ENSPMAG00000003244	Petromyzon_marinus
ENSEBUP00000014787	ENSEBUG00000009318	Eptatretus_burgeri
