ENSMEUP00000005369	ENSMEUG00000005880	Notamacropus_eugenii
ENSCGRP00015021318	ENSCGRG00015016250	Cricetulus_griseus_CriGri-PICR
ENSPCAP00000008544	ENSPCAG00000009143	Procavia_capensis
ENSSMAP00000000973	ENSSMAG00000000615	Scophthalmus_maximus
ENSPREP00000026295	ENSPREG00000017778	Poecilia_reticulata
ENSPANP00000018037	ENSPANG00000016255	Papio_anubis
ENSGAGP00000024731	ENSGAGG00000018053	Gopherus_agassizii
ENSBIXP00000018083	ENSBIXG00000021977	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMODP00000052058	ENSMODG00000018186	Monodelphis_domestica
ENSATEP00000033199	ENSATEG00000022882	Anabas_testudineus
ENSSTOP00000003394	ENSSTOG00000003786	Ictidomys_tridecemlineatus
ENSGMOP00000014296	ENSGMOG00000013368	Gadus_morhua
ENSAPOP00000022097	ENSAPOG00000003082	Acanthochromis_polyacanthus
ENSTNIP00000007151	ENSTNIG00000004504	Tetraodon_nigroviridis
ENSEBUP00000002438	ENSEBUG00000001889	Eptatretus_burgeri
ENSDARP00000120058	ENSDARG00000021241	Danio_rerio
ENSMMMP00000011780	ENSMMMG00000010538	Marmota_marmota_marmota
ENSHGLP00100019229	ENSHGLG00100014178	Heterocephalus_glaber_HetGla_1.0
ENSSDAP00000011673	ENSSDAG00000010536	Spermophilus_dauricus
ENSMLUP00000009680	ENSMLUG00000010623	Myotis_lucifugus
ENSPMJP00000014246	ENSPMJG00000010812	Parus_major
ENSUMAP00000035227	ENSUMAG00000025323	Ursus_maritimus
ENSSARP00000005905	ENSSARG00000006495	Sorex_araneus
ENSAPEP00000033692	ENSAPEG00000023934	Amphiprion_percula
ENSCHIP00000003540	ENSCHIG00000007634	Capra_hircus
ENSETEP00000012158	ENSETEG00000015005	Echinops_telfairi
ENSCHAP00000061000	ENSCHAG00000027220	Clupea_harengus
ENSDNVP00000001428	ENSDNVG00000001039	Dromaius_novaehollandiae	ENSDNVT00000001693
ENSSPAP00000022794	ENSSPAG00000017216	Stegastes_partitus
ENSTNIP00000001820	ENSTNIG00000001015	Tetraodon_nigroviridis
ENSNPEP00000002959	ENSNPEG00000002276	Nothoprocta_perdicaria	ENSNPET00000003016
ENSLCOP00000001755	ENSLCOG00000001399	Lepidothrix_coronata
ENSXCOP00000023099	ENSXCOG00000017258	Xiphophorus_couchianus
ENSCCNP00000014401	ENSCCNG00000014891	Castor_canadensis
ENSTTRP00000014622	ENSTTRG00000015431	Tursiops_truncatus
ENSAOCP00000019887	ENSAOCG00000003598	Amphiprion_ocellaris
ENSABRP00000011056	ENSABRG00000009943	Anser_brachyrhynchus
ENSLAFP00000001235	ENSLAFG00000001482	Loxodonta_africana
ENSHHUP00000038241	ENSHHUG00000023902	Hucho_hucho
ENSCPUP00000010022	ENSCPUG00000007095	Calidris_pugnax
ENSPVIP00000018908	ENSPVIG00000014463	Pogona_vitticeps
ENSVVUP00000030440	ENSVVUG00000022218	Vulpes_vulpes
ENSFHEP00000014914	ENSFHEG00000016528	Fundulus_heteroclitus
ENSSPAP00000017998	ENSSPAG00000013594	Stegastes_partitus
ENSPCIP00000007204	ENSPCIG00000006117	Phascolarctos_cinereus
ENSCHAP00000057573	ENSCHAG00000025996	Clupea_harengus
ENSGAFP00000002016	ENSGAFG00000001389	Gambusia_affinis
ENSACIP00000004872	ENSACIG00000003839	Amphilophus_citrinellus
ENSLACP00000008564	ENSLACG00000007575	Latimeria_chalumnae
ENSPSIP00000009533	ENSPSIG00000008677	Pelodiscus_sinensis
ENSGMOP00000020615	ENSGMOG00000019168	Gadus_morhua
ENSMMOP00000006999	ENSMMOG00000005441	Mola_mola
ENSMVIP00005016202	ENSMVIG00005011642	Manacus_vitellinus
ENSJHYP00000024237	ENSJHYG00000018217	Junco_hyemalis
ENSRROP00000033535	ENSRROG00000040341	Rhinopithecus_roxellana
MGP_SPRETEiJ_P0043494	MGP_SPRETEiJ_G0021651	Mus_spretus_strain_SPRET/EiJ
ENSPSMP00000026216	ENSPSMG00000018393	Prolemur_simus
ENSPFOP00000010029	ENSPFOG00000010016	Poecilia_formosa
ENSMOCP00000017590	ENSMOCG00000016142	Microtus_ochrogaster
ENSPREP00000010086	ENSPREG00000006871	Poecilia_reticulata
ENSCSAP00000003270	ENSCSAG00000006990	Chlorocebus_sabaeus
ENSMZEP00005008321	ENSMZEG00005006340	Maylandia_zebra
ENSBIXP00005032382	ENSBIXG00005012964	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCCAP00000003173	ENSCCAG00000017671	Cebus_capucinus_imitator
ENSDORP00000020430	ENSDORG00000003342	Dipodomys_ordii
ENSDCDP00000029179	ENSDCDG00000020815	Denticeps_clupeoides
ENSCVAP00000028534	ENSCVAG00000015665	Cyprinodon_variegatus
ENSHGLP00000019494	ENSHGLG00000013963	Heterocephalus_glaber_HetGla_female_1.0
ENSTRUP00000025942	ENSTRUG00000010310	Takifugu_rubripes
ENSOARP00000021108	ENSOARG00000019655	Ovis_aries
ENSELUP00000024546	ENSELUG00000023306	Esox_lucius
ENSCSEP00000015388	ENSCSEG00000009876	Cynoglossus_semilaevis
ENSLSDP00000008301	ENSLSDG00000006210	Lonchura_striata_domestica
ENSPMGP00000004933	ENSPMGG00000004167	Periophthalmus_magnuspinnatus
ENSSCAP00000012727	ENSSCAG00000009501	Serinus_canaria
ENSEASP00005018050	ENSEASG00005012458	Equus_asinus_asinus
ENSCPOP00000002906	ENSCPOG00000003209	Cavia_porcellus
ENSRNOP00000059779	ENSRNOG00000001525	Rattus_norvegicus
ENSPNAP00000021892	ENSPNAG00000004517	Pygocentrus_nattereri
ENSELUP00000009121	ENSELUG00000009685	Esox_lucius
ENSSDUP00000006516	ENSSDUG00000004798	Seriola_dumerili
ENSAPOP00000006948	ENSAPOG00000008843	Acanthochromis_polyacanthus
ENSFHEP00000001814	ENSFHEG00000002577	Fundulus_heteroclitus
ENSEEUP00000010475	ENSEEUG00000011501	Erinaceus_europaeus
ENSATEP00000029328	ENSATEG00000020233	Anabas_testudineus
ENSAMXP00000033239	ENSAMXG00000020106	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSECRP00000001141	ENSECRG00000000785	Erpetoichthys_calabaricus
ENSHCOP00000024437	ENSHCOG00000013786	Hippocampus_comes
ENSSPUP00000009188	ENSSPUG00000007140	Sphenodon_punctatus
ENSPKIP00000004597	ENSPKIG00000021637	Paramormyrops_kingsleyae
ENSHHUP00000069609	ENSHHUG00000041002	Hucho_hucho
ENSACIP00000004908	ENSACIG00000003857	Amphilophus_citrinellus
ENSPPRP00000027511	ENSPPRG00000019104	Panthera_pardus
ENSPMGP00000010896	ENSPMGG00000009034	Periophthalmus_magnuspinnatus
ENSCPBP00000003548	ENSCPBG00000002888	Chrysemys_picta_bellii
ENSMUNP00000005867	ENSMUNG00000004767	Melopsittacus_undulatus
ENSMLEP00000032799	ENSMLEG00000040588	Mandrillus_leucophaeus
ENSKMAP00000030075	ENSKMAG00000022220	Kryptolebias_marmoratus
ENSCGOP00000043009	ENSCGOG00000019436	Cottoperca_gobio
ENSMNEP00000024767	ENSMNEG00000035905	Macaca_nemestrina
MGP_CAROLIEiJ_P0041616	MGP_CAROLIEiJ_G0020752	Mus_caroli_strain_CAROLI_EIJ
ENSPPAP00000007245	ENSPPAG00000026405	Pan_paniscus
ENSDARP00000155976	ENSDARG00000109783	Danio_rerio
ENSORLP00015012834	ENSORLG00015013715	Oryzias_latipes_ASM223469v1
ENSMUSP00000023478	ENSMUSG00000022790	Mus_musculus_strain_reference_(CL57BL6)
ENSBSLP00000032605	ENSBSLG00000015952	Betta_splendens
ENSMFAP00000013884	ENSMFAG00000029911	Macaca_fascicularis
ENSXETP00000032486	ENSXETG00000010888	Xenopus_tropicalis
ENSMMOP00000024642	ENSMMOG00000018737	Mola_mola
ENSMSIP00000019526	ENSMSIG00000016611	Mus_spicilegus
ENSMAMP00000027612	ENSMAMG00000018566	Mastacembelus_armatus
ENSMICP00000051069	ENSMICG00000049356	Microcebus_murinus
ENSLOCP00000003319	ENSLOCG00000002821	Lepisosteus_oculatus
ENSCMIP00000012033	ENSCMIG00000006198	Callorhinchus_milii
ENSECAP00000046269	ENSECAG00000010048	Equus_caballus
ENSNLEP00000034784	ENSNLEG00000004791	Nomascus_leucogenys
ENSNSUP00000014704	ENSNSUG00000010885	Notechis_scutatus
MGP_PahariEiJ_P0028993	MGP_PahariEiJ_G0016452	Mus_pahari_strain_PAHARI_EIJ
ENSDCDP00000009081	ENSDCDG00000004566	Denticeps_clupeoides
ENSFCAP00000027241	ENSFCAG00000029999	Felis_catus
ENSXMAP00000022516	ENSXMAG00000022473	Xiphophorus_maculatus
ENSUPAP00010025112	ENSUPAG00010019883	Urocitellus_parryii
ENSBBBP00000022187	ENSBBBG00000015958	Bison_bison_bison
ENSAOWP00000020390	ENSAOWG00000013797	Apteryx_owenii	ENSAOWT00000023108
ENSSMRP00000007773	ENSSMRG00000006236	Salvator_merianae
ENSVURP00010019201	ENSVURG00010014633	Vombatus_ursinus
ENSSMRP00000017662	ENSSMRG00000013771	Salvator_merianae
ENSNVIP00000014388	ENSNVIG00000011261	Neovison_vison
ENSANAP00000015740	ENSANAG00000025753	Aotus_nancymaae
ENSCJAP00000016775	ENSCJAG00000009128	Callithrix_jacchus
ENSSLDP00000022723	ENSSLDG00000017727	Seriola_lalandi_dorsalis
ENSNGAP00000011469	ENSNGAG00000013606	Nannospalax_galili
ENSORLP00020009415	ENSORLG00020010321	Oryzias_latipes_ASM223471v1
ENSBMUP00000001875	ENSBMUG00000001499	Bos_mutus
ENSMGAP00000015142	ENSMGAG00000014313	Meleagris_gallopavo
ENSCAPP00000011108	ENSCAPG00000012233	Cavia_aperea
ENSARWP00000019019	ENSARWG00000013060	Apteryx_rowi	ENSARWT00000021602
ENSMZEP00005025070	ENSMZEG00005018718	Maylandia_zebra
ENSCPGP00000012782	ENSCPGG00000009083	Calidris_pygmaea
ENSLOCP00000003131	ENSLOCG00000002662	Lepisosteus_oculatus
ENSPNYP00000003042	ENSPNYG00000002373	Pundamilia_nyererei
ENSSHAP00000013674	ENSSHAG00000011688	Sarcophilus_harrisii
ENSCCEP00000016241	ENSCCEG00000015215	Cyanistes_caeruleus
ENSCSEP00000006692	ENSCSEG00000004333	Cynoglossus_semilaevis
ENSSFOP00015033562	ENSSFOG00015021420	Scleropages_formosus
ENSAMXP00005010870	ENSAMXG00005006018	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSIPUP00000029250	ENSIPUG00000019758	Ictalurus_punctatus
ENSTRUP00000048763	ENSTRUG00000023665	Takifugu_rubripes
ENSPCOP00000015989	ENSPCOG00000019747	Propithecus_coquereli
ENSLCRP00005016523	ENSLCRG00005006881	Larimichthys_crocea
ENSPKIP00000001178	ENSPKIG00000019572	Paramormyrops_kingsleyae
ENSXMAP00000028369	ENSXMAG00000011998	Xiphophorus_maculatus
ENSRBIP00000021764	ENSRBIG00000034833	Rhinopithecus_bieti
ENSSLDP00000025971	ENSSLDG00000020177	Seriola_lalandi_dorsalis
ENSNMEP00000019817	ENSNMEG00000017038	Numida_meleagris
ENSHHUP00000058737	ENSHHUG00000034947	Hucho_hucho
ENSCGRP00001022572	ENSCGRG00001021078	Cricetulus_griseus_CHOK1GS_HDv1
ENSTSYP00000025079	ENSTSYG00000032691	Carlito_syrichta
ENSSMAP00000017386	ENSSMAG00000010658	Scophthalmus_maximus
ENSGALP00000067980	ENSGALG00000015084	Gallus_gallus
ENSSFOP00015028651	ENSSFOG00015018397	Scleropages_formosus
ENSCPBP00000012094	ENSCPBG00000009167	Chrysemys_picta_bellii
ENSLCRP00005039185	ENSLCRG00005015177	Larimichthys_crocea
ENSCPRP00005005250	ENSCPRG00005003768	Crocodylus_porosus
ENSPPYP00000015121	ENSPPYG00000013521	Pongo_abelii
ENSPNYP00000017471	ENSPNYG00000013222	Pundamilia_nyererei
ENSHCOP00000015516	ENSHCOG00000019156	Hippocampus_comes
ENSAMXP00005037916	ENSAMXG00005017966	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCLAP00000023797	ENSCLAG00000016334	Chinchilla_lanigera
ENSZALP00000023368	ENSZALG00000018079	Zonotrichia_albicollis
ENSHBUP00000002444	ENSHBUG00000003655	Haplochromis_burtoni
ENSP00000377370	ENSG00000144847	Homo_sapiens
ENSACLP00000014408	ENSACLG00000009814	Astatotilapia_calliptera
ENSATEP00000030606	ENSATEG00000021138	Anabas_testudineus
ENSOMEP00000033520	ENSOMEG00000019577	Oryzias_melastigma
ENSGWIP00000002783	ENSGWIG00000001506	Gouania_willdenowi
ENSDNOP00000025062	ENSDNOG00000030757	Dasypus_novemcinctus
ENSTBEP00000001734	ENSTBEG00000002006	Tupaia_belangeri
ENSORLP00015017398	ENSORLG00015018429	Oryzias_latipes_ASM223469v1
ENSCVAP00000010970	ENSCVAG00000013165	Cyprinodon_variegatus
ENSLCAP00010019873	ENSLCAG00010009373	Lates_calcarifer
ENSEEEP00000018849	ENSEEEG00000009257	Electrophorus_electricus
ENSOANP00000031683	ENSOANG00000028806	Ornithorhynchus_anatinus
ENSNBRP00000008549	ENSNBRG00000006693	Neolamprologus_brichardi
ENSCANP00000037220	ENSCANG00000042281	Colobus_angolensis_palliatus
ENSONIP00000006239	ENSONIG00000004961	Oreochromis_niloticus
ENSPEMP00000013839	ENSPEMG00000013802	Peromyscus_maniculatus_bairdii
ENSPRNP00000008100	ENSPRNG00000004837	Parambassis_ranga
ENSPRNP00000026723	ENSPRNG00000013416	Parambassis_ranga
ENSPLAP00000010335	ENSPLAG00000013227	Poecilia_latipinna
