ENSHCOP00000005038	ENSHCOG00000006638	Hippocampus_comes
ENSPPYP00000013315	ENSPPYG00000011929	Pongo_abelii
ENSAMXP00005002616	ENSAMXG00005001476	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSSPAP00000010421	ENSSPAG00000007905	Stegastes_partitus
ENSMSIP00000021955	ENSMSIG00000018648	Mus_spicilegus
ENSCHAP00000005482	ENSCHAG00000003054	Clupea_harengus
ENSMFAP00000041376	ENSMFAG00000041430	Macaca_fascicularis
ENSMMUP00000057805	ENSMMUG00000004131	Macaca_mulatta
ENSCPOP00000023591	ENSCPOG00000032175	Cavia_porcellus
ENSSHAP00000007374	ENSSHAG00000006410	Sarcophilus_harrisii
ENSP00000251993	ENSG00000100364	Homo_sapiens
ENSTRUP00000053567	ENSTRUG00000000520	Takifugu_rubripes
ENSEEUP00000005097	ENSEEUG00000005581	Erinaceus_europaeus
ENSLACP00000009941	ENSLACG00000008762	Latimeria_chalumnae
ENSCMIP00000032904	ENSCMIG00000014059	Callorhinchus_milii
ENSNLEP00000045367	ENSNLEG00000034466	Nomascus_leucogenys
ENSEBUP00000008757	ENSEBUG00000005662	Eptatretus_burgeri	ENSEBUT00000009268
ENSCCNP00000028615	ENSCCNG00000027537	Castor_canadensis
FBpp0086128	FBgn0034184	Drosophila_melanogaster
ENSPPRP00000013740	ENSPPRG00000006875	Panthera_pardus
ENSRBIP00000016114	ENSRBIG00000032111	Rhinopithecus_bieti
ENSSLDP00000024914	ENSSLDG00000019389	Seriola_lalandi_dorsalis
ENSDARP00000133662	ENSDARG00000068830	Danio_rerio
ENSFALP00000002911	ENSFALG00000002797	Ficedula_albicollis
ENSSSCP00000042940	ENSSSCG00000000018	Sus_scrofa_strain_reference
ENSANAP00000028031	ENSANAG00000031867	Aotus_nancymaae
ENSFCAP00000003028	ENSFCAG00000003281	Felis_catus
ENSPMAP00000003385	ENSPMAG00000003113	Petromyzon_marinus
ENSUPAP00010001771	ENSUPAG00010001482	Urocitellus_parryii
ENSBIXP00005001959	ENSBIXG00005008397	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMEUP00000009339	ENSMEUG00000010235	Notamacropus_eugenii
ENSPVAP00000004047	ENSPVAG00000004274	Pteropus_vampyrus
ENSHGLP00100011637	ENSHGLG00100008631	Heterocephalus_glaber_HetGla_1.0
ENSDNOP00000034550	ENSDNOG00000040412	Dasypus_novemcinctus
ENSPKIP00000000280	ENSPKIG00000018993	Paramormyrops_kingsleyae
ENSMODP00000049536	ENSMODG00000048389	Monodelphis_domestica
ENSCJPP00005020010	ENSCJPG00005016167	Coturnix_japonica
ENSPCIP00000052619	ENSPCIG00000012457	Phascolarctos_cinereus
ENSPSMP00000016419	ENSPSMG00000011705	Prolemur_simus
ENSCJAP00000029950	ENSCJAG00000016255	Callithrix_jacchus
ENSSTOP00000022369	ENSSTOG00000028637	Ictidomys_tridecemlineatus
ENSCPRP00005003731	ENSCPRG00005002729	Crocodylus_porosus
ENSPNYP00000030251	ENSPNYG00000022791	Pundamilia_nyererei
ENSCPUP00000010327	ENSCPUG00000007335	Calidris_pugnax
ENSHHUP00000066636	ENSHHUG00000039293	Hucho_hucho
ENSIPUP00000017274	ENSIPUG00000011717	Ictalurus_punctatus
ENSJHYP00000011465	ENSJHYG00000008953	Junco_hyemalis
ENSMAUP00000025373	ENSMAUG00000021935	Mesocricetus_auratus
ENSAPEP00000034785	ENSAPEG00000024693	Amphiprion_percula
ENSECAP00000033152	ENSECAG00000023036	Equus_caballus
ENSSMAP00000008027	ENSSMAG00000004949	Scophthalmus_maximus
ENSCSEP00000006202	ENSCSEG00000004005	Cynoglossus_semilaevis
ENSLCOP00000014564	ENSLCOG00000010442	Lepidothrix_coronata
ENSCANP00000006711	ENSCANG00000022263	Colobus_angolensis_palliatus
ENSPFOP00000015631	ENSPFOG00000015526	Poecilia_formosa
ENSPTIP00000003788	ENSPTIG00000006422	Panthera_tigris_altaica
ENSAOCP00000002461	ENSAOCG00000005603	Amphiprion_ocellaris
ENSLAFP00000010678	ENSLAFG00000012771	Loxodonta_africana
ENSPTEP00000036840	ENSPTEG00000034557	Piliocolobus_tephrosceles
ENSMUGP00000000395	ENSMUGG00000000416	Meriones_unguiculatus
ENSPLAP00000022416	ENSPLAG00000006962	Poecilia_latipinna
ENSVVUP00000040035	ENSVVUG00000028591	Vulpes_vulpes
MGP_PahariEiJ_P0042672	MGP_PahariEiJ_G0020125	Mus_pahari_strain_PAHARI_EIJ
ENSNVIP00000027678	ENSNVIG00000021399	Neovison_vison
ENSOPRP00000002139	ENSOPRG00000002314	Ochotona_princeps
ENSSFOP00015017960	ENSSFOG00015011536	Scleropages_formosus
ENSOANP00000024899	ENSOANG00000015794	Ornithorhynchus_anatinus
ENSONIP00000009435	ENSONIG00000007482	Oreochromis_niloticus
ENSORLP00015002243	ENSORLG00015002897	Oryzias_latipes_ASM223469v1
ENSSPAP00000010360	ENSSPAG00000007881	Stegastes_partitus
ENSPEMP00000027117	ENSPEMG00000023019	Peromyscus_maniculatus_bairdii
ENSRROP00000033831	ENSRROG00000040478	Rhinopithecus_roxellana
ENSSCAP00000003777	ENSSCAG00000003132	Serinus_canaria
ENSGGOP00000017414	ENSGGOG00000001170	Gorilla_gorilla
ENSMUNP00000020464	ENSMUNG00000015580	Melopsittacus_undulatus
ENSGAFP00000027802	ENSGAFG00000018793	Gambusia_affinis
ENSATEP00000000792	ENSATEG00000000557	Anabas_testudineus
ENSLBEP00000020231	ENSLBEG00000015530	Labrus_bergylta
ENSBTAP00000059935	ENSBTAG00000006776	Bos_taurus
ENSDNVP00000001938	ENSDNVG00000001398	Dromaius_novaehollandiae
ENSABRP00000004264	ENSABRG00000003946	Anser_brachyrhynchus
ENSLOCP00000020415	ENSLOCG00000016527	Lepisosteus_oculatus
ENSCATP00000014463	ENSCATG00000031269	Cercocebus_atys
ENSUMAP00000027358	ENSUMAG00000019876	Ursus_maritimus
ENSAOWP00000013970	ENSAOWG00000009520	Apteryx_owenii
ENSEASP00005031901	ENSEASG00005021773	Equus_asinus_asinus
ENSPANP00000043576	ENSPANG00000009725	Papio_anubis
ENSFHEP00000024920	ENSFHEG00000006834	Fundulus_heteroclitus
ENSGAGP00000027555	ENSGAGG00000020023	Gopherus_agassizii
ENSCPBP00000034878	ENSCPBG00000024325	Chrysemys_picta_bellii
ENSPVIP00000013478	ENSPVIG00000010440	Pogona_vitticeps
ENSTTRP00000000908	ENSTTRG00000000964	Tursiops_truncatus
ENSPPAP00000027049	ENSPPAG00000036604	Pan_paniscus
ENSHHUP00000058959	ENSHHUG00000035052	Hucho_hucho
ENSHBUP00000033533	ENSHBUG00000020506	Haplochromis_burtoni
ENSLCAP00010011835	ENSLCAG00010005612	Lates_calcarifer
ENSAMXP00000017860	ENSAMXG00000017353	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000017860
ENSBIXP00000005303	ENSBIXG00000011518	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPKIP00000014535	ENSPKIG00000001561	Paramormyrops_kingsleyae
ENSXCOP00000017721	ENSXCOG00000013357	Xiphophorus_couchianus
ENSMMMP00000026192	ENSMMMG00000022944	Marmota_marmota_marmota
ENSTGUP00000012222	ENSTGUG00000011858	Taeniopygia_guttata
ENSSDUP00000017321	ENSSDUG00000012657	Seriola_dumerili
ENSCVAP00000006830	ENSCVAG00000008440	Cyprinodon_variegatus
ENSGMOP00000001040	ENSGMOG00000000999	Gadus_morhua
ENSEEEP00000044234	ENSEEEG00000020890	Electrophorus_electricus
ENSAPLP00000032568	ENSAPLG00000008316	Anas_platyrhynchos_platyrhynchos
ENSTGEP00000005601	ENSTGEG00000004649	Theropithecus_gelada
ENSSDAP00000005796	ENSSDAG00000005341	Spermophilus_dauricus
ENSDORP00000022231	ENSDORG00000009447	Dipodomys_ordii
ENSUAMP00000028044	ENSUAMG00000021673	Ursus_americanus
ENSCINP00000017664	ENSCING00000008650	Ciona_intestinalis
ENSCAPP00000012924	ENSCAPG00000013662	Cavia_aperea
ENSAMEP00000009524	ENSAMEG00000009051	Ailuropoda_melanoleuca
ENSELUP00000008494	ENSELUG00000009142	Esox_lucius
ENSPCOP00000016272	ENSPCOG00000019896	Propithecus_coquereli
ENSDCDP00000057262	ENSDCDG00000033462	Denticeps_clupeoides
ENSECRP00000010847	ENSECRG00000007197	Erpetoichthys_calabaricus
ENSPMJP00000013583	ENSPMJG00000010303	Parus_major
ENSCAFP00020011810	ENSCAFG00020009512	Canis_lupus_dingo
ENSMVIP00005012425	ENSMVIG00005009044	Manacus_vitellinus
ENSMPUP00000016150	ENSMPUG00000016254	Mustela_putorius_furo
ENSAHAP00000016005	ENSAHAG00000011411	Apteryx_haastii
ENSPSIP00000019452	ENSPSIG00000017248	Pelodiscus_sinensis
ENSMZEP00005025358	ENSMZEG00005018930	Maylandia_zebra
ENSZALP00000018639	ENSZALG00000014883	Zonotrichia_albicollis
ENSGALP00000022961	ENSGALG00000014226	Gallus_gallus
ENSCCEP00000004493	ENSCCEG00000004955	Cyanistes_caeruleus
ENSBSLP00000003385	ENSBSLG00000001818	Betta_splendens
ENSACAP00000015398	ENSACAG00000015647	Anolis_carolinensis
ENSLSDP00000007994	ENSLSDG00000005993	Lonchura_striata_domestica
ENSVURP00010031808	ENSVURG00010024304	Vombatus_ursinus
ENSGACP00000000749	ENSGACG00000000578	Gasterosteus_aculeatus
ENSOCUP00000001625	ENSOCUG00000001886	Oryctolagus_cuniculus
ENSSPUP00000023473	ENSSPUG00000018010	Sphenodon_punctatus
ENSPMEP00000005768	ENSPMEG00000007234	Poecilia_mexicana
ENSXMAP00000034814	ENSXMAG00000010316	Xiphophorus_maculatus
ENSCHIP00000015663	ENSCHIG00000016225	Capra_hircus
ENSMLUP00000001111	ENSMLUG00000001212	Myotis_lucifugus
ENSTNIP00000004910	ENSTNIG00000002399	Tetraodon_nigroviridis
ENSPTRP00000063837	ENSPTRG00000051816	Pan_troglodytes
ENSCPGP00000006449	ENSCPGG00000004639	Calidris_pygmaea
ENSMVIP00005013729	ENSMVIG00005009932	Manacus_vitellinus
ENSCLAP00000023979	ENSCLAG00000016457	Chinchilla_lanigera
ENSRNOP00000039129	ENSRNOG00000031269	Rattus_norvegicus
ENSORLP00020002869	ENSORLG00020003645	Oryzias_latipes_ASM223471v1
ENSAMXP00005007562	ENSAMXG00005004509	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMMOP00000007706	ENSMMOG00000005993	Mola_mola
ENSSMRP00000011701	ENSSMRG00000009198	Salvator_merianae
ENSSPAP00000006116	ENSSPAG00000004707	Stegastes_partitus
ENSCGRP00000006142	ENSCGRG00000004501	Cricetulus_griseus_CriGri_1.0
ENSOARP00000020774	ENSOARG00000019337	Ovis_aries
MGP_CAROLIEiJ_P0039321	MGP_CAROLIEiJ_G0020120	Mus_caroli_strain_CAROLI_EIJ
ENSBBBP00000019629	ENSBBBG00000013049	Bison_bison_bison
ENSLBEP00000000353	ENSLBEG00000000275	Labrus_bergylta
ENSCCAP00000035861	ENSCCAG00000035840	Cebus_capucinus_imitator
ENSNPEP00000007507	ENSNPEG00000005582	Nothoprocta_perdicaria
ENSARWP00000003638	ENSARWG00000002712	Apteryx_rowi
ENSMUSP00000128699	ENSMUSG00000036046	Mus_musculus_strain_reference_(CL57BL6)
ENSXETP00000040613	ENSXETG00000010439	Xenopus_tropicalis
C16E9.2a.1	WBGene00015866	Caenorhabditis_elegans_strain_N2
ENSAPOP00000024002	ENSAPOG00000006167	Acanthochromis_polyacanthus
ENSODEP00000020368	ENSODEG00000015023	Octodon_degus
ENSSBOP00000006561	ENSSBOG00000020222	Saimiri_boliviensis_boliviensis
