ENSPCAP00000011230	ENSPCAG00000012090	Procavia_capensis
ENSBTAP00000028386	ENSBTAG00000021302	Bos_taurus
ENSBBBP00000025240	ENSBBBG00000000642	Bison_bison_bison
ENSECAP00000020582	ENSECAG00000023142	Equus_caballus
ENSEASP00005027309	ENSEASG00005018613	Equus_asinus_asinus
ENSUAMP00000012952	ENSUAMG00000010448	Ursus_americanus
ENSUMAP00000020209	ENSUMAG00000014785	Ursus_maritimus
ENSAMEP00000012453	ENSAMEG00000011848	Ailuropoda_melanoleuca
ENSNVIP00000009574	ENSNVIG00000007549	Neovison_vison
ENSMPUP00000015365	ENSMPUG00000015476	Mustela_putorius_furo
ENSCAFP00000025121	ENSCAFG00000017064	Canis_lupus_familiaris
ENSCAFP00020030190	ENSCAFG00020023544	Canis_lupus_dingo
ENSVVUP00000006183	ENSVVUG00000004817	Vulpes_vulpes
ENSPPRP00000020326	ENSPPRG00000011428	Panthera_pardus
ENSPTIP00000012860	ENSPTIG00000012789	Panthera_tigris_altaica
ENSFCAP00000010497	ENSFCAG00000011301	Felis_catus
ENSPVAP00000015655	ENSPVAG00000016589	Pteropus_vampyrus
ENSDNOP00000014429	ENSDNOG00000018587	Dasypus_novemcinctus
ENSPCIP00000041341	ENSPCIG00000030226	Phascolarctos_cinereus
ENSVURP00010028012	ENSVURG00010021444	Vombatus_ursinus
ENSMEUP00000005609	ENSMEUG00000006146	Notamacropus_eugenii
ENSSHAP00000001754	ENSSHAG00000001564	Sarcophilus_harrisii
ENSMODP00000026135	ENSMODG00000020903	Monodelphis_domestica
ENSSCAP00000000387	ENSSCAG00000000323	Serinus_canaria
ENSECRP00000032681	ENSECRG00000022141	Erpetoichthys_calabaricus
ENSGAGP00000011389	ENSGAGG00000008794	Gopherus_agassizii
ENSCABP00000031348	ENSCABG00000022905	Chelonoidis_abingdonii
ENSCPBP00000030045	ENSCPBG00000021171	Chrysemys_picta_bellii
ENSPSIP00000005723	ENSPSIG00000005321	Pelodiscus_sinensis
ENSCPRP00005027514	ENSCPRG00005019059	Crocodylus_porosus
ENSSMRP00000019975	ENSSMRG00000015568	Salvator_merianae
ENSPVIP00000001893	ENSPVIG00000001650	Pogona_vitticeps
ENSSPUP00000014833	ENSSPUG00000011437	Sphenodon_punctatus
ENSAOWP00000017725	ENSAOWG00000012101	Apteryx_owenii
ENSAHAP00000011854	ENSAHAG00000008592	Apteryx_haastii
ENSARWP00000025360	ENSARWG00000017235	Apteryx_rowi
ENSDNVP00000006144	ENSDNVG00000004394	Dromaius_novaehollandiae
ENSNPEP00000012567	ENSNPEG00000009392	Nothoprocta_perdicaria
ENSGALP00000019501	ENSGALG00000011970	Gallus_gallus
ENSMGAP00000012834	ENSMGAG00000012213	Meleagris_gallopavo
ENSNMEP00000012212	ENSNMEG00000011345	Numida_meleagris
ENSABRP00000004294	ENSABRG00000003979	Anser_brachyrhynchus
ENSTGUP00000010311	ENSTGUG00000009994	Taeniopygia_guttata
ENSLSDP00000003345	ENSLSDG00000002558	Lonchura_striata_domestica
ENSSCAP00000007075	ENSSCAG00000005472	Serinus_canaria
ENSZALP00000007574	ENSZALG00000006724	Zonotrichia_albicollis
ENSJHYP00000003624	ENSJHYG00000002986	Junco_hyemalis
ENSPMJP00000006295	ENSPMJG00000005316	Parus_major
ENSCCEP00000001943	ENSCCEG00000002276	Cyanistes_caeruleus
ENSFALP00000012531	ENSFALG00000011997	Ficedula_albicollis
ENSLCOP00000009016	ENSLCOG00000006606	Lepidothrix_coronata
ENSMVIP00005026063	ENSMVIG00005018196	Manacus_vitellinus
ENSCPGP00000007683	ENSCPGG00000005501	Calidris_pygmaea
ENSCPUP00000022943	ENSCPUG00000015586	Calidris_pugnax
ENSMUNP00000019033	ENSMUNG00000014580	Melopsittacus_undulatus
ENSVURP00010002346	ENSVURG00010001895	Vombatus_ursinus
ENSPCIP00000054112	ENSPCIG00000036708	Phascolarctos_cinereus
ENSMEUP00000001768	ENSMEUG00000001928	Notamacropus_eugenii
ENSSHAP00000009347	ENSSHAG00000008085	Sarcophilus_harrisii
ENSVURP00010002419	ENSVURG00010001987	Vombatus_ursinus
ENSPCIP00000035770	ENSPCIG00000026427	Phascolarctos_cinereus
ENSMEUP00000001754	ENSMEUG00000001923	Notamacropus_eugenii
ENSSHAP00000009052	ENSSHAG00000007840	Sarcophilus_harrisii
ENSUAMP00000031950	ENSUAMG00000024456	Ursus_americanus
ENSAMEP00000014819	ENSAMEG00000014053	Ailuropoda_melanoleuca
ENSMPUP00000016312	ENSMPUG00000016416	Mustela_putorius_furo
ENSNVIP00000000611	ENSNVIG00000000532	Neovison_vison
ENSCAFP00000001571	ENSCAFG00000001104	Canis_lupus_familiaris
ENSCAFP00020002389	ENSCAFG00020002027	Canis_lupus_dingo
ENSVVUP00000004687	ENSVVUG00000003700	Vulpes_vulpes
ENSFCAP00000054630	ENSFCAG00000042374	Felis_catus
ENSPPRP00000014477	ENSPPRG00000007361	Panthera_pardus
ENSEEUP00000004284	ENSEEUG00000004684	Erinaceus_europaeus
ENSPVAP00000012051	ENSPVAG00000012779	Pteropus_vampyrus
ENSECAP00000050830	ENSECAG00000023119	Equus_caballus
ENSEASP00005002102	ENSEASG00005001659	Equus_asinus_asinus
ENSSARP00000010629	ENSSARG00000011752	Sorex_araneus
ENSMLUP00000008099	ENSMLUG00000008892	Myotis_lucifugus
ENSBIXP00000005996	ENSBIXG00000012135	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005045606	ENSBIXG00005001706	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000061836	ENSBTAG00000040106	Bos_taurus
ENSBMUP00000021663	ENSBMUG00000016306	Bos_mutus
ENSCHIP00000031739	ENSCHIG00000025971	Capra_hircus
ENSOARP00000019462	ENSOARG00000018130	Ovis_aries
ENSSSCP00000052725	ENSSSCG00000000067	Sus_scrofa_strain_reference
ENSTTRP00000003146	ENSTTRG00000003358	Tursiops_truncatus
ENSMSIP00000033020	ENSMSIG00000027651	Mus_spicilegus
ENSMUSP00000072682	ENSMUSG00000063765	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0040926	MGP_SPRETEiJ_G0020954	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0039124	MGP_CAROLIEiJ_G0020056	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0042474	MGP_PahariEiJ_G0020058	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000000205	ENSRNOG00000024631	Rattus_norvegicus
ENSMUGP00000020706	ENSMUGG00000017468	Meriones_unguiculatus
ENSCGRP00001017037	ENSCGRG00001017198	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015007110	ENSCGRG00015005516	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000007902	ENSCGRG00000005764	Cricetulus_griseus_CriGri_1.0
ENSMOCP00000011555	ENSMOCG00000011810	Microtus_ochrogaster
ENSPEMP00000015774	ENSPEMG00000015210	Peromyscus_maniculatus_bairdii
ENSOPRP00000011246	ENSOPRG00000012324	Ochotona_princeps
ENSRBIP00000041422	ENSRBIG00000044046	Rhinopithecus_bieti
ENSRROP00000032030	ENSRROG00000039682	Rhinopithecus_roxellana
ENSCANP00000012997	ENSCANG00000029917	Colobus_angolensis_palliatus
ENSPTEP00000018914	ENSPTEG00000020312	Piliocolobus_tephrosceles
ENSCSAP00000002138	ENSCSAG00000005836	Chlorocebus_sabaeus
ENSMFAP00000044038	ENSMFAG00000039400	Macaca_fascicularis
ENSPANP00000033153	ENSPANG00000001306	Papio_anubis
ENSTGEP00000009775	ENSTGEG00000008041	Theropithecus_gelada
ENSMLEP00000026166	ENSMLEG00000037296	Mandrillus_leucophaeus
ENSMNEP00000025414	ENSMNEG00000036193	Macaca_nemestrina
ENSMMUP00000068099	ENSMMUG00000014165	Macaca_mulatta
ENSCATP00000035517	ENSCATG00000040617	Cercocebus_atys
ENSPTRP00000049653	ENSPTRG00000014420	Pan_troglodytes
ENSPPAP00000034771	ENSPPAG00000040223	Pan_paniscus
ENSP00000216241	ENSG00000100399	Homo_sapiens
ENSGGOP00000024818	ENSGGOG00000013462	Gorilla_gorilla
ENSPPYP00000013239	ENSPPYG00000011864	Pongo_abelii
ENSNLEP00000018761	ENSNLEG00000015463	Nomascus_leucogenys
ENSSBOP00000031564	ENSSBOG00000032007	Saimiri_boliviensis_boliviensis
ENSCCAP00000026731	ENSCCAG00000031153	Cebus_capucinus_imitator
ENSCJAP00000065408	ENSCJAG00000043984	Callithrix_jacchus
ENSANAP00000008148	ENSANAG00000022120	Aotus_nancymaae
ENSANAP00000015530	ENSANAG00000025645	Aotus_nancymaae
ENSCCNP00000030186	ENSCCNG00000028913	Castor_canadensis
ENSDORP00000017016	ENSDORG00000027890	Dipodomys_ordii
ENSJJAP00000014127	ENSJJAG00000016665	Jaculus_jaculus
ENSNGAP00000006351	ENSNGAG00000009432	Nannospalax_galili
ENSUPAP00010007582	ENSUPAG00010006094	Urocitellus_parryii
ENSSTOP00000022049	ENSSTOG00000026534	Ictidomys_tridecemlineatus
ENSODEP00000016457	ENSODEG00000012116	Octodon_degus
ENSCLAP00000024500	ENSCLAG00000016821	Chinchilla_lanigera
ENSCPOP00000018657	ENSCPOG00000026967	Cavia_porcellus
ENSHGLP00000025435	ENSHGLG00000018119	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100010085	ENSHGLG00100007491	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000019766	ENSFDAG00000008918	Fukomys_damarensis
ENSOCUP00000038538	ENSOCUG00000002701	Oryctolagus_cuniculus
ENSPSMP00000002284	ENSPSMG00000001766	Prolemur_simus
ENSPCOP00000031756	ENSPCOG00000028654	Propithecus_coquereli
ENSMICP00000018174	ENSMICG00000037353	Microcebus_murinus
ENSOGAP00000020360	ENSOGAG00000028902	Otolemur_garnettii
ENSTSYP00000028278	ENSTSYG00000026762	Carlito_syrichta
ENSETEP00000011139	ENSETEG00000013733	Echinops_telfairi
ENSLAFP00000025070	ENSLAFG00000030376	Loxodonta_africana
ENSOANP00000021979	ENSOANG00000013942	Ornithorhynchus_anatinus
ENSLACP00000015760	ENSLACG00000013881	Latimeria_chalumnae
ENSECRP00000024162	ENSECRG00000016311	Erpetoichthys_calabaricus
ENSCMIP00000000763	ENSCMIG00000000530	Callorhinchus_milii
