ENSCPGP00000021050	ENSCPGG00000014697	Calidris_pygmaea
ENSMPUP00000018420	ENSMPUG00000018538	Mustela_putorius_furo
ENSPTIP00000003423	ENSPTIG00000006190	Panthera_tigris_altaica
ENSPPRP00000028706	ENSPPRG00000020945	Panthera_pardus
ENSFCAP00000001316	ENSFCAG00000001418	Felis_catus
ENSSARP00000011848	ENSSARG00000013121	Sorex_araneus
ENSEEUP00000002480	ENSEEUG00000002720	Erinaceus_europaeus
ENSCAFP00000003790	ENSCAFG00000002603	Canis_lupus_familiaris
ENSCAFP00020024787	ENSCAFG00020019486	Canis_lupus_dingo
ENSVVUP00000026208	ENSVVUG00000019251	Vulpes_vulpes
ENSPVAP00000000891	ENSPVAG00000000942	Pteropus_vampyrus
ENSMLUP00000016914	ENSMLUG00000006022	Myotis_lucifugus
ENSECAP00000001749	ENSECAG00000002562	Equus_caballus
ENSEASP00005033444	ENSEASG00005022906	Equus_asinus_asinus
ENSBBBP00000020770	ENSBBBG00000014452	Bison_bison_bison
ENSBTAP00000054304	ENSBTAG00000020844	Bos_taurus
ENSCHIP00000004701	ENSCHIG00000008870	Capra_hircus
ENSSSCP00000066588	ENSSSCG00000029687	Sus_scrofa_strain_reference
ENSCCAP00000000347	ENSCCAG00000001785	Cebus_capucinus_imitator
ENSCJAP00000030086	ENSCJAG00000016348	Callithrix_jacchus
ENSSBOP00000004790	ENSSBOG00000019050	Saimiri_boliviensis_boliviensis
ENSANAP00000007060	ENSANAG00000021602	Aotus_nancymaae
ENSPPAP00000003766	ENSPPAG00000015817	Pan_paniscus
ENSPTRP00000036235	ENSPTRG00000021202	Pan_troglodytes
ENSP00000363984	ENSG00000165152	Homo_sapiens
ENSGGOP00000018839	ENSGGOG00000022993	Gorilla_gorilla
ENSPPYP00000021799	ENSPPYG00000019454	Pongo_abelii
ENSNLEP00000020787	ENSNLEG00000017124	Nomascus_leucogenys
ENSMFAP00000010496	ENSMFAG00000007639	Macaca_fascicularis
ENSMNEP00000000985	ENSMNEG00000004818	Macaca_nemestrina
ENSMMUP00000079311	ENSMMUG00000023797	Macaca_mulatta
ENSCSAP00000017543	ENSCSAG00000000460	Chlorocebus_sabaeus
ENSCATP00000004076	ENSCATG00000014908	Cercocebus_atys
ENSTGEP00000001893	ENSTGEG00000001710	Theropithecus_gelada
ENSPANP00000014750	ENSPANG00000010962	Papio_anubis
ENSMLEP00000004604	ENSMLEG00000020819	Mandrillus_leucophaeus
ENSRBIP00000010801	ENSRBIG00000029241	Rhinopithecus_bieti
ENSRROP00000002705	ENSRROG00000010825	Rhinopithecus_roxellana
ENSPTEP00000037332	ENSPTEG00000034941	Piliocolobus_tephrosceles
ENSCANP00000004918	ENSCANG00000016982	Colobus_angolensis_palliatus
ENSTSYP00000027198	ENSTSYG00000035484	Carlito_syrichta
ENSPSMP00000022376	ENSPSMG00000015819	Prolemur_simus
ENSMICP00000043698	ENSMICG00000047833	Microcebus_murinus
ENSPCOP00000005939	ENSPCOG00000014025	Propithecus_coquereli
ENSOGAP00000017389	ENSOGAG00000033522	Otolemur_garnettii
ENSTBEP00000001115	ENSTBEG00000001310	Tupaia_belangeri
ENSCCNP00000022112	ENSCCNG00000021803	Castor_canadensis
ENSDORP00000017049	ENSDORG00000029820	Dipodomys_ordii
ENSCGRP00001003446	ENSCGRG00001004180	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000004250	ENSCGRG00000003126	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015037074	ENSCGRG00015027810	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000019636	ENSMAUG00000017886	Mesocricetus_auratus
ENSPEMP00000005996	ENSPEMG00000008340	Peromyscus_maniculatus_bairdii
ENSMOCP00000000653	ENSMOCG00000000519	Microtus_ochrogaster
ENSMUSP00000040885	ENSMUSG00000039611	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0064821	MGP_SPRETEiJ_G0026977	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000031905	ENSMSIG00000026720	Mus_spicilegus
MGP_CAROLIEiJ_P0062354	MGP_CAROLIEiJ_G0026014	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0077491	MGP_PahariEiJ_G0028350	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000008883	ENSRNOG00000006800	Rattus_norvegicus
ENSMUGP00000030522	ENSMUGG00000025360	Meriones_unguiculatus
ENSMUGP00000030523	ENSMUGG00000025362	Meriones_unguiculatus
ENSNGAP00000004307	ENSNGAG00000005598	Nannospalax_galili
ENSCAPP00000000984	ENSCAPG00000001517	Cavia_aperea
ENSCPOP00000013647	ENSCPOG00000015138	Cavia_porcellus
ENSCLAP00000015216	ENSCLAG00000010478	Chinchilla_lanigera
ENSHGLP00100003848	ENSHGLG00100002933	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000012277	ENSHGLG00000008776	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004511	ENSHGLG00100003407	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000015559	ENSHGLG00000011137	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000002217	ENSFDAG00000011982	Fukomys_damarensis
ENSODEP00000025749	ENSODEG00000019053	Octodon_degus
ENSODEP00000026202	ENSODEG00000019589	Octodon_degus
ENSSTOP00000017660	ENSSTOG00000007055	Ictidomys_tridecemlineatus
ENSUPAP00010019073	ENSUPAG00010015128	Urocitellus_parryii
ENSMMMP00000004559	ENSMMMG00000004146	Marmota_marmota_marmota
ENSSDAP00000008807	ENSSDAG00000008040	Spermophilus_dauricus
ENSOPRP00000014222	ENSOPRG00000015583	Ochotona_princeps
ENSLAFP00000016518	ENSLAFG00000012874	Loxodonta_africana
ENSPCAP00000003428	ENSPCAG00000003708	Procavia_capensis
ENSCHOP00000001897	ENSCHOG00000002148	Choloepus_hoffmanni
ENSDNOP00000000191	ENSDNOG00000000255	Dasypus_novemcinctus
ENSPCIP00000054372	ENSPCIG00000034771	Phascolarctos_cinereus
ENSVURP00010003835	ENSVURG00010003075	Vombatus_ursinus
ENSSHAP00000013903	ENSSHAG00000011891	Sarcophilus_harrisii
ENSOANP00000015709	ENSOANG00000009909	Ornithorhynchus_anatinus
ENSXETP00000023799	ENSXETG00000004878	Xenopus_tropicalis
ENSLACP00000004774	ENSLACG00000004243	Latimeria_chalumnae
ENSTNIP00000007729	ENSTNIG00000005064	Tetraodon_nigroviridis
ENSTRUP00000035035	ENSTRUG00000013719	Takifugu_rubripes
ENSGACP00000025859	ENSGACG00000019564	Gasterosteus_aculeatus
ENSMMOP00000024119	ENSMMOG00000018361	Mola_mola
ENSBSLP00000021824	ENSBSLG00000011183	Betta_splendens
ENSAOCP00000028150	ENSAOCG00000002061	Amphiprion_ocellaris
ENSAPEP00000010514	ENSAPEG00000007548	Amphiprion_percula
ENSAPOP00000000125	ENSAPOG00000001279	Acanthochromis_polyacanthus
ENSSPAP00000009787	ENSSPAG00000007467	Stegastes_partitus
ENSPRNP00000033658	ENSPRNG00000016933	Parambassis_ranga
ENSFHEP00000024225	ENSFHEG00000005657	Fundulus_heteroclitus
ENSCVAP00000013527	ENSCVAG00000016037	Cyprinodon_variegatus
ENSXMAP00000019861	ENSXMAG00000019814	Xiphophorus_maculatus
ENSXCOP00000016125	ENSXCOG00000012185	Xiphophorus_couchianus
ENSGAFP00000005921	ENSGAFG00000004036	Gambusia_affinis
ENSPFOP00000020206	ENSPFOG00000020080	Poecilia_formosa
ENSPLAP00000007364	ENSPLAG00000000648	Poecilia_latipinna
ENSPMEP00000031926	ENSPMEG00000019331	Poecilia_mexicana
ENSPREP00000029930	ENSPREG00000020267	Poecilia_reticulata
ENSKMAP00000018795	ENSKMAG00000013977	Kryptolebias_marmoratus
ENSORLP00000003811	ENSORLG00000003053	Oryzias_latipes_ASM223467v1
ENSORLP00015009530	ENSORLG00015010336	Oryzias_latipes_ASM223469v1
ENSORLP00020010761	ENSORLG00020011676	Oryzias_latipes_ASM223471v1
ENSOMEP00000033114	ENSOMEG00000018912	Oryzias_melastigma
ENSACLP00000020798	ENSACLG00000014146	Astatotilapia_calliptera
ENSMZEP00005020301	ENSMZEG00005015222	Maylandia_zebra
ENSHBUP00000026383	ENSHBUG00000008996	Haplochromis_burtoni
ENSPNYP00000023897	ENSPNYG00000018057	Pundamilia_nyererei
ENSNBRP00000010792	ENSNBRG00000008419	Neolamprologus_brichardi
ENSONIP00000020137	ENSONIG00000015988	Oreochromis_niloticus
ENSMAMP00000034214	ENSMAMG00000022991	Mastacembelus_armatus
ENSMALP00000022883	ENSMALG00000015974	Monopterus_albus
ENSATEP00000028044	ENSATEG00000019383	Anabas_testudineus
ENSCGOP00000002682	ENSCGOG00000001394	Cottoperca_gobio
ENSLCRP00005009303	ENSLCRG00005004371	Larimichthys_crocea
ENSSDUP00000024998	ENSSDUG00000018157	Seriola_dumerili
ENSSLDP00000007112	ENSSLDG00000005667	Seriola_lalandi_dorsalis
ENSLCAP00010033975	ENSLCAG00010015966	Lates_calcarifer
ENSSMAP00000034581	ENSSMAG00000021151	Scophthalmus_maximus
ENSCSEP00000032342	ENSCSEG00000020753	Cynoglossus_semilaevis
ENSGWIP00000039945	ENSGWIG00000020231	Gouania_willdenowi
ENSHCOP00000022579	ENSHCOG00000000321	Hippocampus_comes
ENSPMGP00000004019	ENSPMGG00000003434	Periophthalmus_magnuspinnatus
ENSHHUP00000070124	ENSHHUG00000041263	Hucho_hucho
ENSHHUP00000033359	ENSHHUG00000021084	Hucho_hucho
ENSELUP00000037991	ENSELUG00000017687	Esox_lucius
ENSDCDP00000011450	ENSDCDG00000005720	Denticeps_clupeoides
ENSCHAP00000043645	ENSCHAG00000020312	Clupea_harengus
ENSDARP00000082342	ENSDARG00000061553	Danio_rerio
ENSPKIP00000000326	ENSPKIG00000019039	Paramormyrops_kingsleyae
ENSSFOP00015034888	ENSSFOG00015022221	Scleropages_formosus
ENSLOCP00000021462	ENSLOCG00000017357	Lepisosteus_oculatus
ENSAMXP00005031297	ENSAMXG00005015362	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000026149	ENSAMXG00000025444	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000033162	ENSPNAG00000003691	Pygocentrus_nattereri
ENSEEEP00000013767	ENSEEEG00000006857	Electrophorus_electricus
ENSIPUP00000004861	ENSIPUG00000003403	Ictalurus_punctatus
ENSECRP00000015664	ENSECRG00000010458	Erpetoichthys_calabaricus
ENSCMIP00000006797	ENSCMIG00000003794	Callorhinchus_milii	ENSCMIT00000007011
ENSPMAP00000006687	ENSPMAG00000006063	Petromyzon_marinus	ENSPMAT00000006717
ENSEBUP00000016276	ENSEBUG00000010220	Eptatretus_burgeri	ENSEBUT00000016852
F35C11.4.1	WBGene00009403	Caenorhabditis_elegans_strain_N2
