ENSPMJP00000015686	ENSPMJG00000011897	Parus_major
ENSAMEP00000010779	ENSAMEG00000010246	Ailuropoda_melanoleuca
ENSPEMP00000005928	ENSPEMG00000008290	Peromyscus_maniculatus_bairdii
ENSTSYP00000006587	ENSTSYG00000007201	Carlito_syrichta
ENSACAP00000023322	ENSACAG00000028965	Anolis_carolinensis
ENSSFOP00015023537	ENSSFOG00015015141	Scleropages_formosus
ENSPCOP00000019754	ENSPCOG00000021834	Propithecus_coquereli
ENSBTAP00000008440	ENSBTAG00000016277	Bos_taurus
ENSACAP00000021750	ENSACAG00000028983	Anolis_carolinensis	ENSACAT00000029170
ENSMAUP00000009864	ENSMAUG00000010919	Mesocricetus_auratus
ENSCSAP00000011945	ENSCSAG00000015870	Chlorocebus_sabaeus
ENSSMRP00000024142	ENSSMRG00000018740	Salvator_merianae	ENSSMRT00000028295
ENSSDUP00000002768	ENSSDUG00000002086	Seriola_dumerili
ENSMUSP00000066715	ENSMUSG00000073481	Mus_musculus_strain_reference_(CL57BL6)
ENSCAPP00000014170	ENSCAPG00000014608	Cavia_aperea
ENSNPEP00000016627	ENSNPEG00000012267	Nothoprocta_perdicaria
ENSCHAP00000003149	ENSCHAG00000002011	Clupea_harengus
ENSOARP00000014069	ENSOARG00000013134	Ovis_aries
ENSGGOP00000007999	ENSGGOG00000008183	Gorilla_gorilla
ENSCCNP00000026083	ENSCCNG00000025361	Castor_canadensis
ENSGMOP00000020837	ENSGMOG00000019373	Gadus_morhua
ENSLCOP00000013204	ENSLCOG00000009530	Lepidothrix_coronata
ENSJHYP00000005080	ENSJHYG00000004153	Junco_hyemalis
ENSMSIP00000033650	ENSMSIG00000028130	Mus_spicilegus
ENSZALP00000001947	ENSZALG00000002295	Zonotrichia_albicollis
ENSRROP00000024086	ENSRROG00000035861	Rhinopithecus_roxellana
ENSVURP00010012894	ENSVURG00010009817	Vombatus_ursinus
ENSEEEP00000047843	ENSEEEG00000022517	Electrophorus_electricus
ENSELUP00000024641	ENSELUG00000023379	Esox_lucius
ENSMVIP00005002867	ENSMVIG00005002195	Manacus_vitellinus
ENSPTIP00000024367	ENSPTIG00000020481	Panthera_tigris_altaica
ENSVURP00010022114	ENSVURG00010016948	Vombatus_ursinus
ENSNGAP00000017355	ENSNGAG00000017811	Nannospalax_galili
ENSMUNP00000017149	ENSMUNG00000013182	Melopsittacus_undulatus
ENSPVIP00000016664	ENSPVIG00000012876	Pogona_vitticeps
ENSOGAP00000010790	ENSOGAG00000012058	Otolemur_garnettii
ENSOMEP00000006850	ENSOMEG00000007908	Oryzias_melastigma
ENSCABP00000008517	ENSCABG00000006432	Chelonoidis_abingdonii
ENSMLUP00000015813	ENSMLUG00000017343	Myotis_lucifugus
ENSFCAP00000002740	ENSFCAG00000002973	Felis_catus
ENSUAMP00000033981	ENSUAMG00000025891	Ursus_americanus
ENSLSDP00000014701	ENSLSDG00000010613	Lonchura_striata_domestica
ENSPVIP00000018584	ENSPVIG00000014200	Pogona_vitticeps
ENSPVIP00000018586	ENSPVIG00000014204	Pogona_vitticeps	ENSPVIT00000023087
ENSORLP00000022728	ENSORLG00000018149	Oryzias_latipes_ASM223467v1
ENSPVIP00000018589	ENSPVIG00000014206	Pogona_vitticeps	ENSPVIT00000023090
ENSMUGP00000012273	ENSMUGG00000010681	Meriones_unguiculatus
ENSSHAP00000012909	ENSSHAG00000011042	Sarcophilus_harrisii
ENSNBRP00000007261	ENSNBRG00000005671	Neolamprologus_brichardi
ENSCPUP00000026776	ENSCPUG00000018009	Calidris_pugnax
ENSHCOP00000015620	ENSHCOG00000019276	Hippocampus_comes
ENSSMAP00000014043	ENSSMAG00000008634	Scophthalmus_maximus
ENSSDAP00000010941	ENSSDAG00000009897	Spermophilus_dauricus
ENSNSUP00000013391	ENSNSUG00000009984	Notechis_scutatus	ENSNSUT00000014264
ENSDCDP00000038533	ENSDCDG00000025840	Denticeps_clupeoides
ENSCHOP00000001140	ENSCHOG00000001287	Choloepus_hoffmanni
ENSCVAP00000023163	ENSCVAG00000006296	Cyprinodon_variegatus
ENSELUP00000024903	ENSELUG00000023623	Esox_lucius
ENSSTOP00000005966	ENSSTOG00000006676	Ictidomys_tridecemlineatus
ENSUMAP00000031219	ENSUMAG00000022546	Ursus_maritimus
ENSPRNP00000052370	ENSPRNG00000024749	Parambassis_ranga
ENSPCAP00000004174	ENSPCAG00000004481	Procavia_capensis
ENSFALP00000012594	ENSFALG00000012057	Ficedula_albicollis
ENSDORP00000013361	ENSDORG00000014211	Dipodomys_ordii
ENSDNOP00000022820	ENSDNOG00000045884	Dasypus_novemcinctus
ENSFDAP00000004721	ENSFDAG00000013888	Fukomys_damarensis
ENSJJAP00000022966	ENSJJAG00000022870	Jaculus_jaculus
ENSCJPP00005007898	ENSCJPG00005007174	Coturnix_japonica
ENSMPUP00000003975	ENSMPUG00000004008	Mustela_putorius_furo
ENSMAMP00000000173	ENSMAMG00000000123	Mastacembelus_armatus
MGP_CAROLIEiJ_P0021784	MGP_CAROLIEiJ_G0015017	Mus_caroli_strain_CAROLI_EIJ
ENSAOWP00000015717	ENSAOWG00000010660	Apteryx_owenii	ENSAOWT00000017845
ENSMMMP00000027692	ENSMMMG00000024184	Marmota_marmota_marmota
ENSKMAP00000019753	ENSKMAG00000014699	Kryptolebias_marmoratus
ENSSPUP00000010125	ENSSPUG00000007518	Sphenodon_punctatus
ENSTGUP00000017013	ENSTGUG00000016716	Taeniopygia_guttata
ENSORLP00020008363	ENSORLG00020009250	Oryzias_latipes_ASM223471v1
ENSTBEP00000006136	ENSTBEG00000007110	Tupaia_belangeri
ENSCHAP00000022749	ENSCHAG00000011322	Clupea_harengus
ENSACIP00000014473	ENSACIG00000011236	Amphilophus_citrinellus
ENSGMOP00000020845	ENSGMOG00000019378	Gadus_morhua
ENSCGRP00001016563	ENSCGRG00001016855	Cricetulus_griseus_CHOK1GS_HDv1
ENSLBEP00000015569	ENSLBEG00000012111	Labrus_bergylta
ENSATEP00000027784	ENSATEG00000019202	Anabas_testudineus
ENSSSCP00000011541	ENSSSCG00000010826	Sus_scrofa_strain_reference
ENSVPAP00000004856	ENSVPAG00000005232	Vicugna_pacos
ENSOPRP00000010463	ENSOPRG00000011471	Ochotona_princeps
ENSMZEP00005015977	ENSMZEG00005012000	Maylandia_zebra
ENSSBOP00000022910	ENSSBOG00000027975	Saimiri_boliviensis_boliviensis
ENSPVAP00000008551	ENSPVAG00000009063	Pteropus_vampyrus
ENSOANP00000002269	ENSOANG00000001433	Ornithorhynchus_anatinus
ENSPSMP00000022720	ENSPSMG00000016064	Prolemur_simus
ENSPTRP00000003356	ENSPTRG00000002002	Pan_troglodytes
ENSEASP00005008875	ENSEASG00005006377	Equus_asinus_asinus
ENSRNOP00000074618	ENSRNOG00000052159	Rattus_norvegicus
ENSLACP00000015534	ENSLACG00000013677	Latimeria_chalumnae
ENSHHUP00000033168	ENSHHUG00000020980	Hucho_hucho
ENSTGEP00000007067	ENSTGEG00000005792	Theropithecus_gelada
ENSP00000355880	ENSG00000117791	Homo_sapiens
ENSETEP00000011056	ENSETEG00000013632	Echinops_telfairi
ENSGACP00000006804	ENSGACG00000005133	Gasterosteus_aculeatus
ENSHGLP00000026679	ENSHGLG00000018981	Heterocephalus_glaber_HetGla_female_1.0
ENSNMEP00000016778	ENSNMEG00000014748	Numida_meleagris
ENSHHUP00000011324	ENSHHUG00000006908	Hucho_hucho
ENSVVUP00000014174	ENSVVUG00000010375	Vulpes_vulpes
ENSDNVP00000007712	ENSDNVG00000005473	Dromaius_novaehollandiae	ENSDNVT00000009320
ENSEEUP00000007064	ENSEEUG00000007774	Erinaceus_europaeus
ENSPNAP00000010434	ENSPNAG00000015995	Pygocentrus_nattereri
ENSRNOP00000034963	ENSRNOG00000037850	Rattus_norvegicus
ENSAMXP00005015189	ENSAMXG00005008059	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSNVIP00000022724	ENSNVIG00000017700	Neovison_vison
ENSTTRP00000013205	ENSTTRG00000013927	Tursiops_truncatus
ENSCPBP00000000239	ENSCPBG00000000227	Chrysemys_picta_bellii
ENSPNYP00000012891	ENSPNYG00000009755	Pundamilia_nyererei
ENSCAFP00020024132	ENSCAFG00020018988	Canis_lupus_dingo
ENSPPRP00000020404	ENSPPRG00000011483	Panthera_pardus
ENSOCUP00000041382	ENSOCUG00000038369	Oryctolagus_cuniculus
ENSANAP00000041012	ENSANAG00000037842	Aotus_nancymaae
ENSODEP00000020012	ENSODEG00000014768	Octodon_degus
ENSMMUP00000065127	ENSMMUG00000057631	Macaca_mulatta
ENSHGLP00100014854	ENSHGLG00100010998	Heterocephalus_glaber_HetGla_1.0
ENSACAP00000001907	ENSACAG00000001946	Anolis_carolinensis	ENSACAT00000001953
ENSCAFP00020003044	ENSCAFG00020002555	Canis_lupus_dingo
ENSGAFP00000026482	ENSGAFG00000017684	Gambusia_affinis
ENSXCOP00000005583	ENSXCOG00000004355	Xiphophorus_couchianus
MGP_SPRETEiJ_P0022851	MGP_SPRETEiJ_G0015817	Mus_spretus_strain_SPRET/EiJ
ENSABRP00000018124	ENSABRG00000015620	Anser_brachyrhynchus
ENSMLEP00000003893	ENSMLEG00000017231	Mandrillus_leucophaeus
ENSXMAP00000014665	ENSXMAG00000014633	Xiphophorus_maculatus
ENSCCAP00000001923	ENSCCAG00000012159	Cebus_capucinus_imitator
ENSPPAP00000000354	ENSPPAG00000001103	Pan_paniscus
ENSACLP00000001849	ENSACLG00000001298	Astatotilapia_calliptera
ENSCPOP00000015080	ENSCPOG00000027303	Cavia_porcellus
ENSMGAP00000009275	ENSMGAG00000009007	Meleagris_gallopavo
