ENSXETP00000038852	ENSXETG00000000163	Xenopus_tropicalis
ENSELUP00000000825	ENSELUG00000002383	Esox_lucius
ENSLOCP00000003604	ENSLOCG00000003005	Lepisosteus_oculatus
ENSECRP00000018568	ENSECRG00000012424	Erpetoichthys_calabaricus
ENSCMIP00000014683	ENSCMIG00000007025	Callorhinchus_milii
ENSCMIP00000004837	ENSCMIG00000002871	Callorhinchus_milii
ENSACIP00000012409	ENSACIG00000009686	Amphilophus_citrinellus
ENSTNIP00000009957	ENSTNIG00000007156	Tetraodon_nigroviridis
ENSCPGP00000002000	ENSCPGG00000001493	Calidris_pygmaea
ENSCPUP00000014731	ENSCPUG00000007191	Calidris_pugnax
ENSMUNP00000004583	ENSMUNG00000000633	Melopsittacus_undulatus
ENSCCEP00000020196	ENSCCEG00000018304	Cyanistes_caeruleus
ENSPMJP00000002792	ENSPMJG00000001888	Parus_major
ENSFALP00000004521	ENSFALG00000004343	Ficedula_albicollis
ENSZALP00000022679	ENSZALG00000017598	Zonotrichia_albicollis
ENSJHYP00000023550	ENSJHYG00000017424	Junco_hyemalis
ENSSCAP00000022376	ENSSCAG00000016040	Serinus_canaria
ENSLSDP00000025020	ENSLSDG00000017546	Lonchura_striata_domestica
ENSTGUP00000011257	ENSTGUG00000010915	Taeniopygia_guttata
ENSLCOP00000021157	ENSLCOG00000014948	Lepidothrix_coronata
ENSMVIP00005020771	ENSMVIG00005014012	Manacus_vitellinus
ENSAOWP00000028041	ENSAOWG00000018883	Apteryx_owenii
ENSDNVP00000014899	ENSDNVG00000010477	Dromaius_novaehollandiae
ENSMGAP00000015784	ENSMGAG00000014892	Meleagris_gallopavo
ENSCJPP00005019960	ENSCJPG00005016133	Coturnix_japonica
ENSGALP00000027209	ENSGALG00000016872	Gallus_gallus
ENSNMEP00000021835	ENSNMEG00000018707	Numida_meleagris
ENSABRP00000022042	ENSABRG00000018641	Anser_brachyrhynchus
ENSAPLP00000017067	ENSAPLG00000002609	Anas_platyrhynchos_platyrhynchos
ENSNPEP00000014793	ENSNPEG00000010456	Nothoprocta_perdicaria
ENSCPRP00005025580	ENSCPRG00005017295	Crocodylus_porosus
ENSGAGP00000015081	ENSGAGG00000010472	Gopherus_agassizii
ENSCABP00000009033	ENSCABG00000006790	Chelonoidis_abingdonii
ENSCPBP00000025379	ENSCPBG00000018046	Chrysemys_picta_bellii
ENSPSIP00000010088	ENSPSIG00000009154	Pelodiscus_sinensis
ENSPVIP00000009433	ENSPVIG00000007514	Pogona_vitticeps
ENSACAP00000003564	ENSACAG00000003550	Anolis_carolinensis
ENSNSUP00000011511	ENSNSUG00000008661	Notechis_scutatus
ENSSMRP00000019532	ENSSMRG00000015228	Salvator_merianae
ENSSPUP00000007848	ENSSPUG00000006036	Sphenodon_punctatus
ENSDNOP00000031319	ENSDNOG00000042384	Dasypus_novemcinctus
ENSCHOP00000000216	ENSCHOG00000000247	Choloepus_hoffmanni
ENSLAFP00000012526	ENSLAFG00000014958	Loxodonta_africana
ENSPCAP00000007818	ENSPCAG00000008312	Procavia_capensis
ENSETEP00000010486	ENSETEG00000012929	Echinops_telfairi
ENSHGLP00000015463	ENSHGLG00000011057	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001881	ENSHGLG00100001468	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000017200	ENSFDAG00000005817	Fukomys_damarensis
ENSCLAP00000004504	ENSCLAG00000003205	Chinchilla_lanigera
ENSODEP00000014416	ENSODEG00000010667	Octodon_degus
ENSCPOP00000010137	ENSCPOG00000011274	Cavia_porcellus
ENSCAPP00000006964	ENSCAPG00000009013	Cavia_aperea
ENSCCNP00000031391	ENSCCNG00000029907	Castor_canadensis
ENSMUSP00000038763	ENSMUSG00000041650	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0039434	MGP_SPRETEiJ_G0020515	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000037161	ENSMSIG00000030001	Mus_spicilegus
MGP_CAROLIEiJ_P0037674	MGP_CAROLIEiJ_G0019618	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0085755	MGP_PahariEiJ_G0030634	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073510	ENSRNOG00000057042	Rattus_norvegicus
ENSMUGP00000024938	ENSMUGG00000020816	Meriones_unguiculatus
ENSCGRP00001015130	ENSCGRG00001015819	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015038162	ENSCGRG00015028527	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000020332	ENSCGRG00000014796	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000000856	ENSMAUG00000000626	Mesocricetus_auratus
ENSMOCP00000016194	ENSMOCG00000015156	Microtus_ochrogaster
ENSPEMP00000007040	ENSPEMG00000009083	Peromyscus_maniculatus_bairdii
ENSNGAP00000015554	ENSNGAG00000016528	Nannospalax_galili
ENSOCUP00000045391	ENSOCUG00000017230	Oryctolagus_cuniculus
ENSSTOP00000020160	ENSSTOG00000021045	Ictidomys_tridecemlineatus
ENSUPAP00010012853	ENSUPAG00010010416	Urocitellus_parryii
ENSMMMP00000023514	ENSMMMG00000020570	Marmota_marmota_marmota
ENSSDAP00000018897	ENSSDAG00000017233	Spermophilus_dauricus
ENSDORP00000012175	ENSDORG00000012949	Dipodomys_ordii
ENSJJAP00000006554	ENSJJAG00000011150	Jaculus_jaculus
ENSOPRP00000006052	ENSOPRG00000006596	Ochotona_princeps
ENSTBEP00000000533	ENSTBEG00000000591	Tupaia_belangeri
ENSPPAP00000027558	ENSPPAG00000036841	Pan_paniscus
ENSPTRP00000010202	ENSPTRG00000006001	Pan_troglodytes
ENSP00000365462	ENSG00000175198	Homo_sapiens
ENSGGOP00000012218	ENSGGOG00000012516	Gorilla_gorilla
ENSPPYP00000006240	ENSPPYG00000005473	Pongo_abelii
ENSNLEP00000044289	ENSNLEG00000007811	Nomascus_leucogenys
ENSCANP00000003695	ENSCANG00000013062	Colobus_angolensis_palliatus
ENSPTEP00000038504	ENSPTEG00000035775	Piliocolobus_tephrosceles
ENSRROP00000013410	ENSRROG00000030936	Rhinopithecus_roxellana
ENSRBIP00000021373	ENSRBIG00000034651	Rhinopithecus_bieti
ENSTGEP00000014878	ENSTGEG00000012080	Theropithecus_gelada
ENSPANP00000031527	ENSPANG00000000781	Papio_anubis
ENSMFAP00000012618	ENSMFAG00000020427	Macaca_fascicularis
ENSMMUP00000047354	ENSMMUG00000004493	Macaca_mulatta
ENSMNEP00000045522	ENSMNEG00000045261	Macaca_nemestrina
ENSCATP00000021085	ENSCATG00000034177	Cercocebus_atys
ENSMLEP00000019321	ENSMLEG00000033842	Mandrillus_leucophaeus
ENSCSAP00000013525	ENSCSAG00000017493	Chlorocebus_sabaeus
ENSCCAP00000009075	ENSCCAG00000022253	Cebus_capucinus_imitator
ENSSBOP00000006354	ENSSBOG00000020005	Saimiri_boliviensis_boliviensis
ENSCJAP00000039105	ENSCJAG00000020998	Callithrix_jacchus
ENSANAP00000026908	ENSANAG00000031162	Aotus_nancymaae
ENSTSYP00000000051	ENSTSYG00000000053	Carlito_syrichta
ENSMICP00000021829	ENSMICG00000010685	Microcebus_murinus
ENSMICP00000036349	ENSMICG00000038258	Microcebus_murinus
ENSPCOP00000008105	ENSPCOG00000015321	Propithecus_coquereli
ENSPSMP00000019219	ENSPSMG00000013314	Prolemur_simus
ENSOGAP00000015303	ENSOGAG00000017088	Otolemur_garnettii
ENSPVAP00000015547	ENSPVAG00000016472	Pteropus_vampyrus
ENSMLUP00000005243	ENSMLUG00000005729	Myotis_lucifugus
ENSSARP00000008229	ENSSARG00000009066	Sorex_araneus
ENSEASP00005032488	ENSEASG00005022166	Equus_asinus_asinus
ENSECAP00000016512	ENSECAG00000018952	Equus_caballus
ENSBIXP00000016029	ENSBIXG00000020342	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005023191	ENSBIXG00005026064	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000067670	ENSBTAG00000010672	Bos_taurus
ENSBMUP00000024852	ENSBMUG00000018636	Bos_mutus
ENSBBBP00000010475	ENSBBBG00000004667	Bison_bison_bison
ENSOARP00000004751	ENSOARG00000004442	Ovis_aries
ENSCHIP00000003371	ENSCHIG00000007335	Capra_hircus
ENSSSCP00000051580	ENSSSCG00000009522	Sus_scrofa_strain_reference
ENSTTRP00000002411	ENSTTRG00000002569	Tursiops_truncatus
ENSVPAP00000005071	ENSVPAG00000005457	Vicugna_pacos
ENSNVIP00000024061	ENSNVIG00000018509	Neovison_vison
ENSMPUP00000011241	ENSMPUG00000011333	Mustela_putorius_furo
ENSUMAP00000034062	ENSUMAG00000023453	Ursus_maritimus
ENSUAMP00000024487	ENSUAMG00000018289	Ursus_americanus
ENSAMEP00000017561	ENSAMEG00000016627	Ailuropoda_melanoleuca
ENSCAFP00000008753	ENSCAFG00000005838	Canis_lupus_familiaris
ENSCAFP00020029009	ENSCAFG00020022683	Canis_lupus_dingo
ENSVVUP00000018463	ENSVVUG00000013550	Vulpes_vulpes
ENSPPRP00000013411	ENSPPRG00000006626	Panthera_pardus
ENSPTIP00000008448	ENSPTIG00000009732	Panthera_tigris_altaica
ENSFCAP00000028029	ENSFCAG00000012573	Felis_catus
ENSSHAP00000016527	ENSSHAG00000014061	Sarcophilus_harrisii
ENSSHAP00000017336	ENSSHAG00000014732	Sarcophilus_harrisii
ENSVURP00010024181	ENSVURG00010018508	Vombatus_ursinus
ENSPCIP00000049739	ENSPCIG00000027261	Phascolarctos_cinereus
ENSMEUP00000000947	ENSMEUG00000001014	Notamacropus_eugenii
ENSMODP00000055354	ENSMODG00000007637	Monodelphis_domestica
ENSOANP00000017907	ENSOANG00000011302	Ornithorhynchus_anatinus
ENSOANP00000011137	ENSOANG00000006989	Ornithorhynchus_anatinus
ENSPMAP00000002880	ENSPMAG00000002640	Petromyzon_marinus
ENSCINP00000016533	ENSCING00000008081	Ciona_intestinalis
ENSCSAVP00000019353	ENSCSAVG00000011361	Ciona_savignyi
ENSEBUP00000007907	ENSEBUG00000005147	Eptatretus_burgeri
F27D9.5.2	WBGene00017864	Caenorhabditis_elegans_strain_N2
