ENSCGRP00001020277	ENSCGRG00001019479	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAMP00000017084	ENSMAMG00000011559	Mastacembelus_armatus
ENSPPAP00000000787	ENSPPAG00000003456	Pan_paniscus
ENSACAP00000000907	ENSACAG00000000957	Anolis_carolinensis
ENSOARP00000002228	ENSOARG00000002114	Ovis_aries
ENSNBRP00000013779	ENSNBRG00000010639	Neolamprologus_brichardi
ENSCHIP00000004126	ENSCHIG00000008350	Capra_hircus
ENSCABP00000004864	ENSCABG00000003661	Chelonoidis_abingdonii	ENSCABT00000005292
ENSPMGP00000007004	ENSPMGG00000005840	Periophthalmus_magnuspinnatus
ENSNGAP00000003634	ENSNGAG00000004266	Nannospalax_galili
ENSCATP00000044126	ENSCATG00000044560	Cercocebus_atys
ENSHHUP00000015787	ENSHHUG00000009834	Hucho_hucho
ENSLBEP00000003169	ENSLBEG00000002480	Labrus_bergylta
ENSLCOP00000007402	ENSLCOG00000005457	Lepidothrix_coronata
ENSLACP00000020017	ENSLACG00000017597	Latimeria_chalumnae
ENSPTIP00000002001	ENSPTIG00000004971	Panthera_tigris_altaica
ENSCPRP00005006036	ENSCPRG00005004313	Crocodylus_porosus
ENSETEP00000001652	ENSETEG00000002041	Echinops_telfairi
ENSCGOP00000029013	ENSCGOG00000013600	Cottoperca_gobio
ENSCGRP00000021068	ENSCGRG00000015314	Cricetulus_griseus_CriGri_1.0
ENSMUNP00000006525	ENSMUNG00000005237	Melopsittacus_undulatus
ENSIPUP00000030092	ENSIPUG00000020337	Ictalurus_punctatus
ENSDNOP00000019397	ENSDNOG00000042938	Dasypus_novemcinctus
ENSCVAP00000005557	ENSCVAG00000006992	Cyprinodon_variegatus
ENSPFOP00000007151	ENSPFOG00000007107	Poecilia_formosa
ENSDNVP00000001223	ENSDNVG00000000906	Dromaius_novaehollandiae
ENSCGRP00015015794	ENSCGRG00015012160	Cricetulus_griseus_CriGri-PICR
ENSCCEP00000016352	ENSCCEG00000015319	Cyanistes_caeruleus
MGP_SPRETEiJ_P0067291	MGP_SPRETEiJ_G0027532	Mus_spretus_strain_SPRET/EiJ
ENSMEUP00000011538	ENSMEUG00000012652	Notamacropus_eugenii
ENSLCRP00005021615	ENSLCRG00005008752	Larimichthys_crocea
ENSMAUP00000021428	ENSMAUG00000019156	Mesocricetus_auratus
ENSBMUP00000009339	ENSBMUG00000007280	Bos_mutus
ENSPMEP00000013264	ENSPMEG00000015530	Poecilia_mexicana
ENSLOCP00000006174	ENSLOCG00000005128	Lepisosteus_oculatus
ENSVURP00010025143	ENSVURG00010019256	Vombatus_ursinus
ENSTTRP00000009589	ENSTTRG00000010105	Tursiops_truncatus
ENSHHUP00000015774	ENSHHUG00000009820	Hucho_hucho
ENSTRUP00000032873	ENSTRUG00000012959	Takifugu_rubripes
ENSSHAP00000015996	ENSSHAG00000013621	Sarcophilus_harrisii
ENSPCOP00000020345	ENSPCOG00000022136	Propithecus_coquereli
ENSSPUP00000015940	ENSSPUG00000012311	Sphenodon_punctatus
ENSPLAP00000016473	ENSPLAG00000020660	Poecilia_latipinna
ENSLSDP00000006622	ENSLSDG00000005013	Lonchura_striata_domestica
ENSPVAP00000004924	ENSPVAG00000005202	Pteropus_vampyrus
ENSXETP00000050728	ENSXETG00000021089	Xenopus_tropicalis
ENSMUGP00000001335	ENSMUGG00000001249	Meriones_unguiculatus
ENSPRNP00000043993	ENSPRNG00000021437	Parambassis_ranga
ENSMUSP00000099636	ENSMUSG00000040533	Mus_musculus_strain_reference_(CL57BL6)
ENSEASP00005015497	ENSEASG00005010809	Equus_asinus_asinus
ENSCPOP00000009111	ENSCPOG00000010146	Cavia_porcellus
ENSMFAP00000017765	ENSMFAG00000031992	Macaca_fascicularis
ENSCAPP00000008949	ENSCAPG00000010526	Cavia_aperea
ENSMODP00000021274	ENSMODG00000017050	Monodelphis_domestica
ENSAMEP00000018635	ENSAMEG00000017644	Ailuropoda_melanoleuca
ENSPCIP00000023412	ENSPCIG00000017737	Phascolarctos_cinereus
ENSMMOP00000026143	ENSMMOG00000019820	Mola_mola
ENSAMXP00000021229	ENSAMXG00000020612	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSORLP00000014001	ENSORLG00000011158	Oryzias_latipes_ASM223467v1
ENSNPEP00000015837	ENSNPEG00000011813	Nothoprocta_perdicaria
ENSPCAP00000015028	ENSPCAG00000016081	Procavia_capensis
ENSLAFP00000010768	ENSLAFG00000012878	Loxodonta_africana
ENSXMAP00000027760	ENSXMAG00000002933	Xiphophorus_maculatus
ENSCSAP00000016987	ENSCSAG00000001025	Chlorocebus_sabaeus
ENSCANP00000000926	ENSCANG00000003518	Colobus_angolensis_palliatus
ENSCJAP00000010989	ENSCJAG00000005964	Callithrix_jacchus
ENSCHAP00000010112	ENSCHAG00000005773	Clupea_harengus
ENSHBUP00000016772	ENSHBUG00000018779	Haplochromis_burtoni
ENSPNYP00000012491	ENSPNYG00000009467	Pundamilia_nyererei
ENSCPBP00000012028	ENSCPBG00000009102	Chrysemys_picta_bellii
ENSNSUP00000016069	ENSNSUG00000011892	Notechis_scutatus
ENSPVIP00000002665	ENSPVIG00000002273	Pogona_vitticeps
ENSPEMP00000019126	ENSPEMG00000017513	Peromyscus_maniculatus_bairdii
ENSVVUP00000019735	ENSVVUG00000014610	Vulpes_vulpes
ENSAOWP00000023064	ENSAOWG00000015575	Apteryx_owenii
ENSAPLP00000008522	ENSAPLG00000008828	Anas_platyrhynchos_platyrhynchos
ENSP00000362870	ENSG00000162510	Homo_sapiens
ENSDCDP00000040929	ENSDCDG00000026793	Denticeps_clupeoides
ENSCSEP00000025002	ENSCSEG00000015965	Cynoglossus_semilaevis
ENSTGUP00000000816	ENSTGUG00000000798	Taeniopygia_guttata
ENSATEP00000023283	ENSATEG00000016093	Anabas_testudineus
ENSAOCP00000022952	ENSAOCG00000008700	Amphiprion_ocellaris
ENSMNEP00000014858	ENSMNEG00000031564	Macaca_nemestrina
ENSAPEP00000020584	ENSAPEG00000014686	Amphiprion_percula
ENSMZEP00005007819	ENSMZEG00005005935	Maylandia_zebra
ENSHCOP00000019675	ENSHCOG00000005192	Hippocampus_comes
ENSCLAP00000011670	ENSCLAG00000008049	Chinchilla_lanigera
ENSDORP00000008779	ENSDORG00000009341	Dipodomys_ordii
ENSARWP00000003192	ENSARWG00000002380	Apteryx_rowi
ENSOANP00000031018	ENSOANG00000029264	Ornithorhynchus_anatinus
ENSAMXP00005047947	ENSAMXG00005021968	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCAFP00020031485	ENSCAFG00020024574	Canis_lupus_dingo
ENSXCOP00000026981	ENSXCOG00000020154	Xiphophorus_couchianus
ENSMLEP00000035799	ENSMLEG00000042029	Mandrillus_leucophaeus
ENSMSIP00000038295	ENSMSIG00000031917	Mus_spicilegus
ENSPREP00000007438	ENSPREG00000005069	Poecilia_reticulata
ENSPSIP00000014959	ENSPSIG00000013335	Pelodiscus_sinensis
ENSHGLP00000025942	ENSHGLG00000018463	Heterocephalus_glaber_HetGla_female_1.0
ENSRNOP00000014666	ENSRNOG00000010932	Rattus_norvegicus
ENSMGAP00000000080	ENSMGAG00000000702	Meleagris_gallopavo
ENSLCAP00010017030	ENSLCAG00010008083	Lates_calcarifer
ENSBBBP00000020094	ENSBBBG00000013670	Bison_bison_bison
ENSMLUP00000001086	ENSMLUG00000001190	Myotis_lucifugus
ENSFCAP00000019212	ENSFCAG00000028893	Felis_catus
ENSTGEP00000015611	ENSTGEG00000012601	Theropithecus_gelada
ENSONIP00000002844	ENSONIG00000002278	Oreochromis_niloticus
ENSCJPP00005019049	ENSCJPG00005015473	Coturnix_japonica
ENSSPAP00000021972	ENSSPAG00000016599	Stegastes_partitus
ENSPTRP00000000785	ENSPTRG00000000449	Pan_troglodytes
ENSCPUP00000021309	ENSCPUG00000014545	Calidris_pugnax
ENSCPGP00000005599	ENSCPGG00000004036	Calidris_pygmaea
ENSUPAP00010025053	ENSUPAG00010019827	Urocitellus_parryii
ENSJHYP00000004310	ENSJHYG00000003578	Junco_hyemalis
ENSSBOP00000018216	ENSSBOG00000025737	Saimiri_boliviensis_boliviensis
ENSANAP00000000266	ENSANAG00000001841	Aotus_nancymaae
ENSPPYP00000001876	ENSPPYG00000001625	Pongo_abelii
ENSTNIP00000020108	ENSTNIG00000016985	Tetraodon_nigroviridis
ENSMALP00000023608	ENSMALG00000016455	Monopterus_albus
ENSGGOP00000007655	ENSGGOG00000007826	Gorilla_gorilla
ENSFHEP00000025459	ENSFHEG00000007713	Fundulus_heteroclitus
ENSSMAP00000018138	ENSSMAG00000011096	Scophthalmus_maximus
ENSUMAP00000012445	ENSUMAG00000009240	Ursus_maritimus
ENSOANP00000010144	ENSOANG00000006352	Ornithorhynchus_anatinus
ENSFDAP00000008100	ENSFDAG00000016448	Fukomys_damarensis
ENSPANP00000007203	ENSPANG00000016577	Papio_anubis
ENSCMIP00000041615	ENSCMIG00000017349	Callorhinchus_milii
ENSAPOP00000033119	ENSAPOG00000021505	Acanthochromis_polyacanthus
ENSACLP00000028772	ENSACLG00000019461	Astatotilapia_calliptera
ENSCCAP00000024286	ENSCCAG00000029924	Cebus_capucinus_imitator
ENSABRP00000010392	ENSABRG00000009343	Anser_brachyrhynchus
ENSOGAP00000013390	ENSOGAG00000014950	Otolemur_garnettii
ENSGWIP00000029631	ENSGWIG00000015481	Gouania_willdenowi
ENSFALP00000001315	ENSFALG00000001260	Ficedula_albicollis
ENSZALP00000019877	ENSZALG00000015684	Zonotrichia_albicollis
ENSHGLP00100013543	ENSHGLG00100010012	Heterocephalus_glaber_HetGla_1.0
ENSSFOP00015033655	ENSSFOG00015021478	Scleropages_formosus
ENSPKIP00000028964	ENSPKIG00000010387	Paramormyrops_kingsleyae
ENSOANP00000010145	ENSOANG00000006353	Ornithorhynchus_anatinus
ENSMICP00000010499	ENSMICG00000011541	Microcebus_murinus
ENSBTAP00000040771	ENSBTAG00000003479	Bos_taurus
ENSPMEP00000029777	ENSPMEG00000015836	Poecilia_mexicana
ENSGMOP00000016679	ENSGMOG00000015553	Gadus_morhua
ENSTSYP00000007754	ENSTSYG00000008492	Carlito_syrichta
ENSSTOP00000013172	ENSSTOG00000014709	Ictidomys_tridecemlineatus
ENSMOCP00000011560	ENSMOCG00000011816	Microtus_ochrogaster
ENSNVIP00000031298	ENSNVIG00000024071	Neovison_vison
ENSPSMP00000011905	ENSPSMG00000008597	Prolemur_simus
ENSOMEP00000008032	ENSOMEG00000009191	Oryzias_melastigma
ENSELUP00000000823	ENSELUG00000002380	Esox_lucius
ENSBSLP00000040154	ENSBSLG00000019476	Betta_splendens
ENSSMRP00000003962	ENSSMRG00000003296	Salvator_merianae
ENSMPUP00000015351	ENSMPUG00000015461	Mustela_putorius_furo
ENSRROP00000000049	ENSRROG00000000072	Rhinopithecus_roxellana
