ENSCMIP00000024438	ENSCMIG00000010836	Callorhinchus_milii	ENSCMIT00000024845
ENSCMIP00000024433	ENSCMIG00000010834	Callorhinchus_milii	ENSCMIT00000024840
ENSMGAP00000015121	ENSMGAG00000014295	Meleagris_gallopavo
ENSP00000341914	ENSG00000244694	Homo_sapiens
ENSGGOP00000022191	ENSGGOG00000024650	Gorilla_gorilla
ENSNLEP00000005076	ENSNLEG00000004199	Nomascus_leucogenys
ENSCJAP00000021684	ENSCJAG00000011815	Callithrix_jacchus
ENSSBOP00000005735	ENSSBOG00000019763	Saimiri_boliviensis_boliviensis
ENSANAP00000024878	ENSANAG00000030161	Aotus_nancymaae
ENSOCUP00000029025	ENSOCUG00000009411	Oryctolagus_cuniculus
ENSBTAP00000057842	ENSBTAG00000051749	Bos_taurus
ENSBTAP00000028550	ENSBTAG00000021415	Bos_taurus
ENSBMUP00000032093	ENSBMUG00000023929	Bos_mutus
ENSBIXP00005024707	ENSBIXG00005027231	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000029686	ENSBIXG00000011395	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000024754	ENSBBBG00000019807	Bison_bison_bison
ENSOARP00000012932	ENSOARG00000012061	Ovis_aries
ENSCHIP00000003538	ENSCHIG00000007711	Capra_hircus
ENSTTRP00000003910	ENSTTRG00000004156	Tursiops_truncatus
ENSMODP00000030251	ENSMODG00000023522	Monodelphis_domestica
ENSMODP00000056100	ENSMODG00000018858	Monodelphis_domestica
ENSSHAP00000010956	ENSSHAG00000009441	Sarcophilus_harrisii
ENSSHAP00000012644	ENSSHAG00000010822	Sarcophilus_harrisii
ENSVURP00010004983	ENSVURG00010003932	Vombatus_ursinus
ENSVURP00010004960	ENSVURG00010003918	Vombatus_ursinus
ENSPCIP00000016327	ENSPCIG00000012631	Phascolarctos_cinereus
ENSPCIP00000016324	ENSPCIG00000012630	Phascolarctos_cinereus
ENSMEUP00000002913	ENSMEUG00000003201	Notamacropus_eugenii
ENSOANP00000013165	ENSOANG00000008282	Ornithorhynchus_anatinus
ENSXETP00000001199	ENSXETG00000001362	Xenopus_tropicalis
ENSLACP00000013914	ENSLACG00000012249	Latimeria_chalumnae
ENSSFOP00015033902	ENSSFOG00015021631	Scleropages_formosus
ENSSFOP00015033909	ENSSFOG00015021633	Scleropages_formosus
ENSPKIP00000036081	ENSPKIG00000014780	Paramormyrops_kingsleyae
ENSDCDP00000020403	ENSDCDG00000016250	Denticeps_clupeoides
ENSDCDP00000028536	ENSDCDG00000020539	Denticeps_clupeoides
ENSCHAP00000005322	ENSCHAG00000003438	Clupea_harengus
ENSEEEP00000026785	ENSEEEG00000012929	Electrophorus_electricus
ENSEEEP00000026784	ENSEEEG00000012928	Electrophorus_electricus
ENSAMXP00000010455	ENSAMXG00000010183	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005003582	ENSAMXG00005002261	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000016229	ENSPNAG00000022350	Pygocentrus_nattereri
ENSIPUP00000035598	ENSIPUG00000023859	Ictalurus_punctatus
ENSDARP00000115181	ENSDARG00000008249	Danio_rerio
ENSGWIP00000007482	ENSGWIG00000004378	Gouania_willdenowi
ENSGMOP00000009686	ENSGMOG00000009077	Gadus_morhua
ENSMMOP00000019991	ENSMMOG00000015187	Mola_mola
ENSMMOP00000019990	ENSMMOG00000015186	Mola_mola
ENSCGOP00000015946	ENSCGOG00000007686	Cottoperca_gobio
ENSCGOP00000015950	ENSCGOG00000007689	Cottoperca_gobio
ENSHBUP00000019483	ENSHBUG00000021655	Haplochromis_burtoni
ENSPRNP00000043743	ENSPRNG00000021341	Parambassis_ranga
ENSPRNP00000043744	ENSPRNG00000021343	Parambassis_ranga
ENSFHEP00000012210	ENSFHEG00000013656	Fundulus_heteroclitus
ENSCSEP00000018450	ENSCSEG00000011843	Cynoglossus_semilaevis
ENSTNIP00000022381	ENSTNIG00000019184	Tetraodon_nigroviridis
ENSTNIP00000001414	ENSTNIG00000000828	Tetraodon_nigroviridis
ENSTRUP00000044348	ENSTRUG00000017308	Takifugu_rubripes
ENSLBEP00000036445	ENSLBEG00000027273	Labrus_bergylta
ENSGACP00000005589	ENSGACG00000004251	Gasterosteus_aculeatus
ENSHCOP00000005951	ENSHCOG00000007675	Hippocampus_comes
ENSPMGP00000009163	ENSPMGG00000007584	Periophthalmus_magnuspinnatus
ENSPFOP00000012499	ENSPFOG00000012498	Poecilia_formosa
ENSPMEP00000019072	ENSPMEG00000022034	Poecilia_mexicana
ENSPLAP00000017482	ENSPLAG00000021879	Poecilia_latipinna
ENSPREP00000029655	ENSPREG00000020090	Poecilia_reticulata
ENSXCOP00000001002	ENSXCOG00000000831	Xiphophorus_couchianus
ENSXMAP00000008943	ENSXMAG00000008926	Xiphophorus_maculatus
ENSGAFP00000014037	ENSGAFG00000009493	Gambusia_affinis
ENSCVAP00000028843	ENSCVAG00000016187	Cyprinodon_variegatus
ENSKMAP00000008516	ENSKMAG00000006400	Kryptolebias_marmoratus
ENSORLP00000019597	ENSORLG00000015652	Oryzias_latipes_ASM223467v1
ENSORLP00020006429	ENSORLG00020000920	Oryzias_latipes_ASM223471v1
ENSORLP00015022826	ENSORLG00015000047	Oryzias_latipes_ASM223469v1
ENSOMEP00000029509	ENSOMEG00000013192	Oryzias_melastigma
ENSATEP00000020875	ENSATEG00000014540	Anabas_testudineus
ENSBSLP00000012599	ENSBSLG00000006491	Betta_splendens
ENSMALP00000010090	ENSMALG00000007186	Monopterus_albus
ENSAOCP00000017513	ENSAOCG00000022599	Amphiprion_ocellaris
ENSAPEP00000006360	ENSAPEG00000004581	Amphiprion_percula
ENSAPOP00000008708	ENSAPOG00000010873	Acanthochromis_polyacanthus
ENSSPAP00000005076	ENSSPAG00000003931	Stegastes_partitus
ENSMAMP00000008188	ENSMAMG00000005561	Mastacembelus_armatus
ENSSDUP00000011859	ENSSDUG00000008640	Seriola_dumerili
ENSSLDP00000024745	ENSSLDG00000019279	Seriola_lalandi_dorsalis
ENSLCAP00010026785	ENSLCAG00010012547	Lates_calcarifer
ENSSMAP00000001813	ENSSMAG00000001141	Scophthalmus_maximus
ENSLCRP00005024562	ENSLCRG00005009859	Larimichthys_crocea
ENSPNYP00000019678	ENSPNYG00000014882	Pundamilia_nyererei
ENSMZEP00005020449	ENSMZEG00005015331	Maylandia_zebra
ENSACLP00000026100	ENSACLG00000017753	Astatotilapia_calliptera
ENSNBRP00000013727	ENSNBRG00000010628	Neolamprologus_brichardi
ENSONIP00000008473	ENSONIG00000006708	Oreochromis_niloticus
ENSHBUP00000034148	ENSHBUG00000021497	Haplochromis_burtoni
ENSACIP00000017453	ENSACIG00000013614	Amphilophus_citrinellus
ENSCSEP00000018473	ENSCSEG00000011853	Cynoglossus_semilaevis
ENSDCDP00000028532	ENSDCDG00000020538	Denticeps_clupeoides
ENSHHUP00000074247	ENSHHUG00000043567	Hucho_hucho
ENSHHUP00000074240	ENSHHUG00000043562	Hucho_hucho
ENSHHUP00000004309	ENSHHUG00000002689	Hucho_hucho
ENSHHUP00000004323	ENSHHUG00000002698	Hucho_hucho
ENSELUP00000002779	ENSELUG00000004090	Esox_lucius
ENSLOCP00000020393	ENSLOCG00000016510	Lepisosteus_oculatus
ENSECRP00000013027	ENSECRG00000008713	Erpetoichthys_calabaricus
