ENSBMUP00000010751	ENSBMUG00000008309	Bos_mutus
ENSCJAP00000019669	ENSCJAG00000010667	Callithrix_jacchus
ENSPMGP00000019551	ENSPMGG00000013842	Periophthalmus_magnuspinnatus
ENSMZEP00005027824	ENSMZEG00005020750	Maylandia_zebra
ENSAPEP00000012541	ENSAPEG00000008009	Amphiprion_percula
ENSACAP00000002280	ENSACAG00000002356	Anolis_carolinensis
ENSNVIP00000010868	ENSNVIG00000008608	Neovison_vison
ENSNLEP00000010426	ENSNLEG00000008544	Nomascus_leucogenys
ENSECRP00000015399	ENSECRG00000010275	Erpetoichthys_calabaricus	ENSECRT00000015671
MGP_CAROLIEiJ_P0048430	MGP_CAROLIEiJ_G0022838	Mus_caroli_strain_CAROLI_EIJ
ENSCSEP00000030235	ENSCSEG00000019352	Cynoglossus_semilaevis
ENSCVAP00000013919	ENSCVAG00000016485	Cyprinodon_variegatus
ENSNSUP00000025041	ENSNSUG00000018051	Notechis_scutatus
ENSCGRP00015021735	ENSCGRG00015016539	Cricetulus_griseus_CriGri-PICR
ENSPNYP00000005483	ENSPNYG00000004057	Pundamilia_nyererei
ENSSPAP00000007636	ENSSPAG00000005837	Stegastes_partitus
ENSCCNP00000005973	ENSCCNG00000006320	Castor_canadensis
ENSDNOP00000004224	ENSDNOG00000005457	Dasypus_novemcinctus
ENSCHOP00000002952	ENSCHOG00000003336	Choloepus_hoffmanni
ENSPEMP00000022640	ENSPEMG00000019943	Peromyscus_maniculatus_bairdii
ENSMVIP00005015223	ENSMVIG00005010963	Manacus_vitellinus
ENSSBOP00000022329	ENSSBOG00000027694	Saimiri_boliviensis_boliviensis
ENSSARP00000001806	ENSSARG00000002004	Sorex_araneus
ENSGGOP00000021714	ENSGGOG00000013298	Gorilla_gorilla
ENSCMIP00000020353	ENSCMIG00000009384	Callorhinchus_milii
ENSCPBP00000036668	ENSCPBG00000025458	Chrysemys_picta_bellii
ENSCCEP00000017608	ENSCCEG00000016272	Cyanistes_caeruleus
ENSSLDP00000033209	ENSSLDG00000025304	Seriola_lalandi_dorsalis
ENSDCDP00000015839	ENSDCDG00000012757	Denticeps_clupeoides	ENSDCDT00000022291
ENSPTRP00000035458	ENSPTRG00000020728	Pan_troglodytes
ENSNBRP00000024882	ENSNBRG00000018325	Neolamprologus_brichardi
ENSBTAP00000023667	ENSBTAG00000033352	Bos_taurus
ENSAOCP00000004991	ENSAOCG00000008448	Amphiprion_ocellaris
ENSBIXP00000016651	ENSBIXG00000020778	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSUAMP00000028309	ENSUAMG00000021888	Ursus_americanus
ENSAHAP00000020680	ENSAHAG00000014532	Apteryx_haastii
ENSPVAP00000016750	ENSPVAG00000017757	Pteropus_vampyrus
ENSPTIP00000002220	ENSPTIG00000005309	Panthera_tigris_altaica
ENSPMEP00000001304	ENSPMEG00000002184	Poecilia_mexicana
ENSOANP00000013187	ENSOANG00000008294	Ornithorhynchus_anatinus
ENSSDUP00000028139	ENSSDUG00000020342	Seriola_dumerili
ENSLCOP00000003505	ENSLCOG00000002641	Lepidothrix_coronata
ENSMALP00000013457	ENSMALG00000009399	Monopterus_albus
ENSATEP00000009772	ENSATEG00000006852	Anabas_testudineus
ENSORLP00020029782	ENSORLG00020013974	Oryzias_latipes_ASM223471v1
ENSDCDP00000024384	ENSDCDG00000018262	Denticeps_clupeoides	ENSDCDT00000032878
ENSMLEP00000020775	ENSMLEG00000034610	Mandrillus_leucophaeus
ENSORLP00000025381	ENSORLG00000020817	Oryzias_latipes_ASM223467v1
ENSCJPP00005002023	ENSCJPG00005002189	Coturnix_japonica
ENSEBUP00000011333	ENSEBUG00000007279	Eptatretus_burgeri
ENSCAPP00000013525	ENSCAPG00000014126	Cavia_aperea
ENSPPRP00000007147	ENSPPRG00000002380	Panthera_pardus
ENSPMJP00000021819	ENSPMJG00000016192	Parus_major
ENSOANP00000020956	ENSOANG00000013273	Ornithorhynchus_anatinus
ENSANAP00000026108	ENSANAG00000030765	Aotus_nancymaae
ENSUAMP00000028310	ENSUAMG00000021889	Ursus_americanus
ENSMODP00000004160	ENSMODG00000003401	Monodelphis_domestica
ENSMUSP00000033686	ENSMUSG00000031323	Mus_musculus_strain_reference_(CL57BL6)
ENSCGOP00000055831	ENSCGOG00000024307	Cottoperca_gobio
ENSCGRP00015000949	ENSCGRG00015000858	Cricetulus_griseus_CriGri-PICR
ENSLACP00000014930	ENSLACG00000013139	Latimeria_chalumnae
ENSPREP00000022218	ENSPREG00000014224	Poecilia_reticulata
ENSCGRP00001000804	ENSCGRG00001000625	Cricetulus_griseus_CHOK1GS_HDv1
ENSLOCP00000014096	ENSLOCG00000011472	Lepisosteus_oculatus
ENSBIXP00005014150	ENSBIXG00005018189	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
MGP_SPRETEiJ_P0096167	MGP_SPRETEiJ_G0034468	Mus_spretus_strain_SPRET/EiJ
ENSSMAP00000022286	ENSSMAG00000013610	Scophthalmus_maximus
ENSOGAP00000001774	ENSOGAG00000001989	Otolemur_garnettii
MGP_PahariEiJ_P0090016	MGP_PahariEiJ_G0031843	Mus_pahari_strain_PAHARI_EIJ
ENSAMXP00000045085	ENSAMXG00000033247	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSODEP00000006556	ENSODEG00000004898	Octodon_degus
ENSCATP00000042506	ENSCATG00000043860	Cercocebus_atys
ENSAOWP00000014244	ENSAOWG00000009721	Apteryx_owenii
ENSHGLP00000016234	ENSHGLG00000011630	Heterocephalus_glaber_HetGla_female_1.0
ENSMAUP00000005109	ENSMAUG00000006945	Mesocricetus_auratus
ENSRROP00000022498	ENSRROG00000035111	Rhinopithecus_roxellana
ENSDORP00000005956	ENSDORG00000006363	Dipodomys_ordii
ENSRNOP00000069916	ENSRNOG00000060738	Rattus_norvegicus
