ENSDNVP00000023226	ENSDNVG00000016132	Dromaius_novaehollandiae
ENSPFOP00000011502	ENSPFOG00000011487	Poecilia_formosa
ENSPMEP00000013062	ENSPMEG00000015324	Poecilia_mexicana
ENSPLAP00000014024	ENSPLAG00000017621	Poecilia_latipinna
ENSPREP00000025398	ENSPREG00000017104	Poecilia_reticulata
ENSXMAP00000022660	ENSXMAG00000024576	Xiphophorus_maculatus
ENSXCOP00000004308	ENSXCOG00000003390	Xiphophorus_couchianus
ENSGAFP00000028292	ENSGAFG00000019138	Gambusia_affinis
ENSFHEP00000021963	ENSFHEG00000002071	Fundulus_heteroclitus
ENSCVAP00000020733	ENSCVAG00000002310	Cyprinodon_variegatus
ENSKMAP00000017339	ENSKMAG00000012912	Kryptolebias_marmoratus
ENSORLP00000035557	ENSORLG00000004195	Oryzias_latipes_ASM223467v1
ENSORLP00020031298	ENSORLG00020016357	Oryzias_latipes_ASM223471v1
ENSORLP00015007236	ENSORLG00015008083	Oryzias_latipes_ASM223469v1
ENSOMEP00000003897	ENSOMEG00000004834	Oryzias_melastigma
ENSACLP00000033426	ENSACLG00000022639	Astatotilapia_calliptera
ENSHBUP00000008546	ENSHBUG00000010066	Haplochromis_burtoni
ENSMZEP00005027419	ENSMZEG00005020441	Maylandia_zebra
ENSPNYP00000013308	ENSPNYG00000010097	Pundamilia_nyererei
ENSNBRP00000003964	ENSNBRG00000003148	Neolamprologus_brichardi
ENSONIP00000002569	ENSONIG00000002058	Oreochromis_niloticus
ENSACIP00000029134	ENSACIG00000022542	Amphilophus_citrinellus
ENSAOCP00000005655	ENSAOCG00000009185	Amphiprion_ocellaris
ENSAPEP00000020409	ENSAPEG00000014562	Amphiprion_percula
ENSAPOP00000031254	ENSAPOG00000018366	Acanthochromis_polyacanthus
ENSSPAP00000027552	ENSSPAG00000020777	Stegastes_partitus
ENSPRNP00000052623	ENSPRNG00000024867	Parambassis_ranga
ENSCHAP00000003433	ENSCHAG00000002182	Clupea_harengus
ENSEEEP00000041061	ENSEEEG00000019439	Electrophorus_electricus
ENSIPUP00000032648	ENSIPUG00000021904	Ictalurus_punctatus
ENSAMXP00005036591	ENSAMXG00005017441	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000047763	ENSAMXG00000041871	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000037297	ENSPNAG00000006568	Pygocentrus_nattereri
ENSDARP00000060882	ENSDARG00000041530	Danio_rerio
ENSELUP00000005321	ENSELUG00000006362	Esox_lucius
ENSHHUP00000044921	ENSHHUG00000027438	Hucho_hucho
ENSGMOP00000016266	ENSGMOG00000015194	Gadus_morhua
ENSDCDP00000045510	ENSDCDG00000028677	Denticeps_clupeoides
ENSLOCP00000002948	ENSLOCG00000002496	Lepisosteus_oculatus
ENSECRP00000016080	ENSECRG00000010727	Erpetoichthys_calabaricus
ENSCMIP00000017057	ENSCMIG00000008110	Callorhinchus_milii
ENSEBUP00000021457	ENSEBUG00000013254	Eptatretus_burgeri
ENSCSAVP00000010121	ENSCSAVG00000005964	Ciona_savignyi
ENSCINP00000006919	ENSCING00000003378	Ciona_intestinalis
FBpp0085477	FBgn0033089	Drosophila_melanogaster
T01B7.4.1	WBGene00000887	Caenorhabditis_elegans_strain_N2
