ENSVURP00010032168	ENSVURG00010024545	Vombatus_ursinus	ENSVURT00010036629
ENSPCIP00000055153	ENSPCIG00000020001	Phascolarctos_cinereus	ENSPCIT00000052944
ENSMEUP00000013491	ENSMEUG00000014774	Notamacropus_eugenii	ENSMEUT00000014821
ENSSHAP00000002038	ENSSHAG00000001812	Sarcophilus_harrisii	ENSSHAT00000002060
ENSPVAP00000012011	ENSPVAG00000012735	Pteropus_vampyrus
ENSSDAP00000000345	ENSSDAG00000000317	Spermophilus_dauricus
ENSMMMP00000022097	ENSMMMG00000019397	Marmota_marmota_marmota
ENSSTOP00000001810	ENSSTOG00000002029	Ictidomys_tridecemlineatus
ENSUPAP00010027302	ENSUPAG00010021579	Urocitellus_parryii
ENSOCUP00000010529	ENSOCUG00000012228	Oryctolagus_cuniculus
ENSOPRP00000015398	ENSOPRG00000016865	Ochotona_princeps
ENSLAFP00000011058	ENSLAFG00000013211	Loxodonta_africana
ENSPCAP00000011140	ENSPCAG00000011898	Procavia_capensis
ENSETEP00000006322	ENSETEG00000007781	Echinops_telfairi
ENSDNOP00000019024	ENSDNOG00000018253	Dasypus_novemcinctus
ENSOANP00000020087	ENSOANG00000012698	Ornithorhynchus_anatinus
ENSPVIP00000011279	ENSPVIG00000008721	Pogona_vitticeps
ENSACAP00000013784	ENSACAG00000013919	Anolis_carolinensis
ENSNSUP00000015401	ENSNSUG00000011385	Notechis_scutatus
ENSSMRP00000003850	ENSSMRG00000002313	Salvator_merianae
ENSSPUP00000004626	ENSSPUG00000003547	Sphenodon_punctatus
ENSAHAP00000015204	ENSAHAG00000010927	Apteryx_haastii
ENSAOWP00000013771	ENSAOWG00000009403	Apteryx_owenii
ENSARWP00000019320	ENSARWG00000012446	Apteryx_rowi
ENSDNVP00000003769	ENSDNVG00000002654	Dromaius_novaehollandiae
ENSNPEP00000001725	ENSNPEG00000001334	Nothoprocta_perdicaria
ENSCPUP00000029680	ENSCPUG00000019876	Calidris_pugnax
ENSCPUP00000029679	ENSCPUG00000019875	Calidris_pugnax
ENSCPGP00000011420	ENSCPGG00000007955	Calidris_pygmaea
ENSLCOP00000012686	ENSLCOG00000008625	Lepidothrix_coronata
ENSMVIP00005019426	ENSMVIG00005013758	Manacus_vitellinus
ENSCCEP00000014309	ENSCCEG00000013538	Cyanistes_caeruleus
ENSPMJP00000027035	ENSPMJG00000019694	Parus_major
ENSFALP00000006245	ENSFALG00000005959	Ficedula_albicollis
ENSJHYP00000003881	ENSJHYG00000003201	Junco_hyemalis
ENSZALP00000018938	ENSZALG00000015093	Zonotrichia_albicollis
ENSSCAP00000014069	ENSSCAG00000010349	Serinus_canaria
ENSTGUP00000016975	ENSTGUG00000016652	Taeniopygia_guttata
ENSTGUP00000007211	ENSTGUG00000006952	Taeniopygia_guttata
ENSLSDP00000012849	ENSLSDG00000009238	Lonchura_striata_domestica
ENSMUNP00000002967	ENSMUNG00000002585	Melopsittacus_undulatus
ENSABRP00000015053	ENSABRG00000012936	Anser_brachyrhynchus
ENSAPLP00000004298	ENSAPLG00000004676	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000006764	ENSMGAG00000006646	Meleagris_gallopavo
ENSGALP00000007393	ENSGALG00000004649	Gallus_gallus
ENSCJPP00005020154	ENSCJPG00005015891	Coturnix_japonica
ENSNMEP00000021666	ENSNMEG00000018293	Numida_meleagris
ENSCPRP00005018719	ENSCPRG00005013113	Crocodylus_porosus
ENSCABP00000030752	ENSCABG00000022478	Chelonoidis_abingdonii
ENSGAGP00000004299	ENSGAGG00000003572	Gopherus_agassizii
ENSCPBP00000023880	ENSCPBG00000016203	Chrysemys_picta_bellii
ENSPSIP00000019690	ENSPSIG00000017353	Pelodiscus_sinensis
ENSXETP00000035409	ENSXETG00000013979	Xenopus_tropicalis
ENSLACP00000005090	ENSLACG00000004526	Latimeria_chalumnae
ENSCHAP00000038743	ENSCHAG00000018014	Clupea_harengus	ENSCHAT00000041942
ENSCMIP00000031743	ENSCMIG00000013598	Callorhinchus_milii
