ENSLOCP00000020262	ENSLOCG00000016408	Lepisosteus_oculatus
ENSGAGP00000000685	ENSGAGG00000000575	Gopherus_agassizii
ENSTGUP00000002725	ENSTGUG00000002646	Taeniopygia_guttata
ENSVPAP00000003517	ENSVPAG00000003788	Vicugna_pacos
ENSCHAP00000003616	ENSCHAG00000002302	Clupea_harengus
ENSAHAP00000001791	ENSAHAG00000001503	Apteryx_haastii
ENSPEMP00000025915	ENSPEMG00000022185	Peromyscus_maniculatus_bairdii
ENSGALP00000015282	ENSGALG00000009388	Gallus_gallus
ENSEEEP00000047816	ENSEEEG00000022508	Electrophorus_electricus
ENSCAFP00020024403	ENSCAFG00020019215	Canis_lupus_dingo
ENSCGRP00000012863	ENSCGRG00000009367	Cricetulus_griseus_CriGri_1.0
ENSNMEP00000016663	ENSNMEG00000014656	Numida_meleagris
ENSLSDP00000014671	ENSLSDG00000010594	Lonchura_striata_domestica
ENSCATP00000041225	ENSCATG00000043227	Cercocebus_atys
ENSCAPP00000009460	ENSCAPG00000010929	Cavia_aperea
ENSPMJP00000015666	ENSPMJG00000011886	Parus_major
ENSMMUP00000038356	ENSMMUG00000012695	Macaca_mulatta
ENSUMAP00000022490	ENSUMAG00000016446	Ursus_maritimus
ENSPCIP00000051920	ENSPCIG00000033276	Phascolarctos_cinereus
ENSANAP00000014808	ENSANAG00000025295	Aotus_nancymaae
ENSPPRP00000027166	ENSPPRG00000018418	Panthera_pardus
ENSTTRP00000014107	ENSTTRG00000014881	Tursiops_truncatus
ENSCJAP00000075411	ENSCJAG00000013871	Callithrix_jacchus
ENSSHAP00000014996	ENSSHAG00000012796	Sarcophilus_harrisii
ENSMFAP00000024449	ENSMFAG00000043811	Macaca_fascicularis
ENSRNOP00000045726	ENSRNOG00000003562	Rattus_norvegicus
MGP_SPRETEiJ_P0022803	MGP_SPRETEiJ_G0015805	Mus_spretus_strain_SPRET/EiJ
ENSEBUP00000009897	ENSEBUG00000006347	Eptatretus_burgeri
ENSPVIP00000018563	ENSPVIG00000014182	Pogona_vitticeps	ENSPVIT00000023057
ENSNLEP00000000553	ENSNLEG00000000441	Nomascus_leucogenys
ENSBTAP00000027951	ENSBTAG00000020989	Bos_taurus
ENSP00000344219	ENSG00000143502	Homo_sapiens
ENSMEUP00000012944	ENSMEUG00000014187	Notamacropus_eugenii
ENSMMMP00000027674	ENSMMMG00000024167	Marmota_marmota_marmota
ENSEEUP00000013368	ENSEEUG00000014640	Erinaceus_europaeus
ENSPSMP00000003192	ENSPSMG00000002591	Prolemur_simus
ENSGGOP00000022304	ENSGGOG00000003026	Gorilla_gorilla
ENSECAP00000032062	ENSECAG00000012550	Equus_caballus
ENSUAMP00000027798	ENSUAMG00000021494	Ursus_americanus
ENSODEP00000021180	ENSODEG00000015602	Octodon_degus
ENSMPUP00000010510	ENSMPUG00000010588	Mustela_putorius_furo
ENSOCUP00000005392	ENSOCUG00000006228	Oryctolagus_cuniculus
ENSLAFP00000004287	ENSLAFG00000005120	Loxodonta_africana
ENSPCAP00000007787	ENSPCAG00000008345	Procavia_capensis
ENSEASP00005019909	ENSEASG00005013732	Equus_asinus_asinus
ENSMVIP00005002649	ENSMVIG00005002073	Manacus_vitellinus
ENSVVUP00000000630	ENSVVUG00000000558	Vulpes_vulpes
ENSCPRP00005003845	ENSCPRG00005002816	Crocodylus_porosus
ENSMAUP00000018412	ENSMAUG00000016992	Mesocricetus_auratus
ENSCSAP00000012087	ENSCSAG00000016027	Chlorocebus_sabaeus
ENSTSYP00000001432	ENSTSYG00000001538	Carlito_syrichta
ENSBMUP00000008918	ENSBMUG00000006950	Bos_mutus
ENSFALP00000012515	ENSFALG00000011984	Ficedula_albicollis
ENSCCNP00000011138	ENSCCNG00000011523	Castor_canadensis
ENSSARP00000012370	ENSSARG00000013698	Sorex_araneus
ENSPCOP00000003887	ENSPCOG00000011601	Propithecus_coquereli
ENSSPUP00000008916	ENSSPUG00000006929	Sphenodon_punctatus	ENSSPUT00000009512
ENSMUNP00000017137	ENSMUNG00000013171	Melopsittacus_undulatus
ENSPANP00000041908	ENSPANG00000003306	Papio_anubis
ENSCCAP00000000506	ENSCCAG00000002755	Cebus_capucinus_imitator
MGP_CAROLIEiJ_P0021729	MGP_CAROLIEiJ_G0015005	Mus_caroli_strain_CAROLI_EIJ
ENSVURP00010012338	ENSVURG00010009543	Vombatus_ursinus
ENSNGAP00000010239	ENSNGAG00000012710	Nannospalax_galili
ENSPVAP00000009176	ENSPVAG00000009736	Pteropus_vampyrus
ENSSCAP00000010006	ENSSCAG00000007614	Serinus_canaria
ENSFCAP00000055765	ENSFCAG00000007356	Felis_catus
ENSDORP00000011945	ENSDORG00000012702	Dipodomys_ordii
ENSPPAP00000022630	ENSPPAG00000034494	Pan_paniscus
ENSMUGP00000030368	ENSMUGG00000025221	Meriones_unguiculatus
ENSNSUP00000013305	ENSNSUG00000009948	Notechis_scutatus	ENSNSUT00000014174
ENSCABP00000024286	ENSCABG00000017903	Chelonoidis_abingdonii
ENSCMIP00000043850	ENSCMIG00000018160	Callorhinchus_milii
ENSMUSP00000082873	ENSMUSG00000038576	Mus_musculus_strain_reference_(CL57BL6)
ENSTGEP00000006380	ENSTGEG00000005224	Theropithecus_gelada
ENSRBIP00000040121	ENSRBIG00000043497	Rhinopithecus_bieti
ENSPTIP00000014083	ENSPTIG00000013598	Panthera_tigris_altaica
ENSETEP00000015291	ENSETEG00000018819	Echinops_telfairi
ENSHGLP00000004411	ENSHGLG00000003226	Heterocephalus_glaber_HetGla_female_1.0
ENSMNEP00000007125	ENSMNEG00000028108	Macaca_nemestrina
ENSMLEP00000018313	ENSMLEG00000033336	Mandrillus_leucophaeus
ENSAMEP00000016339	ENSAMEG00000015481	Ailuropoda_melanoleuca
ENSECRP00000023480	ENSECRG00000015893	Erpetoichthys_calabaricus
ENSLCOP00000013189	ENSLCOG00000009520	Lepidothrix_coronata
ENSSFOP00015011958	ENSSFOG00015007691	Scleropages_formosus
ENSDNVP00000021617	ENSDNVG00000015103	Dromaius_novaehollandiae
ENSMGAP00000009098	ENSMGAG00000008854	Meleagris_gallopavo
ENSBBBP00000003897	ENSBBBG00000012855	Bison_bison_bison
ENSCLAP00000003319	ENSCLAG00000002377	Chinchilla_lanigera
ENSOPRP00000012761	ENSOPRG00000013980	Ochotona_princeps
ENSMICP00000004472	ENSMICG00000004902	Microcebus_murinus
ENSCPGP00000026729	ENSCPGG00000018425	Calidris_pygmaea
ENSFDAP00000003815	ENSFDAG00000013157	Fukomys_damarensis
ENSTBEP00000013680	ENSTBEG00000015750	Tupaia_belangeri
ENSUPAP00010013550	ENSUPAG00010010944	Urocitellus_parryii
ENSRROP00000014366	ENSRROG00000031399	Rhinopithecus_roxellana
ENSDCDP00000038541	ENSDCDG00000025844	Denticeps_clupeoides
ENSOANP00000002291	ENSOANG00000001446	Ornithorhynchus_anatinus
ENSLACP00000000684	ENSLACG00000000611	Latimeria_chalumnae
ENSSSCP00000011925	ENSSSCG00000011176	Sus_scrofa_strain_reference
ENSDARP00000032279	ENSDARG00000026335	Danio_rerio
ENSSTOP00000027408	ENSSTOG00000010457	Ictidomys_tridecemlineatus
MGP_PahariEiJ_P0076975	MGP_PahariEiJ_G0028237	Mus_pahari_strain_PAHARI_EIJ
ENSPNAP00000029698	ENSPNAG00000015945	Pygocentrus_nattereri
ENSOGAP00000014566	ENSOGAG00000016273	Otolemur_garnettii
ENSVURP00010021750	ENSVURG00010016682	Vombatus_ursinus
ENSOARP00000015355	ENSOARG00000014309	Ovis_aries
ENSCANP00000030473	ENSCANG00000038902	Colobus_angolensis_palliatus
ENSBIXP00005027022	ENSBIXG00005005153	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCGRP00015012343	ENSCGRG00015009463	Cricetulus_griseus_CriGri-PICR
ENSZALP00000002926	ENSZALG00000003006	Zonotrichia_albicollis
ENSMSIP00000019610	ENSMSIG00000016677	Mus_spicilegus
ENSCCEP00000016780	ENSCCEG00000015622	Cyanistes_caeruleus
ENSBIXP00000016741	ENSBIXG00000020831	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMPUP00000003025	ENSMPUG00000003056	Mustela_putorius_furo
ENSPKIP00000015986	ENSPKIG00000002487	Paramormyrops_kingsleyae
ENSARWP00000007969	ENSARWG00000005566	Apteryx_rowi
ENSHGLP00100021765	ENSHGLG00100016018	Heterocephalus_glaber_HetGla_1.0
ENSJJAP00000015963	ENSJJAG00000017970	Jaculus_jaculus
ENSMLUP00000009636	ENSMLUG00000010573	Myotis_lucifugus
