ENSCINP00000030120	ENSCING00000018496	Ciona_intestinalis	ENSCINT00000031081
ENSCSAVP00000008817	ENSCSAVG00000005231	Ciona_savignyi	ENSCSAVT00000008930
ENSHHUP00000031239	ENSHHUG00000019854	Hucho_hucho
ENSUPAP00010024786	ENSUPAG00010019640	Urocitellus_parryii
ENSSTOP00000027673	ENSSTOG00000033214	Ictidomys_tridecemlineatus
ENSMMMP00000012272	ENSMMMG00000010979	Marmota_marmota_marmota
ENSSDAP00000025612	ENSSDAG00000023269	Spermophilus_dauricus
ENSUPAP00010020521	ENSUPAG00010016237	Urocitellus_parryii
ENSSDAP00000022291	ENSSDAG00000020270	Spermophilus_dauricus
ENSMMMP00000005525	ENSMMMG00000004997	Marmota_marmota_marmota
ENSSDAP00000012654	ENSSDAG00000011411	Spermophilus_dauricus
ENSSTOP00000032030	ENSSTOG00000019475	Ictidomys_tridecemlineatus
ENSSTOP00000018773	ENSSTOG00000020488	Ictidomys_tridecemlineatus
ENSMMMP00000001402	ENSMMMG00000001277	Marmota_marmota_marmota
ENSUPAP00010028401	ENSUPAG00010022427	Urocitellus_parryii
ENSSDAP00000002170	ENSSDAG00000002090	Spermophilus_dauricus
ENSMUGP00000031422	ENSMUGG00000026137	Meriones_unguiculatus
ENSOCUP00000016541	ENSOCUG00000025766	Oryctolagus_cuniculus
ENSTBEP00000000692	ENSTBEG00000000807	Tupaia_belangeri
ENSMLUP00000002203	ENSMLUG00000002432	Myotis_lucifugus
ENSPPRP00000020683	ENSPPRG00000011689	Panthera_pardus
ENSPTIP00000011516	ENSPTIG00000011913	Panthera_tigris_altaica
ENSFCAP00000046598	ENSFCAG00000043006	Felis_catus
ENSEEUP00000003163	ENSEEUG00000003483	Erinaceus_europaeus
ENSTBEP00000013514	ENSTBEG00000015568	Tupaia_belangeri
MGP_CAROLIEiJ_P0084185	MGP_CAROLIEiJ_G0030975	Mus_caroli_strain_CAROLI_EIJ
ENSLAFP00000004822	ENSLAFG00000005757	Loxodonta_africana
ENSPCAP00000009039	ENSPCAG00000009712	Procavia_capensis
ENSETEP00000000817	ENSETEG00000001015	Echinops_telfairi
ENSFCAP00000031980	ENSFCAG00000035470	Felis_catus
ENSSARP00000005542	ENSSARG00000006126	Sorex_araneus
ENSETEP00000014642	ENSETEG00000018019	Echinops_telfairi
ENSAMEP00000018771	ENSAMEG00000017772	Ailuropoda_melanoleuca
ENSUAMP00000007317	ENSUAMG00000006364	Ursus_americanus
ENSDNOP00000024022	ENSDNOG00000038982	Dasypus_novemcinctus
ENSETEP00000007680	ENSETEG00000009455	Echinops_telfairi
ENSETEP00000008991	ENSETEG00000011086	Echinops_telfairi
ENSCAFP00000000379	ENSCAFG00000000263	Canis_lupus_familiaris
ENSCAFP00020029138	ENSCAFG00020022772	Canis_lupus_dingo
ENSAMEP00000008158	ENSAMEG00000007743	Ailuropoda_melanoleuca
ENSMLUP00000020203	ENSMLUG00000028079	Myotis_lucifugus
ENSCAFP00020028560	ENSCAFG00020022376	Canis_lupus_dingo
ENSCAFP00000034011	ENSCAFG00000006102	Canis_lupus_familiaris
ENSNVIP00000000610	ENSNVIG00000000529	Neovison_vison
ENSMMUP00000072326	ENSMMUG00000058411	Macaca_mulatta
ENSMMUP00000075389	ENSMMUG00000060164	Macaca_mulatta
ENSMMUP00000031977	ENSMMUG00000014786	Macaca_mulatta
ENSPTEP00000015780	ENSPTEG00000017410	Piliocolobus_tephrosceles
ENSCJAP00000066762	ENSCJAG00000060575	Callithrix_jacchus
ENSMPUP00000011640	ENSMPUG00000011734	Mustela_putorius_furo
ENSMPUP00000018296	ENSMPUG00000018414	Mustela_putorius_furo
ENSUMAP00000029696	ENSUMAG00000021488	Ursus_maritimus
ENSAMEP00000009626	ENSAMEG00000009163	Ailuropoda_melanoleuca
ENSPPRP00000008955	ENSPPRG00000003581	Panthera_pardus
ENSPTIP00000009484	ENSPTIG00000010526	Panthera_tigris_altaica
ENSFCAP00000022874	ENSFCAG00000001762	Felis_catus
ENSECAP00000005489	ENSECAG00000007397	Equus_caballus
ENSEASP00005018710	ENSEASG00005012899	Equus_asinus_asinus
ENSPPAP00000009118	ENSPPAG00000027778	Pan_paniscus
ENSNLEP00000028388	ENSNLEG00000035660	Nomascus_leucogenys
ENSNLEP00000035822	ENSNLEG00000028263	Nomascus_leucogenys
ENSPPAP00000003372	ENSPPAG00000014152	Pan_paniscus
ENSPTRP00000083302	ENSPTRG00000050033	Pan_troglodytes
ENSGGOP00000049640	ENSGGOG00000026575	Gorilla_gorilla
ENSCSAP00000000982	ENSCSAG00000004652	Chlorocebus_sabaeus
ENSRBIP00000014814	ENSRBIG00000031518	Rhinopithecus_bieti
ENSRROP00000026975	ENSRROG00000037267	Rhinopithecus_roxellana
ENSPPAP00000006588	ENSPPAG00000025352	Pan_paniscus
ENSCJAP00000064782	ENSCJAG00000058299	Callithrix_jacchus
ENSCJAP00000053318	ENSCJAG00000038247	Callithrix_jacchus
ENSCJAP00000055345	ENSCJAG00000044698	Callithrix_jacchus
ENSCJAP00000063111	ENSCJAG00000057717	Callithrix_jacchus
ENSCJAP00000040821	ENSCJAG00000043495	Callithrix_jacchus
ENSCCAP00000002732	ENSCCAG00000016109	Cebus_capucinus_imitator
ENSPPAP00000023311	ENSPPAG00000034842	Pan_paniscus
ENSPTRP00000071049	ENSPTRG00000048868	Pan_troglodytes
ENSGGOP00000031452	ENSGGOG00000036475	Gorilla_gorilla
ENSNLEP00000027227	ENSNLEG00000031604	Nomascus_leucogenys
ENSCSAP00000018535	ENSCSAG00000019023	Chlorocebus_sabaeus
ENSPTRP00000084649	ENSPTRG00000051976	Pan_troglodytes
ENSPPAP00000013178	ENSPPAG00000029770	Pan_paniscus
ENSGGOP00000020338	ENSGGOG00000024556	Gorilla_gorilla
ENSCCAP00000026901	ENSCCAG00000031259	Cebus_capucinus_imitator
ENSPTRP00000063341	ENSPTRG00000048128	Pan_troglodytes
ENSPPAP00000004064	ENSPPAG00000017260	Pan_paniscus
ENSGGOP00000027462	ENSGGOG00000043244	Gorilla_gorilla
ENSPPYP00000012444	ENSPPYG00000011137	Pongo_abelii
ENSCSAP00000018927	ENSCSAG00000019419	Chlorocebus_sabaeus
ENSOCUP00000026045	ENSOCUG00000009298	Oryctolagus_cuniculus
ENSETEP00000001356	ENSETEG00000001680	Echinops_telfairi
ENSCAFP00000037301	ENSCAFG00000018628	Canis_lupus_familiaris
ENSCAFP00020022815	ENSCAFG00020018007	Canis_lupus_dingo
ENSVVUP00000018955	ENSVVUG00000013974	Vulpes_vulpes
ENSMLUP00000004829	ENSMLUG00000005297	Myotis_lucifugus
ENSCAFP00020007788	ENSCAFG00020006295	Canis_lupus_dingo
ENSCAFP00000008906	ENSCAFG00000005939	Canis_lupus_familiaris
ENSCAFP00000032473	ENSCAFG00000013082	Canis_lupus_familiaris
ENSMLEP00000018674	ENSMLEG00000033538	Mandrillus_leucophaeus
ENSOCUP00000012388	ENSOCUG00000014410	Oryctolagus_cuniculus
ENSPTEP00000012762	ENSPTEG00000014337	Piliocolobus_tephrosceles
ENSPANP00000009695	ENSPANG00000019556	Papio_anubis
ENSCJAP00000064442	ENSCJAG00000056361	Callithrix_jacchus
ENSCJAP00000061316	ENSCJAG00000021791	Callithrix_jacchus
ENSGGOP00000052371	ENSGGOG00000043343	Gorilla_gorilla
ENSANAP00000028673	ENSANAG00000032169	Aotus_nancymaae
ENSFDAP00000015746	ENSFDAG00000003847	Fukomys_damarensis
ENSPANP00000009617	ENSPANG00000016384	Papio_anubis
ENSTGEP00000012414	ENSTGEG00000010132	Theropithecus_gelada
ENSTGEP00000007979	ENSTGEG00000006538	Theropithecus_gelada
ENSCANP00000000283	ENSCANG00000001103	Colobus_angolensis_palliatus
ENSPTEP00000005242	ENSPTEG00000006087	Piliocolobus_tephrosceles
ENSRROP00000041022	ENSRROG00000043721	Rhinopithecus_roxellana
ENSCANP00000000948	ENSCANG00000003596	Colobus_angolensis_palliatus
ENSRBIP00000001826	ENSRBIG00000009361	Rhinopithecus_bieti
ENSPANP00000014920	ENSPANG00000020108	Papio_anubis
ENSTGEP00000014579	ENSTGEG00000011835	Theropithecus_gelada
ENSMLEP00000001031	ENSMLEG00000004115	Mandrillus_leucophaeus
ENSCATP00000026950	ENSCATG00000036873	Cercocebus_atys
ENSMFAP00000013447	ENSMFAG00000029018	Macaca_fascicularis
ENSPTEP00000011771	ENSPTEG00000013251	Piliocolobus_tephrosceles
ENSCATP00000023883	ENSCATG00000035485	Cercocebus_atys
ENSMNEP00000008041	ENSMNEG00000028560	Macaca_nemestrina
ENSCANP00000029589	ENSCANG00000038427	Colobus_angolensis_palliatus
ENSPTEP00000009127	ENSPTEG00000010348	Piliocolobus_tephrosceles
ENSPANP00000015077	ENSPANG00000005234	Papio_anubis
ENSMFAP00000014417	ENSMFAG00000030357	Macaca_fascicularis
ENSPANP00000008586	ENSPANG00000000277	Papio_anubis
ENSMNEP00000036596	ENSMNEG00000041406	Macaca_nemestrina
ENSCSAP00000010025	ENSCSAG00000013884	Chlorocebus_sabaeus
ENSMLEP00000022480	ENSMLEG00000035445	Mandrillus_leucophaeus
ENSPANP00000040146	ENSPANG00000031938	Papio_anubis
ENSPANP00000039454	ENSPANG00000032035	Papio_anubis
ENSCSAP00000004337	ENSCSAG00000008076	Chlorocebus_sabaeus
ENSMFAP00000002042	ENSMFAG00000045775	Macaca_fascicularis
ENSTGEP00000003013	ENSTGEG00000002602	Theropithecus_gelada
ENSCANP00000002669	ENSCANG00000009743	Colobus_angolensis_palliatus
ENSCANP00000002432	ENSCANG00000008958	Colobus_angolensis_palliatus
ENSCANP00000002693	ENSCANG00000009798	Colobus_angolensis_palliatus
ENSCANP00000003315	ENSCANG00000012001	Colobus_angolensis_palliatus
ENSRBIP00000000356	ENSRBIG00000001911	Rhinopithecus_bieti
ENSRROP00000014470	ENSRROG00000031438	Rhinopithecus_roxellana
ENSCANP00000003434	ENSCANG00000012194	Colobus_angolensis_palliatus
ENSCANP00000029600	ENSCANG00000038432	Colobus_angolensis_palliatus
ENSRBIP00000002510	ENSRBIG00000012386	Rhinopithecus_bieti
ENSCANP00000003261	ENSCANG00000011673	Colobus_angolensis_palliatus
ENSPTEP00000034893	ENSPTEG00000033042	Piliocolobus_tephrosceles
ENSRBIP00000004639	ENSRBIG00000021185	Rhinopithecus_bieti
ENSPANP00000002153	ENSPANG00000004833	Papio_anubis
ENSMLEP00000014213	ENSMLEG00000031267	Mandrillus_leucophaeus
ENSCSAP00000018528	ENSCSAG00000019016	Chlorocebus_sabaeus
ENSPANP00000011102	ENSPANG00000010652	Papio_anubis
ENSTGEP00000009766	ENSTGEG00000008037	Theropithecus_gelada
ENSMFAP00000014601	ENSMFAG00000030460	Macaca_fascicularis
ENSMFAP00000009763	ENSMFAG00000033540	Macaca_fascicularis
ENSCANP00000038798	ENSCANG00000043082	Colobus_angolensis_palliatus
ENSPTRP00000064996	ENSPTRG00000043237	Pan_troglodytes
ENSP00000294189	ENSG00000162244	Homo_sapiens
ENSGGOP00000019158	ENSGGOG00000024691	Gorilla_gorilla
ENSVPAP00000001182	ENSVPAG00000001282	Vicugna_pacos
ENSCCAP00000004955	ENSCCAG00000020116	Cebus_capucinus_imitator
ENSCCAP00000034763	ENSCCAG00000035323	Cebus_capucinus_imitator
ENSCJAP00000061927	ENSCJAG00000058030	Callithrix_jacchus
ENSCAFP00020025338	ENSCAFG00020019951	Canis_lupus_dingo
ENSCAFP00000042660	ENSCAFG00000009746	Canis_lupus_familiaris
ENSAMEP00000015302	ENSAMEG00000014527	Ailuropoda_melanoleuca
ENSNVIP00000025935	ENSNVIG00000020061	Neovison_vison
ENSPPRP00000024807	ENSPPRG00000014974	Panthera_pardus
ENSPTIP00000007944	ENSPTIG00000009445	Panthera_tigris_altaica
ENSCGRP00015038605	ENSCGRG00015028850	Cricetulus_griseus_CriGri-PICR
ENSPPYP00000015463	ENSPPYG00000013818	Pongo_abelii
ENSPPAP00000005745	ENSPPAG00000023507	Pan_paniscus
ENSCJAP00000054957	ENSCJAG00000053497	Callithrix_jacchus
ENSCJAP00000040694	ENSCJAG00000022024	Callithrix_jacchus
ENSCJAP00000063524	ENSCJAG00000047188	Callithrix_jacchus
ENSCJAP00000065682	ENSCJAG00000059528	Callithrix_jacchus
ENSCJAP00000058468	ENSCJAG00000067269	Callithrix_jacchus
ENSCJAP00000052798	ENSCJAG00000054899	Callithrix_jacchus
ENSCJAP00000010939	ENSCJAG00000042339	Callithrix_jacchus
ENSCJAP00000076605	ENSCJAG00000063423	Callithrix_jacchus
ENSCJAP00000075749	ENSCJAG00000057434	Callithrix_jacchus
ENSCJAP00000058193	ENSCJAG00000069155	Callithrix_jacchus
ENSCJAP00000058104	ENSCJAG00000066037	Callithrix_jacchus
ENSCJAP00000054027	ENSCJAG00000058238	Callithrix_jacchus
ENSCJAP00000057985	ENSCJAG00000052998	Callithrix_jacchus
ENSCJAP00000063938	ENSCJAG00000062027	Callithrix_jacchus
ENSSBOP00000034227	ENSSBOG00000033284	Saimiri_boliviensis_boliviensis
ENSANAP00000012430	ENSANAG00000024147	Aotus_nancymaae
ENSCJAP00000063973	ENSCJAG00000061826	Callithrix_jacchus
ENSCJAP00000054539	ENSCJAG00000047525	Callithrix_jacchus
ENSCJAP00000053109	ENSCJAG00000059751	Callithrix_jacchus
ENSCJAP00000058746	ENSCJAG00000040719	Callithrix_jacchus
ENSCJAP00000056361	ENSCJAG00000047348	Callithrix_jacchus
ENSCCAP00000020279	ENSCCAG00000027980	Cebus_capucinus_imitator
ENSANAP00000027128	ENSANAG00000031383	Aotus_nancymaae
ENSCJAP00000055408	ENSCJAG00000068271	Callithrix_jacchus
ENSCJAP00000057022	ENSCJAG00000039348	Callithrix_jacchus
ENSCJAP00000041155	ENSCJAG00000045328	Callithrix_jacchus
ENSCJAP00000054045	ENSCJAG00000051438	Callithrix_jacchus
ENSCJAP00000057814	ENSCJAG00000048570	Callithrix_jacchus
ENSCJAP00000053472	ENSCJAG00000061820	Callithrix_jacchus
ENSANAP00000026480	ENSANAG00000030967	Aotus_nancymaae
ENSPTRP00000028709	ENSPTRG00000016733	Pan_troglodytes
ENSMMUP00000072620	ENSMMUG00000057493	Macaca_mulatta
ENSCSAP00000013892	ENSCSAG00000017871	Chlorocebus_sabaeus
ENSRBIP00000000092	ENSRBIG00000000377	Rhinopithecus_bieti
ENSPTRP00000082738	ENSPTRG00000044514	Pan_troglodytes
ENSPPAP00000003927	ENSPPAG00000016591	Pan_paniscus
ENSGGOP00000020855	ENSGGOG00000028193	Gorilla_gorilla
ENSANAP00000000169	ENSANAG00000001414	Aotus_nancymaae
ENSNLEP00000027812	ENSNLEG00000032527	Nomascus_leucogenys
ENSGGOP00000043760	ENSGGOG00000041659	Gorilla_gorilla
ENSCJAP00000060802	ENSCJAG00000056184	Callithrix_jacchus
ENSCJAP00000055047	ENSCJAG00000058949	Callithrix_jacchus
ENSCJAP00000060435	ENSCJAG00000056236	Callithrix_jacchus
ENSCCAP00000009379	ENSCCAG00000022429	Cebus_capucinus_imitator
ENSCJAP00000061150	ENSCJAG00000060727	Callithrix_jacchus
ENSCCAP00000005747	ENSCCAG00000020636	Cebus_capucinus_imitator
ENSCJAP00000061001	ENSCJAG00000055085	Callithrix_jacchus
ENSCCAP00000004907	ENSCCAG00000020090	Cebus_capucinus_imitator
ENSOCUP00000018451	ENSOCUG00000023508	Oryctolagus_cuniculus
ENSOCUP00000041038	ENSOCUG00000012965	Oryctolagus_cuniculus
ENSOCUP00000001786	ENSOCUG00000002074	Oryctolagus_cuniculus
ENSOCUP00000040427	ENSOCUG00000039391	Oryctolagus_cuniculus
ENSOCUP00000017100	ENSOCUG00000027918	Oryctolagus_cuniculus
ENSOCUP00000016655	ENSOCUG00000008172	Oryctolagus_cuniculus
ENSOCUP00000022507	ENSOCUG00000024508	Oryctolagus_cuniculus
ENSOPRP00000008069	ENSOPRG00000008821	Ochotona_princeps
ENSMLUP00000020483	ENSMLUG00000030048	Myotis_lucifugus
ENSDNOP00000022745	ENSDNOG00000048459	Dasypus_novemcinctus
ENSOCUP00000020138	ENSOCUG00000025179	Oryctolagus_cuniculus
ENSOCUP00000016894	ENSOCUG00000027240	Oryctolagus_cuniculus
ENSVVUP00000006602	ENSVVUG00000005122	Vulpes_vulpes
ENSVURP00010022320	ENSVURG00010017090	Vombatus_ursinus
ENSTGUP00000006189	ENSTGUG00000006027	Taeniopygia_guttata
ENSFALP00000009310	ENSFALG00000008925	Ficedula_albicollis
ENSMUNP00000010259	ENSMUNG00000008109	Melopsittacus_undulatus
ENSNSUP00000024512	ENSNSUG00000017706	Notechis_scutatus
ENSDORP00000004667	ENSDORG00000004990	Dipodomys_ordii
ENSSPUP00000004866	ENSSPUG00000003760	Sphenodon_punctatus
ENSNSUP00000015365	ENSNSUG00000011354	Notechis_scutatus	ENSNSUT00000016352
ENSLOCP00000017011	ENSLOCG00000013798	Lepisosteus_oculatus
ENSMAUP00000019434	ENSMAUG00000017722	Mesocricetus_auratus
ENSMAUP00000019761	ENSMAUG00000017959	Mesocricetus_auratus
ENSMAUP00000012976	ENSMAUG00000013138	Mesocricetus_auratus
ENSMAUP00000000227	ENSMAUG00000000211	Mesocricetus_auratus
ENSMAUP00000001769	ENSMAUG00000001312	Mesocricetus_auratus
ENSCGRP00001022184	ENSCGRG00001020796	Cricetulus_griseus_CHOK1GS_HDv1
ENSJJAP00000020332	ENSJJAG00000021038	Jaculus_jaculus
ENSNGAP00000011156	ENSNGAG00000013381	Nannospalax_galili
ENSCCNP00000024071	ENSCCNG00000023602	Castor_canadensis
ENSVVUP00000016830	ENSVVUG00000012400	Vulpes_vulpes
ENSNGAP00000009648	ENSNGAG00000012284	Nannospalax_galili
ENSRNOP00000065157	ENSRNOG00000050264	Rattus_norvegicus
ENSRNOP00000064782	ENSRNOG00000045643	Rattus_norvegicus
ENSRNOP00000042164	ENSRNOG00000040039	Rattus_norvegicus
ENSRNOP00000047999	ENSRNOG00000049010	Rattus_norvegicus
ENSRNOP00000048658	ENSRNOG00000036836	Rattus_norvegicus
ENSRNOP00000056689	ENSRNOG00000028320	Rattus_norvegicus
ENSRNOP00000041612	ENSRNOG00000022150	Rattus_norvegicus
ENSRNOP00000041744	ENSRNOG00000037172	Rattus_norvegicus
MGP_CAROLIEiJ_P0089520	MGP_CAROLIEiJ_G0032619	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0048939	MGP_SPRETEiJ_G0023282	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000037965	ENSMSIG00000031635	Mus_spicilegus
ENSMSIP00000003435	ENSMSIG00000003174	Mus_spicilegus
ENSMSIP00000010320	ENSMSIG00000009056	Mus_spicilegus
ENSMSIP00000016521	ENSMSIG00000014178	Mus_spicilegus
ENSMSIP00000021439	ENSMSIG00000018209	Mus_spicilegus
ENSMUSP00000100655	ENSMUSG00000078240	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000117834	ENSMUSG00000048758	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000012517	ENSMSIG00000010861	Mus_spicilegus
MGP_PahariEiJ_P0025197	MGP_PahariEiJ_G0015487	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000021138	ENSMUGG00000017806	Meriones_unguiculatus
ENSMUGP00000000424	ENSMUGG00000000441	Meriones_unguiculatus
ENSMUGP00000001244	ENSMUGG00000001177	Meriones_unguiculatus
ENSMOCP00000000788	ENSMOCG00000000615	Microtus_ochrogaster
ENSMOCP00000002298	ENSMOCG00000001809	Microtus_ochrogaster
ENSMOCP00000024536	ENSMOCG00000020926	Microtus_ochrogaster
ENSMOCP00000017780	ENSMOCG00000016269	Microtus_ochrogaster
ENSCGRP00000020314	ENSCGRG00000014780	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015008187	ENSCGRG00015006368	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001007886	ENSCGRG00001010247	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000025734	ENSCGRG00000018733	Cricetulus_griseus_CriGri_1.0
ENSCGRP00000009899	ENSCGRG00000007247	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015007601	ENSCGRG00015005931	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001007912	ENSCGRG00001010274	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000026294	ENSCGRG00000019352	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015027288	ENSCGRG00015020686	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001005287	ENSCGRG00001006936	Cricetulus_griseus_CHOK1GS_HDv1
ENSRNOP00000051317	ENSRNOG00000045666	Rattus_norvegicus
ENSPEMP00000031644	ENSPEMG00000026956	Peromyscus_maniculatus_bairdii
ENSMUGP00000010696	ENSMUGG00000009413	Meriones_unguiculatus
ENSMUGP00000009180	ENSMUGG00000008215	Meriones_unguiculatus
ENSRNOP00000074968	ENSRNOG00000058291	Rattus_norvegicus
ENSRNOP00000073954	ENSRNOG00000051988	Rattus_norvegicus
ENSRNOP00000067306	ENSRNOG00000008501	Rattus_norvegicus
ENSMUGP00000008798	ENSMUGG00000007915	Meriones_unguiculatus
ENSPEMP00000034526	ENSPEMG00000024342	Peromyscus_maniculatus_bairdii
ENSRNOP00000030289	ENSRNOG00000021843	Rattus_norvegicus
ENSRNOP00000061911	ENSRNOG00000027063	Rattus_norvegicus
ENSPEMP00000036962	ENSPEMG00000027679	Peromyscus_maniculatus_bairdii
ENSPEMP00000032667	ENSPEMG00000014126	Peromyscus_maniculatus_bairdii
ENSRNOP00000048289	ENSRNOG00000038057	Rattus_norvegicus
ENSRNOP00000064904	ENSRNOG00000029594	Rattus_norvegicus
ENSRNOP00000044874	ENSRNOG00000030439	Rattus_norvegicus
ENSRNOP00000031049	ENSRNOG00000025630	Rattus_norvegicus
ENSRNOP00000014849	ENSRNOG00000011138	Rattus_norvegicus
ENSRNOP00000056014	ENSRNOG00000057505	Rattus_norvegicus
ENSPEMP00000003025	ENSPEMG00000004069	Peromyscus_maniculatus_bairdii
ENSPEMP00000036073	ENSPEMG00000031327	Peromyscus_maniculatus_bairdii
ENSPEMP00000017779	ENSPEMG00000016586	Peromyscus_maniculatus_bairdii
ENSETEP00000009614	ENSETEG00000011848	Echinops_telfairi
ENSACAP00000006730	ENSACAG00000006888	Anolis_carolinensis
ENSSMRP00000019063	ENSSMRG00000014854	Salvator_merianae
ENSPSIP00000016488	ENSPSIG00000014699	Pelodiscus_sinensis
ENSLACP00000020518	ENSLACG00000018031	Latimeria_chalumnae
ENSLACP00000021198	ENSLACG00000018622	Latimeria_chalumnae
ENSDCDP00000060993	ENSDCDG00000034906	Denticeps_clupeoides
ENSRNOP00000068623	ENSRNOG00000051478	Rattus_norvegicus
ENSMUGP00000019187	ENSMUGG00000016260	Meriones_unguiculatus
ENSPSMP00000009838	ENSPSMG00000007184	Prolemur_simus
ENSTGEP00000016001	ENSTGEG00000012932	Theropithecus_gelada
ENSMSIP00000024122	ENSMSIG00000020415	Mus_spicilegus
ENSMSIP00000028061	ENSMSIG00000023628	Mus_spicilegus
ENSRNOP00000048847	ENSRNOG00000025794	Rattus_norvegicus
