ENSLCOP00000006400	ENSLCOG00000004749	Lepidothrix_coronata
ENSOARP00000019771	ENSOARG00000018417	Ovis_aries
ENSPVAP00000004274	ENSPVAG00000004514	Pteropus_vampyrus
ENSUAMP00000019494	ENSUAMG00000015413	Ursus_americanus
ENSUMAP00000016285	ENSUMAG00000011962	Ursus_maritimus
ENSAMEP00000014824	ENSAMEG00000014058	Ailuropoda_melanoleuca
ENSNVIP00000020154	ENSNVIG00000015741	Neovison_vison
ENSMPUP00000000265	ENSMPUG00000000267	Mustela_putorius_furo
ENSCAFP00020009862	ENSCAFG00020008011	Canis_lupus_dingo
ENSCAFP00000025751	ENSCAFG00000017473	Canis_lupus_familiaris
ENSVVUP00000019874	ENSVVUG00000014717	Vulpes_vulpes
ENSPPRP00000020472	ENSPPRG00000011593	Panthera_pardus
ENSPTIP00000022200	ENSPTIG00000019082	Panthera_tigris_altaica
ENSFCAP00000016597	ENSFCAG00000025647	Felis_catus
ENSLAFP00000026799	ENSLAFG00000029055	Loxodonta_africana
ENSPCAP00000003284	ENSPCAG00000003532	Procavia_capensis
ENSETEP00000009388	ENSETEG00000011570	Echinops_telfairi
ENSDNOP00000030852	ENSDNOG00000039415	Dasypus_novemcinctus
ENSVPAP00000006893	ENSVPAG00000007411	Vicugna_pacos
ENSBIXP00005027502	ENSBIXG00005030548	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCHOP00000010612	ENSCHOG00000012002	Choloepus_hoffmanni
ENSPTRP00000012343	ENSPTRG00000007212	Pan_troglodytes
ENSOCUP00000015063	ENSOCUG00000017533	Oryctolagus_cuniculus
ENSOPRP00000001870	ENSOPRG00000002040	Ochotona_princeps
ENSPCIP00000031272	ENSPCIG00000023237	Phascolarctos_cinereus
ENSVURP00010023207	ENSVURG00010017776	Vombatus_ursinus
ENSMEUP00000012643	ENSMEUG00000013862	Notamacropus_eugenii
ENSSHAP00000003719	ENSSHAG00000003272	Sarcophilus_harrisii
ENSMODP00000011776	ENSMODG00000009425	Monodelphis_domestica
ENSOANP00000021364	ENSOANG00000013545	Ornithorhynchus_anatinus
ENSPVIP00000009228	ENSPVIG00000007356	Pogona_vitticeps
ENSACAP00000010065	ENSACAG00000010272	Anolis_carolinensis
ENSNSUP00000018972	ENSNSUG00000013800	Notechis_scutatus
ENSSMRP00000028034	ENSSMRG00000021563	Salvator_merianae
ENSXETP00000030156	ENSXETG00000007111	Xenopus_tropicalis
ENSLACP00000018149	ENSLACG00000015987	Latimeria_chalumnae
ENSHHUP00000077403	ENSHHUG00000045221	Hucho_hucho
ENSELUP00000001291	ENSELUG00000002792	Esox_lucius
ENSLCRP00005001899	ENSLCRG00005000959	Larimichthys_crocea
ENSLBEP00000004813	ENSLBEG00000003664	Labrus_bergylta
ENSMAMP00000021596	ENSMAMG00000014487	Mastacembelus_armatus
ENSPNYP00000030590	ENSPNYG00000023044	Pundamilia_nyererei
ENSMZEP00005002738	ENSMZEG00005001296	Maylandia_zebra
ENSHBUP00000004994	ENSHBUG00000006344	Haplochromis_burtoni
ENSACLP00000034093	ENSACLG00000022955	Astatotilapia_calliptera
ENSONIP00000013319	ENSONIG00000010594	Oreochromis_niloticus
ENSNBRP00000006070	ENSNBRG00000004653	Neolamprologus_brichardi
ENSATEP00000017720	ENSATEG00000012236	Anabas_testudineus
ENSMMOP00000024232	ENSMMOG00000018429	Mola_mola
ENSSMAP00000029821	ENSSMAG00000018159	Scophthalmus_maximus
ENSLCAP00010049258	ENSLCAG00010022907	Lates_calcarifer
ENSSDUP00000029892	ENSSDUG00000021511	Seriola_dumerili
ENSSLDP00000000337	ENSSLDG00000000101	Seriola_lalandi_dorsalis
ENSGWIP00000049570	ENSGWIG00000024180	Gouania_willdenowi
ENSPMGP00000006608	ENSPMGG00000005451	Periophthalmus_magnuspinnatus
ENSAMXP00005002324	ENSAMXG00005001293	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000000823	ENSAMXG00000000809	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000023763	ENSPNAG00000008272	Pygocentrus_nattereri
ENSDARP00000154735	ENSDARG00000090002	Danio_rerio
ENSDCDP00000059477	ENSDCDG00000034342	Denticeps_clupeoides
ENSCHAP00000029548	ENSCHAG00000014165	Clupea_harengus
ENSAMXP00000028875	ENSAMXG00000043076	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005020863	ENSAMXG00005010805	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000027650	ENSPNAG00000002598	Pygocentrus_nattereri
ENSEEEP00000038258	ENSEEEG00000018185	Electrophorus_electricus
ENSIPUP00000022156	ENSIPUG00000015007	Ictalurus_punctatus
ENSDARP00000142908	ENSDARG00000077584	Danio_rerio
ENSDCDP00000039403	ENSDCDG00000026206	Denticeps_clupeoides
ENSHHUP00000049635	ENSHHUG00000030023	Hucho_hucho
ENSELUP00000023732	ENSELUG00000022589	Esox_lucius
ENSBSLP00000039008	ENSBSLG00000018967	Betta_splendens
ENSAPOP00000019730	ENSAPOG00000023222	Acanthochromis_polyacanthus
ENSSDUP00000000152	ENSSDUG00000000170	Seriola_dumerili
ENSSLDP00000033470	ENSSLDG00000025599	Seriola_lalandi_dorsalis
ENSLCAP00010045316	ENSLCAG00010021064	Lates_calcarifer
ENSMAMP00000019806	ENSMAMG00000013333	Mastacembelus_armatus
ENSMALP00000019661	ENSMALG00000013710	Monopterus_albus
ENSATEP00000028281	ENSATEG00000019520	Anabas_testudineus
ENSCSEP00000016169	ENSCSEG00000010404	Cynoglossus_semilaevis
ENSCGOP00000005131	ENSCGOG00000002629	Cottoperca_gobio
ENSLCRP00005025392	ENSLCRG00005010145	Larimichthys_crocea
ENSTRUP00000042754	ENSTRUG00000016705	Takifugu_rubripes
ENSTNIP00000012437	ENSTNIG00000009564	Tetraodon_nigroviridis
ENSMMOP00000002125	ENSMMOG00000001748	Mola_mola
ENSLBEP00000024187	ENSLBEG00000018521	Labrus_bergylta
ENSGACP00000022405	ENSGACG00000016961	Gasterosteus_aculeatus
ENSSMAP00000017394	ENSSMAG00000010669	Scophthalmus_maximus
ENSACLP00000020777	ENSACLG00000014136	Astatotilapia_calliptera
ENSMZEP00005017843	ENSMZEG00005013424	Maylandia_zebra
ENSHBUP00000013227	ENSHBUG00000014964	Haplochromis_burtoni
ENSPNYP00000014996	ENSPNYG00000011367	Pundamilia_nyererei
ENSONIP00000007178	ENSONIG00000005697	Oreochromis_niloticus
ENSNBRP00000027333	ENSNBRG00000020818	Neolamprologus_brichardi
ENSACIP00000022519	ENSACIG00000017522	Amphilophus_citrinellus
ENSGWIP00000049939	ENSGWIG00000024339	Gouania_willdenowi
ENSFHEP00000014274	ENSFHEG00000015820	Fundulus_heteroclitus
ENSCVAP00000031571	ENSCVAG00000020943	Cyprinodon_variegatus
ENSPFOP00000014693	ENSPFOG00000014632	Poecilia_formosa
ENSPMEP00000000559	ENSPMEG00000001343	Poecilia_mexicana
ENSPLAP00000010830	ENSPLAG00000013840	Poecilia_latipinna
ENSPREP00000009757	ENSPREG00000006624	Poecilia_reticulata
ENSGAFP00000005701	ENSGAFG00000003886	Gambusia_affinis
ENSXMAP00000000507	ENSXMAG00000000510	Xiphophorus_maculatus
ENSXCOP00000024392	ENSXCOG00000018214	Xiphophorus_couchianus
ENSKMAP00000001550	ENSKMAG00000001207	Kryptolebias_marmoratus
ENSORLP00020000324	ENSORLG00020022359	Oryzias_latipes_ASM223471v1
ENSORLP00000041918	ENSORLG00000001720	Oryzias_latipes_ASM223467v1
ENSORLP00015035702	ENSORLG00015022453	Oryzias_latipes_ASM223469v1
ENSOMEP00000026094	ENSOMEG00000007694	Oryzias_melastigma
ENSAPEP00000004904	ENSAPEG00000003522	Amphiprion_percula
ENSAOCP00000022083	ENSAOCG00000007239	Amphiprion_ocellaris
ENSSPAP00000011105	ENSSPAG00000008455	Stegastes_partitus
ENSPRNP00000047827	ENSPRNG00000022943	Parambassis_ranga
ENSHCOP00000014475	ENSHCOG00000017871	Hippocampus_comes
ENSPMGP00000002345	ENSPMGG00000002074	Periophthalmus_magnuspinnatus
ENSMZEP00005017851	ENSMZEG00005013431	Maylandia_zebra
ENSPMGP00000023502	ENSPMGG00000018958	Periophthalmus_magnuspinnatus
ENSGMOP00000009048	ENSGMOG00000008452	Gadus_morhua
ENSSFOP00015035935	ENSSFOG00015022875	Scleropages_formosus
ENSLOCP00000017188	ENSLOCG00000013946	Lepisosteus_oculatus
ENSECRP00000033185	ENSECRG00000022472	Erpetoichthys_calabaricus
ENSCMIP00000035303	ENSCMIG00000014944	Callorhinchus_milii
