ENSPMAP00000006935	ENSPMAG00000006299	Petromyzon_marinus	ENSPMAT00000006966
ENSEBUP00000017384	ENSEBUG00000010858	Eptatretus_burgeri	ENSEBUT00000017960
ENSABRP00000007719	ENSABRG00000007069	Anser_brachyrhynchus
ENSMICP00000046812	ENSMICG00000046806	Microcebus_murinus
ENSPSMP00000021414	ENSPSMG00000015140	Prolemur_simus
ENSPCOP00000005501	ENSPCOG00000013668	Propithecus_coquereli
ENSTSYP00000001168	ENSTSYG00000001260	Carlito_syrichta
ENSOCUP00000019218	ENSOCUG00000024077	Oryctolagus_cuniculus
ENSTTRP00000014347	ENSTTRG00000015139	Tursiops_truncatus
ENSTTRP00000013019	ENSTTRG00000013724	Tursiops_truncatus
ENSBIXP00005025380	ENSBIXG00005027895	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000069784	ENSBTAG00000007934	Bos_taurus
ENSBIXP00000027270	ENSBIXG00000028579	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000006957	ENSBBBG00000007364	Bison_bison_bison
ENSBIXP00000031611	ENSBIXG00000013929	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005016514	ENSBIXG00005020161	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000047871	ENSBTAG00000023186	Bos_taurus
ENSBMUP00000033888	ENSBMUG00000025254	Bos_mutus
ENSBMUP00000009660	ENSBMUG00000007518	Bos_mutus
ENSBBBP00000025737	ENSBBBG00000021112	Bison_bison_bison
ENSOARP00000010640	ENSOARG00000009925	Ovis_aries
ENSCHIP00000013009	ENSCHIG00000014572	Capra_hircus
ENSSSCP00000008277	ENSSSCG00000007749	Sus_scrofa_strain_reference
ENSEASP00005012714	ENSEASG00005008885	Equus_asinus_asinus
ENSECAP00000010325	ENSECAG00000012583	Equus_caballus
ENSPVAP00000005958	ENSPVAG00000006305	Pteropus_vampyrus
ENSMLUP00000015225	ENSMLUG00000016710	Myotis_lucifugus
ENSNVIP00000012136	ENSNVIG00000009637	Neovison_vison
ENSMPUP00000016126	ENSMPUG00000016230	Mustela_putorius_furo
ENSCAFP00020005962	ENSCAFG00020004866	Canis_lupus_dingo
ENSCAFP00000014840	ENSCAFG00000010098	Canis_lupus_familiaris
ENSVVUP00000022734	ENSVVUG00000016664	Vulpes_vulpes
ENSUMAP00000021629	ENSUMAG00000015822	Ursus_maritimus
ENSUAMP00000003241	ENSUAMG00000002970	Ursus_americanus
ENSAMEP00000017060	ENSAMEG00000016161	Ailuropoda_melanoleuca
ENSPTIP00000022668	ENSPTIG00000019404	Panthera_tigris_altaica
ENSPPRP00000004442	ENSPPRG00000000525	Panthera_pardus
ENSFCAP00000046440	ENSFCAG00000041039	Felis_catus
ENSTBEP00000006367	ENSTBEG00000007385	Tupaia_belangeri
ENSPSMP00000014669	ENSPSMG00000010526	Prolemur_simus
ENSECAP00000024816	ENSECAG00000028191	Equus_caballus
ENSANAP00000025149	ENSANAG00000030302	Aotus_nancymaae
ENSSARP00000001628	ENSSARG00000001772	Sorex_araneus
ENSCHOP00000011737	ENSCHOG00000013255	Choloepus_hoffmanni
ENSCHOP00000009349	ENSCHOG00000010576	Choloepus_hoffmanni
ENSOGAP00000009384	ENSOGAG00000010486	Otolemur_garnettii
ENSOGAP00000019866	ENSOGAG00000009088	Otolemur_garnettii
ENSPCOP00000000250	ENSPCOG00000000608	Propithecus_coquereli
ENSDNOP00000011452	ENSDNOG00000014785	Dasypus_novemcinctus
ENSLAFP00000023352	ENSLAFG00000027907	Loxodonta_africana
ENSPCIP00000048596	ENSPCIG00000031415	Phascolarctos_cinereus
ENSMEUP00000004698	ENSMEUG00000005143	Notamacropus_eugenii
ENSSHAP00000011334	ENSSHAG00000009749	Sarcophilus_harrisii
ENSMODP00000050437	ENSMODG00000039936	Monodelphis_domestica
ENSXETP00000014916	ENSXETG00000000424	Xenopus_tropicalis
ENSLACP00000021518	ENSLACG00000018908	Latimeria_chalumnae
ENSAMXP00000050848	ENSAMXG00000030410	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005026379	ENSAMXG00005013296	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000009847	ENSPNAG00000015336	Pygocentrus_nattereri
ENSIPUP00000011517	ENSIPUG00000007844	Ictalurus_punctatus
ENSEEEP00000038280	ENSEEEG00000018196	Electrophorus_electricus
ENSDARP00000070795	ENSDARG00000054164	Danio_rerio
ENSCHAP00000046893	ENSCHAG00000021664	Clupea_harengus
ENSCSEP00000028985	ENSCSEG00000018563	Cynoglossus_semilaevis
ENSHCOP00000022080	ENSHCOG00000009491	Hippocampus_comes
ENSTRUP00000048562	ENSTRUG00000024068	Takifugu_rubripes
ENSTNIP00000019212	ENSTNIG00000016121	Tetraodon_nigroviridis
ENSXMAP00000007386	ENSXMAG00000007366	Xiphophorus_maculatus
ENSXCOP00000012109	ENSXCOG00000009153	Xiphophorus_couchianus
ENSGAFP00000002510	ENSGAFG00000001727	Gambusia_affinis
ENSPFOP00000010690	ENSPFOG00000010719	Poecilia_formosa
ENSPLAP00000028593	ENSPLAG00000018054	Poecilia_latipinna
ENSPMEP00000028754	ENSPMEG00000014029	Poecilia_mexicana
ENSPREP00000013254	ENSPREG00000009010	Poecilia_reticulata
ENSCVAP00000004720	ENSCVAG00000006034	Cyprinodon_variegatus
ENSOMEP00000026939	ENSOMEG00000009095	Oryzias_melastigma
ENSORLP00000029307	ENSORLG00000002795	Oryzias_latipes_ASM223467v1
ENSORLP00020015770	ENSORLG00020016792	Oryzias_latipes_ASM223471v1
ENSORLP00015000545	ENSORLG00015001149	Oryzias_latipes_ASM223469v1
ENSKMAP00000008600	ENSKMAG00000006452	Kryptolebias_marmoratus
ENSAPEP00000024574	ENSAPEG00000017481	Amphiprion_percula
ENSAOCP00000010914	ENSAOCG00000015138	Amphiprion_ocellaris
ENSAPOP00000026687	ENSAPOG00000000295	Acanthochromis_polyacanthus
ENSSPAP00000011350	ENSSPAG00000008641	Stegastes_partitus
ENSLBEP00000000139	ENSLBEG00000000120	Labrus_bergylta
ENSBSLP00000020880	ENSBSLG00000010720	Betta_splendens
ENSATEP00000011308	ENSATEG00000007899	Anabas_testudineus
ENSMALP00000025979	ENSMALG00000018057	Monopterus_albus
ENSLCAP00010046722	ENSLCAG00010021657	Lates_calcarifer
ENSMZEP00005033327	ENSMZEG00005024876	Maylandia_zebra
ENSACLP00000010500	ENSACLG00000007174	Astatotilapia_calliptera
ENSHBUP00000004799	ENSHBUG00000006127	Haplochromis_burtoni
ENSPNYP00000024747	ENSPNYG00000018693	Pundamilia_nyererei
ENSNBRP00000002774	ENSNBRG00000002238	Neolamprologus_brichardi
ENSONIP00000010995	ENSONIG00000008746	Oreochromis_niloticus
ENSLCRP00005041123	ENSLCRG00005015834	Larimichthys_crocea
ENSGACP00000027098	ENSGACG00000020492	Gasterosteus_aculeatus
ENSMMOP00000016810	ENSMMOG00000012804	Mola_mola
ENSFHEP00000035056	ENSFHEG00000023082	Fundulus_heteroclitus
ENSACIP00000025132	ENSACIG00000019454	Amphilophus_citrinellus
ENSGWIP00000038194	ENSGWIG00000019562	Gouania_willdenowi
ENSSLDP00000019794	ENSSLDG00000015517	Seriola_lalandi_dorsalis
ENSSDUP00000024431	ENSSDUG00000017736	Seriola_dumerili
ENSSMAP00000002689	ENSSMAG00000001680	Scophthalmus_maximus
ENSMAMP00000031170	ENSMAMG00000020981	Mastacembelus_armatus
ENSCGOP00000022436	ENSCGOG00000010760	Cottoperca_gobio
ENSGMOP00000007507	ENSGMOG00000007056	Gadus_morhua
ENSELUP00000005687	ENSELUG00000006708	Esox_lucius
ENSHHUP00000053191	ENSHHUG00000031953	Hucho_hucho
ENSLOCP00000004924	ENSLOCG00000004118	Lepisosteus_oculatus
ENSSFOP00015009542	ENSSFOG00015006180	Scleropages_formosus
ENSPKIP00000011855	ENSPKIG00000018389	Paramormyrops_kingsleyae
ENSECRP00000015328	ENSECRG00000010225	Erpetoichthys_calabaricus
ENSCMIP00000028653	ENSCMIG00000012427	Callorhinchus_milii
ENSCSAVP00000015939	ENSCSAVG00000009382	Ciona_savignyi
ENSCINP00000024755	ENSCING00000013502	Ciona_intestinalis
FBpp0072184	FBgn0034986	Drosophila_melanogaster
C05D11.10.1	WBGene00015487	Caenorhabditis_elegans_strain_N2
