ENSSPUP00000015875	ENSSPUG00000012263	Sphenodon_punctatus
ENSSARP00000000146	ENSSARG00000000162	Sorex_araneus
ENSAOCP00000006979	ENSAOCG00000010699	Amphiprion_ocellaris
ENSOANP00000010474	ENSOANG00000006563	Ornithorhynchus_anatinus
ENSTBEP00000005172	ENSTBEG00000006011	Tupaia_belangeri
ENSPPYP00000002937	ENSPPYG00000002531	Pongo_abelii
ENSCPUP00000013977	ENSCPUG00000009881	Calidris_pugnax
ENSECRP00000000914	ENSECRG00000000620	Erpetoichthys_calabaricus
ENSCJAP00000030543	ENSCJAG00000016586	Callithrix_jacchus
ENSCMIP00000024952	ENSCMIG00000011000	Callorhinchus_milii
ENSPANP00000020781	ENSPANG00000021324	Papio_anubis
ENSCATP00000020768	ENSCATG00000034114	Cercocebus_atys
ENSCSAVP00000018511	ENSCSAVG00000010865	Ciona_savignyi
ENSSDAP00000025420	ENSSDAG00000023101	Spermophilus_dauricus
MGP_SPRETEiJ_P0050794	MGP_SPRETEiJ_G0023880	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0050794
ENSMZEP00005009309	ENSMZEG00005007042	Maylandia_zebra
ENSPFOP00000006738	ENSPFOG00000006755	Poecilia_formosa
ENSOCUP00000010226	ENSOCUG00000011898	Oryctolagus_cuniculus
YNL232W_mRNA	YNL232W	Saccharomyces_cerevisiae_strain_S288C
ENSPPRP00000002532	ENSPPRG00000023366	Panthera_pardus
ENSCAFP00000013333	ENSCAFG00000009068	Canis_lupus_familiaris
ENSSMRP00000028176	ENSSMRG00000021681	Salvator_merianae
ENSNLEP00000016861	ENSNLEG00000013872	Nomascus_leucogenys
ENSXMAP00000031224	ENSXMAG00000023382	Xiphophorus_maculatus
ENSTNIP00000017087	ENSTNIG00000014079	Tetraodon_nigroviridis
ENSFCAP00000048590	ENSFCAG00000040563	Felis_catus
ENSCCAP00000012415	ENSCCAG00000023986	Cebus_capucinus_imitator
ENSMPUP00000016938	ENSMPUG00000017044	Mustela_putorius_furo
ENSPEMP00000029968	ENSPEMG00000027015	Peromyscus_maniculatus_bairdii
ENSMMMP00000024663	ENSMMMG00000021593	Marmota_marmota_marmota
ENSCSAP00000002175	ENSCSAG00000005870	Chlorocebus_sabaeus
ENSOGAP00000014555	ENSOGAG00000016259	Otolemur_garnettii
ENSEASP00005012457	ENSEASG00005008684	Equus_asinus_asinus
ENSFALP00000008805	ENSFALG00000008450	Ficedula_albicollis
ENSMALP00000009938	ENSMALG00000007061	Monopterus_albus
ENSOPRP00000004655	ENSOPRG00000005065	Ochotona_princeps
ENSDNVP00000021374	ENSDNVG00000014959	Dromaius_novaehollandiae
ENSGGOP00000049793	ENSGGOG00000003099	Gorilla_gorilla
ENSVVUP00000031932	ENSVVUG00000023192	Vulpes_vulpes
ENSMLUP00000008404	ENSMLUG00000009228	Myotis_lucifugus
ENSETEP00000010887	ENSETEG00000013426	Echinops_telfairi
ENSEEUP00000005128	ENSEEUG00000005647	Erinaceus_europaeus
ENSZALP00000007720	ENSZALG00000006828	Zonotrichia_albicollis
ENSKMAP00000001562	ENSKMAG00000001202	Kryptolebias_marmoratus
ENSLCOP00000023519	ENSLCOG00000016501	Lepidothrix_coronata
ENSPMJP00000005076	ENSPMJG00000004134	Parus_major
MGP_CAROLIEiJ_P0048789	MGP_CAROLIEiJ_G0022959	Mus_caroli_strain_CAROLI_EIJ
ENSPREP00000000537	ENSPREG00000000405	Poecilia_reticulata
ENSMAUP00000023258	ENSMAUG00000020462	Mesocricetus_auratus
ENSLOCP00000004501	ENSLOCG00000003776	Lepisosteus_oculatus
ENSMODP00000005190	ENSMODG00000004213	Monodelphis_domestica
ENSMMOP00000028324	ENSMMOG00000021403	Mola_mola
ENSLCRP00005000398	ENSLCRG00005000252	Larimichthys_crocea
ENSCGRP00000015986	ENSCGRG00000011602	Cricetulus_griseus_CriGri_1.0
ENSCPBP00000016193	ENSCPBG00000011949	Chrysemys_picta_bellii
ENSVURP00010022477	ENSVURG00010017204	Vombatus_ursinus
ENSMMUP00000054521	ENSMMUG00000020028	Macaca_mulatta
ENSCGRP00015032874	ENSCGRG00015024749	Cricetulus_griseus_CriGri-PICR
ENSOARP00000010869	ENSOARG00000010136	Ovis_aries
ENSMUGP00000008753	ENSMUGG00000007872	Meriones_unguiculatus
ENSGALP00000069869	ENSGALG00000039917	Gallus_gallus
ENSPSMP00000011272	ENSPSMG00000008122	Prolemur_simus
ENSTRUP00000053240	ENSTRUG00000007706	Takifugu_rubripes
ENSPCAP00000008512	ENSPCAG00000009135	Procavia_capensis
ENSSDUP00000004005	ENSSDUG00000002993	Seriola_dumerili
ENSHHUP00000071051	ENSHHUG00000041781	Hucho_hucho
ENSSSCP00000069176	ENSSSCG00000010518	Sus_scrofa_strain_reference
ENSPTEP00000012657	ENSPTEG00000014207	Piliocolobus_tephrosceles
ENSPEMP00000009387	ENSPEMG00000010710	Peromyscus_maniculatus_bairdii
ENSCHAP00000020204	ENSCHAG00000010158	Clupea_harengus
ENSCANP00000021487	ENSCANG00000034159	Colobus_angolensis_palliatus
ENSGWIP00000001792	ENSGWIG00000001016	Gouania_willdenowi
ENSSBOP00000000142	ENSSBOG00000000359	Saimiri_boliviensis_boliviensis
ENSANAP00000034187	ENSANAG00000034669	Aotus_nancymaae
MGP_PahariEiJ_P0021752	MGP_PahariEiJ_G0014449	Mus_pahari_strain_PAHARI_EIJ
ENSCINP00000033317	ENSCING00000022734	Ciona_intestinalis
ENSGACP00000025035	ENSGACG00000018936	Gasterosteus_aculeatus
ENSEEEP00000012698	ENSEEEG00000006378	Electrophorus_electricus
ENSMMUP00000062570	ENSMMUG00000052850	Macaca_mulatta
ENSXETP00000011122	ENSXETG00000016279	Xenopus_tropicalis
ENSPCIP00000002686	ENSPCIG00000002210	Phascolarctos_cinereus
ENSPTEP00000032401	ENSPTEG00000031140	Piliocolobus_tephrosceles
ENSARWP00000001081	ENSARWG00000000886	Apteryx_rowi
ENSPRNP00000023209	ENSPRNG00000011863	Parambassis_ranga
ENSGMOP00000009609	ENSGMOG00000008993	Gadus_morhua
ENSRROP00000016955	ENSRROG00000032589	Rhinopithecus_roxellana
ENSHHUP00000041111	ENSHHUG00000025397	Hucho_hucho
ENSCAFP00020007403	ENSCAFG00020006002	Canis_lupus_dingo
ENSSLDP00000032857	ENSSLDG00000025181	Seriola_lalandi_dorsalis
ENSCPGP00000013097	ENSCPGG00000009256	Calidris_pygmaea
ENSJHYP00000000931	ENSJHYG00000000767	Junco_hyemalis
ENSBSLP00000010746	ENSBSLG00000005635	Betta_splendens
ENSNMEP00000015372	ENSNMEG00000013591	Numida_meleagris
ENSBTAP00000016879	ENSBTAG00000012699	Bos_taurus
ENSAMXP00000040772	ENSAMXG00000011116	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCHOP00000005731	ENSCHOG00000006477	Choloepus_hoffmanni
ENSRNOP00000067627	ENSRNOG00000048708	Rattus_norvegicus
ENSLBEP00000014695	ENSLBEG00000011448	Labrus_bergylta
ENSCLAP00000003446	ENSCLAG00000002463	Chinchilla_lanigera
ENSNBRP00000031590	ENSNBRG00000024007	Neolamprologus_brichardi
FBpp0079813	FBgn0032346	Drosophila_melanogaster
ENSXCOP00000019277	ENSXCOG00000014499	Xiphophorus_couchianus
ENSELUP00000037629	ENSELUG00000017369	Esox_lucius
ENSCPGP00000013106	ENSCPGG00000009290	Calidris_pygmaea
ENSFHEP00000026364	ENSFHEG00000009154	Fundulus_heteroclitus
ENSPVAP00000003186	ENSPVAG00000003372	Pteropus_vampyrus
ENSSMAP00000006047	ENSSMAG00000003721	Scophthalmus_maximus
ENSMSIP00000018449	ENSMSIG00000015679	Mus_spicilegus	ENSMSIT00000023316
ENSBIXP00000030750	ENSBIXG00000006659	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSUPAP00010018221	ENSUPAG00010014471	Urocitellus_parryii
ENSCGRP00001000403	ENSCGRG00001000335	Cricetulus_griseus_CHOK1GS_HDv1
ENSMUSP00000074756	ENSMUSG00000034321	Mus_musculus_strain_reference_(CL57BL6)	ENSMUST00000075280
ENSTTRP00000009377	ENSTTRG00000009887	Tursiops_truncatus
ENSAHAP00000021999	ENSAHAG00000015452	Apteryx_haastii
ENSMOCP00000019002	ENSMOCG00000017124	Microtus_ochrogaster
ENSCPOP00000025770	ENSCPOG00000001173	Cavia_porcellus
ENSDNOP00000006190	ENSDNOG00000007983	Dasypus_novemcinctus
Y48A6B.5.1	WBGene00012966	Caenorhabditis_elegans_strain_N2
ENSHBUP00000015921	ENSHBUG00000017857	Haplochromis_burtoni
ENSPKIP00000038143	ENSPKIG00000016037	Paramormyrops_kingsleyae
ENSORLP00000014532	ENSORLG00000011595	Oryzias_latipes_ASM223467v1
ENSCCEP00000025281	ENSCCEG00000022322	Cyanistes_caeruleus
ENSPSIP00000015188	ENSPSIG00000013571	Pelodiscus_sinensis
ENSTGUP00000009999	ENSTGUG00000009692	Taeniopygia_guttata
ENSNSUP00000009440	ENSNSUG00000007224	Notechis_scutatus
ENSPMAP00000000219	ENSPMAG00000000195	Petromyzon_marinus
ENSODEP00000022774	ENSODEG00000016709	Octodon_degus
ENSSHAP00000021507	ENSSHAG00000018219	Sarcophilus_harrisii
ENSAPEP00000017763	ENSAPEG00000012690	Amphiprion_percula
ENSMVIP00005026453	ENSMVIG00005018441	Manacus_vitellinus
ENSNPEP00000012053	ENSNPEG00000009024	Nothoprocta_perdicaria
ENSSCAP00000023175	ENSSCAG00000016610	Serinus_canaria
ENSMLEP00000007357	ENSMLEG00000027643	Mandrillus_leucophaeus
ENSPTRP00000050411	ENSPTRG00000002808	Pan_troglodytes
ENSPMEP00000029669	ENSPMEG00000015598	Poecilia_mexicana
ENSAOWP00000007873	ENSAOWG00000005403	Apteryx_owenii
ENSPNYP00000028875	ENSPNYG00000021745	Pundamilia_nyererei
ENSFDAP00000013926	ENSFDAG00000000846	Fukomys_damarensis
ENSPMGP00000017088	ENSPMGG00000014002	Periophthalmus_magnuspinnatus
ENSTSYP00000023257	ENSTSYG00000000760	Carlito_syrichta
ENSECAP00000049847	ENSECAG00000010621	Equus_caballus
ENSNVIP00000026397	ENSNVIG00000020409	Neovison_vison
ENSMOCP00000006367	ENSMOCG00000006004	Microtus_ochrogaster
ENSSTOP00000028464	ENSSTOG00000006615	Ictidomys_tridecemlineatus
ENSJJAP00000009446	ENSJJAG00000013311	Jaculus_jaculus
