ENSVURP00010003785	ENSVURG00010002998	Vombatus_ursinus	ENSVURT00010004288
ENSPCIP00000038105	ENSPCIG00000028052	Phascolarctos_cinereus	ENSPCIT00000046895
ENSMEUP00000013217	ENSMEUG00000014476	Notamacropus_eugenii	ENSMEUT00000014524
ENSSHAP00000018692	ENSSHAG00000015868	Sarcophilus_harrisii	ENSSHAT00000018846
ENSMODP00000047008	ENSMODG00000015312	Monodelphis_domestica	ENSMODT00000083642
ENSTTRP00000002652	ENSTTRG00000002829	Tursiops_truncatus
ENSCGRP00015000126	ENSCGRG00015000164	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000023696	ENSMAUG00000020767	Mesocricetus_auratus
ENSPEMP00000004056	ENSPEMG00000006115	Peromyscus_maniculatus_bairdii
ENSMOCP00000000268	ENSMOCG00000000229	Microtus_ochrogaster
ENSNGAP00000012514	ENSNGAG00000014348	Nannospalax_galili
ENSJJAP00000005270	ENSJJAG00000010202	Jaculus_jaculus
ENSCCNP00000005521	ENSCCNG00000005706	Castor_canadensis
ENSDORP00000004389	ENSDORG00000004691	Dipodomys_ordii
ENSOCUP00000019646	ENSOCUG00000021198	Oryctolagus_cuniculus
ENSOCUP00000009148	ENSOCUG00000010617	Oryctolagus_cuniculus
ENSOPRP00000013861	ENSOPRG00000015173	Ochotona_princeps
ENSTBEP00000002950	ENSTBEG00000003399	Tupaia_belangeri
ENSPTRP00000044703	ENSPTRG00000022535	Pan_troglodytes
ENSPTRP00000062398	ENSPTRG00000044872	Pan_troglodytes
ENSPPAP00000029052	ENSPPAG00000037505	Pan_paniscus
ENSGGOP00000014330	ENSGGOG00000014687	Gorilla_gorilla
ENSP00000350249	ENSG00000128513	Homo_sapiens
ENSPPYP00000020151	ENSPPYG00000017964	Pongo_abelii
ENSNLEP00000032687	ENSNLEG00000012201	Nomascus_leucogenys
ENSMFAP00000003291	ENSMFAG00000001359	Macaca_fascicularis
ENSMMUP00000027099	ENSMMUG00000020587	Macaca_mulatta
ENSMNEP00000011105	ENSMNEG00000029873	Macaca_nemestrina
ENSCATP00000011062	ENSCATG00000029694	Cercocebus_atys
ENSPANP00000006154	ENSPANG00000020726	Papio_anubis
ENSTGEP00000024450	ENSTGEG00000019761	Theropithecus_gelada
ENSMLEP00000034156	ENSMLEG00000041260	Mandrillus_leucophaeus
ENSCSAP00000006476	ENSCSAG00000010245	Chlorocebus_sabaeus
ENSCANP00000003136	ENSCANG00000010380	Colobus_angolensis_palliatus
ENSPTEP00000028388	ENSPTEG00000028051	Piliocolobus_tephrosceles
ENSRROP00000044798	ENSRROG00000045333	Rhinopithecus_roxellana
ENSRBIP00000033081	ENSRBIG00000040275	Rhinopithecus_bieti
ENSCCAP00000035288	ENSCCAG00000035555	Cebus_capucinus_imitator
ENSSBOP00000039458	ENSSBOG00000035761	Saimiri_boliviensis_boliviensis
ENSCJAP00000032393	ENSCJAG00000017555	Callithrix_jacchus
ENSANAP00000020088	ENSANAG00000027812	Aotus_nancymaae
ENSTSYP00000011569	ENSTSYG00000012609	Carlito_syrichta
ENSMICP00000026276	ENSMICG00000035779	Microcebus_murinus
ENSPSMP00000009568	ENSPSMG00000006943	Prolemur_simus
ENSPCOP00000004523	ENSPCOG00000012873	Propithecus_coquereli
ENSOGAP00000002148	ENSOGAG00000002401	Otolemur_garnettii
ENSLAFP00000004857	ENSLAFG00000005796	Loxodonta_africana
ENSPCAP00000000550	ENSPCAG00000000576	Procavia_capensis
ENSETEP00000015071	ENSETEG00000018544	Echinops_telfairi
ENSDNOP00000026294	ENSDNOG00000010344	Dasypus_novemcinctus
ENSDNOP00000032419	ENSDNOG00000047150	Dasypus_novemcinctus
ENSCHOP00000003417	ENSCHOG00000003862	Choloepus_hoffmanni
ENSOANP00000000651	ENSOANG00000000403	Ornithorhynchus_anatinus
ENSCPGP00000006280	ENSCPGG00000004513	Calidris_pygmaea
ENSCPUP00000018446	ENSCPUG00000012688	Calidris_pugnax
ENSMUNP00000022479	ENSMUNG00000016889	Melopsittacus_undulatus
ENSCCEP00000019113	ENSCCEG00000017377	Cyanistes_caeruleus
ENSPMJP00000012843	ENSPMJG00000009830	Parus_major
ENSFALP00000010277	ENSFALG00000009838	Ficedula_albicollis
ENSJHYP00000019094	ENSJHYG00000014529	Junco_hyemalis
ENSZALP00000008031	ENSZALG00000007049	Zonotrichia_albicollis
ENSSCAP00000004659	ENSSCAG00000003779	Serinus_canaria
ENSTGUP00000004367	ENSTGUG00000004218	Taeniopygia_guttata
ENSTGUP00000016227	ENSTGUG00000015898	Taeniopygia_guttata
ENSLSDP00000005340	ENSLSDG00000004180	Lonchura_striata_domestica
ENSMVIP00005006785	ENSMVIG00005005103	Manacus_vitellinus
ENSLCOP00000019923	ENSLCOG00000014113	Lepidothrix_coronata
ENSABRP00000015027	ENSABRG00000013243	Anser_brachyrhynchus
ENSAPLP00000015919	ENSAPLG00000016011	Anas_platyrhynchos_platyrhynchos
ENSGALP00000030079	ENSGALG00000008740	Gallus_gallus
ENSCJPP00005014552	ENSCJPG00005012128	Coturnix_japonica
ENSMGAP00000017908	ENSMGAG00000008259	Meleagris_gallopavo
ENSNMEP00000009444	ENSNMEG00000009150	Numida_meleagris
ENSAOWP00000000329	ENSAOWG00000000246	Apteryx_owenii
ENSAHAP00000001681	ENSAHAG00000001424	Apteryx_haastii
ENSARWP00000027196	ENSARWG00000018386	Apteryx_rowi
ENSDNVP00000022566	ENSDNVG00000015690	Dromaius_novaehollandiae
ENSNPEP00000001572	ENSNPEG00000001220	Nothoprocta_perdicaria
ENSCPRP00005015611	ENSCPRG00005010932	Crocodylus_porosus
ENSGAGP00000011033	ENSGAGG00000008544	Gopherus_agassizii
ENSCABP00000024339	ENSCABG00000017936	Chelonoidis_abingdonii
ENSCPBP00000029475	ENSCPBG00000020770	Chrysemys_picta_bellii
ENSPSIP00000014931	ENSPSIG00000013374	Pelodiscus_sinensis
ENSPVIP00000021802	ENSPVIG00000016522	Pogona_vitticeps
ENSACAP00000001233	ENSACAG00000001301	Anolis_carolinensis
ENSNSUP00000015428	ENSNSUG00000011404	Notechis_scutatus
ENSSMRP00000015475	ENSSMRG00000012031	Salvator_merianae
ENSSPUP00000011043	ENSSPUG00000008475	Sphenodon_punctatus
ENSXETP00000052290	ENSXETG00000020950	Xenopus_tropicalis
ENSLACP00000006975	ENSLACG00000006193	Latimeria_chalumnae
ENSCHAP00000044281	ENSCHAG00000020602	Clupea_harengus
ENSDCDP00000034828	ENSDCDG00000023389	Denticeps_clupeoides
ENSAMXP00005057317	ENSAMXG00005025316	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000045897	ENSAMXG00000040644	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000010762	ENSPNAG00000016527	Pygocentrus_nattereri
ENSEEEP00000018754	ENSEEEG00000009215	Electrophorus_electricus
ENSIPUP00000029320	ENSIPUG00000019786	Ictalurus_punctatus
ENSDARP00000102969	ENSDARG00000079915	Danio_rerio
ENSSDUP00000021164	ENSSDUG00000015409	Seriola_dumerili
ENSSLDP00000024570	ENSSLDG00000019126	Seriola_lalandi_dorsalis
ENSLCAP00010000524	ENSLCAG00010000346	Lates_calcarifer
ENSHCOP00000007887	ENSHCOG00000010021	Hippocampus_comes
ENSATEP00000013081	ENSATEG00000009162	Anabas_testudineus
ENSBSLP00000054302	ENSBSLG00000025472	Betta_splendens
ENSMAMP00000033957	ENSMAMG00000022831	Mastacembelus_armatus
ENSSMAP00000003181	ENSSMAG00000001989	Scophthalmus_maximus
ENSMALP00000020606	ENSMALG00000014404	Monopterus_albus
ENSTNIP00000013313	ENSTNIG00000010406	Tetraodon_nigroviridis
ENSTRUP00000041495	ENSTRUG00000016232	Takifugu_rubripes
ENSMMOP00000024844	ENSMMOG00000018879	Mola_mola
ENSLBEP00000004711	ENSLBEG00000003608	Labrus_bergylta
ENSLBEP00000005132	ENSLBEG00000003955	Labrus_bergylta
ENSLCRP00005002269	ENSLCRG00005001136	Larimichthys_crocea
ENSCGOP00000036948	ENSCGOG00000017052	Cottoperca_gobio
ENSGACP00000011553	ENSGACG00000008743	Gasterosteus_aculeatus
ENSAPEP00000024410	ENSAPEG00000017371	Amphiprion_percula
ENSAOCP00000018553	ENSAOCG00000023735	Amphiprion_ocellaris
ENSAPOP00000003029	ENSAPOG00000004460	Acanthochromis_polyacanthus
ENSPRNP00000039934	ENSPRNG00000019652	Parambassis_ranga
ENSACLP00000021335	ENSACLG00000014509	Astatotilapia_calliptera
ENSMZEP00005030327	ENSMZEG00005022602	Maylandia_zebra
ENSHBUP00000023677	ENSHBUG00000004552	Haplochromis_burtoni
ENSPNYP00000014555	ENSPNYG00000011017	Pundamilia_nyererei
ENSONIP00000005037	ENSONIG00000003996	Oreochromis_niloticus
ENSNBRP00000016019	ENSNBRG00000012340	Neolamprologus_brichardi
ENSGWIP00000043132	ENSGWIG00000021571	Gouania_willdenowi
ENSSPAP00000028301	ENSSPAG00000021310	Stegastes_partitus
ENSSPAP00000004083	ENSSPAG00000003158	Stegastes_partitus
ENSACIP00000019408	ENSACIG00000015110	Amphilophus_citrinellus
ENSORLP00020003936	ENSORLG00020004744	Oryzias_latipes_ASM223471v1
ENSORLP00000000604	ENSORLG00000000493	Oryzias_latipes_ASM223467v1
ENSORLP00015033984	ENSORLG00015019712	Oryzias_latipes_ASM223469v1
ENSOMEP00000011634	ENSOMEG00000000327	Oryzias_melastigma
ENSKMAP00000008433	ENSKMAG00000006346	Kryptolebias_marmoratus
ENSPFOP00000017027	ENSPFOG00000016939	Poecilia_formosa
ENSPLAP00000014854	ENSPLAG00000018643	Poecilia_latipinna
ENSPREP00000024452	ENSPREG00000016518	Poecilia_reticulata
ENSXMAP00000038374	ENSXMAG00000000273	Xiphophorus_maculatus
ENSXCOP00000005576	ENSXCOG00000004350	Xiphophorus_couchianus
ENSPMEP00000009866	ENSPMEG00000011778	Poecilia_mexicana
ENSGAFP00000002822	ENSGAFG00000001800	Gambusia_affinis
ENSCVAP00000025139	ENSCVAG00000009712	Cyprinodon_variegatus
ENSFHEP00000018153	ENSFHEG00000019966	Fundulus_heteroclitus
ENSCSEP00000002233	ENSCSEG00000001498	Cynoglossus_semilaevis
ENSPMGP00000014257	ENSPMGG00000011690	Periophthalmus_magnuspinnatus
ENSGMOP00000017621	ENSGMOG00000016398	Gadus_morhua
ENSHHUP00000079907	ENSHHUG00000046552	Hucho_hucho
ENSELUP00000004177	ENSELUG00000005339	Esox_lucius
ENSSFOP00015017802	ENSSFOG00015011445	Scleropages_formosus
ENSPKIP00000030825	ENSPKIG00000011529	Paramormyrops_kingsleyae
ENSLOCP00000019519	ENSLOCG00000015853	Lepisosteus_oculatus
ENSECRP00000004398	ENSECRG00000002972	Erpetoichthys_calabaricus
ENSCMIP00000048651	ENSCMIG00000019884	Callorhinchus_milii
ENSPMAP00000001157	ENSPMAG00000001026	Petromyzon_marinus
ENSEBUP00000017013	ENSEBUG00000010645	Eptatretus_burgeri
ENSCSAVP00000013172	ENSCSAVG00000007728	Ciona_savignyi
ENSCINP00000027127	ENSCING00000001453	Ciona_intestinalis
