ENSVURP00010023872	ENSVURG00010018291	Vombatus_ursinus	ENSVURT00010027165
ENSPCIP00000046319	ENSPCIG00000015253	Phascolarctos_cinereus	ENSPCIT00000054659
ENSMEUP00000012162	ENSMEUG00000013337	Notamacropus_eugenii	ENSMEUT00000013375
ENSSHAP00000014333	ENSSHAG00000012245	Sarcophilus_harrisii	ENSSHAT00000014452
ENSMODP00000001189	ENSMODG00000000999	Monodelphis_domestica	ENSMODT00000001213
ENSOANP00000010478	ENSOANG00000006566	Ornithorhynchus_anatinus	ENSOANT00000010480
ENSLAFP00000001659	ENSLAFG00000001983	Loxodonta_africana
ENSBTAP00000043924	ENSBTAG00000010264	Bos_taurus
ENSBMUP00000028228	ENSBMUG00000021154	Bos_mutus
ENSBBBP00000000689	ENSBBBG00000009835	Bison_bison_bison
ENSECAP00000040249	ENSECAG00000018678	Equus_caballus
ENSEASP00005031679	ENSEASG00005021567	Equus_asinus_asinus
ENSMLUP00000003015	ENSMLUG00000003317	Myotis_lucifugus
ENSPVAP00000016316	ENSPVAG00000017292	Pteropus_vampyrus
ENSUAMP00000016053	ENSUAMG00000012815	Ursus_americanus
ENSAMEP00000006942	ENSAMEG00000006596	Ailuropoda_melanoleuca
ENSNVIP00000007057	ENSNVIG00000005606	Neovison_vison
ENSMPUP00000016510	ENSMPUG00000016613	Mustela_putorius_furo
ENSCAFP00000064572	ENSCAFG00000016024	Canis_lupus_familiaris
ENSCAFP00020021738	ENSCAFG00020017182	Canis_lupus_dingo
ENSVVUP00000008435	ENSVVUG00000006340	Vulpes_vulpes
ENSPPRP00000010967	ENSPPRG00000004952	Panthera_pardus
ENSPTIP00000026458	ENSPTIG00000021870	Panthera_tigris_altaica
ENSFCAP00000006736	ENSFCAG00000007266	Felis_catus
ENSACAP00000001081	ENSACAG00000001175	Anolis_carolinensis
ENSPVIP00000006876	ENSPVIG00000005657	Pogona_vitticeps
ENSNSUP00000015480	ENSNSUG00000011440	Notechis_scutatus
ENSSMRP00000026216	ENSSMRG00000020254	Salvator_merianae
ENSSPUP00000003715	ENSSPUG00000002840	Sphenodon_punctatus
ENSAHAP00000012704	ENSAHAG00000009163	Apteryx_haastii
ENSARWP00000025729	ENSARWG00000017472	Apteryx_rowi
ENSAOWP00000024659	ENSAOWG00000016663	Apteryx_owenii
ENSNPEP00000000403	ENSNPEG00000000356	Nothoprocta_perdicaria
ENSDNVP00000013758	ENSDNVG00000009706	Dromaius_novaehollandiae
ENSABRP00000002032	ENSABRG00000002032	Anser_brachyrhynchus
ENSAPLP00000009843	ENSAPLG00000010121	Anas_platyrhynchos_platyrhynchos
ENSGALP00000007325	ENSGALG00000004611	Gallus_gallus
ENSCJPP00005000236	ENSCJPG00005000327	Coturnix_japonica
ENSMGAP00000003668	ENSMGAG00000003918	Meleagris_gallopavo
ENSNMEP00000009459	ENSNMEG00000009160	Numida_meleagris
ENSLCOP00000000424	ENSLCOG00000000387	Lepidothrix_coronata
ENSMVIP00005021725	ENSMVIG00005015277	Manacus_vitellinus
ENSTGUP00000007897	ENSTGUG00000007676	Taeniopygia_guttata
ENSLSDP00000009352	ENSLSDG00000006947	Lonchura_striata_domestica
ENSSCAP00000012136	ENSSCAG00000009067	Serinus_canaria
ENSCCEP00000025546	ENSCCEG00000022539	Cyanistes_caeruleus
ENSPMJP00000023564	ENSPMJG00000017399	Parus_major
ENSJHYP00000007724	ENSJHYG00000006145	Junco_hyemalis
ENSZALP00000008838	ENSZALG00000007654	Zonotrichia_albicollis
ENSFALP00000014431	ENSFALG00000013829	Ficedula_albicollis
ENSMUNP00000006104	ENSMUNG00000004937	Melopsittacus_undulatus
ENSCPGP00000002330	ENSCPGG00000001737	Calidris_pygmaea
ENSCPUP00000015111	ENSCPUG00000010536	Calidris_pugnax
ENSCPRP00005023348	ENSCPRG00005016208	Crocodylus_porosus
ENSCABP00000007781	ENSCABG00000005867	Chelonoidis_abingdonii
ENSGAGP00000005403	ENSGAGG00000004385	Gopherus_agassizii
ENSCPBP00000029524	ENSCPBG00000020806	Chrysemys_picta_bellii
ENSPSIP00000012038	ENSPSIG00000010848	Pelodiscus_sinensis
ENSXETP00000019235	ENSXETG00000001395	Xenopus_tropicalis
ENSLACP00000019454	ENSLACG00000017111	Latimeria_chalumnae
ENSCMIP00000042658	ENSCMIG00000017737	Callorhinchus_milii
ENSSFOP00015004990	ENSSFOG00015003278	Scleropages_formosus
ENSPKIP00000029029	ENSPKIG00000010437	Paramormyrops_kingsleyae
ENSEEEP00000039108	ENSEEEG00000018573	Electrophorus_electricus
ENSIPUP00000002188	ENSIPUG00000001574	Ictalurus_punctatus
ENSAMXP00000029814	ENSAMXG00000004274	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005023827	ENSAMXG00005012214	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000009277	ENSPNAG00000003261	Pygocentrus_nattereri
ENSDARP00000094420	ENSDARG00000007443	Danio_rerio
ENSDCDP00000002863	ENSDCDG00000001465	Denticeps_clupeoides
ENSCHAP00000004020	ENSCHAG00000002646	Clupea_harengus
ENSSMAP00000000349	ENSSMAG00000000229	Scophthalmus_maximus
ENSCSEP00000003638	ENSCSEG00000002382	Cynoglossus_semilaevis
ENSSDUP00000021497	ENSSDUG00000015649	Seriola_dumerili
ENSSLDP00000018169	ENSSLDG00000014309	Seriola_lalandi_dorsalis
ENSLCAP00010015256	ENSLCAG00010007244	Lates_calcarifer
ENSMALP00000026672	ENSMALG00000018486	Monopterus_albus
ENSMAMP00000011227	ENSMAMG00000007615	Mastacembelus_armatus
ENSATEP00000009946	ENSATEG00000007008	Anabas_testudineus
ENSBSLP00000001412	ENSBSLG00000000904	Betta_splendens
ENSTRUP00000034501	ENSTRUG00000013524	Takifugu_rubripes
ENSTNIP00000011100	ENSTNIG00000008270	Tetraodon_nigroviridis
ENSLCRP00005004771	ENSLCRG00005002447	Larimichthys_crocea
ENSLBEP00000010557	ENSLBEG00000008104	Labrus_bergylta
ENSCGOP00000019966	ENSCGOG00000009638	Cottoperca_gobio
ENSGACP00000021919	ENSGACG00000016604	Gasterosteus_aculeatus
ENSAOCP00000017731	ENSAOCG00000022855	Amphiprion_ocellaris
ENSAPEP00000015686	ENSAPEG00000011189	Amphiprion_percula
ENSAPOP00000015747	ENSAPOG00000018768	Acanthochromis_polyacanthus
ENSSPAP00000020432	ENSSPAG00000015426	Stegastes_partitus
ENSPRNP00000033271	ENSPRNG00000016801	Parambassis_ranga
ENSPFOP00000004570	ENSPFOG00000004651	Poecilia_formosa
ENSPMEP00000032581	ENSPMEG00000020535	Poecilia_mexicana
ENSPLAP00000008481	ENSPLAG00000011044	Poecilia_latipinna
ENSPREP00000000043	ENSPREG00000000060	Poecilia_reticulata
ENSXMAP00000015571	ENSXMAG00000015544	Xiphophorus_maculatus
ENSGAFP00000019530	ENSGAFG00000013188	Gambusia_affinis
ENSCVAP00000013349	ENSCVAG00000015834	Cyprinodon_variegatus
ENSFHEP00000011099	ENSFHEG00000012475	Fundulus_heteroclitus
ENSKMAP00000011591	ENSKMAG00000008729	Kryptolebias_marmoratus
ENSORLP00020027992	ENSORLG00020011236	Oryzias_latipes_ASM223471v1
ENSORLP00000011649	ENSORLG00000009288	Oryzias_latipes_ASM223467v1
ENSORLP00015028119	ENSORLG00015010539	Oryzias_latipes_ASM223469v1
ENSOMEP00000018861	ENSOMEG00000020603	Oryzias_melastigma
ENSGWIP00000003598	ENSGWIG00000001949	Gouania_willdenowi
ENSACLP00000004197	ENSACLG00000002840	Astatotilapia_calliptera
ENSPNYP00000026497	ENSPNYG00000019957	Pundamilia_nyererei
ENSHBUP00000016326	ENSHBUG00000018265	Haplochromis_burtoni
ENSNBRP00000013093	ENSNBRG00000010149	Neolamprologus_brichardi
ENSONIP00000003967	ENSONIG00000003165	Oreochromis_niloticus
ENSACIP00000023057	ENSACIG00000017899	Amphilophus_citrinellus
ENSPMGP00000022293	ENSPMGG00000018029	Periophthalmus_magnuspinnatus
ENSHCOP00000008444	ENSHCOG00000010769	Hippocampus_comes
ENSGMOP00000008167	ENSGMOG00000007631	Gadus_morhua
ENSELUP00000016784	ENSELUG00000016524	Esox_lucius
ENSLOCP00000005661	ENSLOCG00000004725	Lepisosteus_oculatus
ENSECRP00000017002	ENSECRG00000011307	Erpetoichthys_calabaricus
ENSEBUP00000001176	ENSEBUG00000001044	Eptatretus_burgeri
