ENSOCUP00000002554	ENSOCUG00000002940	Oryctolagus_cuniculus
ENSAMEP00000000847	ENSAMEG00000000800	Ailuropoda_melanoleuca
ENSMPUP00000005574	ENSMPUG00000005619	Mustela_putorius_furo
ENSNVIP00000016845	ENSNVIG00000013118	Neovison_vison
ENSCAFP00000013782	ENSCAFG00000009352	Canis_lupus_familiaris
ENSCAFP00020033113	ENSCAFG00020025700	Canis_lupus_dingo
ENSVVUP00000034959	ENSVVUG00000025166	Vulpes_vulpes
ENSPPRP00000026797	ENSPPRG00000017915	Panthera_pardus
ENSPTIP00000011463	ENSPTIG00000011856	Panthera_tigris_altaica
ENSFCAP00000008961	ENSFCAG00000009661	Felis_catus
ENSLAFP00000012310	ENSLAFG00000014703	Loxodonta_africana
ENSPCAP00000014849	ENSPCAG00000015874	Procavia_capensis
ENSETEP00000008492	ENSETEG00000010455	Echinops_telfairi
ENSDNOP00000007883	ENSDNOG00000010175	Dasypus_novemcinctus
ENSCHOP00000001803	ENSCHOG00000002043	Choloepus_hoffmanni
ENSVURP00010021534	ENSVURG00010016492	Vombatus_ursinus
ENSPCIP00000037021	ENSPCIG00000027308	Phascolarctos_cinereus
ENSMEUP00000003149	ENSMEUG00000003445	Notamacropus_eugenii
ENSSHAP00000010073	ENSSHAG00000008712	Sarcophilus_harrisii
ENSMODP00000003638	ENSMODG00000002994	Monodelphis_domestica
ENSOANP00000024852	ENSOANG00000015769	Ornithorhynchus_anatinus
