ENSCINP00000031986	ENSCING00000024160	Ciona_intestinalis
ENSPTIP00000024481	ENSPTIG00000020553	Panthera_tigris_altaica
ENSFCAP00000058392	ENSFCAG00000030573	Felis_catus
ENSEEUP00000002323	ENSEEUG00000002546	Erinaceus_europaeus
ENSPVAP00000013057	ENSPVAG00000013846	Pteropus_vampyrus
ENSMLUP00000004076	ENSMLUG00000004476	Myotis_lucifugus
ENSSSCP00000055285	ENSSSCG00000008591	Sus_scrofa_strain_reference
ENSVPAP00000005145	ENSVPAG00000005537	Vicugna_pacos
ENSBIXP00005023755	ENSBIXG00005026503	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000017646	ENSBIXG00000002907	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000022935	ENSBTAG00000017255	Bos_taurus
ENSBMUP00000007709	ENSBMUG00000006045	Bos_mutus
ENSBBBP00000024082	ENSBBBG00000018952	Bison_bison_bison
ENSOARP00000018898	ENSOARG00000017605	Ovis_aries
ENSCHIP00000016471	ENSCHIG00000016699	Capra_hircus
ENSTTRP00000013131	ENSTTRG00000013843	Tursiops_truncatus
ENSECAP00000021049	ENSECAG00000023573	Equus_caballus
ENSEASP00005014284	ENSEASG00005009516	Equus_asinus_asinus
ENSSARP00000002266	ENSSARG00000002490	Sorex_araneus
ENSLAFP00000013937	ENSLAFG00000016605	Loxodonta_africana
ENSPCAP00000010166	ENSPCAG00000010813	Procavia_capensis
ENSETEP00000001093	ENSETEG00000001354	Echinops_telfairi
ENSCHOP00000001329	ENSCHOG00000001482	Choloepus_hoffmanni
ENSDNOP00000010384	ENSDNOG00000013388	Dasypus_novemcinctus
ENSPCIP00000022123	ENSPCIG00000016544	Phascolarctos_cinereus
ENSVURP00010010149	ENSVURG00010007839	Vombatus_ursinus
ENSMEUP00000001757	ENSMEUG00000001912	Notamacropus_eugenii
ENSSHAP00000007203	ENSSHAG00000006260	Sarcophilus_harrisii
ENSOANP00000012151	ENSOANG00000007622	Ornithorhynchus_anatinus
ENSPVIP00000002160	ENSPVIG00000001885	Pogona_vitticeps
ENSPVIP00000002161	ENSPVIG00000001889	Pogona_vitticeps
ENSACAP00000011317	ENSACAG00000011448	Anolis_carolinensis
ENSNSUP00000000749	ENSNSUG00000000683	Notechis_scutatus
ENSSMRP00000006038	ENSSMRG00000004856	Salvator_merianae
ENSSPUP00000019646	ENSSPUG00000015016	Sphenodon_punctatus
ENSAOWP00000019824	ENSAOWG00000013427	Apteryx_owenii
ENSAHAP00000005444	ENSAHAG00000004215	Apteryx_haastii
ENSARWP00000020066	ENSARWG00000013713	Apteryx_rowi
ENSDNVP00000011260	ENSDNVG00000007951	Dromaius_novaehollandiae
ENSLCOP00000014068	ENSLCOG00000010050	Lepidothrix_coronata
ENSMVIP00005002512	ENSMVIG00005001778	Manacus_vitellinus
ENSPMJP00000017188	ENSPMJG00000012951	Parus_major
ENSCCEP00000001960	ENSCCEG00000001347	Cyanistes_caeruleus
ENSZALP00000004321	ENSZALG00000003924	Zonotrichia_albicollis
ENSJHYP00000024397	ENSJHYG00000018322	Junco_hyemalis
ENSSCAP00000019243	ENSSCAG00000013891	Serinus_canaria
ENSLSDP00000003261	ENSLSDG00000002506	Lonchura_striata_domestica
ENSTGUP00000013575	ENSTGUG00000013179	Taeniopygia_guttata
ENSFALP00000001751	ENSFALG00000001684	Ficedula_albicollis
ENSCPGP00000006241	ENSCPGG00000004468	Calidris_pygmaea
ENSMUNP00000013614	ENSMUNG00000010622	Melopsittacus_undulatus
ENSABRP00000002022	ENSABRG00000002023	Anser_brachyrhynchus
ENSAPLP00000027769	ENSAPLG00000012458	Anas_platyrhynchos_platyrhynchos
ENSGALP00000057843	ENSGALG00000037872	Gallus_gallus
ENSCJPP00005013926	ENSCJPG00005011679	Coturnix_japonica
ENSNMEP00000006600	ENSNMEG00000006751	Numida_meleagris
ENSCPUP00000006278	ENSCPUG00000004588	Calidris_pugnax
ENSCPUP00000006277	ENSCPUG00000004587	Calidris_pugnax
ENSMGAP00000017279	ENSMGAG00000016463	Meleagris_gallopavo
ENSTGUP00000013569	ENSTGUG00000013178	Taeniopygia_guttata
ENSNPEP00000012119	ENSNPEG00000008895	Nothoprocta_perdicaria
ENSMGAP00000014866	ENSMGAG00000014051	Meleagris_gallopavo
ENSCPRP00005006467	ENSCPRG00005004626	Crocodylus_porosus
ENSGAGP00000028416	ENSGAGG00000020604	Gopherus_agassizii
ENSCABP00000010820	ENSCABG00000007697	Chelonoidis_abingdonii
ENSCPBP00000028334	ENSCPBG00000020023	Chrysemys_picta_bellii
ENSPSIP00000011674	ENSPSIG00000010404	Pelodiscus_sinensis
ENSUAMP00000032989	ENSUAMG00000025157	Ursus_americanus
ENSXETP00000002297	ENSXETG00000004634	Xenopus_tropicalis
ENSLACP00000002305	ENSLACG00000002058	Latimeria_chalumnae
ENSECRP00000001923	ENSECRG00000001328	Erpetoichthys_calabaricus
ENSECRP00000001869	ENSECRG00000001290	Erpetoichthys_calabaricus
ENSSFOP00015013772	ENSSFOG00015008768	Scleropages_formosus
ENSPKIP00000018261	ENSPKIG00000003888	Paramormyrops_kingsleyae
ENSDCDP00000052604	ENSDCDG00000031541	Denticeps_clupeoides
ENSCHAP00000013709	ENSCHAG00000006107	Clupea_harengus
ENSAMXP00005040646	ENSAMXG00005018301	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000017745	ENSAMXG00000017229	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000031450	ENSPNAG00000018946	Pygocentrus_nattereri
ENSEEEP00000025821	ENSEEEG00000012516	Electrophorus_electricus
ENSIPUP00000028193	ENSIPUG00000019061	Ictalurus_punctatus
ENSDARP00000079851	ENSDARG00000060537	Danio_rerio
ENSLCRP00005016998	ENSLCRG00005005835	Larimichthys_crocea
ENSMMOP00000005569	ENSMMOG00000004370	Mola_mola
ENSLBEP00000032586	ENSLBEG00000024508	Labrus_bergylta
ENSCGOP00000026076	ENSCGOG00000012153	Cottoperca_gobio
ENSSDUP00000011076	ENSSDUG00000008090	Seriola_dumerili
ENSSLDP00000003304	ENSSLDG00000002518	Seriola_lalandi_dorsalis
ENSLCAP00010031247	ENSLCAG00010014649	Lates_calcarifer
ENSSMAP00000008128	ENSSMAG00000005022	Scophthalmus_maximus
ENSMALP00000026477	ENSMALG00000018365	Monopterus_albus
ENSMAMP00000017492	ENSMAMG00000011848	Mastacembelus_armatus
ENSATEP00000026365	ENSATEG00000018272	Anabas_testudineus
ENSBSLP00000020893	ENSBSLG00000010736	Betta_splendens
ENSAOCP00000004892	ENSAOCG00000008338	Amphiprion_ocellaris
ENSAPEP00000024035	ENSAPEG00000017035	Amphiprion_percula
ENSAPOP00000027867	ENSAPOG00000012697	Acanthochromis_polyacanthus
ENSSPAP00000012569	ENSSPAG00000009500	Stegastes_partitus
ENSPRNP00000046404	ENSPRNG00000022265	Parambassis_ranga
ENSXMAP00000003494	ENSXMAG00000003479	Xiphophorus_maculatus
ENSXCOP00000010245	ENSXCOG00000007777	Xiphophorus_couchianus
ENSGAFP00000013002	ENSGAFG00000008779	Gambusia_affinis
ENSPFOP00000001892	ENSPFOG00000001773	Poecilia_formosa
ENSPLAP00000022612	ENSPLAG00000007335	Poecilia_latipinna
ENSPMEP00000000750	ENSPMEG00000001584	Poecilia_mexicana
ENSPREP00000024755	ENSPREG00000016650	Poecilia_reticulata
ENSFHEP00000033536	ENSFHEG00000020711	Fundulus_heteroclitus
ENSCVAP00000010815	ENSCVAG00000012992	Cyprinodon_variegatus
ENSKMAP00000002077	ENSKMAG00000001624	Kryptolebias_marmoratus
ENSORLP00015014262	ENSORLG00015015186	Oryzias_latipes_ASM223469v1
ENSORLP00000035746	ENSORLG00000010036	Oryzias_latipes_ASM223467v1
ENSORLP00020000647	ENSORLG00020001350	Oryzias_latipes_ASM223471v1
ENSOMEP00000018530	ENSOMEG00000020237	Oryzias_melastigma
ENSGWIP00000053485	ENSGWIG00000025705	Gouania_willdenowi
ENSACLP00000038071	ENSACLG00000025731	Astatotilapia_calliptera
ENSMZEP00005014151	ENSMZEG00005010661	Maylandia_zebra
ENSPNYP00000000843	ENSPNYG00000000706	Pundamilia_nyererei
ENSHBUP00000014493	ENSHBUG00000016353	Haplochromis_burtoni
ENSONIP00000001266	ENSONIG00000001000	Oreochromis_niloticus
ENSNBRP00000026051	ENSNBRG00000019913	Neolamprologus_brichardi
ENSACIP00000006188	ENSACIG00000004822	Amphilophus_citrinellus
ENSTRUP00000013631	ENSTRUG00000005641	Takifugu_rubripes
ENSTNIP00000013637	ENSTNIG00000010719	Tetraodon_nigroviridis
ENSCSEP00000003604	ENSCSEG00000002360	Cynoglossus_semilaevis
ENSGACP00000016384	ENSGACG00000012397	Gasterosteus_aculeatus
ENSHCOP00000002975	ENSHCOG00000004261	Hippocampus_comes
ENSPMGP00000029950	ENSPMGG00000024094	Periophthalmus_magnuspinnatus
ENSGMOP00000011285	ENSGMOG00000010535	Gadus_morhua
ENSHHUP00000005837	ENSHHUG00000003606	Hucho_hucho
ENSHHUP00000005816	ENSHHUG00000003603	Hucho_hucho
ENSHHUP00000066934	ENSHHUG00000039410	Hucho_hucho
ENSELUP00000013629	ENSELUG00000001345	Esox_lucius
ENSLOCP00000020525	ENSLOCG00000016615	Lepisosteus_oculatus
ENSHHUP00000002386	ENSHHUG00000001541	Hucho_hucho
ENSGAGP00000012584	ENSGAGG00000009666	Gopherus_agassizii
ENSCMIP00000020343	ENSCMIG00000009329	Callorhinchus_milii
ENSPMAP00000006361	ENSPMAG00000005766	Petromyzon_marinus
ENSEBUP00000010749	ENSEBUG00000006908	Eptatretus_burgeri
ENSHHUP00000008291	ENSHHUG00000004985	Hucho_hucho
ENSHHUP00000028332	ENSHHUG00000018034	Hucho_hucho
ENSELUP00000024115	ENSELUG00000022957	Esox_lucius
ENSTNIP00000022274	ENSTNIG00000019080	Tetraodon_nigroviridis
ENSTRUP00000044977	ENSTRUG00000017547	Takifugu_rubripes
ENSPMGP00000020886	ENSPMGG00000016933	Periophthalmus_magnuspinnatus
ENSSMAP00000011677	ENSSMAG00000007172	Scophthalmus_maximus
ENSMAMP00000000978	ENSMAMG00000000681	Mastacembelus_armatus
ENSLCAP00010035442	ENSLCAG00010016506	Lates_calcarifer
ENSSLDP00000016930	ENSSLDG00000013335	Seriola_lalandi_dorsalis
ENSATEP00000035586	ENSATEG00000024449	Anabas_testudineus
ENSBSLP00000056968	ENSBSLG00000026522	Betta_splendens
ENSLCRP00005010069	ENSLCRG00005004451	Larimichthys_crocea
ENSLBEP00000007680	ENSLBEG00000005948	Labrus_bergylta
ENSMMOP00000008420	ENSMMOG00000006493	Mola_mola
ENSGACP00000007517	ENSGACG00000005685	Gasterosteus_aculeatus
ENSXMAP00000008980	ENSXMAG00000008949	Xiphophorus_maculatus
ENSXCOP00000022567	ENSXCOG00000016866	Xiphophorus_couchianus
ENSGAFP00000000177	ENSGAFG00000000130	Gambusia_affinis
ENSPFOP00000019091	ENSPFOG00000018961	Poecilia_formosa
ENSPMEP00000027568	ENSPMEG00000012065	Poecilia_mexicana
ENSPLAP00000014208	ENSPLAG00000017808	Poecilia_latipinna
ENSPREP00000020638	ENSPREG00000013955	Poecilia_reticulata
ENSFHEP00000001581	ENSFHEG00000002335	Fundulus_heteroclitus
ENSCVAP00000021586	ENSCVAG00000003716	Cyprinodon_variegatus
ENSORLP00000038757	ENSORLG00000006230	Oryzias_latipes_ASM223467v1
ENSORLP00015002768	ENSORLG00015003458	Oryzias_latipes_ASM223469v1
ENSORLP00020017738	ENSORLG00020018741	Oryzias_latipes_ASM223471v1
ENSOMEP00000032203	ENSOMEG00000017511	Oryzias_melastigma
ENSACLP00000032193	ENSACLG00000021719	Astatotilapia_calliptera
ENSMZEP00005009375	ENSMZEG00005007015	Maylandia_zebra
ENSPNYP00000017879	ENSPNYG00000013510	Pundamilia_nyererei
ENSONIP00000009182	ENSONIG00000007281	Oreochromis_niloticus
ENSNBRP00000012304	ENSNBRG00000009567	Neolamprologus_brichardi
ENSPRNP00000032189	ENSPRNG00000015075	Parambassis_ranga
ENSAPOP00000003241	ENSAPOG00000004705	Acanthochromis_polyacanthus
ENSMAMP00000001046	ENSMAMG00000000712	Mastacembelus_armatus
ENSACIP00000025763	ENSACIG00000019938	Amphilophus_citrinellus
ENSCSEP00000017718	ENSCSEG00000011370	Cynoglossus_semilaevis
ENSAPEP00000026055	ENSAPEG00000018408	Amphiprion_percula
ENSHCOP00000007791	ENSHCOG00000009954	Hippocampus_comes
ENSGWIP00000014780	ENSGWIG00000008310	Gouania_willdenowi
ENSACIP00000012172	ENSACIG00000009492	Amphilophus_citrinellus
ENSGMOP00000010209	ENSGMOG00000009521	Gadus_morhua
ENSIPUP00000033652	ENSIPUG00000022624	Ictalurus_punctatus
ENSEEEP00000008075	ENSEEEG00000004199	Electrophorus_electricus
ENSAMXP00005046461	ENSAMXG00005021201	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000037037	ENSAMXG00000016325	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDARP00000098579	ENSDARG00000076590	Danio_rerio
ENSSDUP00000017142	ENSSDUG00000012526	Seriola_dumerili
ENSSLDP00000025697	ENSSLDG00000019973	Seriola_lalandi_dorsalis
ENSLCAP00010043730	ENSLCAG00010020348	Lates_calcarifer
ENSMAMP00000029913	ENSMAMG00000020161	Mastacembelus_armatus
ENSATEP00000020603	ENSATEG00000014302	Anabas_testudineus
ENSLCRP00005008873	ENSLCRG00005003359	Larimichthys_crocea
ENSLBEP00000035271	ENSLBEG00000026477	Labrus_bergylta
ENSCGOP00000008307	ENSCGOG00000004106	Cottoperca_gobio
ENSGACP00000002646	ENSGACG00000002037	Gasterosteus_aculeatus
ENSPFOP00000003900	ENSPFOG00000003921	Poecilia_formosa
ENSPFOP00000004119	ENSPFOG00000004101	Poecilia_formosa
ENSPLAP00000009336	ENSPLAG00000012098	Poecilia_latipinna
ENSPLAP00000009311	ENSPLAG00000012061	Poecilia_latipinna
ENSPMEP00000006321	ENSPMEG00000007791	Poecilia_mexicana
ENSPREP00000032011	ENSPREG00000021688	Poecilia_reticulata
ENSXMAP00000035601	ENSXMAG00000001518	Xiphophorus_maculatus
ENSXCOP00000025718	ENSXCOG00000019221	Xiphophorus_couchianus
ENSGAFP00000002309	ENSGAFG00000001427	Gambusia_affinis
ENSFHEP00000014580	ENSFHEG00000016153	Fundulus_heteroclitus
ENSKMAP00000009638	ENSKMAG00000007241	Kryptolebias_marmoratus
ENSORLP00015020517	ENSORLG00015021666	Oryzias_latipes_ASM223469v1
ENSORLP00015020502	ENSORLG00015021647	Oryzias_latipes_ASM223469v1
ENSORLP00000035452	ENSORLG00000026682	Oryzias_latipes_ASM223467v1
ENSOMEP00000010926	ENSOMEG00000012215	Oryzias_melastigma
ENSACLP00000016936	ENSACLG00000011528	Astatotilapia_calliptera
ENSMZEP00005036251	ENSMZEG00005027041	Maylandia_zebra
ENSPNYP00000030867	ENSPNYG00000023267	Pundamilia_nyererei
ENSONIP00000017625	ENSONIG00000014021	Oreochromis_niloticus
ENSNBRP00000007470	ENSNBRG00000005694	Neolamprologus_brichardi
ENSACIP00000012212	ENSACIG00000009510	Amphilophus_citrinellus
ENSAPEP00000013678	ENSAPEG00000009760	Amphiprion_percula
ENSAOCP00000013714	ENSAOCG00000018280	Amphiprion_ocellaris
ENSSPAP00000014237	ENSSPAG00000010763	Stegastes_partitus
ENSPRNP00000000446	ENSPRNG00000000282	Parambassis_ranga
ENSCVAP00000008682	ENSCVAG00000010530	Cyprinodon_variegatus
ENSCHAP00000037001	ENSCHAG00000016811	Clupea_harengus
ENSHHUP00000066465	ENSHHUG00000039171	Hucho_hucho
ENSHHUP00000019200	ENSHHUG00000011929	Hucho_hucho
ENSELUP00000018927	ENSELUG00000018318	Esox_lucius
ENSPNAP00000037483	ENSPNAG00000029266	Pygocentrus_nattereri
ENSSFOP00015008655	ENSSFOG00015005584	Scleropages_formosus
ENSECRP00000031041	ENSECRG00000021029	Erpetoichthys_calabaricus
ENSUPAP00010011380	ENSUPAG00010009232	Urocitellus_parryii
ENSCCNP00000020775	ENSCCNG00000020685	Castor_canadensis
ENSLACP00000002572	ENSLACG00000002297	Latimeria_chalumnae
ENSVURP00010021551	ENSVURG00010016513	Vombatus_ursinus
ENSPCIP00000018293	ENSPCIG00000013943	Phascolarctos_cinereus
ENSMEUP00000009742	ENSMEUG00000010654	Notamacropus_eugenii
ENSMODP00000002476	ENSMODG00000002027	Monodelphis_domestica
ENSSHAP00000015898	ENSSHAG00000013547	Sarcophilus_harrisii
ENSCCNP00000020794	ENSCCNG00000020694	Castor_canadensis
ENSDORP00000011140	ENSDORG00000011850	Dipodomys_ordii
ENSHGLP00000010053	ENSHGLG00000007213	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100015706	ENSHGLG00100011599	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000010078	ENSFDAG00000017932	Fukomys_damarensis
ENSCLAP00000001058	ENSCLAG00000000816	Chinchilla_lanigera
ENSODEP00000004004	ENSODEG00000003054	Octodon_degus
ENSCAPP00000014604	ENSCAPG00000014927	Cavia_aperea
ENSUPAP00010011418	ENSUPAG00010009258	Urocitellus_parryii
ENSSDAP00000022635	ENSSDAG00000020548	Spermophilus_dauricus
ENSMMMP00000001565	ENSMMMG00000001397	Marmota_marmota_marmota
ENSSTOP00000013336	ENSSTOG00000014877	Ictidomys_tridecemlineatus
ENSNGAP00000025327	ENSNGAG00000023313	Nannospalax_galili
ENSJJAP00000018329	ENSJJAG00000019614	Jaculus_jaculus
ENSTBEP00000005249	ENSTBEG00000006074	Tupaia_belangeri
ENSPCOP00000014610	ENSPCOG00000019005	Propithecus_coquereli
ENSPTEP00000034081	ENSPTEG00000032399	Piliocolobus_tephrosceles
ENSCANP00000010596	ENSCANG00000028631	Colobus_angolensis_palliatus
ENSRROP00000008578	ENSRROG00000028722	Rhinopithecus_roxellana
ENSRBIP00000000313	ENSRBIG00000001121	Rhinopithecus_bieti
ENSMFAP00000011844	ENSMFAG00000017322	Macaca_fascicularis
ENSMMUP00000057092	ENSMMUG00000020467	Macaca_mulatta
ENSTGEP00000011388	ENSTGEG00000009289	Theropithecus_gelada
ENSCATP00000010060	ENSCATG00000029284	Cercocebus_atys
ENSPANP00000005010	ENSPANG00000009080	Papio_anubis
ENSMNEP00000036123	ENSMNEG00000041148	Macaca_nemestrina
ENSCSAP00000006760	ENSCSAG00000010591	Chlorocebus_sabaeus
ENSMLEP00000033582	ENSMLEG00000040940	Mandrillus_leucophaeus
ENSPPAP00000040568	ENSPPAG00000042913	Pan_paniscus
ENSPTRP00000035148	ENSPTRG00000020551	Pan_troglodytes
ENSGGOP00000009184	ENSGGOG00000009390	Gorilla_gorilla
ENSP00000287394	ENSG00000156802	Homo_sapiens
ENSPPYP00000021158	ENSPPYG00000018857	Pongo_abelii
ENSNLEP00000006440	ENSNLEG00000005310	Nomascus_leucogenys
ENSCCAP00000000177	ENSCCAG00000000396	Cebus_capucinus_imitator
ENSSBOP00000004741	ENSSBOG00000018969	Saimiri_boliviensis_boliviensis
ENSCJAP00000001567	ENSCJAG00000000868	Callithrix_jacchus
ENSANAP00000006168	ENSANAG00000021145	Aotus_nancymaae
ENSTSYP00000004505	ENSTSYG00000004928	Carlito_syrichta
ENSPSMP00000020124	ENSPSMG00000014199	Prolemur_simus
ENSMICP00000004170	ENSMICG00000004561	Microcebus_murinus
ENSOGAP00000006262	ENSOGAG00000006984	Otolemur_garnettii
ENSBTAP00000053735	ENSBTAG00000002002	Bos_taurus
ENSBTAP00000053080	ENSBTAG00000051782	Bos_taurus
ENSBMUP00000013692	ENSBMUG00000010446	Bos_mutus
ENSBIXP00005024710	ENSBIXG00005004691	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000034044	ENSBIXG00000002754	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000011504	ENSBBBG00000005218	Bison_bison_bison
ENSCHIP00000024961	ENSCHIG00000021918	Capra_hircus
ENSOARP00000011001	ENSOARG00000010247	Ovis_aries
ENSTTRP00000005136	ENSTTRG00000005432	Tursiops_truncatus
ENSVPAP00000009339	ENSVPAG00000010038	Vicugna_pacos
ENSSSCP00000046009	ENSSSCG00000005983	Sus_scrofa_strain_reference
ENSPVAP00000012483	ENSPVAG00000013235	Pteropus_vampyrus
ENSECAP00000041290	ENSECAG00000023808	Equus_caballus
ENSEASP00005033009	ENSEASG00005022524	Equus_asinus_asinus
ENSUAMP00000014822	ENSUAMG00000011882	Ursus_americanus
ENSUMAP00000030721	ENSUMAG00000022014	Ursus_maritimus
ENSAMEP00000011706	ENSAMEG00000011109	Ailuropoda_melanoleuca
ENSNVIP00000007020	ENSNVIG00000005534	Neovison_vison
ENSMPUP00000001134	ENSMPUG00000001145	Mustela_putorius_furo
ENSCAFP00000001411	ENSCAFG00000000992	Canis_lupus_familiaris
ENSCAFP00020007771	ENSCAFG00020006012	Canis_lupus_dingo
ENSVVUP00000022135	ENSVVUG00000016233	Vulpes_vulpes
ENSPPRP00000000711	ENSPPRG00000024647	Panthera_pardus
ENSPTIP00000024679	ENSPTIG00000020684	Panthera_tigris_altaica
ENSFCAP00000017090	ENSFCAG00000029097	Felis_catus
ENSSARP00000013035	ENSSARG00000014409	Sorex_araneus
ENSEEUP00000000878	ENSEEUG00000000982	Erinaceus_europaeus
ENSDNOP00000018315	ENSDNOG00000044383	Dasypus_novemcinctus
ENSCHOP00000006892	ENSCHOG00000007769	Choloepus_hoffmanni
ENSPCAP00000007065	ENSPCAG00000007465	Procavia_capensis
ENSLAFP00000000785	ENSLAFG00000000938	Loxodonta_africana
ENSETEP00000008999	ENSETEG00000011096	Echinops_telfairi
ENSOANP00000022210	ENSOANG00000014081	Ornithorhynchus_anatinus
ENSAHAP00000014741	ENSAHAG00000010607	Apteryx_haastii	ENSAHAT00000016340
ENSARWP00000021021	ENSARWG00000014369	Apteryx_rowi	ENSARWT00000023843
ENSAOWP00000010818	ENSAOWG00000007311	Apteryx_owenii	ENSAOWT00000012297
ENSDNVP00000011776	ENSDNVG00000008295	Dromaius_novaehollandiae	ENSDNVT00000014177
ENSNPEP00000005666	ENSNPEG00000004281	Nothoprocta_perdicaria
ENSCCEP00000008193	ENSCCEG00000008513	Cyanistes_caeruleus
ENSPMJP00000014857	ENSPMJG00000011272	Parus_major
ENSFALP00000002554	ENSFALG00000002454	Ficedula_albicollis
