ENSGALP00000018406	ENSGALG00000011297	Gallus_gallus
ENSJJAP00000017759	ENSJJAG00000019223	Jaculus_jaculus
ENSCLAP00000023234	ENSCLAG00000015937	Chinchilla_lanigera
ENSODEP00000014777	ENSODEG00000010922	Octodon_degus
ENSCPOP00000030023	ENSCPOG00000039871	Cavia_porcellus
ENSCAPP00000004728	ENSCAPG00000007211	Cavia_aperea
ENSFDAP00000000589	ENSFDAG00000010791	Fukomys_damarensis
ENSFDAP00000018778	ENSFDAG00000009581	Fukomys_damarensis
ENSHGLP00100024727	ENSHGLG00100018157	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000007196	ENSHGLG00000005247	Heterocephalus_glaber_HetGla_female_1.0
ENSOPRP00000010051	ENSOPRG00000011019	Ochotona_princeps
ENSCATP00000000549	ENSCATG00000002769	Cercocebus_atys
ENSMLEP00000027431	ENSMLEG00000037915	Mandrillus_leucophaeus
ENSCATP00000013636	ENSCATG00000030921	Cercocebus_atys
ENSPANP00000001639	ENSPANG00000000483	Papio_anubis
ENSTGEP00000002168	ENSTGEG00000001915	Theropithecus_gelada
ENSMNEP00000013255	ENSMNEG00000030892	Macaca_nemestrina
ENSMFAP00000024722	ENSMFAG00000043923	Macaca_fascicularis
ENSMMUP00000050797	ENSMMUG00000012670	Macaca_mulatta
ENSRBIP00000001749	ENSRBIG00000008849	Rhinopithecus_bieti
ENSRROP00000039185	ENSRROG00000042918	Rhinopithecus_roxellana
ENSCANP00000033422	ENSCANG00000040379	Colobus_angolensis_palliatus
ENSPTEP00000042273	ENSPTEG00000038586	Piliocolobus_tephrosceles
ENSNLEP00000040070	ENSNLEG00000005714	Nomascus_leucogenys
ENSGGOP00000021798	ENSGGOG00000025856	Gorilla_gorilla
ENSPTRP00000087931	ENSPTRG00000005300	Pan_troglodytes
ENSP00000439068	ENSG00000169372	Homo_sapiens
ENSPPYP00000005515	ENSPPYG00000004835	Pongo_abelii
ENSMMUP00000064504	ENSMMUG00000056517	Macaca_mulatta
ENSCCAP00000009843	ENSCCAG00000022667	Cebus_capucinus_imitator
ENSSBOP00000039831	ENSSBOG00000035932	Saimiri_boliviensis_boliviensis
ENSANAP00000037360	ENSANAG00000036187	Aotus_nancymaae
ENSTSYP00000007033	ENSTSYG00000007699	Carlito_syrichta
ENSPCOP00000024812	ENSPCOG00000024617	Propithecus_coquereli
ENSMICP00000043084	ENSMICG00000010191	Microcebus_murinus
ENSOGAP00000018700	ENSOGAG00000025620	Otolemur_garnettii
ENSPVAP00000007808	ENSPVAG00000008265	Pteropus_vampyrus
ENSBMUP00000007763	ENSBMUG00000006091	Bos_mutus
ENSCSAP00000000068	ENSCSAG00000003695	Chlorocebus_sabaeus
ENSSDAP00000021281	ENSSDAG00000019367	Spermophilus_dauricus
ENSLAFP00000014571	ENSLAFG00000017380	Loxodonta_africana
ENSETEP00000007056	ENSETEG00000008686	Echinops_telfairi
ENSCHOP00000006779	ENSCHOG00000007663	Choloepus_hoffmanni
ENSSDAP00000006544	ENSSDAG00000006057	Spermophilus_dauricus
ENSNGAP00000026807	ENSNGAG00000024338	Nannospalax_galili
ENSCCNP00000028442	ENSCCNG00000027396	Castor_canadensis
ENSPPAP00000013755	ENSPPAG00000030048	Pan_paniscus
ENSRNOP00000062865	ENSRNOG00000008507	Rattus_norvegicus
ENSCAFP00020029479	ENSCAFG00020022976	Canis_lupus_dingo
ENSPSMP00000018067	ENSPSMG00000012824	Prolemur_simus
ENSCSAP00000000069	ENSCSAG00000003700	Chlorocebus_sabaeus
ENSUAMP00000033323	ENSUAMG00000025403	Ursus_americanus
ENSBBBP00000012066	ENSBBBG00000019943	Bison_bison_bison
ENSDNOP00000019282	ENSDNOG00000034272	Dasypus_novemcinctus
ENSVURP00010019964	ENSVURG00010015261	Vombatus_ursinus
ENSPCIP00000001745	ENSPCIG00000001373	Phascolarctos_cinereus
ENSSHAP00000007224	ENSSHAG00000006278	Sarcophilus_harrisii
ENSMEUP00000003900	ENSMEUG00000004287	Notamacropus_eugenii
ENSPCIP00000051369	ENSPCIG00000035562	Phascolarctos_cinereus
ENSOANP00000010563	ENSOANG00000006624	Ornithorhynchus_anatinus
ENSXETP00000006019	ENSXETG00000009375	Xenopus_tropicalis
ENSXETP00000027115	ENSXETG00000009357	Xenopus_tropicalis
ENSLACP00000023466	ENSLACG00000022403	Latimeria_chalumnae
ENSCHAP00000032844	ENSCHAG00000015689	Clupea_harengus
ENSDCDP00000048134	ENSDCDG00000029847	Denticeps_clupeoides
ENSAMXP00005024078	ENSAMXG00005012312	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000033980	ENSAMXG00000030107	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000024838	ENSPNAG00000009609	Pygocentrus_nattereri
ENSEEEP00000011091	ENSEEEG00000005619	Electrophorus_electricus
ENSDARP00000038654	ENSDARG00000028192	Danio_rerio
ENSMMOP00000007655	ENSMMOG00000005954	Mola_mola
ENSLCRP00005007766	ENSLCRG00005003769	Larimichthys_crocea
ENSATEP00000002045	ENSATEG00000001460	Anabas_testudineus
ENSBSLP00000008984	ENSBSLG00000004438	Betta_splendens
ENSCSEP00000005801	ENSCSEG00000003750	Cynoglossus_semilaevis
ENSCSEP00000005792	ENSCSEG00000003747	Cynoglossus_semilaevis
ENSMALP00000009796	ENSMALG00000006977	Monopterus_albus
ENSMAMP00000030964	ENSMAMG00000020862	Mastacembelus_armatus
ENSSLDP00000014602	ENSSLDG00000011669	Seriola_lalandi_dorsalis
ENSSDUP00000016387	ENSSDUG00000011973	Seriola_dumerili
ENSSMAP00000017690	ENSSMAG00000010848	Scophthalmus_maximus
ENSLCAP00010057886	ENSLCAG00010027002	Lates_calcarifer
ENSCGOP00000031195	ENSCGOG00000014596	Cottoperca_gobio
ENSGACP00000000817	ENSGACG00000000634	Gasterosteus_aculeatus
ENSLBEP00000008969	ENSLBEG00000006943	Labrus_bergylta
ENSFHEP00000027928	ENSFHEG00000011703	Fundulus_heteroclitus
ENSCVAP00000006659	ENSCVAG00000008224	Cyprinodon_variegatus
ENSXCOP00000015660	ENSXCOG00000011826	Xiphophorus_couchianus
ENSXMAP00000009348	ENSXMAG00000009329	Xiphophorus_maculatus
ENSGAFP00000022724	ENSGAFG00000015366	Gambusia_affinis
ENSPLAP00000002296	ENSPLAG00000003523	Poecilia_latipinna
ENSPFOP00000014279	ENSPFOG00000014260	Poecilia_formosa
ENSPMEP00000030403	ENSPMEG00000016757	Poecilia_mexicana
ENSPREP00000028520	ENSPREG00000019284	Poecilia_reticulata
ENSKMAP00000000799	ENSKMAG00000000617	Kryptolebias_marmoratus
ENSORLP00000023990	ENSORLG00000019259	Oryzias_latipes_ASM223467v1
ENSORLP00015002080	ENSORLG00015002703	Oryzias_latipes_ASM223469v1
ENSORLP00020002756	ENSORLG00020003531	Oryzias_latipes_ASM223471v1
ENSOMEP00000034456	ENSOMEG00000021102	Oryzias_melastigma
ENSMZEP00005024515	ENSMZEG00005018331	Maylandia_zebra
ENSACLP00000010262	ENSACLG00000007016	Astatotilapia_calliptera
ENSHBUP00000002385	ENSHBUG00000000082	Haplochromis_burtoni
ENSPNYP00000030476	ENSPNYG00000022975	Pundamilia_nyererei
ENSNBRP00000023093	ENSNBRG00000017690	Neolamprologus_brichardi
ENSONIP00000009491	ENSONIG00000007525	Oreochromis_niloticus
ENSACIP00000012486	ENSACIG00000009741	Amphilophus_citrinellus
ENSAPEP00000034357	ENSAPEG00000024406	Amphiprion_percula
ENSAOCP00000007765	ENSAOCG00000011614	Amphiprion_ocellaris
ENSAPOP00000008565	ENSAPOG00000010705	Acanthochromis_polyacanthus
ENSSPAP00000001359	ENSSPAG00000001056	Stegastes_partitus
ENSPRNP00000044092	ENSPRNG00000021461	Parambassis_ranga
ENSTNIP00000008852	ENSTNIG00000006109	Tetraodon_nigroviridis
ENSTRUP00000054856	ENSTRUG00000024874	Takifugu_rubripes
ENSGWIP00000046577	ENSGWIG00000022985	Gouania_willdenowi
ENSHCOP00000004750	ENSHCOG00000006256	Hippocampus_comes
ENSPMGP00000020778	ENSPMGG00000016833	Periophthalmus_magnuspinnatus
ENSGMOP00000011174	ENSGMOG00000010443	Gadus_morhua
ENSHHUP00000006876	ENSHHUG00000004246	Hucho_hucho
ENSELUP00000006597	ENSELUG00000007467	Esox_lucius
ENSPKIP00000037620	ENSPKIG00000015725	Paramormyrops_kingsleyae
ENSSFOP00015034116	ENSSFOG00015021757	Scleropages_formosus
ENSLOCP00000019416	ENSLOCG00000015772	Lepisosteus_oculatus
ENSECRP00000010098	ENSECRG00000006747	Erpetoichthys_calabaricus
ENSCMIP00000027651	ENSCMIG00000012042	Callorhinchus_milii
ENSEBUP00000002296	ENSEBUG00000001806	Eptatretus_burgeri
ENSCINP00000015599	ENSCING00000007608	Ciona_intestinalis
