ENSCPGP00000011859	ENSCPGG00000008453	Calidris_pygmaea
ENSCATP00000005434	ENSCATG00000017786	Cercocebus_atys
ENSCSAP00000004497	ENSCSAG00000008238	Chlorocebus_sabaeus
ENSCCAP00000033167	ENSCCAG00000034612	Cebus_capucinus_imitator
ENSSBOP00000019434	ENSSBOG00000026312	Saimiri_boliviensis_boliviensis
ENSCJAP00000030220	ENSCJAG00000016412	Callithrix_jacchus
ENSANAP00000002799	ENSANAG00000019173	Aotus_nancymaae
ENSTSYP00000012733	ENSTSYG00000013878	Carlito_syrichta
ENSUMAP00000010490	ENSUMAG00000007882	Ursus_maritimus
ENSUAMP00000004182	ENSUAMG00000003813	Ursus_americanus
ENSAMEP00000018898	ENSAMEG00000017881	Ailuropoda_melanoleuca
ENSCAFP00000020643	ENSCAFG00000014002	Canis_lupus_familiaris
ENSCAFP00020033388	ENSCAFG00020025914	Canis_lupus_dingo
ENSVVUP00000029520	ENSVVUG00000021605	Vulpes_vulpes
ENSNVIP00000014078	ENSNVIG00000011058	Neovison_vison
ENSMPUP00000004326	ENSMPUG00000004359	Mustela_putorius_furo
ENSPTIP00000017896	ENSPTIG00000016189	Panthera_tigris_altaica
ENSPPRP00000003742	ENSPPRG00000000078	Panthera_pardus
ENSFCAP00000043583	ENSFCAG00000001225	Felis_catus
ENSMLUP00000006022	ENSMLUG00000006600	Myotis_lucifugus
ENSBIXP00000004596	ENSBIXG00000010917	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005035900	ENSBIXG00005017229	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000001547	ENSBTAG00000001163	Bos_taurus
ENSBMUP00000021985	ENSBMUG00000016549	Bos_mutus
ENSBBBP00000014177	ENSBBBG00000021899	Bison_bison_bison
ENSOARP00000006235	ENSOARG00000005812	Ovis_aries
ENSCHIP00000000234	ENSCHIG00000000171	Capra_hircus
ENSTTRP00000006256	ENSTTRG00000006611	Tursiops_truncatus
ENSSSCP00000044326	ENSSSCG00000031713	Sus_scrofa_strain_reference
ENSVPAP00000002429	ENSVPAG00000002627	Vicugna_pacos
ENSEASP00005023586	ENSEASG00005016040	Equus_asinus_asinus
ENSECAP00000017014	ENSECAG00000019223	Equus_caballus
ENSPVAP00000000087	ENSPVAG00000000092	Pteropus_vampyrus
ENSEEUP00000003481	ENSEEUG00000003822	Erinaceus_europaeus
ENSSARP00000007693	ENSSARG00000008502	Sorex_araneus
ENSDNOP00000008565	ENSDNOG00000011036	Dasypus_novemcinctus
ENSCHOP00000002446	ENSCHOG00000002758	Choloepus_hoffmanni
ENSOANP00000019238	ENSOANG00000012146	Ornithorhynchus_anatinus
ENSXETP00000024330	ENSXETG00000004502	Xenopus_tropicalis
ENSLACP00000016927	ENSLACG00000014910	Latimeria_chalumnae
ENSHHUP00000056152	ENSHHUG00000033523	Hucho_hucho
ENSHHUP00000083564	ENSHHUG00000048480	Hucho_hucho
ENSELUP00000014486	ENSELUG00000014527	Esox_lucius
ENSORLP00000001346	ENSORLG00000001088	Oryzias_latipes_ASM223467v1
ENSORLP00015028166	ENSORLG00015010637	Oryzias_latipes_ASM223469v1
ENSORLP00020002781	ENSORLG00020003554	Oryzias_latipes_ASM223471v1
ENSOMEP00000000809	ENSOMEG00000001698	Oryzias_melastigma
ENSKMAP00000022816	ENSKMAG00000016927	Kryptolebias_marmoratus
ENSGWIP00000019420	ENSGWIG00000010629	Gouania_willdenowi
ENSTRUP00000003335	ENSTRUG00000001447	Takifugu_rubripes
ENSTNIP00000006893	ENSTNIG00000004264	Tetraodon_nigroviridis
ENSPMGP00000009400	ENSPMGG00000007780	Periophthalmus_magnuspinnatus
ENSSMAP00000026848	ENSSMAG00000016405	Scophthalmus_maximus
ENSCSEP00000002210	ENSCSEG00000001483	Cynoglossus_semilaevis
ENSMMOP00000009252	ENSMMOG00000007169	Mola_mola
ENSLCRP00005044295	ENSLCRG00005016948	Larimichthys_crocea
ENSLBEP00000037597	ENSLBEG00000028058	Labrus_bergylta
ENSCGOP00000031499	ENSCGOG00000014711	Cottoperca_gobio
ENSGACP00000019267	ENSGACG00000014597	Gasterosteus_aculeatus
ENSHCOP00000025669	ENSHCOG00000015984	Hippocampus_comes
ENSMAMP00000012119	ENSMAMG00000008184	Mastacembelus_armatus
ENSMALP00000016053	ENSMALG00000011257	Monopterus_albus
ENSATEP00000006240	ENSATEG00000004389	Anabas_testudineus
ENSBSLP00000050838	ENSBSLG00000024140	Betta_splendens
ENSSLDP00000022235	ENSSLDG00000017346	Seriola_lalandi_dorsalis
ENSSDUP00000030104	ENSSDUG00000021693	Seriola_dumerili
ENSLCAP00010049624	ENSLCAG00010023103	Lates_calcarifer
ENSAOCP00000020738	ENSAOCG00000005073	Amphiprion_ocellaris
ENSAPEP00000004545	ENSAPEG00000003265	Amphiprion_percula
ENSAPOP00000033426	ENSAPOG00000022008	Acanthochromis_polyacanthus
ENSSPAP00000021230	ENSSPAG00000015993	Stegastes_partitus
ENSPRNP00000002434	ENSPRNG00000001499	Parambassis_ranga
ENSHBUP00000006874	ENSHBUG00000008356	Haplochromis_burtoni
ENSPNYP00000005335	ENSPNYG00000004133	Pundamilia_nyererei
ENSACLP00000009121	ENSACLG00000006212	Astatotilapia_calliptera
ENSMZEP00005005019	ENSMZEG00005003876	Maylandia_zebra
ENSONIP00000011483	ENSONIG00000009134	Oreochromis_niloticus
ENSNBRP00000024179	ENSNBRG00000018499	Neolamprologus_brichardi
ENSACIP00000030660	ENSACIG00000023708	Amphilophus_citrinellus
ENSGMOP00000008478	ENSGMOG00000007928	Gadus_morhua
ENSEEEP00000008952	ENSEEEG00000004618	Electrophorus_electricus
ENSIPUP00000003943	ENSIPUG00000002757	Ictalurus_punctatus
ENSAMXP00000043420	ENSAMXG00000002015	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005046021	ENSAMXG00005021177	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000022551	ENSPNAG00000029946	Pygocentrus_nattereri
ENSDARP00000105230	ENSDARG00000087897	Danio_rerio
ENSDCDP00000045951	ENSDCDG00000028894	Denticeps_clupeoides
ENSCHAP00000052779	ENSCHAG00000024058	Clupea_harengus
ENSSFOP00015028170	ENSSFOG00015018061	Scleropages_formosus
ENSPKIP00000029494	ENSPKIG00000010711	Paramormyrops_kingsleyae
ENSLOCP00000011662	ENSLOCG00000009542	Lepisosteus_oculatus
ENSECRP00000007649	ENSECRG00000005092	Erpetoichthys_calabaricus
ENSCMIP00000007471	ENSCMIG00000004103	Callorhinchus_milii
ENSEBUP00000015287	ENSEBUG00000009638	Eptatretus_burgeri
ENSPMAP00000008484	ENSPMAG00000007711	Petromyzon_marinus
