ENSCPRP00005002836	ENSCPRG00005002070	Crocodylus_porosus
ENSMUGP00000000821	ENSMUGG00000000765	Meriones_unguiculatus
ENSCGRP00001026831	ENSCGRG00001024023	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000016576	ENSCGRG00000012039	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015020514	ENSCGRG00015015651	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000023320	ENSMAUG00000020487	Mesocricetus_auratus
ENSPEMP00000001688	ENSPEMG00000001461	Peromyscus_maniculatus_bairdii
ENSNGAP00000008794	ENSNGAG00000011662	Nannospalax_galili
ENSJJAP00000007958	ENSJJAG00000012230	Jaculus_jaculus
ENSDORP00000023911	ENSDORG00000012544	Dipodomys_ordii
ENSUPAP00010027625	ENSUPAG00010021832	Urocitellus_parryii
ENSSTOP00000006612	ENSSTOG00000007390	Ictidomys_tridecemlineatus
ENSSDAP00000002110	ENSSDAG00000001993	Spermophilus_dauricus
ENSMMMP00000016203	ENSMMMG00000014380	Marmota_marmota_marmota
ENSCLAP00000005590	ENSCLAG00000003970	Chinchilla_lanigera
ENSODEP00000005272	ENSODEG00000003988	Octodon_degus
ENSCPOP00000013115	ENSCPOG00000014555	Cavia_porcellus
ENSCAPP00000005392	ENSCAPG00000007726	Cavia_aperea
ENSHGLP00000011194	ENSHGLG00000008031	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100015800	ENSHGLG00100011665	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000009091	ENSFDAG00000017181	Fukomys_damarensis
ENSOCUP00000033293	ENSOCUG00000012611	Oryctolagus_cuniculus
ENSOPRP00000003949	ENSOPRG00000004281	Ochotona_princeps
ENSPTRP00000064931	ENSPTRG00000002254	Pan_troglodytes
ENSPPAP00000003425	ENSPPAG00000014369	Pan_paniscus
ENSGGOP00000022854	ENSGGOG00000006693	Gorilla_gorilla
ENSP00000347134	ENSG00000173848	Homo_sapiens
ENSPPYP00000002381	ENSPPYG00000002057	Pongo_abelii
ENSNLEP00000013861	ENSNLEG00000011363	Nomascus_leucogenys
ENSPANP00000019841	ENSPANG00000023439	Papio_anubis
ENSTGEP00000029631	ENSTGEG00000023824	Theropithecus_gelada
ENSCATP00000004725	ENSCATG00000016204	Cercocebus_atys
ENSMFAP00000039009	ENSMFAG00000038831	Macaca_fascicularis
ENSMNEP00000022978	ENSMNEG00000035107	Macaca_nemestrina
ENSMMUP00000022963	ENSMMUG00000017443	Macaca_mulatta
ENSMLEP00000036098	ENSMLEG00000042170	Mandrillus_leucophaeus
ENSCSAP00000009839	ENSCSAG00000013706	Chlorocebus_sabaeus
ENSRBIP00000015495	ENSRBIG00000031848	Rhinopithecus_bieti
ENSRROP00000042015	ENSRROG00000044171	Rhinopithecus_roxellana
ENSPTEP00000021480	ENSPTEG00000022523	Piliocolobus_tephrosceles
ENSCANP00000032688	ENSCANG00000039956	Colobus_angolensis_palliatus
ENSSBOP00000029896	ENSSBOG00000031247	Saimiri_boliviensis_boliviensis
ENSCCAP00000029909	ENSCCAG00000032991	Cebus_capucinus_imitator
ENSCJAP00000038087	ENSCJAG00000020490	Callithrix_jacchus
ENSANAP00000005025	ENSANAG00000020607	Aotus_nancymaae
ENSTSYP00000004614	ENSTSYG00000005050	Carlito_syrichta
ENSPSMP00000012934	ENSPSMG00000009233	Prolemur_simus
ENSPCOP00000005386	ENSPCOG00000013583	Propithecus_coquereli
ENSMICP00000007650	ENSMICG00000008400	Microcebus_murinus
ENSOGAP00000003055	ENSOGAG00000003425	Otolemur_garnettii
ENSTBEP00000008959	ENSTBEG00000010355	Tupaia_belangeri
ENSMLUP00000010633	ENSMLUG00000011661	Myotis_lucifugus
ENSCCNP00000000666	ENSCCNG00000000734	Castor_canadensis
ENSETEP00000014475	ENSETEG00000017814	Echinops_telfairi
ENSPCIP00000031560	ENSPCIG00000023452	Phascolarctos_cinereus
ENSMEUP00000008497	ENSMEUG00000009296	Notamacropus_eugenii
ENSVURP00010011890	ENSVURG00010009193	Vombatus_ursinus
ENSMEUP00000008334	ENSMEUG00000009125	Notamacropus_eugenii
ENSMODP00000035366	ENSMODG00000018500	Monodelphis_domestica
ENSMODP00000006472	ENSMODG00000005248	Monodelphis_domestica
ENSMODP00000040414	ENSMODG00000028257	Monodelphis_domestica
ENSSHAP00000003586	ENSSHAG00000003150	Sarcophilus_harrisii
ENSOANP00000024330	ENSOANG00000015457	Ornithorhynchus_anatinus
ENSXETP00000054292	ENSXETG00000012068	Xenopus_tropicalis
ENSLACP00000009299	ENSLACG00000008202	Latimeria_chalumnae
ENSXMAP00000021067	ENSXMAG00000005187	Xiphophorus_maculatus
ENSXCOP00000003751	ENSXCOG00000002934	Xiphophorus_couchianus
ENSGAFP00000029691	ENSGAFG00000020017	Gambusia_affinis
ENSPFOP00000005264	ENSPFOG00000005276	Poecilia_formosa
ENSPMEP00000004627	ENSPMEG00000005926	Poecilia_mexicana
ENSPLAP00000006520	ENSPLAG00000008680	Poecilia_latipinna
ENSPREP00000025235	ENSPREG00000017022	Poecilia_reticulata
ENSFHEP00000029942	ENSFHEG00000015009	Fundulus_heteroclitus
ENSCVAP00000013480	ENSCVAG00000015979	Cyprinodon_variegatus
ENSBSLP00000027693	ENSBSLG00000013831	Betta_splendens
ENSATEP00000000662	ENSATEG00000000505	Anabas_testudineus
ENSMAMP00000034832	ENSMAMG00000023392	Mastacembelus_armatus
ENSSDUP00000024881	ENSSDUG00000018045	Seriola_dumerili
ENSSLDP00000009566	ENSSLDG00000007588	Seriola_lalandi_dorsalis
ENSCSEP00000025729	ENSCSEG00000016414	Cynoglossus_semilaevis
ENSLBEP00000037313	ENSLBEG00000027852	Labrus_bergylta
ENSLCRP00005059101	ENSLCRG00005021902	Larimichthys_crocea
ENSLCAP00010038681	ENSLCAG00010018108	Lates_calcarifer
ENSMALP00000019059	ENSMALG00000013301	Monopterus_albus
ENSSMAP00000003040	ENSSMAG00000001838	Scophthalmus_maximus
ENSCGOP00000033018	ENSCGOG00000015314	Cottoperca_gobio
ENSGACP00000025571	ENSGACG00000019345	Gasterosteus_aculeatus
ENSMMOP00000012819	ENSMMOG00000009851	Mola_mola
ENSACLP00000019492	ENSACLG00000013251	Astatotilapia_calliptera
ENSMZEP00005010054	ENSMZEG00005007604	Maylandia_zebra
ENSACLP00000026667	ENSACLG00000018084	Astatotilapia_calliptera
ENSACLP00000026557	ENSACLG00000018036	Astatotilapia_calliptera
ENSMZEP00005018613	ENSMZEG00005013972	Maylandia_zebra
ENSACLP00000026497	ENSACLG00000018012	Astatotilapia_calliptera
ENSHBUP00000001856	ENSHBUG00000003050	Haplochromis_burtoni
ENSNBRP00000025441	ENSNBRG00000019437	Neolamprologus_brichardi
ENSONIP00000015064	ENSONIG00000011964	Oreochromis_niloticus
ENSACIP00000031644	ENSACIG00000024445	Amphilophus_citrinellus
ENSPRNP00000040977	ENSPRNG00000020116	Parambassis_ranga
ENSAPEP00000032498	ENSAPEG00000023082	Amphiprion_percula
ENSAOCP00000016194	ENSAOCG00000021116	Amphiprion_ocellaris
ENSAPOP00000005965	ENSAPOG00000001085	Acanthochromis_polyacanthus
ENSSPAP00000031425	ENSSPAG00000023558	Stegastes_partitus
ENSORLP00000044270	ENSORLG00000012006	Oryzias_latipes_ASM223467v1
ENSORLP00020021475	ENSORLG00020001290	Oryzias_latipes_ASM223471v1
ENSORLP00015020147	ENSORLG00015021249	Oryzias_latipes_ASM223469v1
ENSOMEP00000015145	ENSOMEG00000016694	Oryzias_melastigma
ENSKMAP00000015869	ENSKMAG00000011851	Kryptolebias_marmoratus
ENSGWIP00000029555	ENSGWIG00000014399	Gouania_willdenowi
ENSHCOP00000022507	ENSHCOG00000010279	Hippocampus_comes
ENSPMGP00000004589	ENSPMGG00000003893	Periophthalmus_magnuspinnatus
ENSTRUP00000055928	ENSTRUG00000019919	Takifugu_rubripes
ENSTNIP00000008969	ENSTNIG00000006220	Tetraodon_nigroviridis
ENSGMOP00000006699	ENSGMOG00000006305	Gadus_morhua
ENSHHUP00000084717	ENSHHUG00000049107	Hucho_hucho
ENSHHUP00000019621	ENSHHUG00000012255	Hucho_hucho
ENSELUP00000004008	ENSELUG00000005211	Esox_lucius
ENSAMXP00005035361	ENSAMXG00005016983	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000010573	ENSAMXG00000010286	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000022418	ENSPNAG00000029793	Pygocentrus_nattereri
ENSEEEP00000050715	ENSEEEG00000023805	Electrophorus_electricus
ENSIPUP00000027073	ENSIPUG00000018277	Ictalurus_punctatus
ENSDARP00000049065	ENSDARG00000032765	Danio_rerio
ENSSDUP00000031390	ENSSDUG00000022574	Seriola_dumerili
ENSSLDP00000013887	ENSSLDG00000011066	Seriola_lalandi_dorsalis
ENSLCAP00010045705	ENSLCAG00010021242	Lates_calcarifer
ENSSMAP00000014416	ENSSMAG00000008847	Scophthalmus_maximus
ENSMAMP00000034535	ENSMAMG00000023204	Mastacembelus_armatus
ENSMALP00000016324	ENSMALG00000011413	Monopterus_albus
ENSATEP00000025019	ENSATEG00000017353	Anabas_testudineus
ENSBSLP00000042521	ENSBSLG00000020297	Betta_splendens
ENSPMGP00000006836	ENSPMGG00000005709	Periophthalmus_magnuspinnatus
ENSCGOP00000031621	ENSCGOG00000014282	Cottoperca_gobio
ENSGACP00000005780	ENSGACG00000004380	Gasterosteus_aculeatus
ENSTRUP00000043259	ENSTRUG00000016882	Takifugu_rubripes
ENSTNIP00000019095	ENSTNIG00000016006	Tetraodon_nigroviridis
ENSMMOP00000015823	ENSMMOG00000012070	Mola_mola
ENSLCRP00005032918	ENSLCRG00005012179	Larimichthys_crocea
ENSLBEP00000013398	ENSLBEG00000010330	Labrus_bergylta
ENSAOCP00000016856	ENSAOCG00000021860	Amphiprion_ocellaris
ENSAPEP00000004880	ENSAPEG00000003520	Amphiprion_percula
ENSAPOP00000028764	ENSAPOG00000014225	Acanthochromis_polyacanthus
ENSSPAP00000016718	ENSSPAG00000012615	Stegastes_partitus
ENSPRNP00000055861	ENSPRNG00000026129	Parambassis_ranga
ENSPFOP00000001664	ENSPFOG00000001618	Poecilia_formosa
ENSPMEP00000024577	ENSPMEG00000006944	Poecilia_mexicana
ENSPLAP00000017202	ENSPLAG00000021536	Poecilia_latipinna
ENSPREP00000011665	ENSPREG00000007925	Poecilia_reticulata
ENSXCOP00000027913	ENSXCOG00000020815	Xiphophorus_couchianus
ENSXMAP00000033269	ENSXMAG00000016906	Xiphophorus_maculatus
ENSGAFP00000022502	ENSGAFG00000015192	Gambusia_affinis
ENSFHEP00000005945	ENSFHEG00000006961	Fundulus_heteroclitus
ENSCVAP00000007555	ENSCVAG00000009213	Cyprinodon_variegatus
ENSKMAP00000005656	ENSKMAG00000004260	Kryptolebias_marmoratus
ENSORLP00020030770	ENSORLG00020015417	Oryzias_latipes_ASM223471v1
ENSORLP00015007364	ENSORLG00015008207	Oryzias_latipes_ASM223469v1
ENSORLP00000027970	ENSORLG00000003844	Oryzias_latipes_ASM223467v1
ENSOMEP00000010112	ENSOMEG00000011397	Oryzias_melastigma
ENSMZEP00005009395	ENSMZEG00005007131	Maylandia_zebra
ENSACLP00000004117	ENSACLG00000002788	Astatotilapia_calliptera
ENSPNYP00000003607	ENSPNYG00000002745	Pundamilia_nyererei
ENSHBUP00000004564	ENSHBUG00000005876	Haplochromis_burtoni
ENSNBRP00000028035	ENSNBRG00000021333	Neolamprologus_brichardi
ENSONIP00000010854	ENSONIG00000008633	Oreochromis_niloticus
ENSACIP00000025226	ENSACIG00000019531	Amphilophus_citrinellus
ENSCSEP00000023932	ENSCSEG00000015257	Cynoglossus_semilaevis
ENSGWIP00000032508	ENSGWIG00000015939	Gouania_willdenowi
ENSHCOP00000023070	ENSHCOG00000011247	Hippocampus_comes
ENSGMOP00000010833	ENSGMOG00000010126	Gadus_morhua
ENSELUP00000031026	ENSELUG00000008463	Esox_lucius
ENSHHUP00000058994	ENSHHUG00000035070	Hucho_hucho
ENSDCDP00000058073	ENSDCDG00000033770	Denticeps_clupeoides
ENSSFOP00015037524	ENSSFOG00015023886	Scleropages_formosus
ENSPKIP00000021618	ENSPKIG00000005936	Paramormyrops_kingsleyae
ENSLOCP00000019259	ENSLOCG00000015644	Lepisosteus_oculatus
ENSECRP00000015573	ENSECRG00000010393	Erpetoichthys_calabaricus
ENSCMIP00000026060	ENSCMIG00000011399	Callorhinchus_milii
ENSPMAP00000008308	ENSPMAG00000007542	Petromyzon_marinus
ENSEBUP00000019499	ENSEBUG00000012106	Eptatretus_burgeri
ENSEBUP00000018396	ENSEBUG00000011482	Eptatretus_burgeri
ENSEBUP00000004126	ENSEBUG00000002896	Eptatretus_burgeri
ENSPMAP00000003595	ENSPMAG00000003284	Petromyzon_marinus
ENSEBUP00000012025	ENSEBUG00000007687	Eptatretus_burgeri
