ENSUMAP00000024574	ENSUMAG00000017868	Ursus_maritimus
ENSODEP00000002751	ENSODEG00000002124	Octodon_degus
ENSODEP00000002892	ENSODEG00000002218	Octodon_degus
ENSCLAP00000016006	ENSCLAG00000011019	Chinchilla_lanigera
ENSCCNP00000011103	ENSCCNG00000011492	Castor_canadensis
ENSDORP00000004092	ENSDORG00000004378	Dipodomys_ordii
ENSMMMP00000011529	ENSMMMG00000010304	Marmota_marmota_marmota
ENSSDAP00000026533	ENSSDAG00000024042	Spermophilus_dauricus
ENSUPAP00010029226	ENSUPAG00010023024	Urocitellus_parryii
ENSSTOP00000030062	ENSSTOG00000025247	Ictidomys_tridecemlineatus
ENSOPRP00000000323	ENSOPRG00000000361	Ochotona_princeps
ENSOPRP00000007992	ENSOPRG00000008722	Ochotona_princeps
ENSOCUP00000042150	ENSOCUG00000001911	Oryctolagus_cuniculus
ENSPPAP00000025174	ENSPPAG00000035709	Pan_paniscus
ENSPTRP00000090583	ENSPTRG00000014626	Pan_troglodytes
ENSGGOP00000047540	ENSGGOG00000003500	Gorilla_gorilla
ENSP00000404251	ENSG00000144560	Homo_sapiens
ENSPPYP00000023666	ENSPPYG00000013652	Pongo_abelii
ENSNLEP00000005522	ENSNLEG00000004535	Nomascus_leucogenys
ENSCATP00000037673	ENSCATG00000041543	Cercocebus_atys
ENSCSAP00000006113	ENSCSAG00000009873	Chlorocebus_sabaeus
ENSMFAP00000010836	ENSMFAG00000009745	Macaca_fascicularis
ENSMNEP00000032161	ENSMNEG00000039421	Macaca_nemestrina
ENSMLEP00000031952	ENSMLEG00000040172	Mandrillus_leucophaeus
ENSPANP00000003962	ENSPANG00000024761	Papio_anubis
ENSTGEP00000020845	ENSTGEG00000016774	Theropithecus_gelada
ENSPTEP00000041201	ENSPTEG00000037798	Piliocolobus_tephrosceles
ENSCANP00000012588	ENSCANG00000029686	Colobus_angolensis_palliatus
ENSRBIP00000013351	ENSRBIG00000030685	Rhinopithecus_bieti
ENSRROP00000017502	ENSRROG00000032842	Rhinopithecus_roxellana
ENSSBOP00000019176	ENSSBOG00000026167	Saimiri_boliviensis_boliviensis
ENSCCAP00000029207	ENSCCAG00000032615	Cebus_capucinus_imitator
ENSANAP00000041694	ENSANAG00000038129	Aotus_nancymaae
ENSTSYP00000024395	ENSTSYG00000001216	Carlito_syrichta
ENSPSMP00000000387	ENSPSMG00000000320	Prolemur_simus
ENSMICP00000041024	ENSMICG00000016559	Microcebus_murinus
ENSPCOP00000010734	ENSPCOG00000016845	Propithecus_coquereli
ENSMMUP00000049335	ENSMMUG00000021806	Macaca_mulatta
ENSCJAP00000077536	ENSCJAG00000056093	Callithrix_jacchus
ENSOGAP00000014490	ENSOGAG00000016184	Otolemur_garnettii
ENSLAFP00000014364	ENSLAFG00000017133	Loxodonta_africana
ENSPCAP00000009202	ENSPCAG00000009890	Procavia_capensis
ENSETEP00000010658	ENSETEG00000013136	Echinops_telfairi
ENSDNOP00000000997	ENSDNOG00000001301	Dasypus_novemcinctus
ENSVURP00010017032	ENSVURG00010013026	Vombatus_ursinus
ENSPCIP00000014218	ENSPCIG00000011097	Phascolarctos_cinereus
ENSMEUP00000001048	ENSMEUG00000001144	Notamacropus_eugenii
ENSSHAP00000022098	ENSSHAG00000018702	Sarcophilus_harrisii
ENSMODP00000046419	ENSMODG00000006145	Monodelphis_domestica
ENSOANP00000022735	ENSOANG00000014429	Ornithorhynchus_anatinus
ENSPKIP00000040308	ENSPKIG00000017317	Paramormyrops_kingsleyae	ENSPKIT00000021327
ENSSFOP00015021400	ENSSFOG00015013775	Scleropages_formosus
ENSCHAP00000041135	ENSCHAG00000019262	Clupea_harengus
ENSDCDP00000045156	ENSDCDG00000028538	Denticeps_clupeoides
ENSAMXP00000043924	ENSAMXG00000038300	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005013325	ENSAMXG00005007135	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000016098	ENSPNAG00000022221	Pygocentrus_nattereri
ENSEEEP00000019929	ENSEEEG00000009744	Electrophorus_electricus
ENSIPUP00000026387	ENSIPUG00000017868	Ictalurus_punctatus
ENSDARP00000131246	ENSDARG00000094332	Danio_rerio
ENSHHUP00000043357	ENSHHUG00000026623	Hucho_hucho
ENSHHUP00000023527	ENSHHUG00000014768	Hucho_hucho
ENSELUP00000017137	ENSELUG00000016892	Esox_lucius
ENSMMOP00000022668	ENSMMOG00000017234	Mola_mola
ENSTRUP00000049165	ENSTRUG00000023743	Takifugu_rubripes
ENSLCRP00005017206	ENSLCRG00005007117	Larimichthys_crocea
ENSLBEP00000009578	ENSLBEG00000007400	Labrus_bergylta
ENSCGOP00000039921	ENSCGOG00000018227	Cottoperca_gobio
ENSGACP00000020012	ENSGACG00000015170	Gasterosteus_aculeatus
ENSSMAP00000034223	ENSSMAG00000020938	Scophthalmus_maximus
ENSCSEP00000033397	ENSCSEG00000021431	Cynoglossus_semilaevis
ENSLCAP00010041540	ENSLCAG00010019468	Lates_calcarifer
ENSSDUP00000000215	ENSSDUG00000000240	Seriola_dumerili
ENSSLDP00000014881	ENSSLDG00000011880	Seriola_lalandi_dorsalis
ENSMALP00000031853	ENSMALG00000021967	Monopterus_albus
ENSMAMP00000035911	ENSMAMG00000024109	Mastacembelus_armatus
ENSATEP00000022470	ENSATEG00000015602	Anabas_testudineus
ENSBSLP00000021964	ENSBSLG00000011229	Betta_splendens
ENSHCOP00000018674	ENSHCOG00000003393	Hippocampus_comes
ENSFHEP00000002294	ENSFHEG00000003072	Fundulus_heteroclitus
ENSCVAP00000010549	ENSCVAG00000012712	Cyprinodon_variegatus
ENSPFOP00000016137	ENSPFOG00000016081	Poecilia_formosa
ENSPMEP00000010712	ENSPMEG00000012703	Poecilia_mexicana
ENSPLAP00000015834	ENSPLAG00000019847	Poecilia_latipinna
ENSPREP00000011984	ENSPREG00000008150	Poecilia_reticulata
ENSGAFP00000022648	ENSGAFG00000015301	Gambusia_affinis
ENSXMAP00000017778	ENSXMAG00000017739	Xiphophorus_maculatus
ENSXCOP00000015023	ENSXCOG00000011386	Xiphophorus_couchianus
ENSKMAP00000018187	ENSKMAG00000013547	Kryptolebias_marmoratus
ENSORLP00000014399	ENSORLG00000011494	Oryzias_latipes_ASM223467v1
ENSORLP00020017792	ENSORLG00020018786	Oryzias_latipes_ASM223471v1
ENSORLP00015013029	ENSORLG00015013918	Oryzias_latipes_ASM223469v1
ENSOMEP00000006721	ENSOMEG00000007778	Oryzias_melastigma
ENSGWIP00000002641	ENSGWIG00000001425	Gouania_willdenowi
ENSAOCP00000003694	ENSAOCG00000006994	Amphiprion_ocellaris
ENSAPEP00000020030	ENSAPEG00000014321	Amphiprion_percula
ENSAPOP00000026539	ENSAPOG00000010447	Acanthochromis_polyacanthus
ENSSPAP00000026318	ENSSPAG00000019858	Stegastes_partitus
ENSPRNP00000009095	ENSPRNG00000005353	Parambassis_ranga
ENSHBUP00000034138	ENSHBUG00000021482	Haplochromis_burtoni
ENSPNYP00000006387	ENSPNYG00000004913	Pundamilia_nyererei
ENSMZEP00005034678	ENSMZEG00005025925	Maylandia_zebra
ENSNBRP00000029134	ENSNBRG00000022196	Neolamprologus_brichardi
ENSONIP00000021648	ENSONIG00000017166	Oreochromis_niloticus
ENSACIP00000004357	ENSACIG00000003459	Amphilophus_citrinellus
ENSPMGP00000020810	ENSPMGG00000016865	Periophthalmus_magnuspinnatus
ENSHHUP00000021727	ENSHHUG00000013587	Hucho_hucho
ENSELUP00000015981	ENSELUG00000015864	Esox_lucius
ENSSMAP00000023321	ENSSMAG00000014225	Scophthalmus_maximus
ENSCSEP00000033684	ENSCSEG00000021615	Cynoglossus_semilaevis
ENSTRUP00000006707	ENSTRUG00000002884	Takifugu_rubripes
ENSTNIP00000017851	ENSTNIG00000014811	Tetraodon_nigroviridis
ENSCGOP00000054988	ENSCGOG00000024004	Cottoperca_gobio
ENSLBEP00000033739	ENSLBEG00000025402	Labrus_bergylta
ENSMAMP00000021761	ENSMAMG00000014618	Mastacembelus_armatus
ENSLCRP00005058838	ENSLCRG00005021822	Larimichthys_crocea
ENSMALP00000012040	ENSMALG00000008541	Monopterus_albus
ENSGWIP00000042731	ENSGWIG00000021412	Gouania_willdenowi
ENSMMOP00000013640	ENSMMOG00000010456	Mola_mola
ENSGACP00000009738	ENSGACG00000007347	Gasterosteus_aculeatus
ENSSDUP00000021430	ENSSDUG00000015594	Seriola_dumerili
ENSSLDP00000005795	ENSSLDG00000004629	Seriola_lalandi_dorsalis
ENSLCAP00010043934	ENSLCAG00010020467	Lates_calcarifer
ENSATEP00000036364	ENSATEG00000024983	Anabas_testudineus
ENSBSLP00000018692	ENSBSLG00000009702	Betta_splendens
ENSAOCP00000007958	ENSAOCG00000011876	Amphiprion_ocellaris
ENSAPEP00000007170	ENSAPEG00000005138	Amphiprion_percula
ENSAPOP00000009370	ENSAPOG00000011633	Acanthochromis_polyacanthus
ENSSPAP00000010697	ENSSPAG00000008134	Stegastes_partitus
ENSPRNP00000043418	ENSPRNG00000021179	Parambassis_ranga
ENSACLP00000024803	ENSACLG00000016877	Astatotilapia_calliptera
ENSPNYP00000025346	ENSPNYG00000019121	Pundamilia_nyererei
ENSMZEP00005018360	ENSMZEG00005013788	Maylandia_zebra
ENSHBUP00000026962	ENSHBUG00000009908	Haplochromis_burtoni
ENSNBRP00000028660	ENSNBRG00000021834	Neolamprologus_brichardi
ENSONIP00000018031	ENSONIG00000014340	Oreochromis_niloticus
ENSACIP00000023913	ENSACIG00000018575	Amphilophus_citrinellus
ENSXMAP00000024764	ENSXMAG00000017420	Xiphophorus_maculatus
ENSXCOP00000017969	ENSXCOG00000013532	Xiphophorus_couchianus
ENSGAFP00000018730	ENSGAFG00000012660	Gambusia_affinis
ENSPMEP00000002898	ENSPMEG00000003981	Poecilia_mexicana
ENSPFOP00000012853	ENSPFOG00000012835	Poecilia_formosa
ENSPLAP00000013218	ENSPLAG00000016682	Poecilia_latipinna
ENSPREP00000018547	ENSPREG00000012572	Poecilia_reticulata
ENSCVAP00000010386	ENSCVAG00000012518	Cyprinodon_variegatus
ENSFHEP00000013291	ENSFHEG00000014793	Fundulus_heteroclitus
ENSKMAP00000013844	ENSKMAG00000010378	Kryptolebias_marmoratus
ENSORLP00020018188	ENSORLG00020019164	Oryzias_latipes_ASM223471v1
ENSORLP00000026986	ENSORLG00000004490	Oryzias_latipes_ASM223467v1
ENSORLP00015031007	ENSORLG00015015019	Oryzias_latipes_ASM223469v1
ENSOMEP00000018970	ENSOMEG00000020758	Oryzias_melastigma
ENSHCOP00000015603	ENSHCOG00000000510	Hippocampus_comes
ENSPMGP00000005590	ENSPMGG00000004696	Periophthalmus_magnuspinnatus
ENSGMOP00000011182	ENSGMOG00000010444	Gadus_morhua
ENSDCDP00000062567	ENSDCDG00000035408	Denticeps_clupeoides
ENSCHAP00000036930	ENSCHAG00000017431	Clupea_harengus
ENSEEEP00000030635	ENSEEEG00000014673	Electrophorus_electricus
ENSIPUP00000017503	ENSIPUG00000011872	Ictalurus_punctatus
ENSAMXP00005043346	ENSAMXG00005020180	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000014518	ENSAMXG00000014114	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000002210	ENSPNAG00000008642	Pygocentrus_nattereri
ENSDARP00000142145	ENSDARG00000103730	Danio_rerio
ENSPKIP00000009985	ENSPKIG00000024872	Paramormyrops_kingsleyae
ENSSFOP00015002270	ENSSFOG00015001495	Scleropages_formosus
ENSLOCP00000017170	ENSLOCG00000013927	Lepisosteus_oculatus
ENSECRP00000030165	ENSECRG00000019720	Erpetoichthys_calabaricus
ENSLACP00000008854	ENSLACG00000007820	Latimeria_chalumnae
ENSCMIP00000008255	ENSCMIG00000004440	Callorhinchus_milii
ENSLCOP00000017205	ENSLCOG00000012186	Lepidothrix_coronata
ENSMVIP00005002005	ENSMVIG00005001571	Manacus_vitellinus
ENSTGUP00000004260	ENSTGUG00000004136	Taeniopygia_guttata
ENSLSDP00000012645	ENSLSDG00000009233	Lonchura_striata_domestica
ENSSCAP00000015175	ENSSCAG00000011116	Serinus_canaria
ENSPMJP00000005838	ENSPMJG00000005038	Parus_major
ENSCCEP00000003199	ENSCCEG00000003598	Cyanistes_caeruleus
ENSFALP00000000008	ENSFALG00000000007	Ficedula_albicollis
ENSJHYP00000004879	ENSJHYG00000003982	Junco_hyemalis
ENSMUNP00000015130	ENSMUNG00000011718	Melopsittacus_undulatus
ENSABRP00000010876	ENSABRG00000009786	Anser_brachyrhynchus
ENSAPLP00000026235	ENSAPLG00000010053	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000004786	ENSMGAG00000004921	Meleagris_gallopavo
ENSGALP00000007888	ENSGALG00000004937	Gallus_gallus
ENSCJPP00005015547	ENSCJPG00005012862	Coturnix_japonica
ENSNMEP00000015131	ENSNMEG00000013433	Numida_meleagris
ENSCPUP00000007540	ENSCPUG00000005448	Calidris_pugnax
ENSCPGP00000016790	ENSCPGG00000011779	Calidris_pygmaea
ENSAOWP00000025813	ENSAOWG00000017434	Apteryx_owenii
ENSAHAP00000007747	ENSAHAG00000005774	Apteryx_haastii
ENSARWP00000005269	ENSARWG00000003782	Apteryx_rowi
ENSDNVP00000008849	ENSDNVG00000006299	Dromaius_novaehollandiae
ENSNPEP00000007295	ENSNPEG00000005466	Nothoprocta_perdicaria
ENSGAGP00000031565	ENSGAGG00000022667	Gopherus_agassizii
ENSCABP00000011334	ENSCABG00000008431	Chelonoidis_abingdonii
ENSCPBP00000023559	ENSCPBG00000016825	Chrysemys_picta_bellii
ENSPSIP00000013524	ENSPSIG00000012119	Pelodiscus_sinensis
ENSCPRP00005027693	ENSCPRG00005019180	Crocodylus_porosus
ENSACAP00000010108	ENSACAG00000010299	Anolis_carolinensis
ENSNSUP00000026499	ENSNSUG00000019023	Notechis_scutatus
ENSSMRP00000025295	ENSSMRG00000019572	Salvator_merianae
ENSSPUP00000002636	ENSSPUG00000002043	Sphenodon_punctatus
ENSXETP00000028245	ENSXETG00000008515	Xenopus_tropicalis
ENSSFOP00015036547	ENSSFOG00015023244	Scleropages_formosus
ENSPKIP00000018807	ENSPKIG00000004235	Paramormyrops_kingsleyae
ENSCGOP00000012295	ENSCGOG00000006064	Cottoperca_gobio
ENSGACP00000015818	ENSGACG00000011954	Gasterosteus_aculeatus
ENSLCRP00005011803	ENSLCRG00005005287	Larimichthys_crocea
ENSLBEP00000030764	ENSLBEG00000023231	Labrus_bergylta
ENSBSLP00000045527	ENSBSLG00000021681	Betta_splendens
ENSCSEP00000028410	ENSCSEG00000018180	Cynoglossus_semilaevis
ENSPMGP00000028726	ENSPMGG00000023122	Periophthalmus_magnuspinnatus
ENSMALP00000029172	ENSMALG00000020186	Monopterus_albus
ENSMAMP00000009168	ENSMAMG00000006183	Mastacembelus_armatus
ENSATEP00000030484	ENSATEG00000021048	Anabas_testudineus
ENSLCAP00010052887	ENSLCAG00010024606	Lates_calcarifer
ENSSMAP00000006714	ENSSMAG00000004149	Scophthalmus_maximus
ENSSDUP00000030902	ENSSDUG00000022254	Seriola_dumerili
ENSSLDP00000016183	ENSSLDG00000012840	Seriola_lalandi_dorsalis
ENSMMOP00000020536	ENSMMOG00000015618	Mola_mola
ENSTRUP00000019716	ENSTRUG00000007917	Takifugu_rubripes
ENSHCOP00000012148	ENSHCOG00000015125	Hippocampus_comes
ENSAPEP00000014663	ENSAPEG00000010446	Amphiprion_percula
ENSAOCP00000029489	ENSAOCG00000019814	Amphiprion_ocellaris
ENSAPOP00000017469	ENSAPOG00000020693	Acanthochromis_polyacanthus
ENSSPAP00000016029	ENSSPAG00000012084	Stegastes_partitus
ENSPRNP00000003416	ENSPRNG00000002042	Parambassis_ranga
ENSFHEP00000000930	ENSFHEG00000001685	Fundulus_heteroclitus
ENSCVAP00000011807	ENSCVAG00000014143	Cyprinodon_variegatus
ENSXMAP00000015111	ENSXMAG00000015087	Xiphophorus_maculatus
ENSXCOP00000020721	ENSXCOG00000015531	Xiphophorus_couchianus
ENSGAFP00000013188	ENSGAFG00000008886	Gambusia_affinis
ENSPFOP00000017267	ENSPFOG00000017199	Poecilia_formosa
ENSPLAP00000025425	ENSPLAG00000012371	Poecilia_latipinna
ENSPMEP00000000636	ENSPMEG00000001441	Poecilia_mexicana
ENSPREP00000016005	ENSPREG00000010804	Poecilia_reticulata
ENSKMAP00000002870	ENSKMAG00000002215	Kryptolebias_marmoratus
ENSORLP00020002303	ENSORLG00020003060	Oryzias_latipes_ASM223471v1
ENSORLP00015016192	ENSORLG00015017159	Oryzias_latipes_ASM223469v1
ENSORLP00000043174	ENSORLG00000027678	Oryzias_latipes_ASM223467v1
ENSOMEP00000012473	ENSOMEG00000013856	Oryzias_melastigma
ENSHBUP00000013785	ENSHBUG00000015591	Haplochromis_burtoni
ENSACLP00000019380	ENSACLG00000013172	Astatotilapia_calliptera
ENSPNYP00000025035	ENSPNYG00000018893	Pundamilia_nyererei
ENSMZEP00005012610	ENSMZEG00005009479	Maylandia_zebra
ENSONIP00000013686	ENSONIG00000010878	Oreochromis_niloticus
ENSNBRP00000009473	ENSNBRG00000007386	Neolamprologus_brichardi
ENSACIP00000026902	ENSACIG00000020835	Amphilophus_citrinellus
ENSGWIP00000013314	ENSGWIG00000007619	Gouania_willdenowi
ENSGMOP00000006749	ENSGMOG00000006350	Gadus_morhua
ENSHHUP00000030066	ENSHHUG00000019147	Hucho_hucho
ENSHHUP00000032965	ENSHHUG00000020857	Hucho_hucho
ENSELUP00000019710	ENSELUG00000019014	Esox_lucius
ENSDCDP00000057178	ENSDCDG00000033454	Denticeps_clupeoides
ENSCHAP00000009869	ENSCHAG00000005733	Clupea_harengus
ENSAMXP00005050270	ENSAMXG00005022844	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000047776	ENSAMXG00000038029	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000004644	ENSPNAG00000011071	Pygocentrus_nattereri
ENSIPUP00000029883	ENSIPUG00000020201	Ictalurus_punctatus
ENSEEEP00000041284	ENSEEEG00000019535	Electrophorus_electricus
ENSDARP00000089695	ENSDARG00000068409	Danio_rerio
ENSLOCP00000017743	ENSLOCG00000014414	Lepisosteus_oculatus
ENSECRP00000015211	ENSECRG00000010150	Erpetoichthys_calabaricus
ENSEBUP00000014935	ENSEBUG00000009420	Eptatretus_burgeri	ENSEBUT00000015511
ENSEBUP00000003007	ENSEBUG00000002236	Eptatretus_burgeri	ENSEBUT00000003370
ENSPMAP00000006038	ENSPMAG00000005487	Petromyzon_marinus
ENSEBUP00000021406	ENSEBUG00000013224	Eptatretus_burgeri
