ENSMUGP00000017469	ENSMUGG00000014858	Meriones_unguiculatus
ENSPSMP00000021243	ENSPSMG00000015023	Prolemur_simus
ENSEBUP00000007092	ENSEBUG00000004655	Eptatretus_burgeri
ENSZALP00000021236	ENSZALG00000016646	Zonotrichia_albicollis
ENSNVIP00000025550	ENSNVIG00000019724	Neovison_vison
ENSSSCP00000059343	ENSSSCG00000022948	Sus_scrofa_strain_reference
ENSSDAP00000005602	ENSSDAG00000005189	Spermophilus_dauricus
ENSPKIP00000022488	ENSPKIG00000006468	Paramormyrops_kingsleyae
ENSJHYP00000013950	ENSJHYG00000010802	Junco_hyemalis
ENSCPRP00005006008	ENSCPRG00005004298	Crocodylus_porosus
ENSOANP00000020141	ENSOANG00000012726	Ornithorhynchus_anatinus
ENSCVAP00000009993	ENSCVAG00000012099	Cyprinodon_variegatus
ENSOPRP00000014472	ENSOPRG00000015841	Ochotona_princeps
ENSSARP00000003011	ENSSARG00000003331	Sorex_araneus
ENSGACP00000021557	ENSGACG00000016327	Gasterosteus_aculeatus
ENSMFAP00000005216	ENSMFAG00000002286	Macaca_fascicularis
ENSCABP00000019799	ENSCABG00000014614	Chelonoidis_abingdonii
ENSORLP00000014785	ENSORLG00000011802	Oryzias_latipes_ASM223467v1
ENSCGRP00000005215	ENSCGRG00000003817	Cricetulus_griseus_CriGri_1.0
ENSCAPP00000013650	ENSCAPG00000014227	Cavia_aperea
ENSVURP00010014553	ENSVURG00010011153	Vombatus_ursinus
ENSNLEP00000009290	ENSNLEG00000007638	Nomascus_leucogenys
ENSLACP00000013983	ENSLACG00000012311	Latimeria_chalumnae
ENSAMXP00005029588	ENSAMXG00005013389	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMAUP00000017243	ENSMAUG00000016182	Mesocricetus_auratus
ENSPCAP00000005177	ENSPCAG00000005535	Procavia_capensis
ENSTRUP00000000655	ENSTRUG00000000294	Takifugu_rubripes
ENSHBUP00000019794	ENSHBUG00000022023	Haplochromis_burtoni
ENSMZEP00005012817	ENSMZEG00005009603	Maylandia_zebra
ENSVURP00010000452	ENSVURG00010000392	Vombatus_ursinus
ENSAOCP00000010757	ENSAOCG00000015001	Amphiprion_ocellaris
ENSGAFP00000013576	ENSGAFG00000009165	Gambusia_affinis
ENSCGRP00001004526	ENSCGRG00001005745	Cricetulus_griseus_CHOK1GS_HDv1
ENSJJAP00000011254	ENSJJAG00000014613	Jaculus_jaculus
ENSTTRP00000011585	ENSTTRG00000012215	Tursiops_truncatus
ENSGGOP00000011671	ENSGGOG00000011960	Gorilla_gorilla
ENSSPUP00000017113	ENSSPUG00000013215	Sphenodon_punctatus
ENSHHUP00000089532	ENSHHUG00000051687	Hucho_hucho
ENSFCAP00000061077	ENSFCAG00000014914	Felis_catus
ENSORLP00020022121	ENSORLG00020002261	Oryzias_latipes_ASM223471v1
ENSPCOP00000028617	ENSPCOG00000026968	Propithecus_coquereli
ENSSBOP00000020540	ENSSBOG00000026844	Saimiri_boliviensis_boliviensis
ENSRROP00000025192	ENSRROG00000036350	Rhinopithecus_roxellana
ENSRNOP00000016919	ENSRNOG00000012344	Rattus_norvegicus
ENSNBRP00000002232	ENSNBRG00000001777	Neolamprologus_brichardi
ENSAPLP00000005980	ENSAPLG00000006352	Anas_platyrhynchos_platyrhynchos
ENSMMOP00000000507	ENSMMOG00000000431	Mola_mola
MGP_PahariEiJ_P0015902	MGP_PahariEiJ_G0012820	Mus_pahari_strain_PAHARI_EIJ
ENSCANP00000032951	ENSCANG00000040128	Colobus_angolensis_palliatus
ENSBIXP00000010760	ENSBIXG00000016179	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCSEP00000017946	ENSCSEG00000011504	Cynoglossus_semilaevis
ENSCAFP00020025156	ENSCAFG00020019778	Canis_lupus_dingo
ENSLCOP00000019292	ENSLCOG00000013612	Lepidothrix_coronata
ENSPLAP00000025179	ENSPLAG00000012018	Poecilia_latipinna
ENSCHIP00000000475	ENSCHIG00000000333	Capra_hircus
ENSMAMP00000030156	ENSMAMG00000020324	Mastacembelus_armatus
ENSOMEP00000028712	ENSOMEG00000011952	Oryzias_melastigma
ENSONIP00000003038	ENSONIG00000002427	Oreochromis_niloticus
ENSCPOP00000026186	ENSCPOG00000034999	Cavia_porcellus
ENSECRP00000009470	ENSECRG00000006336	Erpetoichthys_calabaricus
ENSAPOP00000023925	ENSAPOG00000006049	Acanthochromis_polyacanthus
ENSSCAP00000016325	ENSSCAG00000011944	Serinus_canaria
ENSLBEP00000006956	ENSLBEG00000005377	Labrus_bergylta
ENSDORP00000016255	ENSDORG00000026148	Dipodomys_ordii
ENSLOCP00000001981	ENSLOCG00000001714	Lepisosteus_oculatus
ENSPTRP00000018482	ENSPTRG00000010796	Pan_troglodytes
ENSOARP00000004578	ENSOARG00000004279	Ovis_aries
ENSABRP00000010564	ENSABRG00000009059	Anser_brachyrhynchus	ENSABRT00000015099
ENSPVIP00000011464	ENSPVIG00000008941	Pogona_vitticeps
ENSPSIP00000006910	ENSPSIG00000006224	Pelodiscus_sinensis
ENSCCEP00000021609	ENSCCEG00000019602	Cyanistes_caeruleus
ENSBTAP00000034433	ENSBTAG00000013338	Bos_taurus
ENSCCNP00000015427	ENSCCNG00000015802	Castor_canadensis
ENSTGUP00000009533	ENSTGUG00000009229	Taeniopygia_guttata
ENSTSYP00000032559	ENSTSYG00000029865	Carlito_syrichta
ENSNSUP00000017374	ENSNSUG00000012757	Notechis_scutatus
ENSMMMP00000007884	ENSMMMG00000007036	Marmota_marmota_marmota
ENSMLUP00000009815	ENSMLUG00000010760	Myotis_lucifugus
ENSMZEP00005012837	ENSMZEG00005009634	Maylandia_zebra
ENSPVAP00000013765	ENSPVAG00000014602	Pteropus_vampyrus
ENSUMAP00000019898	ENSUMAG00000014340	Ursus_maritimus
ENSAMXP00000021162	ENSAMXG00000020409	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSLCAP00010055009	ENSLCAG00010025662	Lates_calcarifer
ENSARWP00000022168	ENSARWG00000015103	Apteryx_rowi	ENSARWT00000025118
ENSSMAP00000010282	ENSSMAG00000006311	Scophthalmus_maximus
ENSAPEP00000003710	ENSAPEG00000002656	Amphiprion_percula
ENSHBUP00000019775	ENSHBUG00000021998	Haplochromis_burtoni
ENSPEMP00000023246	ENSPEMG00000020346	Peromyscus_maniculatus_bairdii
ENSATEP00000027427	ENSATEG00000018938	Anabas_testudineus
ENSDARP00000142939	ENSDARG00000005894	Danio_rerio
ENSOGAP00000010845	ENSOGAG00000012118	Otolemur_garnettii
ENSIPUP00000035343	ENSIPUG00000023696	Ictalurus_punctatus
ENSAHAP00000022016	ENSAHAG00000015472	Apteryx_haastii	ENSAHAT00000024288
ENSMEUP00000012227	ENSMEUG00000013405	Notamacropus_eugenii
ENSBBBP00000017873	ENSBBBG00000010461	Bison_bison_bison
ENSMVIP00005004572	ENSMVIG00005003527	Manacus_vitellinus
ENSDNVP00000026435	ENSDNVG00000018395	Dromaius_novaehollandiae	ENSDNVT00000031960
ENSGWIP00000021407	ENSGWIG00000010474	Gouania_willdenowi
ENSRBIP00000019548	ENSRBIG00000033770	Rhinopithecus_bieti
ENSAMEP00000016355	ENSAMEG00000015459	Ailuropoda_melanoleuca
ENSUPAP00010012826	ENSUPAG00010010354	Urocitellus_parryii
ENSLSDP00000014639	ENSLSDG00000010572	Lonchura_striata_domestica
ENSPNYP00000024401	ENSPNYG00000018417	Pundamilia_nyererei
ENSCHIP00000009692	ENSCHIG00000012474	Capra_hircus
ENSLACP00000013468	ENSLACG00000011856	Latimeria_chalumnae
ENSPREP00000018432	ENSPREG00000012477	Poecilia_reticulata
ENSPANP00000008472	ENSPANG00000001204	Papio_anubis
ENSCSEP00000017887	ENSCSEG00000011475	Cynoglossus_semilaevis
ENSORLP00015000370	ENSORLG00015022932	Oryzias_latipes_ASM223469v1
ENSCAFP00000063415	ENSCAFG00000007499	Canis_lupus_familiaris
ENSVPAP00000011219	ENSVPAG00000012055	Vicugna_pacos
ENSPKIP00000002787	ENSPKIG00000020536	Paramormyrops_kingsleyae
ENSODEP00000019458	ENSODEG00000014355	Octodon_degus
ENSPFOP00000014943	ENSPFOG00000014887	Poecilia_formosa
ENSSLDP00000006304	ENSSLDG00000005008	Seriola_lalandi_dorsalis
ENSANAP00000011306	ENSANAG00000023617	Aotus_nancymaae
ENSGACP00000021544	ENSGACG00000016317	Gasterosteus_aculeatus
ENSEEEP00000037444	ENSEEEG00000017724	Electrophorus_electricus
ENSUAMP00000008683	ENSUAMG00000007291	Ursus_americanus
ENSACLP00000018370	ENSACLG00000012533	Astatotilapia_calliptera
ENSPLAP00000021411	ENSPLAG00000005150	Poecilia_latipinna
ENSMOCP00000002305	ENSMOCG00000001789	Microtus_ochrogaster
ENSSPAP00000023593	ENSSPAG00000017797	Stegastes_partitus
ENSCPBP00000000437	ENSCPBG00000000262	Chrysemys_picta_bellii
ENSAOWP00000023026	ENSAOWG00000015542	Apteryx_owenii	ENSAOWT00000026087
ENSFDAP00000011222	ENSFDAG00000018821	Fukomys_damarensis
ENSBMUP00000025764	ENSBMUG00000019309	Bos_mutus
ENSCMIP00000037096	ENSCMIG00000015630	Callorhinchus_milii
ENSPMJP00000004112	ENSPMJG00000003558	Parus_major
ENSOCUP00000028774	ENSOCUG00000005496	Oryctolagus_cuniculus
ENSCCAP00000037405	ENSCCAG00000036558	Cebus_capucinus_imitator
ENSVVUP00000022677	ENSVVUG00000016626	Vulpes_vulpes
ENSCATP00000017918	ENSCATG00000032830	Cercocebus_atys
ENSPNAP00000027815	ENSPNAG00000013366	Pygocentrus_nattereri
ENSCJPP00005017733	ENSCJPG00005014443	Coturnix_japonica
ENSCAPP00000006922	ENSCAPG00000008982	Cavia_aperea
ENSCAPP00000002305	ENSCAPG00000005114	Cavia_aperea
ENSHGLP00000026265	ENSHGLG00000018693	Heterocephalus_glaber_HetGla_female_1.0
ENSPRNP00000034734	ENSPRNG00000017236	Parambassis_ranga
ENSP00000023064	ENSG00000021488	Homo_sapiens
ENSCPOP00000027143	ENSCPOG00000030866	Cavia_porcellus
ENSELUP00000018506	ENSELUG00000018001	Esox_lucius
ENSFHEP00000007514	ENSFHEG00000008658	Fundulus_heteroclitus
ENSETEP00000003846	ENSETEG00000004711	Echinops_telfairi
