ENSCCEP00000027423	ENSCCEG00000023954	Cyanistes_caeruleus
ENSCLAP00000020853	ENSCLAG00000014287	Chinchilla_lanigera
ENSMMUP00000078176	ENSMMUG00000007999	Macaca_mulatta
ENSMNEP00000025133	ENSMNEG00000036068	Macaca_nemestrina
ENSSBOP00000022741	ENSSBOG00000027897	Saimiri_boliviensis_boliviensis
ENSBIXP00000005241	ENSBIXG00000000898	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSNVIP00000007669	ENSNVIG00000005993	Neovison_vison
ENSPSIP00000007143	ENSPSIG00000006535	Pelodiscus_sinensis
ENSLCOP00000017306	ENSLCOG00000012249	Lepidothrix_coronata	ENSLCOT00000018284
FBpp0074619	FBgn0036958	Drosophila_melanogaster
ENSANAP00000015422	ENSANAG00000025591	Aotus_nancymaae
ENSPKIP00000000768	ENSPKIG00000019291	Paramormyrops_kingsleyae
ENSPNAP00000027853	ENSPNAG00000002733	Pygocentrus_nattereri
ENSCANP00000031938	ENSCANG00000039638	Colobus_angolensis_palliatus
ENSP00000495063	ENSG00000149231	Homo_sapiens
ENSOCUP00000006322	ENSOCUG00000007312	Oryctolagus_cuniculus
ENSMLEP00000025723	ENSMLEG00000037065	Mandrillus_leucophaeus
ENSETEP00000013405	ENSETEG00000016525	Echinops_telfairi
ENSECAP00000015679	ENSECAG00000018064	Equus_caballus
ENSBBBP00000012696	ENSBBBG00000000627	Bison_bison_bison
ENSCPGP00000023125	ENSCPGG00000016030	Calidris_pygmaea
ENSIPUP00000029025	ENSIPUG00000019626	Ictalurus_punctatus
ENSLOCP00000002258	ENSLOCG00000001946	Lepisosteus_oculatus
ENSSSCP00000053914	ENSSSCG00000014972	Sus_scrofa_strain_reference
ENSVVUP00000016007	ENSVVUG00000011778	Vulpes_vulpes
ENSCHIP00000029782	ENSCHIG00000024784	Capra_hircus
ENSNSUP00000007667	ENSNSUG00000006023	Notechis_scutatus
ENSSHAP00000010850	ENSSHAG00000009353	Sarcophilus_harrisii
ENSDORP00000015589	ENSDORG00000016570	Dipodomys_ordii
ENSMMMP00000003610	ENSMMMG00000003266	Marmota_marmota_marmota
ENSMUNP00000003578	ENSMUNG00000003046	Melopsittacus_undulatus
ENSHGLP00000019544	ENSHGLG00000013992	Heterocephalus_glaber_HetGla_female_1.0
ENSPCIP00000001410	ENSPCIG00000001133	Phascolarctos_cinereus
ENSMSIP00000033927	ENSMSIG00000028330	Mus_spicilegus
ENSXETP00000032731	ENSXETG00000010691	Xenopus_tropicalis
ENSNPEP00000015623	ENSNPEG00000011660	Nothoprocta_perdicaria	ENSNPET00000016012
ENSCINP00000030507	ENSCING00000023152	Ciona_intestinalis
ENSCGRP00001017916	ENSCGRG00001017832	Cricetulus_griseus_CHOK1GS_HDv1
ENSTSYP00000000198	ENSTSYG00000000216	Carlito_syrichta
ENSFDAP00000022973	ENSFDAG00000021234	Fukomys_damarensis
ENSCGRP00000002585	ENSCGRG00000001894	Cricetulus_griseus_CriGri_1.0
ENSMODP00000000105	ENSMODG00000000097	Monodelphis_domestica
ENSPTEP00000035452	ENSPTEG00000033459	Piliocolobus_tephrosceles
ENSAOWP00000014946	ENSAOWG00000010197	Apteryx_owenii	ENSAOWT00000016957
ENSPSMP00000025715	ENSPSMG00000018043	Prolemur_simus
ENSTGUP00000013180	ENSTGUG00000012800	Taeniopygia_guttata
ENSUMAP00000010759	ENSUMAG00000008097	Ursus_maritimus
ENSDNOP00000004997	ENSDNOG00000006456	Dasypus_novemcinctus
ENSJHYP00000024174	ENSJHYG00000018164	Junco_hyemalis	ENSJHYT00000029135
ENSSDAP00000017089	ENSSDAG00000015453	Spermophilus_dauricus
ENSPEMP00000024955	ENSPEMG00000021515	Peromyscus_maniculatus_bairdii
ENSCATP00000007035	ENSCATG00000021333	Cercocebus_atys
ENSRBIP00000013652	ENSRBIG00000030883	Rhinopithecus_bieti
ENSTGEP00000014442	ENSTGEG00000011726	Theropithecus_gelada
ENSMVIP00005017841	ENSMVIG00005012700	Manacus_vitellinus	ENSMVIT00005020182
ENSLAFP00000000175	ENSLAFG00000000217	Loxodonta_africana
ENSCMIP00000028229	ENSCMIG00000012268	Callorhinchus_milii
ENSMFAP00000000402	ENSMFAG00000036325	Macaca_fascicularis
ENSBTAP00000008639	ENSBTAG00000006581	Bos_taurus
ENSMLUP00000007887	ENSMLUG00000008655	Myotis_lucifugus
ENSPTIP00000003692	ENSPTIG00000006366	Panthera_tigris_altaica
ENSAHAP00000022405	ENSAHAG00000015707	Apteryx_haastii	ENSAHAT00000024711
ENSPCAP00000005166	ENSPCAG00000005557	Procavia_capensis
ENSAMEP00000008388	ENSAMEG00000007964	Ailuropoda_melanoleuca
ENSPTRP00000007223	ENSPTRG00000004198	Pan_troglodytes
ENSMUSP00000150947	ENSMUSG00000079084	Mus_musculus_strain_reference_(CL57BL6)
ENSCAPP00000011905	ENSCAPG00000012882	Cavia_aperea
ENSCHOP00000005879	ENSCHOG00000006639	Choloepus_hoffmanni
ENSPVAP00000006983	ENSPVAG00000007401	Pteropus_vampyrus
ENSLSDP00000006468	ENSLSDG00000004919	Lonchura_striata_domestica
ENSBMUP00000007315	ENSBMUG00000005746	Bos_mutus
ENSHGLP00100002582	ENSHGLG00100002015	Heterocephalus_glaber_HetGla_1.0
ENSMGAP00000016110	ENSMGAG00000015184	Meleagris_gallopavo
ENSSFOP00015020085	ENSSFOG00015012931	Scleropages_formosus
ENSCPOP00000021901	ENSCPOG00000033086	Cavia_porcellus
ENSCHIP00000030400	ENSCHIG00000025173	Capra_hircus
MGP_CAROLIEiJ_P0086706	MGP_CAROLIEiJ_G0031773	Mus_caroli_strain_CAROLI_EIJ
ENSNMEP00000023058	ENSNMEG00000019676	Numida_meleagris
ENSOARP00000009018	ENSOARG00000008409	Ovis_aries
ENSCPRP00005021636	ENSCPRG00005015051	Crocodylus_porosus
ENSPPAP00000005225	ENSPPAG00000021732	Pan_paniscus
ENSEEUP00000010136	ENSEEUG00000011120	Erinaceus_europaeus
ENSNLEP00000008701	ENSNLEG00000007144	Nomascus_leucogenys
ENSOPRP00000009207	ENSOPRG00000010071	Ochotona_princeps
ENSCJAP00000007912	ENSCJAG00000004365	Callithrix_jacchus
ENSAMXP00000019813	ENSAMXG00000019240	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCPBP00000039762	ENSCPBG00000027381	Chrysemys_picta_bellii
ENSCSAP00000014770	ENSCSAG00000003276	Chlorocebus_sabaeus
ENSVURP00010014264	ENSVURG00010010939	Vombatus_ursinus
ENSLOCP00000005793	ENSLOCG00000004826	Lepisosteus_oculatus
ENSRNOP00000074185	ENSRNOG00000005713	Rattus_norvegicus
ENSCCNP00000016642	ENSCCNG00000016947	Castor_canadensis
ENSFCAP00000033457	ENSFCAG00000027555	Felis_catus
ENSHHUP00000000101	ENSHHUG00000000081	Hucho_hucho
ENSCAFP00020020225	ENSCAFG00020016052	Canis_lupus_dingo
