ENSLACP00000013021	ENSLACG00000011472	Latimeria_chalumnae	ENSLACT00000013116
ENSLACP00000011281	ENSLACG00000009923	Latimeria_chalumnae	ENSLACT00000011365
ENSLSDP00000014457	ENSLSDG00000010444	Lonchura_striata_domestica
ENSACAP00000018716	ENSACAG00000027516	Anolis_carolinensis
ENSPVIP00000032793	ENSPVIG00000024021	Pogona_vitticeps
ENSNSUP00000020549	ENSNSUG00000014959	Notechis_scutatus
ENSSMRP00000014166	ENSSMRG00000011032	Salvator_merianae
ENSSPUP00000016874	ENSSPUG00000013032	Sphenodon_punctatus
ENSVURP00010028073	ENSVURG00010021489	Vombatus_ursinus
ENSVURP00010022259	ENSVURG00010017013	Vombatus_ursinus
ENSPCIP00000036452	ENSPCIG00000026892	Phascolarctos_cinereus
ENSMEUP00000013343	ENSMEUG00000014608	Notamacropus_eugenii
ENSSHAP00000016186	ENSSHAG00000013776	Sarcophilus_harrisii
ENSMODP00000008393	ENSMODG00000006777	Monodelphis_domestica
ENSCCNP00000005099	ENSCCNG00000005378	Castor_canadensis
ENSDORP00000015208	ENSDORG00000016167	Dipodomys_ordii
MGP_SPRETEiJ_P0059094	MGP_SPRETEiJ_G0025754	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000018068	ENSMSIG00000015346	Mus_spicilegus
ENSMUSP00000026284	ENSMUSG00000025255	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0056855	MGP_CAROLIEiJ_G0024825	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0067875	MGP_PahariEiJ_G0026273	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000011641	ENSRNOG00000008765	Rattus_norvegicus
ENSMUGP00000015317	ENSMUGG00000013185	Meriones_unguiculatus
ENSCGRP00015024722	ENSCGRG00015018782	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000017494	ENSCGRG00000012729	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001009087	ENSCGRG00001011235	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000025144	ENSMAUG00000021772	Mesocricetus_auratus
ENSPEMP00000019282	ENSPEMG00000017619	Peromyscus_maniculatus_bairdii
ENSMOCP00000024799	ENSMOCG00000021103	Microtus_ochrogaster
ENSJJAP00000023129	ENSJJAG00000022978	Jaculus_jaculus
ENSODEP00000001624	ENSODEG00000001283	Octodon_degus
ENSCLAP00000016992	ENSCLAG00000011659	Chinchilla_lanigera
ENSCPOP00000011418	ENSCPOG00000012693	Cavia_porcellus
ENSHGLP00000011103	ENSHGLG00000007968	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004107	ENSHGLG00100003129	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000010382	ENSFDAG00000018199	Fukomys_damarensis
ENSUPAP00010021096	ENSUPAG00010016734	Urocitellus_parryii
ENSSDAP00000011911	ENSSDAG00000010726	Spermophilus_dauricus
ENSMMMP00000006256	ENSMMMG00000005581	Marmota_marmota_marmota
ENSOCUP00000001479	ENSOCUG00000001723	Oryctolagus_cuniculus
ENSOPRP00000004130	ENSOPRG00000004454	Ochotona_princeps
ENSPTRP00000039624	ENSPTRG00000020358	Pan_troglodytes
ENSPPAP00000012103	ENSPPAG00000029240	Pan_paniscus
ENSP00000498627	ENSG00000091656	Homo_sapiens
ENSGGOP00000022938	ENSGGOG00000024837	Gorilla_gorilla
ENSPPYP00000020962	ENSPPYG00000018687	Pongo_abelii
ENSNLEP00000002384	ENSNLEG00000001972	Nomascus_leucogenys
ENSMLEP00000029568	ENSMLEG00000038977	Mandrillus_leucophaeus
ENSCATP00000020341	ENSCATG00000033950	Cercocebus_atys
ENSTGEP00000029558	ENSTGEG00000023766	Theropithecus_gelada
ENSPANP00000008579	ENSPANG00000023610	Papio_anubis
ENSMFAP00000009732	ENSMFAG00000034757	Macaca_fascicularis
ENSMMUP00000025515	ENSMMUG00000019414	Macaca_mulatta
ENSMNEP00000037669	ENSMNEG00000041913	Macaca_nemestrina
ENSCSAP00000009623	ENSCSAG00000013465	Chlorocebus_sabaeus
ENSPTEP00000013332	ENSPTEG00000014934	Piliocolobus_tephrosceles
ENSCANP00000021312	ENSCANG00000034083	Colobus_angolensis_palliatus
ENSRROP00000014190	ENSRROG00000031310	Rhinopithecus_roxellana
ENSRBIP00000009060	ENSRBIG00000028413	Rhinopithecus_bieti
ENSCCAP00000017365	ENSCCAG00000026493	Cebus_capucinus_imitator
ENSSBOP00000020826	ENSSBOG00000026983	Saimiri_boliviensis_boliviensis
ENSCJAP00000000904	ENSCJAG00000000517	Callithrix_jacchus
ENSANAP00000032934	ENSANAG00000034150	Aotus_nancymaae
ENSTSYP00000009523	ENSTSYG00000010369	Carlito_syrichta
ENSPCOP00000018994	ENSPCOG00000021426	Propithecus_coquereli
ENSMICP00000039608	ENSMICG00000008252	Microcebus_murinus
ENSPSMP00000017127	ENSPSMG00000012221	Prolemur_simus
ENSOGAP00000000437	ENSOGAG00000000486	Otolemur_garnettii
ENSTBEP00000010925	ENSTBEG00000012567	Tupaia_belangeri
ENSECAP00000020049	ENSECAG00000022611	Equus_caballus
ENSEASP00005030178	ENSEASG00005020537	Equus_asinus_asinus
ENSPVAP00000003982	ENSPVAG00000004200	Pteropus_vampyrus
ENSMLUP00000015500	ENSMLUG00000016989	Myotis_lucifugus
ENSVPAP00000003301	ENSVPAG00000003561	Vicugna_pacos
ENSUMAP00000020283	ENSUMAG00000014815	Ursus_maritimus
ENSUAMP00000007664	ENSUAMG00000006601	Ursus_americanus
ENSAMEP00000017106	ENSAMEG00000016203	Ailuropoda_melanoleuca
ENSMPUP00000010016	ENSMPUG00000010092	Mustela_putorius_furo
ENSNVIP00000019074	ENSNVIG00000014930	Neovison_vison
ENSCAFP00000012211	ENSCAFG00000008310	Canis_lupus_familiaris
ENSVVUP00000026742	ENSVVUG00000019627	Vulpes_vulpes
ENSPPRP00000023847	ENSPPRG00000014119	Panthera_pardus
ENSPTIP00000005448	ENSPTIG00000007657	Panthera_tigris_altaica
ENSFCAP00000033403	ENSFCAG00000015688	Felis_catus
ENSBIXP00005036444	ENSBIXG00005002922	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000035283	ENSBIXG00000018529	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000053369	ENSBTAG00000033268	Bos_taurus
ENSBMUP00000015022	ENSBMUG00000011394	Bos_mutus
ENSBBBP00000020281	ENSBBBG00000013917	Bison_bison_bison
ENSOARP00000007883	ENSOARG00000007353	Ovis_aries
ENSCHIP00000017167	ENSCHIG00000017123	Capra_hircus
ENSTTRP00000002467	ENSTTRG00000002634	Tursiops_truncatus
ENSSSCP00000056166	ENSSSCG00000006169	Sus_scrofa_strain_reference
ENSSARP00000001007	ENSSARG00000001090	Sorex_araneus
ENSLAFP00000012057	ENSLAFG00000014395	Loxodonta_africana
ENSPCAP00000001015	ENSPCAG00000000990	Procavia_capensis
ENSETEP00000003820	ENSETEG00000004672	Echinops_telfairi
ENSDNOP00000026125	ENSDNOG00000038560	Dasypus_novemcinctus
ENSCHOP00000000419	ENSCHOG00000000468	Choloepus_hoffmanni
ENSEEUP00000006929	ENSEEUG00000007585	Erinaceus_europaeus
ENSXETP00000054282	ENSXETG00000012067	Xenopus_tropicalis
ENSSFOP00015018048	ENSSFOG00015011589	Scleropages_formosus
ENSPKIP00000021957	ENSPKIG00000006160	Paramormyrops_kingsleyae
ENSDCDP00000063705	ENSDCDG00000035840	Denticeps_clupeoides
ENSCHAP00000018173	ENSCHAG00000009464	Clupea_harengus
ENSAMXP00005018550	ENSAMXG00005009654	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000013988	ENSAMXG00000013609	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000015986	ENSPNAG00000022085	Pygocentrus_nattereri
ENSIPUP00000021774	ENSIPUG00000014739	Ictalurus_punctatus
ENSEEEP00000018499	ENSEEEG00000009089	Electrophorus_electricus
ENSDARP00000143509	ENSDARG00000075542	Danio_rerio
ENSSMAP00000031179	ENSSMAG00000019081	Scophthalmus_maximus
ENSCSEP00000012993	ENSCSEG00000008391	Cynoglossus_semilaevis
ENSSLDP00000013700	ENSSLDG00000010919	Seriola_lalandi_dorsalis
ENSSDUP00000005700	ENSSDUG00000004192	Seriola_dumerili
ENSLCAP00010054113	ENSLCAG00010025194	Lates_calcarifer
ENSMAMP00000032932	ENSMAMG00000022166	Mastacembelus_armatus
ENSMALP00000009769	ENSMALG00000006928	Monopterus_albus
ENSATEP00000023087	ENSATEG00000015997	Anabas_testudineus
ENSBSLP00000026302	ENSBSLG00000013058	Betta_splendens
ENSAOCP00000023948	ENSAOCG00000010470	Amphiprion_ocellaris
ENSAPEP00000034139	ENSAPEG00000024228	Amphiprion_percula
ENSAPOP00000015288	ENSAPOG00000018287	Acanthochromis_polyacanthus
ENSSPAP00000004486	ENSSPAG00000003479	Stegastes_partitus
ENSPRNP00000042302	ENSPRNG00000020682	Parambassis_ranga
ENSFHEP00000003066	ENSFHEG00000003914	Fundulus_heteroclitus
ENSCVAP00000002700	ENSCVAG00000003822	Cyprinodon_variegatus
ENSXMAP00000037697	ENSXMAG00000000693	Xiphophorus_maculatus
ENSXCOP00000008413	ENSXCOG00000006449	Xiphophorus_couchianus
ENSGAFP00000014466	ENSGAFG00000009778	Gambusia_affinis
ENSPLAP00000026903	ENSPLAG00000015099	Poecilia_latipinna
ENSPFOP00000009317	ENSPFOG00000009152	Poecilia_formosa
ENSPMEP00000019456	ENSPMEG00000022456	Poecilia_mexicana
ENSPREP00000024051	ENSPREG00000016234	Poecilia_reticulata
ENSKMAP00000021982	ENSKMAG00000016330	Kryptolebias_marmoratus
ENSORLP00015034419	ENSORLG00015020411	Oryzias_latipes_ASM223469v1
ENSORLP00000028505	ENSORLG00000006928	Oryzias_latipes_ASM223467v1
ENSORLP00020002509	ENSORLG00020003276	Oryzias_latipes_ASM223471v1
ENSOMEP00000030251	ENSOMEG00000014431	Oryzias_melastigma
ENSGWIP00000037622	ENSGWIG00000019309	Gouania_willdenowi
ENSACLP00000030892	ENSACLG00000020930	Astatotilapia_calliptera
ENSMZEP00005029400	ENSMZEG00005021931	Maylandia_zebra
ENSHBUP00000035291	ENSHBUG00000023412	Haplochromis_burtoni
ENSPNYP00000029443	ENSPNYG00000022176	Pundamilia_nyererei
ENSNBRP00000005693	ENSNBRG00000004502	Neolamprologus_brichardi
ENSONIP00000018234	ENSONIG00000014495	Oreochromis_niloticus
ENSACIP00000003559	ENSACIG00000002805	Amphilophus_citrinellus
ENSTRUP00000000358	ENSTRUG00000000173	Takifugu_rubripes
ENSTNIP00000010947	ENSTNIG00000008122	Tetraodon_nigroviridis
ENSMMOP00000006127	ENSMMOG00000004800	Mola_mola
ENSLCRP00005047276	ENSLCRG00005017922	Larimichthys_crocea
ENSLBEP00000028700	ENSLBEG00000021697	Labrus_bergylta
ENSCGOP00000051857	ENSCGOG00000022909	Cottoperca_gobio
ENSGACP00000003157	ENSGACG00000002418	Gasterosteus_aculeatus
ENSHCOP00000010359	ENSHCOG00000012979	Hippocampus_comes
ENSPMGP00000008601	ENSPMGG00000007123	Periophthalmus_magnuspinnatus
ENSGMOP00000002067	ENSGMOG00000001910	Gadus_morhua
ENSHHUP00000007806	ENSHHUG00000004812	Hucho_hucho
ENSHHUP00000007821	ENSHHUG00000004818	Hucho_hucho
ENSHHUP00000007842	ENSHHUG00000004827	Hucho_hucho
ENSHHUP00000011369	ENSHHUG00000006937	Hucho_hucho
ENSELUP00000031833	ENSELUG00000009500	Esox_lucius
ENSSFOP00015008036	ENSSFOG00015005272	Scleropages_formosus
ENSPKIP00000026199	ENSPKIG00000008778	Paramormyrops_kingsleyae
ENSHHUP00000006418	ENSHHUG00000003959	Hucho_hucho
ENSHHUP00000006427	ENSHHUG00000003967	Hucho_hucho
ENSHHUP00000084094	ENSHHUG00000048772	Hucho_hucho
ENSLOCP00000016610	ENSLOCG00000013472	Lepisosteus_oculatus
ENSECRP00000007629	ENSECRG00000005074	Erpetoichthys_calabaricus
ENSCMIP00000004443	ENSCMIG00000002647	Callorhinchus_milii
ENSHHUP00000011354	ENSHHUG00000006931	Hucho_hucho
ENSEBUP00000025677	ENSEBUG00000015821	Eptatretus_burgeri
