ENSPKIP00000005642	ENSPKIG00000022222	Paramormyrops_kingsleyae
ENSHCOP00000027962	ENSHCOG00000020255	Hippocampus_comes
ENSPMGP00000026748	ENSPMGG00000021574	Periophthalmus_magnuspinnatus
ENSGMOP00000015329	ENSGMOG00000014314	Gadus_morhua
ENSHHUP00000080442	ENSHHUG00000046821	Hucho_hucho
ENSHHUP00000068348	ENSHHUG00000040276	Hucho_hucho
ENSELUP00000024543	ENSELUG00000023290	Esox_lucius
ENSCHAP00000024827	ENSCHAG00000012125	Clupea_harengus
ENSAMXP00005021691	ENSAMXG00005011217	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000038574	ENSAMXG00000031804	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000005847	ENSPNAG00000011973	Pygocentrus_nattereri
ENSIPUP00000006229	ENSIPUG00000004291	Ictalurus_punctatus
ENSEEEP00000021804	ENSEEEG00000010603	Electrophorus_electricus
ENSDARP00000115842	ENSDARG00000000935	Danio_rerio
ENSDCDP00000025510	ENSDCDG00000019093	Denticeps_clupeoides
ENSLOCP00000014236	ENSLOCG00000011578	Lepisosteus_oculatus
ENSAOWP00000018680	ENSAOWG00000012677	Apteryx_owenii
ENSAHAP00000022158	ENSAHAG00000015567	Apteryx_haastii
ENSARWP00000010449	ENSARWG00000007263	Apteryx_rowi
ENSDNVP00000012194	ENSDNVG00000008594	Dromaius_novaehollandiae
ENSNPEP00000004394	ENSNPEG00000003360	Nothoprocta_perdicaria
ENSMVIP00005000654	ENSMVIG00005000558	Manacus_vitellinus
ENSLCOP00000018833	ENSLCOG00000013302	Lepidothrix_coronata
ENSTGUP00000008556	ENSTGUG00000008279	Taeniopygia_guttata
ENSLSDP00000008040	ENSLSDG00000006015	Lonchura_striata_domestica
ENSZALP00000019395	ENSZALG00000015386	Zonotrichia_albicollis
ENSJHYP00000014414	ENSJHYG00000011056	Junco_hyemalis
ENSSCAP00000003320	ENSSCAG00000002738	Serinus_canaria
ENSCCEP00000013295	ENSCCEG00000012530	Cyanistes_caeruleus
ENSPMJP00000009601	ENSPMJG00000007542	Parus_major
ENSFALP00000001088	ENSFALG00000001035	Ficedula_albicollis
ENSMUNP00000013354	ENSMUNG00000010246	Melopsittacus_undulatus
ENSCPGP00000000138	ENSCPGG00000000111	Calidris_pygmaea
ENSCPUP00000004444	ENSCPUG00000003291	Calidris_pugnax
ENSABRP00000020847	ENSABRG00000017765	Anser_brachyrhynchus
ENSAPLP00000014769	ENSAPLG00000014891	Anas_platyrhynchos_platyrhynchos
ENSGALP00000003564	ENSGALG00000002278	Gallus_gallus
ENSMGAP00000004602	ENSMGAG00000004713	Meleagris_gallopavo
ENSCJPP00005026789	ENSCJPG00005020816	Coturnix_japonica
ENSNMEP00000018581	ENSNMEG00000016137	Numida_meleagris
ENSCPRP00005009154	ENSCPRG00005006464	Crocodylus_porosus
ENSGAGP00000009356	ENSGAGG00000007411	Gopherus_agassizii
ENSCABP00000012827	ENSCABG00000009405	Chelonoidis_abingdonii
ENSCPBP00000040851	ENSCPBG00000028046	Chrysemys_picta_bellii
ENSPSIP00000010634	ENSPSIG00000009640	Pelodiscus_sinensis
ENSACAP00000007203	ENSACAG00000007303	Anolis_carolinensis
ENSPVIP00000013805	ENSPVIG00000010674	Pogona_vitticeps
ENSNSUP00000019396	ENSNSUG00000014180	Notechis_scutatus
ENSSMRP00000030230	ENSSMRG00000023181	Salvator_merianae
ENSSPUP00000011129	ENSSPUG00000008526	Sphenodon_punctatus
ENSOANP00000031730	ENSOANG00000028887	Ornithorhynchus_anatinus
ENSOANP00000029222	ENSOANG00000031264	Ornithorhynchus_anatinus
ENSVURP00010014936	ENSVURG00010011426	Vombatus_ursinus
ENSPCIP00000027172	ENSPCIG00000020300	Phascolarctos_cinereus
ENSMEUP00000003737	ENSMEUG00000004094	Notamacropus_eugenii
ENSMODP00000009543	ENSMODG00000007684	Monodelphis_domestica
ENSSHAP00000020867	ENSSHAG00000017696	Sarcophilus_harrisii
ENSCHIP00000014356	ENSCHIG00000015385	Capra_hircus
ENSOARP00000010246	ENSOARG00000009548	Ovis_aries
ENSBIXP00005027767	ENSBIXG00005030104	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000030970	ENSBIXG00000013097	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000012602	ENSBMUG00000009624	Bos_mutus
ENSBTAP00000062861	ENSBTAG00000016287	Bos_taurus
ENSBBBP00000025516	ENSBBBG00000020765	Bison_bison_bison
ENSTTRP00000015056	ENSTTRG00000015890	Tursiops_truncatus
ENSSSCP00000042392	ENSSSCG00000017201	Sus_scrofa_strain_reference
ENSVPAP00000010733	ENSVPAG00000011532	Vicugna_pacos
ENSEASP00005003146	ENSEASG00005002430	Equus_asinus_asinus
ENSECAP00000022265	ENSECAG00000024672	Equus_caballus
ENSEEUP00000012586	ENSEEUG00000013779	Erinaceus_europaeus
ENSUMAP00000014374	ENSUMAG00000010576	Ursus_maritimus
ENSUAMP00000003980	ENSUAMG00000003483	Ursus_americanus
ENSAMEP00000010317	ENSAMEG00000009769	Ailuropoda_melanoleuca
ENSCAFP00020005438	ENSCAFG00020004454	Canis_lupus_dingo
ENSCAFP00000007347	ENSCAFG00000004925	Canis_lupus_familiaris
ENSVVUP00000020032	ENSVVUG00000014786	Vulpes_vulpes
ENSMPUP00000013703	ENSMPUG00000013806	Mustela_putorius_furo
ENSNVIP00000014529	ENSNVIG00000011415	Neovison_vison
ENSPPRP00000016763	ENSPPRG00000008948	Panthera_pardus
ENSPTIP00000002400	ENSPTIG00000005435	Panthera_tigris_altaica
ENSFCAP00000005345	ENSFCAG00000005757	Felis_catus
ENSPVAP00000007989	ENSPVAG00000008460	Pteropus_vampyrus
ENSMLUP00000014089	ENSMLUG00000015453	Myotis_lucifugus
ENSPPAP00000019266	ENSPPAG00000032800	Pan_paniscus
ENSPTRP00000076524	ENSPTRG00000009656	Pan_troglodytes
ENSP00000464893	ENSG00000132478	Homo_sapiens
ENSGGOP00000009000	ENSGGOG00000009203	Gorilla_gorilla
ENSPPYP00000009699	ENSPPYG00000008637	Pongo_abelii
ENSNLEP00000001313	ENSNLEG00000001120	Nomascus_leucogenys
ENSMMUP00000017937	ENSMMUG00000013646	Macaca_mulatta
ENSMNEP00000025576	ENSMNEG00000036240	Macaca_nemestrina
ENSMFAP00000032347	ENSMFAG00000037148	Macaca_fascicularis
ENSCATP00000029640	ENSCATG00000038041	Cercocebus_atys
ENSMLEP00000038564	ENSMLEG00000043327	Mandrillus_leucophaeus
ENSTGEP00000002276	ENSTGEG00000002010	Theropithecus_gelada
ENSPANP00000021238	ENSPANG00000020121	Papio_anubis
ENSCSAP00000001180	ENSCSAG00000004859	Chlorocebus_sabaeus
ENSPTEP00000043617	ENSPTEG00000039691	Piliocolobus_tephrosceles
ENSCANP00000020732	ENSCANG00000033795	Colobus_angolensis_palliatus
ENSRROP00000003480	ENSRROG00000013651	Rhinopithecus_roxellana
ENSRBIP00000006011	ENSRBIG00000025523	Rhinopithecus_bieti
ENSSBOP00000005397	ENSSBOG00000019483	Saimiri_boliviensis_boliviensis
ENSCCAP00000026723	ENSCCAG00000031100	Cebus_capucinus_imitator
ENSCJAP00000025883	ENSCJAG00000014056	Callithrix_jacchus
ENSANAP00000002279	ENSANAG00000017139	Aotus_nancymaae
ENSTSYP00000007458	ENSTSYG00000008096	Carlito_syrichta
ENSMICP00000049090	ENSMICG00000007591	Microcebus_murinus
ENSPCOP00000029424	ENSPCOG00000027411	Propithecus_coquereli
ENSPSMP00000003276	ENSPSMG00000002650	Prolemur_simus
ENSOGAP00000001717	ENSOGAG00000001922	Otolemur_garnettii
ENSTBEP00000014075	ENSTBEG00000016178	Tupaia_belangeri
ENSCCNP00000007046	ENSCCNG00000007520	Castor_canadensis
ENSDORP00000007630	ENSDORG00000008133	Dipodomys_ordii
ENSMSIP00000032895	ENSMSIG00000027523	Mus_spicilegus
MGP_SPRETEiJ_P0032499	MGP_SPRETEiJ_G0018272	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000021116	ENSMUSG00000020770	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0031059	MGP_CAROLIEiJ_G0017427	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0037781	MGP_PahariEiJ_G0018556	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000009733	ENSRNOG00000006600	Rattus_norvegicus
ENSMUGP00000000069	ENSMUGG00000000080	Meriones_unguiculatus
ENSCGRP00001028038	ENSCGRG00001024874	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000011853	ENSCGRG00000008631	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015009775	ENSCGRG00015007463	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000010007	ENSMAUG00000011025	Mesocricetus_auratus
ENSMOCP00000025603	ENSMOCG00000021657	Microtus_ochrogaster
ENSPEMP00000017128	ENSPEMG00000016145	Peromyscus_maniculatus_bairdii
ENSNGAP00000009771	ENSNGAG00000012366	Nannospalax_galili
ENSJJAP00000004836	ENSJJAG00000009816	Jaculus_jaculus
ENSSDAP00000006681	ENSSDAG00000006129	Spermophilus_dauricus
ENSUPAP00010030593	ENSUPAG00010024007	Urocitellus_parryii
ENSSTOP00000011964	ENSSTOG00000013344	Ictidomys_tridecemlineatus
ENSMMMP00000011558	ENSMMMG00000010302	Marmota_marmota_marmota
ENSHGLP00000010470	ENSHGLG00000007512	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100003013	ENSHGLG00100002318	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000019176	ENSFDAG00000009316	Fukomys_damarensis
ENSCLAP00000011751	ENSCLAG00000008106	Chinchilla_lanigera
ENSODEP00000013777	ENSODEG00000010183	Octodon_degus
ENSCPOP00000011405	ENSCPOG00000012679	Cavia_porcellus
ENSCAPP00000006520	ENSCAPG00000008657	Cavia_aperea
ENSOCUP00000012883	ENSOCUG00000014994	Oryctolagus_cuniculus
ENSOPRP00000011679	ENSOPRG00000012784	Ochotona_princeps
ENSDNOP00000027665	ENSDNOG00000038145	Dasypus_novemcinctus
ENSPCAP00000004249	ENSPCAG00000004504	Procavia_capensis
ENSETEP00000015954	ENSETEG00000019640	Echinops_telfairi
ENSLAFP00000017666	ENSLAFG00000022662	Loxodonta_africana
ENSXETP00000006526	ENSXETG00000008757	Xenopus_tropicalis
ENSLACP00000015949	ENSLACG00000014044	Latimeria_chalumnae
