ENSDCDP00000040267	ENSDCDG00000026522	Denticeps_clupeoides
ENSCCNP00000026992	ENSCCNG00000026133	Castor_canadensis
ENSHGLP00000022268	ENSHGLG00000015875	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025870	ENSHGLG00100018973	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000020127	ENSFDAG00000008664	Fukomys_damarensis
ENSUPAP00010025898	ENSUPAG00010020317	Urocitellus_parryii
ENSSDAP00000017214	ENSSDAG00000014644	Spermophilus_dauricus
ENSMMMP00000021203	ENSMMMG00000018670	Marmota_marmota_marmota
ENSOCUP00000022164	ENSOCUG00000002467	Oryctolagus_cuniculus
ENSOPRP00000005392	ENSOPRG00000005867	Ochotona_princeps
ENSPPAP00000014594	ENSPPAG00000030466	Pan_paniscus
ENSPTRP00000003639	ENSPTRG00000002151	Pan_troglodytes
ENSP00000482304	ENSG00000116996	Homo_sapiens
ENSGGOP00000011332	ENSGGOG00000011614	Gorilla_gorilla
ENSPPYP00000000077	ENSPPYG00000000078	Pongo_abelii
ENSNLEP00000031428	ENSNLEG00000035233	Nomascus_leucogenys
ENSTGEP00000019207	ENSTGEG00000015444	Theropithecus_gelada
ENSPANP00000001986	ENSPANG00000019709	Papio_anubis
ENSMMUP00000002806	ENSMMUG00000002105	Macaca_mulatta
ENSMFAP00000009159	ENSMFAG00000000954	Macaca_fascicularis
ENSMNEP00000009919	ENSMNEG00000029377	Macaca_nemestrina
ENSCATP00000008507	ENSCATG00000025480	Cercocebus_atys
ENSMLEP00000003478	ENSMLEG00000015046	Mandrillus_leucophaeus
ENSCSAP00000005841	ENSCSAG00000009624	Chlorocebus_sabaeus
ENSRBIP00000037557	ENSRBIG00000042352	Rhinopithecus_bieti
ENSRROP00000007138	ENSRROG00000027026	Rhinopithecus_roxellana
ENSPTEP00000040871	ENSPTEG00000037586	Piliocolobus_tephrosceles
ENSCANP00000012188	ENSCANG00000029452	Colobus_angolensis_palliatus
ENSSBOP00000023434	ENSSBOG00000028231	Saimiri_boliviensis_boliviensis
ENSCCAP00000038709	ENSCCAG00000037192	Cebus_capucinus_imitator
ENSCJAP00000032230	ENSCJAG00000017477	Callithrix_jacchus
ENSANAP00000033230	ENSANAG00000034287	Aotus_nancymaae
ENSTSYP00000000296	ENSTSYG00000000325	Carlito_syrichta
ENSPCOP00000025199	ENSPCOG00000024830	Propithecus_coquereli
ENSMICP00000014684	ENSMICG00000016091	Microcebus_murinus
ENSPSMP00000023997	ENSPSMG00000016929	Prolemur_simus
ENSOGAP00000014492	ENSOGAG00000016179	Otolemur_garnettii
ENSUMAP00000017059	ENSUMAG00000012518	Ursus_maritimus
ENSUAMP00000007204	ENSUAMG00000006277	Ursus_americanus
ENSAMEP00000003119	ENSAMEG00000002943	Ailuropoda_melanoleuca
ENSNVIP00000019216	ENSNVIG00000015023	Neovison_vison
ENSMPUP00000012621	ENSMPUG00000012715	Mustela_putorius_furo
ENSCAFP00020032420	ENSCAFG00020025258	Canis_lupus_dingo
ENSCAFP00000014741	ENSCAFG00000010014	Canis_lupus_familiaris
ENSVVUP00000018282	ENSVVUG00000013456	Vulpes_vulpes
ENSPTIP00000020309	ENSPTIG00000017827	Panthera_tigris_altaica
ENSPPRP00000024894	ENSPPRG00000015124	Panthera_pardus
ENSFCAP00000010184	ENSFCAG00000010962	Felis_catus
ENSEASP00005009667	ENSEASG00005006867	Equus_asinus_asinus
ENSECAP00000008956	ENSECAG00000010697	Equus_caballus
ENSOARP00000004105	ENSOARG00000003841	Ovis_aries
ENSCHIP00000032270	ENSCHIG00000026306	Capra_hircus
ENSBBBP00000002220	ENSBBBG00000011343	Bison_bison_bison
ENSBMUP00000030178	ENSBMUG00000022577	Bos_mutus
ENSBIXP00005018870	ENSBIXG00005022144	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000029973	ENSBIXG00000000990	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000064986	ENSBTAG00000026085	Bos_taurus
ENSTTRP00000012010	ENSTTRG00000012659	Tursiops_truncatus
ENSSSCP00000010814	ENSSSCG00000010141	Sus_scrofa_strain_reference
ENSPVAP00000012654	ENSPVAG00000013416	Pteropus_vampyrus
ENSMLUP00000008441	ENSMLUG00000009259	Myotis_lucifugus
ENSVURP00010009061	ENSVURG00010006995	Vombatus_ursinus
ENSVURP00010019768	ENSVURG00010015062	Vombatus_ursinus
ENSPCIP00000027430	ENSPCIG00000020486	Phascolarctos_cinereus
ENSMEUP00000011780	ENSMEUG00000012909	Notamacropus_eugenii
ENSSHAP00000010643	ENSSHAG00000009185	Sarcophilus_harrisii
ENSGALP00000032884	ENSGALG00000005462	Gallus_gallus
ENSMGAP00000006975	ENSMGAG00000006863	Meleagris_gallopavo
ENSCJPP00005021788	ENSCJPG00005017388	Coturnix_japonica
ENSNMEP00000003937	ENSNMEG00000004414	Numida_meleagris
ENSAPLP00000001963	ENSAPLG00000002531	Anas_platyrhynchos_platyrhynchos
ENSLCOP00000005140	ENSLCOG00000003864	Lepidothrix_coronata
ENSMVIP00005023596	ENSMVIG00005016548	Manacus_vitellinus
ENSJHYP00000023835	ENSJHYG00000017904	Junco_hyemalis
ENSJHYP00000023852	ENSJHYG00000017926	Junco_hyemalis
ENSZALP00000015855	ENSZALG00000012932	Zonotrichia_albicollis
ENSLSDP00000006794	ENSLSDG00000005136	Lonchura_striata_domestica
ENSFALP00000007473	ENSFALG00000007151	Ficedula_albicollis
ENSPMJP00000020879	ENSPMJG00000015510	Parus_major
ENSCCEP00000015523	ENSCCEG00000014691	Cyanistes_caeruleus
ENSMUNP00000017634	ENSMUNG00000013539	Melopsittacus_undulatus
ENSCPGP00000022858	ENSCPGG00000015854	Calidris_pygmaea
ENSCPUP00000019612	ENSCPUG00000013471	Calidris_pugnax
ENSDNVP00000004534	ENSDNVG00000003206	Dromaius_novaehollandiae
ENSPMAP00000005728	ENSPMAG00000005208	Petromyzon_marinus
