ENSJHYP00000020515	ENSJHYG00000015558	Junco_hyemalis
ENSPNYP00000026133	ENSPNYG00000019710	Pundamilia_nyererei
ENSCGRP00015023730	ENSCGRG00015018071	Cricetulus_griseus_CriGri-PICR
ENSAHAP00000021269	ENSAHAG00000014930	Apteryx_haastii
ENSPVIP00000021159	ENSPVIG00000016088	Pogona_vitticeps
ENSSFOP00015006509	ENSSFOG00015004283	Scleropages_formosus
ENSDNVP00000019186	ENSDNVG00000013443	Dromaius_novaehollandiae
ENSOCUP00000007211	ENSOCUG00000008345	Oryctolagus_cuniculus
ENSTRUP00000030768	ENSTRUG00000012160	Takifugu_rubripes
ENSSDUP00000027942	ENSSDUG00000020199	Seriola_dumerili
ENSTSYP00000017036	ENSTSYG00000036488	Carlito_syrichta
ENSBIXP00005039286	ENSBIXG00005021632	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPREP00000020995	ENSPREG00000014199	Poecilia_reticulata
ENSCCEP00000007510	ENSCCEG00000007881	Cyanistes_caeruleus
ENSPFOP00000020706	ENSPFOG00000020580	Poecilia_formosa
ENSELUP00000040508	ENSELUG00000020993	Esox_lucius
ENSPPAP00000005849	ENSPPAG00000023735	Pan_paniscus
ENSCHIP00000003311	ENSCHIG00000007412	Capra_hircus
ENSPTRP00000005997	ENSPTRG00000003445	Pan_troglodytes
ENSIPUP00000033260	ENSIPUG00000022355	Ictalurus_punctatus
ENSOMEP00000031728	ENSOMEG00000016724	Oryzias_melastigma
ENSGAFP00000000790	ENSGAFG00000000582	Gambusia_affinis
ENSONIP00000010427	ENSONIG00000008288	Oreochromis_niloticus
ENSPKIP00000018806	ENSPKIG00000004234	Paramormyrops_kingsleyae
ENSMMUP00000027400	ENSMMUG00000020817	Macaca_mulatta
ENSAPLP00000014424	ENSAPLG00000014587	Anas_platyrhynchos_platyrhynchos
ENSSPAP00000030496	ENSSPAG00000022896	Stegastes_partitus
ENSPCIP00000051213	ENSPCIG00000033578	Phascolarctos_cinereus
ENSMODP00000034449	ENSMODG00000024521	Monodelphis_domestica
ENSFALP00000004980	ENSFALG00000004784	Ficedula_albicollis
ENSAOCP00000004449	ENSAOCG00000007854	Amphiprion_ocellaris
ENSLCOP00000016349	ENSLCOG00000011651	Lepidothrix_coronata
ENSMUNP00000005378	ENSMUNG00000004427	Melopsittacus_undulatus
ENSGACP00000007805	ENSGACG00000005906	Gasterosteus_aculeatus
ENSETEP00000014149	ENSETEG00000017428	Echinops_telfairi
ENSMSIP00000013284	ENSMSIG00000011513	Mus_spicilegus
ENSMLUP00000022761	ENSMLUG00000017124	Myotis_lucifugus
ENSMMMP00000007331	ENSMMMG00000006591	Marmota_marmota_marmota
ENSGMOP00000019954	ENSGMOG00000018554	Gadus_morhua
ENSLAFP00000027288	ENSLAFG00000011367	Loxodonta_africana
ENSXETP00000036327	ENSXETG00000013577	Xenopus_tropicalis
ENSFCAP00000059449	ENSFCAG00000048115	Felis_catus
ENSMEUP00000000773	ENSMEUG00000000832	Notamacropus_eugenii
ENSORLP00000007230	ENSORLG00000005752	Oryzias_latipes_ASM223467v1
ENSHGLP00000007226	ENSHGLG00000005261	Heterocephalus_glaber_HetGla_female_1.0
ENSPLAP00000007022	ENSPLAG00000009270	Poecilia_latipinna
ENSCPGP00000017215	ENSCPGG00000012091	Calidris_pygmaea
ENSBSLP00000003563	ENSBSLG00000001957	Betta_splendens
ENSCPBP00000040781	ENSCPBG00000028012	Chrysemys_picta_bellii
ENSDNOP00000030523	ENSDNOG00000009749	Dasypus_novemcinctus
ENSCVAP00000003614	ENSCVAG00000004819	Cyprinodon_variegatus
ENSEASP00005019018	ENSEASG00005013093	Equus_asinus_asinus
ENSSLDP00000027853	ENSSLDG00000021601	Seriola_lalandi_dorsalis
ENSMALP00000009073	ENSMALG00000006466	Monopterus_albus
ENSMAMP00000004793	ENSMAMG00000003238	Mastacembelus_armatus
ENSACAP00000014846	ENSACAG00000015133	Anolis_carolinensis
ENSMZEP00005002759	ENSMZEG00005002170	Maylandia_zebra
ENSCCNP00000007029	ENSCCNG00000007532	Castor_canadensis
ENSHCOP00000015721	ENSHCOG00000019386	Hippocampus_comes
ENSCLAP00000003567	ENSCLAG00000002545	Chinchilla_lanigera
ENSZALP00000019946	ENSZALG00000015740	Zonotrichia_albicollis
ENSSMAP00000020482	ENSSMAG00000012575	Scophthalmus_maximus
ENSMOCP00000014367	ENSMOCG00000013896	Microtus_ochrogaster
ENSPTEP00000020295	ENSPTEG00000021545	Piliocolobus_tephrosceles
ENSMUSP00000125812	ENSMUSG00000092118	Mus_musculus_strain_reference_(CL57BL6)
