FBpp0090943	FBgn0053505	Drosophila_melanogaster
ENSOPRP00000007979	ENSOPRG00000008714	Ochotona_princeps
ENSOCUP00000045203	ENSOCUG00000009193	Oryctolagus_cuniculus
ENSDORP00000008557	ENSDORG00000009108	Dipodomys_ordii
ENSMSIP00000011904	ENSMSIG00000010353	Mus_spicilegus
MGP_SPRETEiJ_P0093287	MGP_SPRETEiJ_G0033771	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000038580	ENSMUSG00000041506	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0089568	MGP_CAROLIEiJ_G0032626	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0025245	MGP_PahariEiJ_G0015494	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000017469	ENSRNOG00000012927	Rattus_norvegicus
ENSMUGP00000012744	ENSMUGG00000011067	Meriones_unguiculatus
ENSCGRP00015012938	ENSCGRG00015009934	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001021360	ENSCGRG00001020232	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000011320	ENSCGRG00000008235	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000025105	ENSMAUG00000021744	Mesocricetus_auratus
ENSPEMP00000005873	ENSPEMG00000008256	Peromyscus_maniculatus_bairdii
ENSMOCP00000004214	ENSMOCG00000003412	Microtus_ochrogaster
ENSNGAP00000011785	ENSNGAG00000013829	Nannospalax_galili
ENSJJAP00000009056	ENSJJAG00000013043	Jaculus_jaculus
ENSSDAP00000013081	ENSSDAG00000011768	Spermophilus_dauricus
ENSMMMP00000001769	ENSMMMG00000001606	Marmota_marmota_marmota
ENSUPAP00010028430	ENSUPAG00010022446	Urocitellus_parryii
ENSSTOP00000002281	ENSSTOG00000002539	Ictidomys_tridecemlineatus
ENSCCNP00000020686	ENSCCNG00000020559	Castor_canadensis
ENSCPOP00000012493	ENSCPOG00000013864	Cavia_porcellus
ENSCAPP00000005699	ENSCAPG00000007943	Cavia_aperea
ENSODEP00000025042	ENSODEG00000018323	Octodon_degus
ENSCLAP00000010685	ENSCLAG00000007373	Chinchilla_lanigera
ENSHGLP00100003947	ENSHGLG00100003007	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000015781	ENSHGLG00000011297	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000012672	ENSFDAG00000019999	Fukomys_damarensis
ENSP00000232888	ENSG00000114767	Homo_sapiens
ENSGGOP00000012142	ENSGGOG00000012441	Gorilla_gorilla
ENSPPAP00000009391	ENSPPAG00000027919	Pan_paniscus
ENSPTRP00000025858	ENSPTRG00000014980	Pan_troglodytes
ENSPPYP00000015471	ENSPPYG00000013825	Pongo_abelii
ENSNLEP00000008598	ENSNLEG00000007054	Nomascus_leucogenys
ENSMMUP00000004862	ENSMMUG00000003644	Macaca_mulatta
ENSMNEP00000011024	ENSMNEG00000029887	Macaca_nemestrina
ENSMFAP00000009283	ENSMFAG00000000887	Macaca_fascicularis
ENSMLEP00000039741	ENSMLEG00000043887	Mandrillus_leucophaeus
ENSCATP00000012826	ENSCATG00000030570	Cercocebus_atys
ENSTGEP00000003602	ENSTGEG00000003050	Theropithecus_gelada
ENSPANP00000015076	ENSPANG00000021490	Papio_anubis
ENSCSAP00000010081	ENSCSAG00000013941	Chlorocebus_sabaeus
ENSRBIP00000009335	ENSRBIG00000028553	Rhinopithecus_bieti
ENSRROP00000043941	ENSRROG00000044974	Rhinopithecus_roxellana
ENSCANP00000012252	ENSCANG00000029518	Colobus_angolensis_palliatus
ENSPTEP00000042756	ENSPTEG00000039007	Piliocolobus_tephrosceles
ENSSBOP00000024129	ENSSBOG00000028551	Saimiri_boliviensis_boliviensis
ENSCCAP00000013055	ENSCCAG00000024333	Cebus_capucinus_imitator
ENSCJAP00000010519	ENSCJAG00000005736	Callithrix_jacchus
ENSANAP00000028585	ENSANAG00000032126	Aotus_nancymaae
ENSTSYP00000029583	ENSTSYG00000030757	Carlito_syrichta
ENSMICP00000015751	ENSMICG00000017291	Microcebus_murinus
ENSPCOP00000026403	ENSPCOG00000025565	Propithecus_coquereli
ENSPSMP00000010415	ENSPSMG00000007539	Prolemur_simus
ENSOGAP00000010032	ENSOGAG00000011204	Otolemur_garnettii
ENSTBEP00000013582	ENSTBEG00000015635	Tupaia_belangeri
ENSPVAP00000011755	ENSPVAG00000012471	Pteropus_vampyrus
ENSMLUP00000007189	ENSMLUG00000007867	Myotis_lucifugus
ENSSARP00000004686	ENSSARG00000005170	Sorex_araneus
ENSCHIP00000003093	ENSCHIG00000006900	Capra_hircus
ENSOARP00000007174	ENSOARG00000006698	Ovis_aries
ENSBIXP00005003446	ENSBIXG00005009580	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000000025	ENSBIXG00000030356	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000069175	ENSBTAG00000000670	Bos_taurus
ENSBMUP00000010865	ENSBMUG00000008389	Bos_mutus
ENSBBBP00000006696	ENSBBBG00000014953	Bison_bison_bison
ENSTTRP00000001357	ENSTTRG00000001440	Tursiops_truncatus
ENSSSCP00000026458	ENSSSCG00000023177	Sus_scrofa_strain_reference
ENSECAP00000022094	ENSECAG00000024543	Equus_caballus
ENSEASP00005018690	ENSEASG00005012882	Equus_asinus_asinus
ENSUAMP00000027028	ENSUAMG00000020873	Ursus_americanus
ENSUMAP00000029931	ENSUMAG00000021648	Ursus_maritimus
ENSAMEP00000009743	ENSAMEG00000009258	Ailuropoda_melanoleuca
ENSMPUP00000011690	ENSMPUG00000011784	Mustela_putorius_furo
ENSNVIP00000001195	ENSNVIG00000000968	Neovison_vison
ENSCAFP00020028535	ENSCAFG00020022355	Canis_lupus_dingo
ENSCAFP00000014797	ENSCAFG00000010060	Canis_lupus_familiaris
ENSVVUP00000037577	ENSVVUG00000026861	Vulpes_vulpes
ENSPPRP00000013284	ENSPPRG00000006530	Panthera_pardus
ENSPTIP00000016084	ENSPTIG00000014976	Panthera_tigris_altaica
ENSFCAP00000008480	ENSFCAG00000009145	Felis_catus
ENSLAFP00000004808	ENSLAFG00000016625	Loxodonta_africana
ENSPCAP00000008735	ENSPCAG00000009316	Procavia_capensis
ENSDNOP00000020277	ENSDNOG00000042598	Dasypus_novemcinctus
ENSOANP00000004012	ENSOANG00000002534	Ornithorhynchus_anatinus
ENSLACP00000019598	ENSLACG00000017234	Latimeria_chalumnae
ENSDCDP00000048340	ENSDCDG00000029940	Denticeps_clupeoides
ENSCHAP00000055499	ENSCHAG00000025036	Clupea_harengus
ENSAMXP00000006961	ENSAMXG00000006788	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005006717	ENSAMXG00005003788	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000010802	ENSPNAG00000005788	Pygocentrus_nattereri
ENSIPUP00000032602	ENSIPUG00000021918	Ictalurus_punctatus
ENSEEEP00000020191	ENSEEEG00000009740	Electrophorus_electricus
ENSDARP00000147720	ENSDARG00000041991	Danio_rerio
ENSBSLP00000028273	ENSBSLG00000013376	Betta_splendens
ENSCSEP00000000932	ENSCSEG00000000656	Cynoglossus_semilaevis
ENSORLP00000004120	ENSORLG00000003315	Oryzias_latipes_ASM223467v1
ENSORLP00020020813	ENSORLG00020021808	Oryzias_latipes_ASM223471v1
ENSORLP00015033244	ENSORLG00015018505	Oryzias_latipes_ASM223469v1
ENSOMEP00000022639	ENSOMEG00000002267	Oryzias_melastigma
ENSMAMP00000025956	ENSMAMG00000017427	Mastacembelus_armatus
ENSMALP00000000486	ENSMALG00000000378	Monopterus_albus
ENSATEP00000035851	ENSATEG00000024640	Anabas_testudineus
ENSSLDP00000002557	ENSSLDG00000002036	Seriola_lalandi_dorsalis
ENSSDUP00000027215	ENSSDUG00000019686	Seriola_dumerili
ENSLCAP00010020095	ENSLCAG00010009501	Lates_calcarifer
ENSSMAP00000028113	ENSSMAG00000017210	Scophthalmus_maximus
ENSTRUP00000050787	ENSTRUG00000007858	Takifugu_rubripes
ENSTNIP00000017775	ENSTNIG00000014740	Tetraodon_nigroviridis
ENSMMOP00000020196	ENSMMOG00000015349	Mola_mola
ENSLCRP00005046788	ENSLCRG00005017760	Larimichthys_crocea
ENSLBEP00000027142	ENSLBEG00000020591	Labrus_bergylta
ENSCGOP00000008260	ENSCGOG00000004011	Cottoperca_gobio
ENSGACP00000013772	ENSGACG00000010391	Gasterosteus_aculeatus
ENSAPEP00000016806	ENSAPEG00000011949	Amphiprion_percula
ENSAOCP00000000076	ENSAOCG00000002891	Amphiprion_ocellaris
ENSAPOP00000014015	ENSAPOG00000016832	Acanthochromis_polyacanthus
ENSSPAP00000025881	ENSSPAG00000019524	Stegastes_partitus
ENSPRNP00000022699	ENSPRNG00000011646	Parambassis_ranga
ENSHBUP00000000698	ENSHBUG00000000019	Haplochromis_burtoni
ENSPNYP00000019395	ENSPNYG00000014637	Pundamilia_nyererei
ENSACLP00000018458	ENSACLG00000012583	Astatotilapia_calliptera
ENSMZEP00005020584	ENSMZEG00005015435	Maylandia_zebra
ENSNBRP00000023529	ENSNBRG00000017987	Neolamprologus_brichardi
ENSONIP00000005198	ENSONIG00000004124	Oreochromis_niloticus
ENSACIP00000020313	ENSACIG00000015770	Amphilophus_citrinellus
ENSFHEP00000011895	ENSFHEG00000013392	Fundulus_heteroclitus
ENSCVAP00000022833	ENSCVAG00000005772	Cyprinodon_variegatus
ENSPFOP00000017047	ENSPFOG00000016947	Poecilia_formosa
ENSPLAP00000011273	ENSPLAG00000014348	Poecilia_latipinna
ENSPMEP00000003152	ENSPMEG00000004245	Poecilia_mexicana
ENSPREP00000005282	ENSPREG00000003687	Poecilia_reticulata
ENSXCOP00000012764	ENSXCOG00000009640	Xiphophorus_couchianus
ENSXMAP00000016355	ENSXMAG00000016308	Xiphophorus_maculatus
ENSGAFP00000015695	ENSGAFG00000010599	Gambusia_affinis
ENSKMAP00000009030	ENSKMAG00000006788	Kryptolebias_marmoratus
ENSGWIP00000024973	ENSGWIG00000013213	Gouania_willdenowi
ENSHCOP00000027254	ENSHCOG00000018967	Hippocampus_comes
ENSPMGP00000023025	ENSPMGG00000018633	Periophthalmus_magnuspinnatus
ENSGMOP00000017342	ENSGMOG00000016148	Gadus_morhua
ENSHHUP00000076039	ENSHHUG00000044508	Hucho_hucho
ENSHHUP00000054147	ENSHHUG00000032495	Hucho_hucho
ENSELUP00000001245	ENSELUG00000002740	Esox_lucius
ENSSFOP00015030133	ENSSFOG00015019350	Scleropages_formosus
ENSPKIP00000019716	ENSPKIG00000004751	Paramormyrops_kingsleyae
ENSLOCP00000013080	ENSLOCG00000010672	Lepisosteus_oculatus
ENSECRP00000024414	ENSECRG00000016528	Erpetoichthys_calabaricus
ENSCMIP00000002157	ENSCMIG00000001242	Callorhinchus_milii
ENSXETP00000016033	ENSXETG00000010574	Xenopus_tropicalis
ENSEBUP00000008156	ENSEBUG00000005301	Eptatretus_burgeri
ENSPMAP00000001358	ENSPMAG00000001220	Petromyzon_marinus
ENSCINP00000010082	ENSCING00000004880	Ciona_intestinalis
ENSCSAVP00000003162	ENSCSAVG00000001882	Ciona_savignyi
Y54E5B.2.1	WBGene00013204	Caenorhabditis_elegans_strain_N2	Y54E5B.2.1
YPR137W_mRNA	YPR137W	Saccharomyces_cerevisiae_strain_S288C
