ENSCABP00000004803	ENSCABG00000003624	Chelonoidis_abingdonii
MGP_SPRETEiJ_P0067266	MGP_SPRETEiJ_G0027528	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000101614	ENSMUSG00000078532	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0079832	MGP_PahariEiJ_G0028880	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000053072	ENSRNOG00000011445	Rattus_norvegicus
ENSMUGP00000002017	ENSMUGG00000001896	Meriones_unguiculatus
ENSCGRP00001006891	ENSCGRG00001009372	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015015417	ENSCGRG00015011820	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000018897	ENSCGRG00000013760	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000009734	ENSMAUG00000010811	Mesocricetus_auratus
ENSPEMP00000000153	ENSPEMG00000000116	Peromyscus_maniculatus_bairdii
ENSNGAP00000006760	ENSNGAG00000010072	Nannospalax_galili
ENSJJAP00000024587	ENSJJAG00000024005	Jaculus_jaculus
ENSHGLP00000022383	ENSHGLG00000015964	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100020360	ENSHGLG00100015015	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000020426	ENSFDAG00000008447	Fukomys_damarensis
ENSCLAP00000010587	ENSCLAG00000007310	Chinchilla_lanigera
ENSODEP00000004784	ENSODEG00000003633	Octodon_degus
ENSCAPP00000017720	ENSCAPG00000017311	Cavia_aperea
ENSCPOP00000004867	ENSCPOG00000005407	Cavia_porcellus
ENSGGOP00000019669	ENSGGOG00000009189	Gorilla_gorilla
ENSPPYP00000001869	ENSPPYG00000001619	Pongo_abelii
ENSNLEP00000001537	ENSNLEG00000001297	Nomascus_leucogenys
ENSRROP00000028859	ENSRROG00000038223	Rhinopithecus_roxellana
ENSCANP00000005511	ENSCANG00000018725	Colobus_angolensis_palliatus
ENSMFAP00000007717	ENSMFAG00000036574	Macaca_fascicularis
ENSMMUP00000073485	ENSMMUG00000019884	Macaca_mulatta
ENSCSAP00000016982	ENSCSAG00000001030	Chlorocebus_sabaeus
ENSMLEP00000040741	ENSMLEG00000044395	Mandrillus_leucophaeus
ENSPTRP00000000793	ENSPTRG00000000454	Pan_troglodytes
ENSPPAP00000005489	ENSPPAG00000022775	Pan_paniscus
ENSP00000362841	ENSG00000084628	Homo_sapiens
ENSRBIP00000028032	ENSRBIG00000037899	Rhinopithecus_bieti
ENSPTEP00000026276	ENSPTEG00000026365	Piliocolobus_tephrosceles
ENSMNEP00000036892	ENSMNEG00000041535	Macaca_nemestrina
ENSCATP00000018771	ENSCATG00000033203	Cercocebus_atys
ENSTGEP00000016345	ENSTGEG00000013226	Theropithecus_gelada
ENSPANP00000009207	ENSPANG00000006010	Papio_anubis
ENSSBOP00000000133	ENSSBOG00000000522	Saimiri_boliviensis_boliviensis
ENSCJAP00000056210	ENSCJAG00000038268	Callithrix_jacchus
ENSCCAP00000031709	ENSCCAG00000033899	Cebus_capucinus_imitator
ENSANAP00000006326	ENSANAG00000021249	Aotus_nancymaae
ENSPCOP00000026257	ENSPCOG00000025478	Propithecus_coquereli
ENSMICP00000008495	ENSMICG00000009329	Microcebus_murinus
ENSPSMP00000001795	ENSPSMG00000001353	Prolemur_simus
ENSCAFP00020031836	ENSCAFG00020024820	Canis_lupus_dingo
ENSMPUP00000015343	ENSMPUG00000015453	Mustela_putorius_furo
ENSPTIP00000006171	ENSPTIG00000008164	Panthera_tigris_altaica
ENSPPRP00000005988	ENSPPRG00000001569	Panthera_pardus
ENSFCAP00000047491	ENSFCAG00000045405	Felis_catus
ENSEASP00005015503	ENSEASG00005010817	Equus_asinus_asinus
ENSECAP00000014335	ENSECAG00000016649	Equus_caballus
ENSCHIP00000032601	ENSCHIG00000026515	Capra_hircus
ENSOARP00000001889	ENSOARG00000001800	Ovis_aries
ENSBIXP00000016352	ENSBIXG00000020539	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005031728	ENSBIXG00005012157	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000026850	ENSBTAG00000020159	Bos_taurus
ENSBBBP00000004463	ENSBBBG00000001589	Bison_bison_bison
ENSSSCP00000036388	ENSSSCG00000032193	Sus_scrofa_strain_reference
ENSTTRP00000014094	ENSTTRG00000014866	Tursiops_truncatus
ENSPVAP00000013899	ENSPVAG00000014745	Pteropus_vampyrus
ENSOGAP00000004049	ENSOGAG00000004537	Otolemur_garnettii
ENSTSYP00000015577	ENSTSYG00000030800	Carlito_syrichta
ENSOCUP00000043707	ENSOCUG00000004783	Oryctolagus_cuniculus
ENSDORP00000000450	ENSDORG00000000481	Dipodomys_ordii
ENSUAMP00000023291	ENSUAMG00000018261	Ursus_americanus
ENSUMAP00000012367	ENSUMAG00000009198	Ursus_maritimus
ENSAMEP00000018680	ENSAMEG00000017682	Ailuropoda_melanoleuca
ENSNVIP00000031402	ENSNVIG00000024142	Neovison_vison
ENSVVUP00000019794	ENSVVUG00000014660	Vulpes_vulpes
ENSBMUP00000010234	ENSBMUG00000007902	Bos_mutus
ENSCAFP00000016446	ENSCAFG00000011175	Canis_lupus_familiaris
ENSMLUP00000005516	ENSMLUG00000006038	Myotis_lucifugus
ENSLAFP00000027156	ENSLAFG00000017512	Loxodonta_africana
ENSPCAP00000007650	ENSPCAG00000008206	Procavia_capensis
ENSCHOP00000001887	ENSCHOG00000002132	Choloepus_hoffmanni
ENSDNOP00000028837	ENSDNOG00000043368	Dasypus_novemcinctus
ENSTNIP00000020105	ENSTNIG00000016982	Tetraodon_nigroviridis
ENSTRUP00000050287	ENSTRUG00000013140	Takifugu_rubripes
ENSCSEP00000025068	ENSCSEG00000016008	Cynoglossus_semilaevis
ENSPFOP00000027081	ENSPFOG00000024013	Poecilia_formosa
ENSPMEP00000012429	ENSPMEG00000014603	Poecilia_mexicana
ENSPLAP00000005282	ENSPLAG00000007162	Poecilia_latipinna
ENSPREP00000007682	ENSPREG00000005269	Poecilia_reticulata
ENSXMAP00000002972	ENSXMAG00000002965	Xiphophorus_maculatus
ENSXCOP00000026976	ENSXCOG00000020149	Xiphophorus_couchianus
ENSGAFP00000023112	ENSGAFG00000015604	Gambusia_affinis
ENSFHEP00000006712	ENSFHEG00000007803	Fundulus_heteroclitus
ENSKMAP00000004721	ENSKMAG00000003596	Kryptolebias_marmoratus
ENSORLP00020033486	ENSORLG00020019494	Oryzias_latipes_ASM223471v1
ENSORLP00015010588	ENSORLG00015011394	Oryzias_latipes_ASM223469v1
ENSORLP00000040787	ENSORLG00000022267	Oryzias_latipes_ASM223467v1
ENSOMEP00000027128	ENSOMEG00000009358	Oryzias_melastigma
ENSBSLP00000040983	ENSBSLG00000019788	Betta_splendens
ENSLCAP00010017086	ENSLCAG00010008114	Lates_calcarifer
ENSSMAP00000017772	ENSSMAG00000010877	Scophthalmus_maximus
ENSSDUP00000012434	ENSSDUG00000009061	Seriola_dumerili
ENSSLDP00000012249	ENSSLDG00000009742	Seriola_lalandi_dorsalis
ENSAPEP00000020336	ENSAPEG00000014505	Amphiprion_percula
ENSAOCP00000000986	ENSAOCG00000003914	Amphiprion_ocellaris
ENSAPOP00000018326	ENSAPOG00000000615	Acanthochromis_polyacanthus
ENSSPAP00000022127	ENSSPAG00000016711	Stegastes_partitus
ENSPRNP00000050227	ENSPRNG00000023907	Parambassis_ranga
ENSHBUP00000016692	ENSHBUG00000018655	Haplochromis_burtoni
ENSACLP00000028420	ENSACLG00000019271	Astatotilapia_calliptera
ENSMZEP00005007605	ENSMZEG00005005810	Maylandia_zebra
ENSPNYP00000012615	ENSPNYG00000009573	Pundamilia_nyererei
ENSNBRP00000013901	ENSNBRG00000010742	Neolamprologus_brichardi
ENSONIP00000002875	ENSONIG00000002303	Oreochromis_niloticus
ENSACIP00000027110	ENSACIG00000020994	Amphilophus_citrinellus
ENSLCRP00005023512	ENSLCRG00005009472	Larimichthys_crocea
ENSMMOP00000026135	ENSMMOG00000019815	Mola_mola
ENSCGOP00000038105	ENSCGOG00000017486	Cottoperca_gobio
ENSGACP00000007534	ENSGACG00000005700	Gasterosteus_aculeatus
ENSLBEP00000003344	ENSLBEG00000002584	Labrus_bergylta
ENSMAMP00000017235	ENSMAMG00000011666	Mastacembelus_armatus
ENSMALP00000023481	ENSMALG00000016368	Monopterus_albus
ENSATEP00000023041	ENSATEG00000015970	Anabas_testudineus
ENSPMGP00000006996	ENSPMGG00000005834	Periophthalmus_magnuspinnatus
ENSGWIP00000022287	ENSGWIG00000011959	Gouania_willdenowi
ENSHCOP00000019630	ENSHCOG00000005114	Hippocampus_comes
ENSGMOP00000011215	ENSGMOG00000010477	Gadus_morhua
ENSHHUP00000061487	ENSHHUG00000036436	Hucho_hucho
ENSHHUP00000083315	ENSHHUG00000048359	Hucho_hucho
ENSELUP00000000870	ENSELUG00000002423	Esox_lucius
ENSDCDP00000042891	ENSDCDG00000027531	Denticeps_clupeoides
ENSCHAP00000048359	ENSCHAG00000022273	Clupea_harengus
ENSAMXP00000036859	ENSAMXG00000042549	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005045044	ENSAMXG00005020884	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000020007	ENSPNAG00000026733	Pygocentrus_nattereri
ENSIPUP00000030277	ENSIPUG00000020456	Ictalurus_punctatus
ENSEEEP00000039178	ENSEEEG00000018617	Electrophorus_electricus
ENSDARP00000003013	ENSDARG00000006859	Danio_rerio
ENSPKIP00000029440	ENSPKIG00000010673	Paramormyrops_kingsleyae
ENSSFOP00015033487	ENSSFOG00015021363	Scleropages_formosus
ENSAPLP00000017753	ENSAPLG00000029636	Anas_platyrhynchos_platyrhynchos
ENSABRP00000010253	ENSABRG00000009208	Anser_brachyrhynchus
ENSMGAP00000000140	ENSMGAG00000000756	Meleagris_gallopavo
ENSLCOP00000010088	ENSLCOG00000007325	Lepidothrix_coronata
ENSMVIP00005027692	ENSMVIG00005019294	Manacus_vitellinus
ENSFALP00000001240	ENSFALG00000001192	Ficedula_albicollis
ENSLSDP00000009965	ENSLSDG00000007350	Lonchura_striata_domestica
ENSCPUP00000009374	ENSCPUG00000006678	Calidris_pugnax
ENSCJPP00005019065	ENSCJPG00005015483	Coturnix_japonica
ENSNMEP00000003054	ENSNMEG00000003624	Numida_meleagris
ENSPMJP00000008906	ENSPMJG00000007190	Parus_major
ENSCCEP00000013584	ENSCCEG00000013050	Cyanistes_caeruleus
ENSCPGP00000003357	ENSCPGG00000002453	Calidris_pygmaea
ENSARWP00000003204	ENSARWG00000002393	Apteryx_rowi
ENSAOWP00000022981	ENSAOWG00000015508	Apteryx_owenii
ENSNPEP00000007199	ENSNPEG00000005395	Nothoprocta_perdicaria
ENSDNVP00000001318	ENSDNVG00000000962	Dromaius_novaehollandiae
ENSJHYP00000005646	ENSJHYG00000004593	Junco_hyemalis
ENSAHAP00000006840	ENSAHAG00000005158	Apteryx_haastii
ENSOANP00000031283	ENSOANG00000031450	Ornithorhynchus_anatinus
ENSCVAP00000005644	ENSCVAG00000007059	Cyprinodon_variegatus
ENSTGUP00000000827	ENSTGUG00000000810	Taeniopygia_guttata
ENSCMIP00000042179	ENSCMIG00000017526	Callorhinchus_milii
