FBpp0290840	FBgn0035374	Drosophila_melanogaster	FBtr0301626
Y39B6A.39a.1	WBGene00012697	Caenorhabditis_elegans_strain_N2	Y39B6A.39a.1
ENSPMAP00000000515	ENSPMAG00000000467	Petromyzon_marinus	ENSPMAT00000000516
ENSEBUP00000010644	ENSEBUG00000006842	Eptatretus_burgeri	ENSEBUT00000011195
ENSLAFP00000008778	ENSLAFG00000010490	Loxodonta_africana
ENSSTOP00000010710	ENSSTOG00000011940	Ictidomys_tridecemlineatus
ENSCCNP00000023851	ENSCCNG00000023404	Castor_canadensis
ENSCCNP00000016356	ENSCCNG00000016653	Castor_canadensis
ENSPEMP00000003735	ENSPEMG00000005515	Peromyscus_maniculatus_bairdii
ENSMOCP00000001206	ENSMOCG00000000925	Microtus_ochrogaster
ENSCGRP00000008163	ENSCGRG00000005952	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001020495	ENSCGRG00001019645	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015004385	ENSCGRG00015003454	Cricetulus_griseus_CriGri-PICR
MGP_SPRETEiJ_P0080173	MGP_SPRETEiJ_G0030119	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000048348	ENSMUSG00000040112	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000015866	ENSMSIG00000013626	Mus_spicilegus
MGP_CAROLIEiJ_P0076904	MGP_CAROLIEiJ_G0029064	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0053247	MGP_PahariEiJ_G0022825	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000002520	ENSRNOG00000001842	Rattus_norvegicus
ENSMUGP00000012049	ENSMUGG00000010530	Meriones_unguiculatus
ENSNGAP00000000206	ENSNGAG00000000169	Nannospalax_galili
ENSJJAP00000005770	ENSJJAG00000010633	Jaculus_jaculus
ENSDORP00000003263	ENSDORG00000003486	Dipodomys_ordii
ENSOCUP00000013936	ENSOCUG00000016214	Oryctolagus_cuniculus
ENSOPRP00000007232	ENSOPRG00000007903	Ochotona_princeps
ENSEEUP00000007484	ENSEEUG00000008229	Erinaceus_europaeus
ENSPCIP00000010162	ENSPCIG00000008273	Phascolarctos_cinereus
ENSPCIP00000021756	ENSPCIG00000016492	Phascolarctos_cinereus
ENSVURP00010006539	ENSVURG00010005073	Vombatus_ursinus
ENSMEUP00000015071	ENSMEUG00000016486	Notamacropus_eugenii
ENSSHAP00000011037	ENSSHAG00000009507	Sarcophilus_harrisii
ENSMODP00000018032	ENSMODG00000014424	Monodelphis_domestica
ENSOANP00000016646	ENSOANG00000010504	Ornithorhynchus_anatinus
ENSARWP00000009897	ENSARWG00000006889	Apteryx_rowi
ENSAOWP00000016906	ENSAOWG00000011546	Apteryx_owenii
ENSAHAP00000028081	ENSAHAG00000019509	Apteryx_haastii
ENSDNVP00000005659	ENSDNVG00000004070	Dromaius_novaehollandiae
ENSNPEP00000000495	ENSNPEG00000000107	Nothoprocta_perdicaria
ENSCPGP00000028166	ENSCPGG00000019390	Calidris_pygmaea
ENSCPUP00000004266	ENSCPUG00000003177	Calidris_pugnax
ENSMUNP00000020429	ENSMUNG00000015547	Melopsittacus_undulatus
ENSTGUP00000013066	ENSTGUG00000012692	Taeniopygia_guttata
ENSLSDP00000025476	ENSLSDG00000017807	Lonchura_striata_domestica
ENSSCAP00000014229	ENSSCAG00000010464	Serinus_canaria
ENSJHYP00000010494	ENSJHYG00000008236	Junco_hyemalis
ENSZALP00000018825	ENSZALG00000015036	Zonotrichia_albicollis
ENSTGUP00000015580	ENSTGUG00000015239	Taeniopygia_guttata
ENSPMJP00000001430	ENSPMJG00000001174	Parus_major
ENSCCEP00000021133	ENSCCEG00000019170	Cyanistes_caeruleus
ENSMVIP00005027632	ENSMVIG00005019255	Manacus_vitellinus
ENSLCOP00000018209	ENSLCOG00000012872	Lepidothrix_coronata
ENSFALP00000004814	ENSFALG00000004625	Ficedula_albicollis
ENSAPLP00000013203	ENSAPLG00000013383	Anas_platyrhynchos_platyrhynchos
ENSABRP00000026870	ENSABRG00000022420	Anser_brachyrhynchus
ENSMGAP00000014667	ENSMGAG00000013862	Meleagris_gallopavo
ENSGALP00000048745	ENSGALG00000036730	Gallus_gallus
ENSCJPP00005020067	ENSCJPG00005016212	Coturnix_japonica
ENSNMEP00000002754	ENSNMEG00000003384	Numida_meleagris
ENSCPRP00005001778	ENSCPRG00005001312	Crocodylus_porosus
ENSGAGP00000024037	ENSGAGG00000017587	Gopherus_agassizii
ENSCABP00000020335	ENSCABG00000015007	Chelonoidis_abingdonii
ENSCPBP00000000769	ENSCPBG00000000621	Chrysemys_picta_bellii
ENSPSIP00000006890	ENSPSIG00000006351	Pelodiscus_sinensis
ENSPVIP00000025184	ENSPVIG00000018915	Pogona_vitticeps
ENSACAP00000004154	ENSACAG00000004291	Anolis_carolinensis
ENSNSUP00000008314	ENSNSUG00000006449	Notechis_scutatus
ENSACAP00000002363	ENSACAG00000002470	Anolis_carolinensis
ENSSMRP00000010203	ENSSMRG00000008094	Salvator_merianae
ENSSPUP00000024215	ENSSPUG00000018562	Sphenodon_punctatus
ENSLACP00000006488	ENSLACG00000005753	Latimeria_chalumnae	ENSLACT00000006541
ENSDCDP00000052470	ENSDCDG00000031647	Denticeps_clupeoides	ENSDCDT00000064275
ENSCHAP00000021088	ENSCHAG00000010666	Clupea_harengus	ENSCHAT00000023051
ENSAMXP00005002049	ENSAMXG00005001131	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000015574	ENSAMXG00000015124	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000015574
ENSPNAP00000034903	ENSPNAG00000024495	Pygocentrus_nattereri
ENSEEEP00000037401	ENSEEEG00000017781	Electrophorus_electricus
ENSIPUP00000016934	ENSIPUG00000011432	Ictalurus_punctatus
ENSDARP00000056120	ENSDARG00000038456	Danio_rerio
ENSTRUP00000042134	ENSTRUG00000016486	Takifugu_rubripes
ENSTNIP00000006000	ENSTNIG00000003413	Tetraodon_nigroviridis
ENSMMOP00000001216	ENSMMOG00000001035	Mola_mola
ENSCSEP00000014410	ENSCSEG00000009276	Cynoglossus_semilaevis
ENSPMGP00000007062	ENSPMGG00000005809	Periophthalmus_magnuspinnatus
ENSCGOP00000051412	ENSCGOG00000022745	Cottoperca_gobio
ENSGACP00000004928	ENSGACG00000003757	Gasterosteus_aculeatus
ENSLBEP00000029925	ENSLBEG00000022639	Labrus_bergylta
ENSLCRP00005027759	ENSLCRG00005011036	Larimichthys_crocea
ENSMAMP00000034442	ENSMAMG00000023147	Mastacembelus_armatus
ENSMALP00000019721	ENSMALG00000013767	Monopterus_albus
ENSATEP00000028474	ENSATEG00000019646	Anabas_testudineus
ENSBSLP00000055726	ENSBSLG00000026045	Betta_splendens
ENSSLDP00000030982	ENSSLDG00000023837	Seriola_lalandi_dorsalis
ENSSDUP00000032504	ENSSDUG00000023352	Seriola_dumerili
ENSLCAP00010016704	ENSLCAG00010007936	Lates_calcarifer
ENSSMAP00000011155	ENSSMAG00000006888	Scophthalmus_maximus
ENSXMAP00000034870	ENSXMAG00000023627	Xiphophorus_maculatus
ENSXCOP00000028009	ENSXCOG00000020893	Xiphophorus_couchianus
ENSGAFP00000005637	ENSGAFG00000003842	Gambusia_affinis
ENSPFOP00000012214	ENSPFOG00000012166	Poecilia_formosa
ENSPLAP00000004316	ENSPLAG00000005985	Poecilia_latipinna
ENSPMEP00000029751	ENSPMEG00000015699	Poecilia_mexicana
ENSPREP00000028526	ENSPREG00000019306	Poecilia_reticulata
ENSFHEP00000001717	ENSFHEG00000002470	Fundulus_heteroclitus
ENSCVAP00000025232	ENSCVAG00000000647	Cyprinodon_variegatus
ENSKMAP00000022950	ENSKMAG00000017026	Kryptolebias_marmoratus
ENSORLP00020018888	ENSORLG00020019856	Oryzias_latipes_ASM223471v1
ENSORLP00000030044	ENSORLG00000024981	Oryzias_latipes_ASM223467v1
ENSORLP00015011948	ENSORLG00015012791	Oryzias_latipes_ASM223469v1
ENSOMEP00000006680	ENSOMEG00000007741	Oryzias_melastigma
ENSGWIP00000031594	ENSGWIG00000016326	Gouania_willdenowi
ENSPRNP00000013672	ENSPRNG00000007478	Parambassis_ranga
ENSMZEP00005013461	ENSMZEG00005010120	Maylandia_zebra
ENSACLP00000039090	ENSACLG00000026388	Astatotilapia_calliptera
ENSHBUP00000012922	ENSHBUG00000014651	Haplochromis_burtoni
ENSPNYP00000009600	ENSPNYG00000007276	Pundamilia_nyererei
ENSNBRP00000024564	ENSNBRG00000018774	Neolamprologus_brichardi
ENSONIP00000011101	ENSONIG00000008827	Oreochromis_niloticus
ENSACIP00000024208	ENSACIG00000018701	Amphilophus_citrinellus
ENSAPEP00000009769	ENSAPEG00000007022	Amphiprion_percula
ENSAOCP00000021681	ENSAOCG00000006741	Amphiprion_ocellaris
ENSAPOP00000025313	ENSAPOG00000008300	Acanthochromis_polyacanthus
ENSSPAP00000016724	ENSSPAG00000012617	Stegastes_partitus
ENSHCOP00000019354	ENSHCOG00000004614	Hippocampus_comes
ENSGMOP00000004998	ENSGMOG00000004718	Gadus_morhua
ENSHHUP00000008923	ENSHHUG00000005430	Hucho_hucho
ENSHHUP00000041018	ENSHHUG00000025345	Hucho_hucho
ENSELUP00000007214	ENSELUG00000008083	Esox_lucius
ENSSFOP00015003751	ENSSFOG00015002462	Scleropages_formosus
ENSPKIP00000024035	ENSPKIG00000007441	Paramormyrops_kingsleyae
ENSLOCP00000020621	ENSLOCG00000016692	Lepisosteus_oculatus
ENSECRP00000000701	ENSECRG00000000436	Erpetoichthys_calabaricus
ENSXETP00000045514	ENSXETG00000019271	Xenopus_tropicalis	ENSXETT00000046843
ENSCMIP00000020735	ENSCMIG00000009532	Callorhinchus_milii
ENSCINP00000011874	ENSCING00000005753	Ciona_intestinalis
ENSCSAVP00000015951	ENSCSAVG00000009395	Ciona_savignyi
YDR175C_mRNA	YDR175C	Saccharomyces_cerevisiae_strain_S288C
