ENSPKIP00000041828	ENSPKIG00000018224	Paramormyrops_kingsleyae	ENSPKIT00000022870
ENSSFOP00015020390	ENSSFOG00015013121	Scleropages_formosus	ENSSFOT00015020622
ENSHHUP00000085440	ENSHHUG00000049471	Hucho_hucho
MGP_SPRETEiJ_P0034042	MGP_SPRETEiJ_G0018691	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000029433	ENSMSIG00000024679	Mus_spicilegus
MGP_CAROLIEiJ_P0032531	MGP_CAROLIEiJ_G0017844	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0082645	MGP_PahariEiJ_G0029602	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000035818	ENSRNOG00000022622	Rattus_norvegicus
ENSNGAP00000008600	ENSNGAG00000011516	Nannospalax_galili
ENSJJAP00000021927	ENSJJAG00000022132	Jaculus_jaculus
ENSCAPP00000008038	ENSCAPG00000009826	Cavia_aperea
ENSOCUP00000018457	ENSOCUG00000014287	Oryctolagus_cuniculus
ENSOPRP00000010708	ENSOPRG00000011735	Ochotona_princeps
ENSTSYP00000029346	ENSTSYG00000037252	Carlito_syrichta
ENSMLUP00000002152	ENSMLUG00000002362	Myotis_lucifugus
ENSPPRP00000024214	ENSPPRG00000014442	Panthera_pardus
ENSEEUP00000012061	ENSEEUG00000013214	Erinaceus_europaeus
ENSMICP00000022655	ENSMICG00000017681	Microcebus_murinus
ENSTSYP00000034549	ENSTSYG00000001051	Carlito_syrichta
ENSDNOP00000032258	ENSDNOG00000033344	Dasypus_novemcinctus
ENSCSAP00000012936	ENSCSAG00000016887	Chlorocebus_sabaeus
ENSCSAP00000010258	ENSCSAG00000014147	Chlorocebus_sabaeus
ENSMMUP00000041529	ENSMMUG00000013612	Macaca_mulatta
ENSPPAP00000034689	ENSPPAG00000040166	Pan_paniscus
ENSPPYP00000006680	ENSPPYG00000005878	Pongo_abelii
ENSPTRP00000076854	ENSPTRG00000006416	Pan_troglodytes
ENSP00000346959	ENSG00000139974	Homo_sapiens
ENSGGOP00000006695	ENSGGOG00000006839	Gorilla_gorilla
ENSNLEP00000032603	ENSNLEG00000013812	Nomascus_leucogenys
ENSPTEP00000000571	ENSPTEG00000000673	Piliocolobus_tephrosceles
ENSTGEP00000018651	ENSTGEG00000015028	Theropithecus_gelada
ENSMNEP00000005921	ENSMNEG00000026308	Macaca_nemestrina
ENSRBIP00000040585	ENSRBIG00000043703	Rhinopithecus_bieti
ENSMLEP00000010634	ENSMLEG00000029505	Mandrillus_leucophaeus
ENSPANP00000017046	ENSPANG00000021510	Papio_anubis
ENSMFAP00000003914	ENSMFAG00000001648	Macaca_fascicularis
ENSCATP00000026142	ENSCATG00000036489	Cercocebus_atys
ENSRROP00000030904	ENSRROG00000039161	Rhinopithecus_roxellana
ENSCANP00000037673	ENSCANG00000042512	Colobus_angolensis_palliatus
ENSCJAP00000053689	ENSCJAG00000019161	Callithrix_jacchus
ENSSBOP00000000512	ENSSBOG00000002115	Saimiri_boliviensis_boliviensis
ENSANAP00000027049	ENSANAG00000031324	Aotus_nancymaae
ENSCCAP00000034655	ENSCCAG00000035278	Cebus_capucinus_imitator
ENSOGAP00000014407	ENSOGAG00000016089	Otolemur_garnettii
ENSSTOP00000015507	ENSSTOG00000022614	Ictidomys_tridecemlineatus
ENSUPAP00010011149	ENSUPAG00010009036	Urocitellus_parryii
ENSSDAP00000023344	ENSSDAG00000021254	Spermophilus_dauricus
ENSMMMP00000023482	ENSMMMG00000020558	Marmota_marmota_marmota
ENSDORP00000027519	ENSDORG00000015558	Dipodomys_ordii
ENSHGLP00100003289	ENSHGLG00100002509	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000024862	ENSHGLG00000017725	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000002951	ENSFDAG00000012519	Fukomys_damarensis
ENSCLAP00000016174	ENSCLAG00000011126	Chinchilla_lanigera
ENSCPOP00000012970	ENSCPOG00000014399	Cavia_porcellus
ENSODEP00000018902	ENSODEG00000013938	Octodon_degus
ENSPSMP00000037448	ENSPSMG00000025739	Prolemur_simus
ENSPCOP00000025407	ENSPCOG00000024923	Propithecus_coquereli
ENSCCNP00000029429	ENSCCNG00000028214	Castor_canadensis
ENSTBEP00000004972	ENSTBEG00000005762	Tupaia_belangeri
ENSSARP00000011241	ENSSARG00000012439	Sorex_araneus
ENSPVAP00000014438	ENSPVAG00000015313	Pteropus_vampyrus
ENSTTRP00000013129	ENSTTRG00000013842	Tursiops_truncatus
ENSSSCP00000058247	ENSSSCG00000005092	Sus_scrofa_strain_reference
ENSUAMP00000030345	ENSUAMG00000023289	Ursus_americanus
ENSUMAP00000018693	ENSUMAG00000013729	Ursus_maritimus
ENSAMEP00000003165	ENSAMEG00000002985	Ailuropoda_melanoleuca
ENSNVIP00000008229	ENSNVIG00000006495	Neovison_vison
ENSMPUP00000006387	ENSMPUG00000006442	Mustela_putorius_furo
ENSCAFP00020009857	ENSCAFG00020008004	Canis_lupus_dingo
ENSCAFP00000023011	ENSCAFG00000015656	Canis_lupus_familiaris
ENSVVUP00000041392	ENSVVUG00000029451	Vulpes_vulpes
ENSPPRP00000025824	ENSPPRG00000016227	Panthera_pardus
ENSPTIP00000004141	ENSPTIG00000006711	Panthera_tigris_altaica
ENSFCAP00000006333	ENSFCAG00000006821	Felis_catus
ENSOARP00000022714	ENSOARG00000021133	Ovis_aries
ENSCHIP00000022097	ENSCHIG00000020159	Capra_hircus
ENSBIXP00000040214	ENSBIXG00000004878	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005003250	ENSBIXG00005009423	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000010428	ENSBTAG00000007931	Bos_taurus
ENSBMUP00000033889	ENSBMUG00000025252	Bos_mutus
ENSBBBP00000012978	ENSBBBG00000020645	Bison_bison_bison
ENSVPAP00000002213	ENSVPAG00000002393	Vicugna_pacos
ENSECAP00000004204	ENSECAG00000005163	Equus_caballus
ENSEASP00005023718	ENSEASG00005016121	Equus_asinus_asinus
ENSCHOP00000009249	ENSCHOG00000010452	Choloepus_hoffmanni
ENSPCAP00000006235	ENSPCAG00000006654	Procavia_capensis
ENSETEP00000013930	ENSETEG00000017165	Echinops_telfairi
ENSLAFP00000003019	ENSLAFG00000003617	Loxodonta_africana
ENSVURP00010023702	ENSVURG00010018165	Vombatus_ursinus
ENSPCIP00000003936	ENSPCIG00000003086	Phascolarctos_cinereus
ENSMEUP00000007559	ENSMEUG00000008274	Notamacropus_eugenii
ENSSHAP00000004099	ENSSHAG00000003614	Sarcophilus_harrisii
ENSMODP00000032394	ENSMODG00000008682	Monodelphis_domestica
ENSOANP00000014469	ENSOANG00000009089	Ornithorhynchus_anatinus
ENSCCEP00000013833	ENSCCEG00000013238	Cyanistes_caeruleus
ENSPMJP00000002457	ENSPMJG00000002063	Parus_major
ENSFALP00000003566	ENSFALG00000003424	Ficedula_albicollis
ENSTGUP00000013373	ENSTGUG00000012985	Taeniopygia_guttata
ENSTGUP00000014897	ENSTGUG00000014518	Taeniopygia_guttata
ENSLSDP00000018225	ENSLSDG00000013016	Lonchura_striata_domestica
ENSSCAP00000007714	ENSSCAG00000005924	Serinus_canaria
ENSJHYP00000018627	ENSJHYG00000014170	Junco_hyemalis
ENSZALP00000006312	ENSZALG00000005774	Zonotrichia_albicollis
ENSLCOP00000007539	ENSLCOG00000005548	Lepidothrix_coronata
ENSMVIP00005012874	ENSMVIG00005009348	Manacus_vitellinus
ENSMUNP00000002885	ENSMUNG00000002522	Melopsittacus_undulatus
ENSCPGP00000026872	ENSCPGG00000018523	Calidris_pygmaea
ENSCPUP00000001409	ENSCPUG00000001080	Calidris_pugnax
ENSGALP00000019383	ENSGALG00000011893	Gallus_gallus
ENSMGAP00000014336	ENSMGAG00000013563	Meleagris_gallopavo
ENSCJPP00005005756	ENSCJPG00005005453	Coturnix_japonica
ENSNMEP00000019699	ENSNMEG00000016970	Numida_meleagris
ENSAPLP00000007442	ENSAPLG00000007812	Anas_platyrhynchos_platyrhynchos
ENSABRP00000015673	ENSABRG00000013741	Anser_brachyrhynchus
ENSNPEP00000016532	ENSNPEG00000012311	Nothoprocta_perdicaria
ENSNPEP00000016535	ENSNPEG00000012312	Nothoprocta_perdicaria
ENSARWP00000016632	ENSARWG00000011464	Apteryx_rowi
ENSAOWP00000019577	ENSAOWG00000013295	Apteryx_owenii
ENSAHAP00000007376	ENSAHAG00000005533	Apteryx_haastii
ENSDNVP00000022821	ENSDNVG00000015872	Dromaius_novaehollandiae
ENSAPLP00000029646	ENSAPLG00000030096	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005026013	ENSCPRG00005018056	Crocodylus_porosus
ENSGAGP00000032915	ENSGAGG00000023508	Gopherus_agassizii
ENSCABP00000022102	ENSCABG00000016283	Chelonoidis_abingdonii
ENSCPBP00000031837	ENSCPBG00000022360	Chrysemys_picta_bellii
ENSPSIP00000015747	ENSPSIG00000014067	Pelodiscus_sinensis
ENSPVIP00000028553	ENSPVIG00000021142	Pogona_vitticeps
ENSACAP00000006372	ENSACAG00000006516	Anolis_carolinensis
ENSNSUP00000026619	ENSNSUG00000019102	Notechis_scutatus
ENSSMRP00000016009	ENSSMRG00000012449	Salvator_merianae
ENSSPUP00000013169	ENSSPUG00000010125	Sphenodon_punctatus
ENSXETP00000042818	ENSXETG00000010474	Xenopus_tropicalis
ENSECRP00000023685	ENSECRG00000016045	Erpetoichthys_calabaricus
ENSCMIP00000006627	ENSCMIG00000003741	Callorhinchus_milii
ENSPMAP00000010423	ENSPMAG00000009474	Petromyzon_marinus
ENSCSAVP00000014965	ENSCSAVG00000008767	Ciona_savignyi
ENSCINP00000004024	ENSCING00000001991	Ciona_intestinalis
ENSCINP00000016779	ENSCING00000008212	Ciona_intestinalis
