ENSMSIP00000014920	ENSMSIG00000012834	Mus_spicilegus
ENSCGOP00000000993	ENSCGOG00000000628	Cottoperca_gobio
ENSCLAP00000020385	ENSCLAG00000013966	Chinchilla_lanigera
ENSCATP00000040770	ENSCATG00000042983	Cercocebus_atys
ENSHGLP00000003516	ENSHGLG00000002595	Heterocephalus_glaber_HetGla_female_1.0
ENSXMAP00000036929	ENSXMAG00000024084	Xiphophorus_maculatus
ENSMZEP00005004144	ENSMZEG00005003214	Maylandia_zebra
ENSSPUP00000006637	ENSSPUG00000005107	Sphenodon_punctatus
ENSPVIP00000023754	ENSPVIG00000017940	Pogona_vitticeps
ENSSBOP00000033795	ENSSBOG00000033063	Saimiri_boliviensis_boliviensis
ENSUAMP00000015950	ENSUAMG00000012736	Ursus_americanus
ENSNPEP00000019224	ENSNPEG00000014328	Nothoprocta_perdicaria
ENSEEEP00000012604	ENSEEEG00000006324	Electrophorus_electricus	ENSEEET00000012751
ENSACIP00000020449	ENSACIG00000015863	Amphilophus_citrinellus
ENSPTIP00000006691	ENSPTIG00000008545	Panthera_tigris_altaica
ENSNVIP00000020667	ENSNVIG00000016185	Neovison_vison
ENSTGUP00000015717	ENSTGUG00000015375	Taeniopygia_guttata
ENSVVUP00000016781	ENSVVUG00000012357	Vulpes_vulpes
ENSTRUP00000007104	ENSTRUG00000003041	Takifugu_rubripes
MGP_PahariEiJ_P0055607	MGP_PahariEiJ_G0023562	Mus_pahari_strain_PAHARI_EIJ
ENSACAP00000008760	ENSACAG00000008953	Anolis_carolinensis
ENSBTAP00000067589	ENSBTAG00000000179	Bos_taurus
ENSGAFP00000014609	ENSGAFG00000009886	Gambusia_affinis
ENSTGEP00000007646	ENSTGEG00000006262	Theropithecus_gelada
ENSMPUP00000015791	ENSMPUG00000015897	Mustela_putorius_furo
ENSUPAP00010017508	ENSUPAG00010013939	Urocitellus_parryii
ENSSMRP00000021795	ENSSMRG00000016958	Salvator_merianae
ENSSMAP00000013072	ENSSMAG00000008045	Scophthalmus_maximus
ENSCAFP00000063216	ENSCAFG00000019614	Canis_lupus_familiaris
ENSDNOP00000002865	ENSDNOG00000003721	Dasypus_novemcinctus
ENSMAUP00000022616	ENSMAUG00000019998	Mesocricetus_auratus
ENSLSDP00000001314	ENSLSDG00000001036	Lonchura_striata_domestica
ENSRROP00000025854	ENSRROG00000036663	Rhinopithecus_roxellana
ENSCSEP00000011860	ENSCSEG00000007648	Cynoglossus_semilaevis
ENSMMUP00000042295	ENSMMUG00000000842	Macaca_mulatta
ENSSFOP00015022381	ENSSFOG00015014394	Scleropages_formosus
ENSLCRP00005024673	ENSLCRG00005009908	Larimichthys_crocea
ENSMALP00000025625	ENSMALG00000017818	Monopterus_albus
ENSPPRP00000021624	ENSPPRG00000012389	Panthera_pardus
ENSMLEP00000012859	ENSMLEG00000030591	Mandrillus_leucophaeus
ENSTSYP00000026606	ENSTSYG00000036934	Carlito_syrichta
ENSOANP00000031410	ENSOANG00000030625	Ornithorhynchus_anatinus
ENSPPYP00000007851	ENSPPYG00000006933	Pongo_abelii
ENSSSCP00000008544	ENSSSCG00000008000	Sus_scrofa_strain_reference
ENSMEUP00000014663	ENSMEUG00000016049	Notamacropus_eugenii
ENSSPAP00000016839	ENSSPAG00000012708	Stegastes_partitus
ENSMICP00000049868	ENSMICG00000017561	Microcebus_murinus
ENSNBRP00000008288	ENSNBRG00000006457	Neolamprologus_brichardi
ENSCGRP00000024843	ENSCGRG00000017995	Cricetulus_griseus_CriGri_1.0
ENSPCAP00000002112	ENSPCAG00000002258	Procavia_capensis
ENSNSUP00000021450	ENSNSUG00000015580	Notechis_scutatus
ENSPNAP00000028199	ENSPNAG00000013806	Pygocentrus_nattereri
ENSBIXP00005044090	ENSBIXG00005004794	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSOARP00000015303	ENSOARG00000014254	Ovis_aries
ENSGAGP00000005140	ENSGAGG00000004181	Gopherus_agassizii
ENSBMUP00000031769	ENSBMUG00000023698	Bos_mutus
ENSARWP00000025434	ENSARWG00000017277	Apteryx_rowi
ENSCHAP00000057977	ENSCHAG00000026156	Clupea_harengus
MGP_SPRETEiJ_P0045213	MGP_SPRETEiJ_G0022155	Mus_spretus_strain_SPRET/EiJ
ENSCABP00000028471	ENSCABG00000020923	Chelonoidis_abingdonii
ENSABRP00000016240	ENSABRG00000014233	Anser_brachyrhynchus
ENSMFAP00000035018	ENSMFAG00000003961	Macaca_fascicularis
ENSAMEP00000007853	ENSAMEG00000007461	Ailuropoda_melanoleuca
ENSMMOP00000016505	ENSMMOG00000012569	Mola_mola
ENSPRNP00000015526	ENSPRNG00000008340	Parambassis_ranga
ENSAPOP00000018857	ENSAPOG00000022221	Acanthochromis_polyacanthus
ENSHCOP00000027851	ENSHCOG00000020005	Hippocampus_comes
ENSFALP00000003345	ENSFALG00000003211	Ficedula_albicollis
ENSATEP00000004263	ENSATEG00000002984	Anabas_testudineus
ENSDNVP00000019111	ENSDNVG00000013376	Dromaius_novaehollandiae
ENSCGRP00001012997	ENSCGRG00001014253	Cricetulus_griseus_CHOK1GS_HDv1
ENSACLP00000020151	ENSACLG00000013692	Astatotilapia_calliptera
ENSCPRP00005021513	ENSCPRG00005014953	Crocodylus_porosus
ENSSARP00000010091	ENSSARG00000011187	Sorex_araneus
ENSZALP00000004896	ENSZALG00000004588	Zonotrichia_albicollis
ENSHCOP00000018087	ENSHCOG00000002390	Hippocampus_comes
ENSPMAP00000001726	ENSPMAG00000001563	Petromyzon_marinus
ENSHGLP00100019395	ENSHGLG00100014303	Heterocephalus_glaber_HetGla_1.0
ENSPMEP00000001938	ENSPMEG00000002910	Poecilia_mexicana
ENSAPEP00000001757	ENSAPEG00000001316	Amphiprion_percula
ENSCGRP00015023248	ENSCGRG00015017680	Cricetulus_griseus_CriGri-PICR
ENSAOCP00000030802	ENSAOCG00000021975	Amphiprion_ocellaris
ENSCPGP00000001036	ENSCPGG00000000819	Calidris_pygmaea
ENSFDAP00000004105	ENSFDAG00000013398	Fukomys_damarensis
ENSPMGP00000018297	ENSPMGG00000014950	Periophthalmus_magnuspinnatus
ENSORLP00000028227	ENSORLG00000013009	Oryzias_latipes_ASM223467v1
ENSCPUP00000017660	ENSCPUG00000012165	Calidris_pugnax
ENSGMOP00000011507	ENSGMOG00000010756	Gadus_morhua
ENSSDUP00000002347	ENSSDUG00000001829	Seriola_dumerili
ENSORLP00020009486	ENSORLG00020010382	Oryzias_latipes_ASM223471v1
ENSXCOP00000024014	ENSXCOG00000017930	Xiphophorus_couchianus
ENSPKIP00000000085	ENSPKIG00000018890	Paramormyrops_kingsleyae
ENSPFOP00000007912	ENSPFOG00000007946	Poecilia_formosa
ENSUMAP00000029177	ENSUMAG00000021174	Ursus_maritimus
ENSPLAP00000025151	ENSPLAG00000011925	Poecilia_latipinna
ENSBSLP00000021553	ENSBSLG00000011097	Betta_splendens
ENSLOCP00000006860	ENSLOCG00000005682	Lepisosteus_oculatus
ENSJHYP00000005130	ENSJHYG00000004202	Junco_hyemalis
ENSCPBP00000029950	ENSCPBG00000021101	Chrysemys_picta_bellii
ENSPPAP00000023236	ENSPPAG00000034797	Pan_paniscus
ENSCJAP00000022462	ENSCJAG00000012253	Callithrix_jacchus
ENSMOCP00000014638	ENSMOCG00000014082	Microtus_ochrogaster
ENSPSIP00000015664	ENSPSIG00000013945	Pelodiscus_sinensis
ENSCSAP00000008307	ENSCSAG00000012121	Chlorocebus_sabaeus
ENSVURP00010020044	ENSVURG00010015345	Vombatus_ursinus
ENSHHUP00000073611	ENSHHUG00000043196	Hucho_hucho
ENSBBBP00000026093	ENSBBBG00000005767	Bison_bison_bison
ENSSDAP00000020403	ENSSDAG00000018587	Spermophilus_dauricus
ENSNSUP00000021449	ENSNSUG00000015579	Notechis_scutatus
ENSAPLP00000012083	ENSAPLG00000012316	Anas_platyrhynchos_platyrhynchos
ENSCSEP00000028919	ENSCSEG00000018512	Cynoglossus_semilaevis
ENSCPOP00000030672	ENSCPOG00000034604	Cavia_porcellus
ENSTNIP00000005214	ENSTNIG00000002660	Tetraodon_nigroviridis
ENSEBUP00000013901	ENSEBUG00000008767	Eptatretus_burgeri
ENSXETP00000023292	ENSXETG00000005215	Xenopus_tropicalis
ENSSTOP00000003835	ENSSTOG00000004276	Ictidomys_tridecemlineatus
ENSMUGP00000017861	ENSMUGG00000015166	Meriones_unguiculatus
ENSOMEP00000019595	ENSOMEG00000021426	Oryzias_melastigma
ENSCABP00000028470	ENSCABG00000020921	Chelonoidis_abingdonii
ENSCAFP00020010986	ENSCAFG00020008891	Canis_lupus_dingo
ENSPMJP00000023888	ENSPMJG00000017601	Parus_major
ENSAMXP00000020391	ENSAMXG00000019802	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSLCOP00000017944	ENSLCOG00000012682	Lepidothrix_coronata
ENSFCAP00000009616	ENSFCAG00000010359	Felis_catus
ENSFHEP00000023626	ENSFHEG00000004736	Fundulus_heteroclitus
