ENSPMAP00000006624	ENSPMAG00000005996	Petromyzon_marinus	ENSPMAT00000006654
ENSEBUP00000007546	ENSEBUG00000004905	Eptatretus_burgeri	ENSEBUT00000008032
ENSABRP00000020289	ENSABRG00000016957	Anser_brachyrhynchus
ENSRNOP00000008893	ENSRNOG00000006221	Rattus_norvegicus
ENSMUGP00000010239	ENSMUGG00000009043	Meriones_unguiculatus
ENSMOCP00000026869	ENSMOCG00000022540	Microtus_ochrogaster
ENSPEMP00000015092	ENSPEMG00000014697	Peromyscus_maniculatus_bairdii
ENSCGRP00015020358	ENSCGRG00015015530	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001024650	ENSCGRG00001022490	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000013148	ENSCGRG00000009565	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000019184	ENSMAUG00000017525	Mesocricetus_auratus
ENSNGAP00000025351	ENSNGAG00000023328	Nannospalax_galili
ENSODEP00000001071	ENSODEG00000000853	Octodon_degus
ENSOCUP00000007065	ENSOCUG00000008169	Oryctolagus_cuniculus
ENSOPRP00000013376	ENSOPRG00000014649	Ochotona_princeps
ENSTBEP00000008297	ENSTBEG00000009581	Tupaia_belangeri
ENSOANP00000000785	ENSOANG00000000489	Ornithorhynchus_anatinus
ENSXETP00000028494	ENSXETG00000008342	Xenopus_tropicalis
ENSLACP00000015907	ENSLACG00000014006	Latimeria_chalumnae
ENSCHAP00000051371	ENSCHAG00000023367	Clupea_harengus
ENSDCDP00000026463	ENSDCDG00000018430	Denticeps_clupeoides
ENSAMXP00005054075	ENSAMXG00005024191	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000038614	ENSAMXG00000018098	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000029081	ENSPNAG00000003352	Pygocentrus_nattereri
ENSEEEP00000012748	ENSEEEG00000005841	Electrophorus_electricus
ENSIPUP00000018763	ENSIPUG00000012649	Ictalurus_punctatus
ENSTRUP00000031292	ENSTRUG00000012359	Takifugu_rubripes
ENSTNIP00000015529	ENSTNIG00000012560	Tetraodon_nigroviridis
ENSCSEP00000029062	ENSCSEG00000018598	Cynoglossus_semilaevis
ENSPFOP00000006489	ENSPFOG00000006475	Poecilia_formosa
ENSPLAP00000006977	ENSPLAG00000009264	Poecilia_latipinna
ENSPMEP00000030605	ENSPMEG00000017188	Poecilia_mexicana
ENSPREP00000006714	ENSPREG00000004620	Poecilia_reticulata
ENSGAFP00000006485	ENSGAFG00000004381	Gambusia_affinis
ENSXMAP00000016449	ENSXMAG00000016399	Xiphophorus_maculatus
ENSXCOP00000017656	ENSXCOG00000013310	Xiphophorus_couchianus
ENSCVAP00000002817	ENSCVAG00000003999	Cyprinodon_variegatus
ENSFHEP00000024746	ENSFHEG00000006559	Fundulus_heteroclitus
ENSKMAP00000013117	ENSKMAG00000009812	Kryptolebias_marmoratus
ENSORLP00020013902	ENSORLG00020014896	Oryzias_latipes_ASM223471v1
ENSORLP00000016993	ENSORLG00000013554	Oryzias_latipes_ASM223467v1
ENSORLP00015007916	ENSORLG00015008768	Oryzias_latipes_ASM223469v1
ENSOMEP00000003554	ENSOMEG00000004466	Oryzias_melastigma
ENSGWIP00000001274	ENSGWIG00000000607	Gouania_willdenowi
ENSAOCP00000031082	ENSAOCG00000002690	Amphiprion_ocellaris
ENSAPEP00000026721	ENSAPEG00000018946	Amphiprion_percula
ENSAPOP00000030133	ENSAPOG00000016547	Acanthochromis_polyacanthus
ENSSPAP00000025309	ENSSPAG00000019100	Stegastes_partitus
ENSSMAP00000010440	ENSSMAG00000006421	Scophthalmus_maximus
ENSBSLP00000018212	ENSBSLG00000008644	Betta_splendens
ENSMAMP00000036032	ENSMAMG00000024186	Mastacembelus_armatus
ENSATEP00000029663	ENSATEG00000020450	Anabas_testudineus
ENSSDUP00000028348	ENSSDUG00000020453	Seriola_dumerili
ENSSLDP00000009229	ENSSLDG00000007295	Seriola_lalandi_dorsalis
ENSLCAP00010023709	ENSLCAG00010011079	Lates_calcarifer
ENSCGOP00000053992	ENSCGOG00000023478	Cottoperca_gobio
ENSGACP00000004543	ENSGACG00000003450	Gasterosteus_aculeatus
ENSLCRP00005017184	ENSLCRG00005006934	Larimichthys_crocea
ENSMALP00000015720	ENSMALG00000011018	Monopterus_albus
ENSMMOP00000015262	ENSMMOG00000011642	Mola_mola
ENSLBEP00000015066	ENSLBEG00000011704	Labrus_bergylta
ENSHBUP00000025502	ENSHBUG00000007609	Haplochromis_burtoni
ENSPNYP00000023138	ENSPNYG00000017442	Pundamilia_nyererei
ENSMZEP00005035128	ENSMZEG00005026259	Maylandia_zebra
ENSNBRP00000015372	ENSNBRG00000011885	Neolamprologus_brichardi
ENSONIP00000021366	ENSONIG00000016941	Oreochromis_niloticus
ENSACIP00000000077	ENSACIG00000000064	Amphilophus_citrinellus
ENSPRNP00000043079	ENSPRNG00000020489	Parambassis_ranga
ENSPMGP00000019145	ENSPMGG00000015565	Periophthalmus_magnuspinnatus
ENSHCOP00000023706	ENSHCOG00000012495	Hippocampus_comes
ENSGMOP00000010963	ENSGMOG00000010238	Gadus_morhua
ENSHHUP00000062538	ENSHHUG00000036941	Hucho_hucho
ENSHHUP00000020963	ENSHHUG00000013068	Hucho_hucho
ENSELUP00000039737	ENSELUG00000020016	Esox_lucius
ENSSFOP00015032383	ENSSFOG00015020666	Scleropages_formosus
ENSPKIP00000009641	ENSPKIG00000024656	Paramormyrops_kingsleyae
ENSSFOP00015026251	ENSSFOG00015016867	Scleropages_formosus	ENSSFOT00015026545
ENSPKIP00000005770	ENSPKIG00000022293	Paramormyrops_kingsleyae	ENSPKIT00000029780
ENSDARP00000075198	ENSDARG00000057987	Danio_rerio
ENSPNAP00000009564	ENSPNAG00000015103	Pygocentrus_nattereri
ENSCHAP00000054387	ENSCHAG00000024652	Clupea_harengus
ENSAPEP00000001108	ENSAPEG00000000785	Amphiprion_percula
ENSAOCP00000002148	ENSAOCG00000000224	Amphiprion_ocellaris
ENSAPOP00000005834	ENSAPOG00000007634	Acanthochromis_polyacanthus
ENSSPAP00000031020	ENSSPAG00000023260	Stegastes_partitus
ENSACLP00000025732	ENSACLG00000017463	Astatotilapia_calliptera
ENSMZEP00005015260	ENSMZEG00005011443	Maylandia_zebra
ENSPNYP00000019190	ENSPNYG00000014482	Pundamilia_nyererei
ENSHBUP00000029132	ENSHBUG00000013387	Haplochromis_burtoni
ENSNBRP00000028166	ENSNBRG00000021442	Neolamprologus_brichardi
ENSONIP00000025640	ENSONIG00000020345	Oreochromis_niloticus
ENSACIP00000012160	ENSACIG00000009459	Amphilophus_citrinellus
ENSXCOP00000023000	ENSXCOG00000017186	Xiphophorus_couchianus
ENSXMAP00000010515	ENSXMAG00000010468	Xiphophorus_maculatus
ENSGAFP00000030314	ENSGAFG00000020421	Gambusia_affinis
ENSPFOP00000011182	ENSPFOG00000010943	Poecilia_formosa
ENSPMEP00000010581	ENSPMEG00000012616	Poecilia_mexicana
ENSPLAP00000018344	ENSPLAG00000023013	Poecilia_latipinna
ENSPREP00000026705	ENSPREG00000018026	Poecilia_reticulata
ENSFHEP00000023831	ENSFHEG00000005137	Fundulus_heteroclitus
ENSCVAP00000011241	ENSCVAG00000013512	Cyprinodon_variegatus
ENSKMAP00000009539	ENSKMAG00000007127	Kryptolebias_marmoratus
ENSORLP00015025305	ENSORLG00015006405	Oryzias_latipes_ASM223469v1
ENSORLP00000009971	ENSORLG00000007945	Oryzias_latipes_ASM223467v1
ENSORLP00020009992	ENSORLG00020010909	Oryzias_latipes_ASM223471v1
ENSOMEP00000027646	ENSOMEG00000010249	Oryzias_melastigma
ENSMAMP00000029863	ENSMAMG00000020130	Mastacembelus_armatus
ENSMALP00000005121	ENSMALG00000003676	Monopterus_albus
ENSGACP00000012504	ENSGACG00000009440	Gasterosteus_aculeatus
ENSLBEP00000034863	ENSLBEG00000026172	Labrus_bergylta
ENSCGOP00000043677	ENSCGOG00000019237	Cottoperca_gobio
ENSLCRP00005022222	ENSLCRG00005008199	Larimichthys_crocea
ENSMMOP00000001570	ENSMMOG00000001307	Mola_mola
ENSPRNP00000044382	ENSPRNG00000021541	Parambassis_ranga
ENSSLDP00000016394	ENSSLDG00000012976	Seriola_lalandi_dorsalis
ENSSDUP00000030313	ENSSDUG00000021827	Seriola_dumerili
ENSSMAP00000018212	ENSSMAG00000011137	Scophthalmus_maximus
ENSLCAP00010048537	ENSLCAG00010022525	Lates_calcarifer
ENSATEP00000025463	ENSATEG00000017630	Anabas_testudineus
ENSBSLP00000005915	ENSBSLG00000003082	Betta_splendens
ENSGMOP00000020733	ENSGMOG00000019276	Gadus_morhua
ENSHHUP00000052444	ENSHHUG00000031511	Hucho_hucho
ENSLOCP00000012374	ENSLOCG00000010113	Lepisosteus_oculatus
ENSCMIP00000014509	ENSCMIG00000007150	Callorhinchus_milii
ENSECRP00000024296	ENSECRG00000016451	Erpetoichthys_calabaricus
ENSCSAVP00000004860	ENSCSAVG00000002893	Ciona_savignyi
ENSCINP00000012570	ENSCING00000006095	Ciona_intestinalis
FBpp0086711	FBgn0263697	Drosophila_melanogaster
F11H8.1.2	WBGene00004341	Caenorhabditis_elegans_strain_N2
ENSPTEP00000013410	ENSPTEG00000015023	Piliocolobus_tephrosceles
ENSPTEP00000004010	ENSPTEG00000004745	Piliocolobus_tephrosceles
YPR066W_mRNA	YPR066W	Saccharomyces_cerevisiae_strain_S288C
