ENSPNAP00000011447	ENSPNAG00000017104	Pygocentrus_nattereri	ENSPNAT00000018409
ENSAMXP00000028519	ENSAMXG00000039191	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000045911
ENSHHUP00000056115	ENSHHUG00000033499	Hucho_hucho
ENSVVUP00000000261	ENSVVUG00000000261	Vulpes_vulpes
ENSPTIP00000026327	ENSPTIG00000021766	Panthera_tigris_altaica
ENSPPRP00000020568	ENSPPRG00000011676	Panthera_pardus
ENSFCAP00000025821	ENSFCAG00000007339	Felis_catus
ENSPVAP00000012207	ENSPVAG00000012944	Pteropus_vampyrus
ENSMLUP00000001809	ENSMLUG00000001972	Myotis_lucifugus
ENSEEUP00000012141	ENSEEUG00000013246	Erinaceus_europaeus
ENSMODP00000008376	ENSMODG00000006774	Monodelphis_domestica
ENSMODP00000042601	ENSMODG00000051483	Monodelphis_domestica
ENSPCIP00000007495	ENSPCIG00000006305	Phascolarctos_cinereus
ENSVURP00010010115	ENSVURG00010007797	Vombatus_ursinus
ENSMEUP00000005221	ENSMEUG00000005702	Notamacropus_eugenii
ENSSHAP00000011153	ENSSHAG00000009599	Sarcophilus_harrisii
ENSOANP00000030987	ENSOANG00000028635	Ornithorhynchus_anatinus
ENSSPUP00000012687	ENSSPUG00000009754	Sphenodon_punctatus
ENSSMRP00000011864	ENSSMRG00000009315	Salvator_merianae
ENSGALP00000022902	ENSGALG00000014188	Gallus_gallus
ENSMGAP00000014571	ENSMGAG00000013788	Meleagris_gallopavo
ENSCJPP00005019693	ENSCJPG00005015934	Coturnix_japonica
ENSGALP00000067661	ENSGALG00000052391	Gallus_gallus
ENSNMEP00000017758	ENSNMEG00000015476	Numida_meleagris
ENSAPLP00000025323	ENSAPLG00000025133	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000006220	ENSCPGG00000004447	Calidris_pygmaea
ENSMUNP00000014706	ENSMUNG00000011423	Melopsittacus_undulatus
ENSAOWP00000013804	ENSAOWG00000009415	Apteryx_owenii
ENSAHAP00000017278	ENSAHAG00000012311	Apteryx_haastii
ENSARWP00000013529	ENSARWG00000009366	Apteryx_rowi
ENSDNVP00000001709	ENSDNVG00000001246	Dromaius_novaehollandiae
ENSNPEP00000008621	ENSNPEG00000006481	Nothoprocta_perdicaria
ENSCPRP00005004060	ENSCPRG00005002981	Crocodylus_porosus
ENSCABP00000007581	ENSCABG00000005726	Chelonoidis_abingdonii
ENSCMIP00000034988	ENSCMIG00000014835	Callorhinchus_milii
