seriola_lalandi_dorsalis ENSSLDG00000019258
meriones_unguiculatus ENSMUGG00000016739
cricetulus_griseus_chok1gshd ENSCGRG00001004947
cricetulus_griseus_crigri ENSCGRG00000010344
cricetulus_griseus_crigri-picr ENSCGRG00015023683
mesocricetus_auratus ENSMAUG00000002981
microtus_ochrogaster ENSMOCG00000008007
peromyscus_maniculatus_bairdii ENSPEMG00000015723
nannospalax_galili ENSNGAG00000000213
jaculus_jaculus ENSJJAG00000017854
castor_canadensis ENSCCNG00000023565
ornithorhynchus_anatinus ENSOANG00000012077
xenopus_tropicalis ENSXETG00000016051
latimeria_chalumnae ENSLACG00000011070
eptatretus_burgeri ENSEBUG00000001622
ciona_intestinalis ENSCING00000004501
drosophila_melanogaster FBgn0039212
caenorhabditis_elegans_strain_n2 WBGene00020425
saccharomyces_cerevisiae YOR075W
